timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,4.71,-4.98,6.26,0.16,-0.33,0.04,-17.64,32.08,-78.02,9.282892868066506,9.276790327468888,28.767876608045952
7,4.82,-4.98,6.23,0.19,-0.36,0.04,-17.45,30.55,-78.59,9.319104034186978,9.415097426546032,28.258362157272245
14,5.03,-4.99,6.15,0.22,-0.39,0.03,-17.52,30.12,-78.52,9.382083990244386,9.550954936917533,27.572487954590486
21,5.16,-5.03,6.09,0.22,-0.39,0.03,-17.73,29.99,-78.28,9.43475489877718,9.683514975160756,26.719189405030534
28,5.36,-5.11,6.08,0.24,-0.42,0.03,-18.01,30.11,-78.5,9.581654345675386,9.811972616531095,25.709347004119707
35,5.47,-5.15,6.09,0.25,-0.43,0.03,-17.67,30.09,-78.44,9.671168491966212,9.935575246358594,24.55566004869172
42,5.72,-5.16,6.2,0.26,-0.44,0.03,-17.95,29.51,-76.6,9.888579271058102,10.053631304284997,23.272493032438746
49,5.9,-5.14,6.31,0.26,-0.44,0.03,-18.61,32.23,-76.15,10.052149023964974,10.165518290017875,21.875682273454487
56,6.34,-5.02,6.56,0.29,-0.45,0.05,-17.98,29.57,-79.01,10.412953471518058,10.270689839409483,20.382291405210793
63,6.55,-4.92,6.7,0.32,-0.44,0.09,-18.33,29.25,-78.84,10.582953274015717,10.368681625011458,18.81030786888232
70,7.03,-4.73,6.84,0.33,-0.42,0.12,-22.42,29.38,-79.79,10.88941688062313,10.459115797458008,17.178278453186152
77,7.26,-4.65,6.93,0.33,-0.42,0.12,-18.99,29.29,-79.95,11.061419438751972,10.541703674636787,15.504889594936941
84,7.59,-4.55,7.09,0.34,-0.38,0.15,-18.59,29.73,-79.83,11.339254825604725,10.616246413073984,13.808506602971988
91,7.73,-4.5,7.12,0.33,-0.32,0.18,-19.15,30.68,-74.63,11.432291983675016,10.682633464049811,12.106694383958114
98,7.9,-4.44,6.95,0.32,-0.26,0.23,-19.32,29.32,-80.23,11.420424685623562,10.740838725511148,10.415749817260263
105,7.87,-4.45,6.79,0.32,-0.26,0.23,-18.71,29.45,-79.45,11.306789995396572,10.790914445786438,8.750281299375274
112,7.76,-4.57,6.42,0.32,-0.19,0.31,-18.71,29.11,-79.42,11.059787520562953,10.832983105879588,7.122872429684662
119,7.61,-4.57,6.25,0.31,-0.13,0.37,-18.62,28.72,-78.78,10.856311528323053,10.867227684868457,5.543863127242105
