timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,4.58,-0.21,8.69,0.05,-0.23,-0.49,-16.52,15.58,-93.12,9.825304066541657,9.676618449491393,1.2153009473699115
7,4.62,-0.08,8.89,0.05,-0.23,-0.49,-16.11,15.55,-94.42,10.019126708451193,9.682461242507594,1.2855004006069066
14,4.63,-0.06,8.94,0.02,-0.23,-0.49,-16.02,15.14,-93.55,10.067973976923064,9.688641532895128,1.473686806526132
21,4.71,-0.09,8.95,0.02,-0.22,-0.51,-16.38,15.67,-94.08,10.114084239316972,9.695726565618811,1.7891287747137028
28,4.77,-0.13,8.9,-0.02,-0.22,-0.51,-16.37,15.83,-94.1,10.098504839826536,9.704328146266473,2.2384745116328872
35,4.92,-0.35,8.68,-0.06,-0.22,-0.53,-16.43,16.56,-89.1,9.98355147229682,9.715090042957016,2.8253203282880293
42,4.99,-0.48,8.56,-0.08,-0.21,-0.54,-17.47,16.46,-93.69,9.91988407190326,9.728673313766093,3.5498218210360335
49,5.13,-0.74,8.29,-0.08,-0.19,-0.54,-16.85,15.78,-93.55,9.77694226228221,9.745739764828766,4.4083667357043055
56,5.19,-0.83,8.19,-0.09,-0.19,-0.54,-16.9,15.84,-93.35,9.731449018517232,9.766933835673498,5.393324529809803
63,5.16,-0.9,8.22,-0.07,-0.16,-0.52,-17.16,15.68,-93.55,9.746999538319471,9.792863280528353,6.492882367284437
70,5.06,-0.93,8.37,-0.06,-0.13,-0.49,-17.33,15.39,-93.16,9.824734093093817,9.824079061140297,7.690972217797707
77,4.74,-0.85,8.83,-0.06,-0.13,-0.45,-17.28,15.16,-92.79,10.057783055922414,9.861054889110479,8.967290509641742
84,4.51,-0.69,9.13,-0.05,-0.11,-0.45,-16.98,15.21,-91.33,10.206522424410776,9.904166862714526,10.297411674618502
91,4.12,-0.53,9.65,-0.04,-0.09,-0.39,-18.27,16.92,-88.51,10.506083951691991,9.95367364961173,11.653000370584436
98,3.99,-0.51,9.81,-0.05,-0.07,-0.38,-17.35,14.81,-92.21,10.602655327794071,10.009697689854924,13.002133499360497
105,3.93,-0.61,9.63,-0.05,-0.07,-0.43,-17.1,15.07,-92.5,10.418920289550162,10.072207947063388,14.309750378273009
112,4.06,-0.71,9.33,-0.08,-0.04,-0.43,-17.6,15.36,-92.31,10.199833331971655,10.141004823882009,15.538254290249682
119,4.55,-0.94,8.53,-0.12,-0.01,-0.55,-17.55,15.2,-92.22,9.713238388920557,10.215707969508209,16.648287473843027
126,4.8,-1.01,8.15,-0.14,0.03,-0.66,-17.71,15.1,-92.53,9.512234227561892,10.295747813132454,17.599692381986728
133,5.24,-1.06,7.59,-0.14,0.03,-0.68,-17.7,17.89,-88.92,9.283819257180744,10.380361718815083,18.35265579250563
140,5.34,-1.15,7.36,-0.14,0.09,-0.68,-18.63,15.54,-92.94,9.165571449724236,10.468595640894437,18.86901264649589
147,5.26,-1.13,7.14,-0.13,0.16,-0.6,-17.86,15.16,-93.13,8.94002796416208,10.559312047848744,19.11366701332011
154,5.01,-1.04,7.15,-0.11,0.25,-0.47,-18.14,15.83,-92.82,8.792280705255036,10.651204677720475,19.05607005924071
161,4.14,-0.83,7.62,-0.11,0.25,-0.32,-17.3,15.8,-92.2,8.711653115224458,10.742820399159132,18.67167918594086
168,3.59,-0.78,8.12,-0.1,0.32,-0.32,-17.26,15.33,-91.79,8.912401472106156,10.832588087553079,17.94330869864075
175,2.65,-0.87,9.43,-0.09,0.37,-0.18,-17.3,15.65,-92.59,9.8338344505081,10.918853994758082,16.862272898150138
182,2.28,-0.98,10.16,-0.12,0.38,-0.1,-17.23,15.67,-88.85,10.45869972797766,10.999922614460727,15.429222248024587
189,2.12,-1.07,11.55,-0.12,0.38,-0.12,-17.74,17.42,-90.5,11.791598704162212,11.07410156757623,13.654586970978784
196,2.21,-0.98,12.21,-0.13,0.36,-0.12,-17.16,15.01,-91.84,12.447031774684278,11.13974862032132,11.558571209650466
203,2.66,-0.39,13.01,-0.11,0.34,-0.22,-16.95,15.48,-91.82,13.284871094594784,11.19531867421387,9.170681034822081
210,2.95,0.07,13.11,-0.11,0.33,-0.38,-16.98,15.19,-91.6,13.437987200470166,11.239408486881285,6.528813878860149
217,3.52,0.88,12.75,-0.11,0.33,-0.49,-16.71,15.23,-92.74,13.25621740920086,11.270797015145035,3.677976891272806
224,3.77,1.1,12.39,-0.16,0.36,-0.49,-17.0,15.26,-92.66,12.997499759569148,11.288479596353078,0.6687297792184381
231,4.27,0.87,11.69,-0.23,0.39,-0.51,-16.38,15.08,-92.94,12.475812598784898,11.291694643368551,-2.444540147636161
238,4.3,0.66,11.38,-0.29,0.44,-0.47,-17.41,16.44,-93.35,12.183185133617563,11.279942046504916,-5.605406067065388
245,4.58,-0.18,10.9,-0.29,0.44,-0.44,-16.79,15.27,-93.44,11.824499989428729,11.252992978874794,-8.757161909726108
252,4.67,-0.38,10.78,-0.33,0.47,-0.44,-16.24,15.62,-93.38,11.75422051860522,11.210891238924187,-11.844482146388458
259,4.73,-0.46,10.52,-0.32,0.51,-0.41,-16.43,15.65,-93.13,11.543608621224127,11.153946613220397,-14.814926093930438
266,4.79,-0.43,10.4,-0.27,0.54,-0.34,-16.09,15.52,-92.91,11.458141210510544,11.082721006999577,-17.620245652642637
273,4.8,-0.18,10.07,-0.27,0.54,-0.22,-15.87,15.87,-92.88,11.156939544516678,10.998008287515718,-20.217465167097288
280,4.72,0.02,9.84,-0.23,0.57,-0.22,-16.03,16.3,-87.84,10.913496231730692,10.900808935750828,-22.569709436300514
287,4.43,0.34,9.41,-0.19,0.6,-0.08,-16.52,17.33,-92.12,10.40618085562614,10.792300717307075,-24.646763241897162
294,4.19,0.47,9.24,-0.15,0.63,0.04,-15.86,15.65,-91.79,10.156505304483428,10.673806663259493,-26.42535504704034
301,3.6,0.44,8.99,-0.15,0.63,0.09,-15.01,15.59,-92.27,9.694003301010373,10.546761687071799,-27.88916930438961
308,3.27,0.33,8.93,-0.12,0.66,0.09,-14.95,15.61,-91.87,9.51560297616499,10.412679142339156,-29.028605138475882
315,2.61,0.16,8.88,-0.11,0.69,0.09,-14.53,15.54,-91.83,9.257002754671731,10.273118540711868,-29.840312181321195
322,2.3,0.11,8.91,-0.08,0.69,0.05,-14.24,15.36,-92.25,9.202727856456477,10.129655501378593,-30.326545152833148
329,1.82,0.16,8.96,-0.08,0.69,-0.0,-14.13,15.87,-90.98,9.144375320381377,9.983854803528434,-30.494385975585658
336,1.62,0.23,9.0,-0.05,0.68,-0.0,-15.16,17.45,-88.69,9.147529721187029,9.83724717864581,-30.354885088924306
343,1.36,0.3,9.04,-0.02,0.67,-0.05,-14.06,15.73,-92.66,9.146649659848132,9.691310231102905,-29.92217230998628
350,1.22,0.3,9.04,-0.02,0.65,-0.09,-13.83,15.57,-93.39,9.126883367283709,9.54745363345874,-29.212582970481748
357,1.14,0.26,9.05,-0.02,0.65,-0.15,-13.77,15.9,-93.44,9.12522328493939,9.407008523023732,-28.243838408859972
364,1.12,0.2,9.09,-0.02,0.64,-0.15,-13.17,16.19,-93.67,9.16092244263644,9.271220838365752,-27.03431231725051
371,1.19,0.09,9.09,-0.04,0.62,-0.21,-12.51,16.05,-93.47,9.16800414485072,9.141248182994355,-25.60240649673898
378,1.26,0.0,9.06,-0.05,0.59,-0.27,-12.72,17.71,-88.44,9.14719629176066,9.018159690221571,-23.966051466508503
385,1.35,-0.09,8.95,-0.05,0.59,-0.27,-13.14,16.27,-93.25,9.05169044985521,8.90293828894028,-22.14233948475018
392,1.4,-0.17,8.88,-0.06,0.56,-0.31,-12.22,15.67,-93.07,8.991290229994805,8.796484733725135,-20.1472906590391
399,1.49,-0.23,8.69,-0.06,0.51,-0.35,-12.5,15.71,-93.23,8.819812923186069,8.699622759402832,-17.995747756815035
406,1.56,-0.29,8.6,-0.05,0.46,-0.37,-12.12,15.43,-92.47,8.745152943202308,8.613104741341221,-15.701392419304312
413,1.69,-0.28,8.47,-0.05,0.46,-0.37,-12.25,14.91,-92.71,8.641492926572353,8.537617277786874,-13.276874484192433
420,1.77,-0.26,8.47,-0.03,0.4,-0.39,-12.15,15.61,-92.72,8.65687010414272,8.473786150459025,-10.734046228972602
427,1.92,-0.22,8.54,-0.01,0.34,-0.4,-11.52,15.57,-89.42,8.755935129956136,8.42218015897358,-8.084293306661664
434,1.99,-0.26,8.62,0.0,0.29,-0.44,-12.77,17.2,-90.62,8.850542356262693,8.383313364230014,-5.338952607105284
441,2.07,-0.33,8.75,0.0,0.29,-0.44,-11.96,15.49,-92.91,8.997571894683587,8.3576453228497,-2.509803393057183
448,2.1,-0.39,8.81,0.01,0.24,-0.48,-12.26,14.78,-93.13,9.065219247210738,8.34557896038308,0.3903880156382229
455,2.08,-0.39,8.85,0.02,0.21,-0.52,-12.1,14.91,-93.26,9.099505481068736,8.347455825842879,3.347296869939072
462,1.99,-0.33,8.87,0.04,0.18,-0.54,-12.25,15.21,-93.36,9.096477340157564,8.363548599256047,6.344475397901192
469,1.86,-0.33,8.89,0.04,0.18,-0.54,-12.41,14.98,-94.17,9.08848722285508,8.39405088482288,9.362833189949612
476,1.76,-0.34,8.9,0.08,0.15,-0.54,-12.35,17.47,-88.78,9.078722377074872,8.439064505928407,12.380202996549997
483,1.55,-0.34,8.79,0.1,0.13,-0.54,-12.25,15.26,-93.67,8.93208822168702,8.49858471264259,15.371032083376264
490,1.47,-0.36,8.7,0.12,0.1,-0.55,-11.59,15.1,-93.31,8.830656827212797,8.57248390535113,18.30623645972244
497,1.35,-0.36,8.43,0.12,0.1,-0.55,-11.91,14.95,-93.2,8.544998537156106,8.660494657561333,21.15324951842271
504,1.3,-0.33,8.31,0.14,0.06,-0.56,-11.87,14.69,-92.79,8.41754120869034,8.76219297255375,23.87628745256839
511,1.18,-0.21,8.2,0.18,0.03,-0.57,-12.15,14.02,-92.65,8.287128573878892,8.876982816075714,26.436841496450228
518,1.1,-0.1,8.19,0.23,-0.01,-0.58,-12.17,14.0,-93.03,8.264145448865236,9.004083015577878,28.79439292813595
525,0.93,0.09,8.32,0.23,-0.01,-0.58,-12.03,14.05,-87.17,8.372299564635753,9.142517596963147,30.907332966044123
532,0.88,0.19,8.44,0.28,-0.05,-0.59,-12.63,15.43,-93.13,8.487879593867953,9.291110543915282,32.734058191283054
539,0.82,0.36,8.71,0.31,-0.1,-0.63,-12.39,13.68,-93.04,8.755917998702365,9.448485823681066,34.234204176868616
546,0.81,0.44,8.84,0.33,-0.15,-0.68,-11.94,13.5,-92.62,8.887930017726287,9.613073343762165,35.369975847636624
553,0.88,0.53,9.0,0.33,-0.15,-0.68,-12.15,13.33,-92.96,9.058438055205764,9.78312130456811,36.10753191797198
560,0.91,0.61,9.01,0.33,-0.19,-0.73,-12.77,13.56,-93.22,9.076359402315443,9.956715208019899,36.418380815591775
567,0.91,0.62,8.91,0.33,-0.23,-0.79,-12.95,13.24,-93.19,8.97778369086714,10.131803577325629,36.280744566854224
574,0.88,0.53,8.84,0.31,-0.26,-0.85,-13.07,14.6,-90.27,8.899488749360831,10.306230233897043,35.68084317048911
581,0.75,0.32,8.75,0.31,-0.26,-0.85,-13.23,13.67,-94.34,8.787912152496746,10.47777274913978,34.614044002754014
588,0.67,0.19,8.79,0.28,-0.29,-0.93,-13.21,13.27,-93.55,8.817545009808569,10.644186422229943,33.085809393478456
595,0.63,0.0,9.1,0.26,-0.32,-1.03,-13.5,13.14,-93.41,9.12178162422232,10.803252813544743,31.11236307757045
602,0.62,-0.18,9.52,0.24,-0.35,-1.12,-13.58,12.73,-93.58,9.54186564566909,10.952831482186909,28.720986665433287
609,0.89,-0.82,11.13,0.24,-0.35,-1.12,-13.75,12.77,-93.88,11.195597348958206,11.090913148847646,25.94985593022443
616,1.32,-1.09,12.2,0.2,-0.39,-1.21,-13.86,12.35,-93.61,12.319517035988058,11.21567207158911,22.84734019233784
623,2.48,-1.18,14.66,0.16,-0.44,-1.29,-14.76,13.64,-88.06,14.915039389823953,11.325515053283041,19.470722579458
630,3.12,-0.81,15.63,0.12,-0.48,-1.32,-15.8,12.04,-92.55,15.958928535462524,11.419124296453512,15.884356560627367
637,4.24,0.66,16.29,0.12,-0.48,-1.32,-15.1,11.82,-92.46,16.845690843654943,11.495491395302682,12.15734908534398
644,4.63,1.41,15.86,0.01,-0.46,-1.22,-15.64,11.78,-91.92,16.582056567265713,11.55394018898222,8.360937853271082
651,4.46,1.24,13.32,-0.22,-0.39,-0.93,-15.67,11.65,-91.77,14.101475100144668,11.594137005584486,4.565788492901106
658,3.89,0.39,11.94,-0.53,-0.29,-0.62,-15.81,12.25,-92.25,12.56374944035418,11.616087911800356,0.8394565579117739
665,2.66,-1.5,9.77,-0.53,-0.29,-0.62,-15.86,12.69,-92.17,10.236136966649088,11.62012376063647,-2.7557706487430096
672,2.12,-2.2,9.06,-0.7,-0.2,-0.53,-15.78,12.36,-90.35,9.561276065463227,11.606874863286745,-6.164508931454577
679,1.33,-3.13,8.4,-0.65,-0.19,-0.63,-17.49,14.22,-90.41,9.062328619069165,11.57723780111629,-9.339335643781169
686,1.13,-3.46,8.45,-0.51,-0.23,-0.84,-16.75,12.6,-93.1,9.20059780666452,11.532337148982727,-12.241301553133837
693,1.58,-3.64,8.72,-0.51,-0.23,-0.84,-16.49,13.08,-92.68,9.580417527435849,11.473484737669583,-14.839983703921888
700,2.08,-3.33,8.95,-0.37,-0.3,-1.03,-16.56,13.07,-92.66,9.77332082764093,11.402138662169959,-17.113194748363156
707,3.16,-2.51,9.56,-0.22,-0.37,-1.11,-16.95,13.08,-93.58,10.376863688032142,11.319863687418213,-19.046467409740785
714,3.65,-2.09,9.87,-0.08,-0.4,-1.04,-17.16,12.91,-92.82,10.728816337322584,11.22829413256369,-20.632419695149622
721,4.12,-1.38,10.41,-0.08,-0.4,-1.04,-17.57,15.17,-87.81,11.280376766757394,11.12909980710624,-21.870084121524684
728,4.11,-1.15,10.59,-0.01,-0.39,-0.89,-18.31,13.04,-92.31,11.41764861957137,11.023955171906602,-22.76425713709608
735,3.71,-1.04,10.77,-0.02,-0.35,-0.77,-17.8,12.44,-91.58,11.438470177431943,10.914511627978255,-23.32489702613492
742,3.39,-1.06,10.79,-0.06,-0.3,-0.71,-17.55,12.69,-91.57,11.359568653782588,10.802372699967991,-23.566574126091865
749,2.79,-1.01,10.68,-0.06,-0.3,-0.71,-17.7,12.35,-91.54,11.084520738399112,10.689071862823319,-23.507959664650713
756,2.65,-0.97,10.51,-0.07,-0.27,-0.71,-17.61,12.35,-91.01,10.882256199887962,10.576052825974037,-23.171330282294747
763,2.77,-0.91,9.95,-0.07,-0.28,-0.74,-17.87,12.32,-91.32,10.368389460277813,10.46465219961685,-22.58206370704673
770,2.91,-0.85,9.67,-0.05,-0.31,-0.78,-18.23,11.88,-86.01,10.134076178912412,10.356084585640664,-21.76810567782411
777,3.1,-0.87,9.26,-0.05,-0.31,-0.78,-18.75,14.32,-91.13,9.803800283563511,10.251430231420356,-20.759397345895536
784,3.41,-0.92,9.12,-0.01,-0.35,-0.79,-18.62,11.71,-91.73,9.780025562338782,10.151625436488166,-19.587263565620617
791,3.52,-0.96,8.98,0.04,-0.37,-0.76,-18.9,11.66,-92.12,9.692904621422828,10.05745590011499,-18.28377263863848
798,3.7,-0.94,8.93,0.08,-0.38,-0.72,-19.04,12.06,-92.03,9.711771208178249,9.969553147044612,-16.88108471148783
805,3.78,-0.79,8.79,0.08,-0.38,-0.72,-19.38,12.1,-91.87,9.60086454440432,9.88839408593169,-15.410808469842408
812,3.86,-0.68,8.75,0.12,-0.38,-0.66,-19.67,12.25,-91.57,9.587726529266464,9.81430366059591,-13.903385169864151
819,3.89,-0.46,8.72,0.16,-0.38,-0.6,-20.23,13.58,-87.43,9.559398516643189,9.74746046266387,-12.387517151872487
826,4.01,-0.33,8.68,0.19,-0.38,-0.57,-20.24,12.17,-92.09,9.567204398360056,9.687905091741406,-10.889655848167848
833,4.08,-0.14,8.64,0.19,-0.38,-0.57,-20.07,11.68,-91.27,9.55591963130708,9.635550977086753,-9.433562021077876
840,4.31,-0.1,8.58,0.2,-0.38,-0.54,-20.3,11.5,-91.86,9.60221328652931,9.590197313523879,-8.039948325752192
