timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,0.56,3.39,9.26,-0.0,0.01,0.04,-7.04,-66.87,-44.12,9.876907410723256,9.875064556649788,-1.9741126109284721
7,0.55,3.34,9.25,-0.0,0.01,0.05,-6.84,-68.06,-47.63,9.849903552827309,9.865573630635708,-1.9393686188681443
14,0.51,3.29,9.24,-0.0,0.01,0.05,-6.83,-68.34,-48.06,9.821496830931627,9.856249743044996,-1.8828312685839705
21,0.51,3.27,9.25,-0.0,0.01,0.05,-7.15,-68.74,-48.16,9.82423024974476,9.847197669638343,-1.8052591661750341
28,0.49,3.23,9.25,0.0,0.01,0.06,-7.29,-68.78,-48.73,9.809969418912578,9.838518539031732,-1.70781968897154
35,0.49,3.22,9.24,0.01,0.01,0.06,-7.37,-68.99,-45.09,9.797249614049854,9.830307867450138,-1.5920541793739176
42,0.49,3.16,9.24,0.02,0.01,0.06,-3.76,-66.98,-43.72,9.77769400216636,9.822653760818532,-1.4598329546914783
49,0.47,3.16,9.24,0.02,0.01,0.06,-7.34,-68.44,-48.55,9.776712126272308,9.815635333151747,-1.3133018861937273
56,0.49,3.15,9.23,0.02,0.01,0.05,-7.0,-67.89,-48.92,9.765014080891026,9.809321381775815,-1.154822526428262
63,0.47,3.13,9.23,0.03,0.01,0.05,-6.85,-68.21,-49.01,9.757597040255352,9.803769350398756,-0.986907986956254
70,0.48,3.13,9.22,0.04,0.01,0.04,-6.96,-68.08,-47.9,9.748625544147236,9.799024600461467,-0.8121569414858811
77,0.49,3.14,9.23,0.04,0.01,0.04,-7.15,-68.11,-47.76,9.76179286811598,9.795119999781246,-0.6331882382786205
84,0.49,3.14,9.24,0.05,0.01,0.03,-6.53,-68.33,-47.82,9.771248640782815,9.792075825558753,-0.4525786120229327
91,0.5,3.14,9.23,0.06,0.01,0.03,-7.04,-68.74,-43.91,9.762299933929503,9.789899966847104,-0.27280581554032324
98,0.49,3.15,9.25,0.07,0.01,0.02,-7.91,-67.77,-47.03,9.783920482097145,9.788588400426237,-0.09619914094631099
105,0.49,3.17,9.25,0.07,0.01,0.02,-7.48,-69.1,-48.04,9.790377929375351,9.788125904556303,0.07510115067293555
112,0.49,3.19,9.25,0.08,0.01,0.01,-7.06,-68.8,-48.71,9.796871949760291,9.788486967780692,0.23917446706568057
119,0.48,3.2,9.27,0.08,0.01,0.01,-6.81,-68.78,-47.75,9.818518218142694,9.7896368450262,0.3943401096703383
126,0.48,3.21,9.27,0.09,0.01,0.0,-7.06,-69.15,-48.79,9.82178191572181,9.791532710938077,0.5391671943989991
133,0.47,3.26,9.27,0.09,0.01,0.0,-7.07,-68.99,-49.04,9.837753808669945,9.794124860911149,0.6724749803210557
140,0.49,3.29,9.25,0.09,0.01,0.0,-7.19,-68.97,-47.98,9.829888097023282,9.797357913701154,0.793324881034124
147,0.47,3.3,9.26,0.09,0.0,-0.0,-7.61,-67.17,-44.67,9.84167160598239,9.801171975629202,0.9010058788205129
154,0.49,3.33,9.25,0.09,0.0,-0.0,-7.25,-68.74,-49.12,9.843348007664872,9.805503734661993,0.9950153352698692
161,0.47,3.35,9.25,0.09,0.0,-0.0,-6.97,-68.39,-48.85,9.849157324360291,9.810287462235406,1.0750373105925632
168,0.48,3.33,9.23,0.09,0.0,-0.01,-7.21,-68.08,-49.18,9.824062296219422,9.815455910844024,1.1409204951747824
175,0.46,3.32,9.22,0.09,0.0,-0.01,-7.12,-68.18,-49.09,9.810321095662466,9.820941105532365,1.1926576578119636
182,0.45,3.35,9.21,0.1,0.0,-0.02,-6.61,-68.18,-48.68,9.810662566819838,9.826675036579537,1.2303680254163964
189,0.47,3.35,9.23,0.1,0.0,-0.02,-6.62,-67.22,-43.12,9.830376391573214,9.832590267470962,1.2542832954385688
196,0.46,3.36,9.24,0.1,0.0,-0.02,-7.59,-67.33,-48.96,9.842702880814802,9.83862047562211,1.2647373324600437
203,0.48,3.35,9.23,0.11,-0.0,-0.03,-6.64,-68.08,-48.28,9.830859575845848,9.844700943566629,1.2621592682806977
210,0.49,3.35,9.24,0.11,-0.0,-0.03,-6.72,-68.31,-47.72,9.840741841954802,9.850769016971824,1.2470696704697275
217,0.48,3.37,9.23,0.11,-0.0,-0.03,-6.81,-68.87,-48.06,9.837692818948964,9.856764544233698,1.2200794191932687
224,0.47,3.38,9.21,0.11,-0.0,-0.04,-6.9,-69.18,-48.0,9.821883729712953,9.862630310672127,1.1818907598441228
231,0.47,3.4,9.23,0.11,-0.0,-0.05,-6.39,-69.03,-47.91,9.847527608491385,9.868312477786763,1.1332996848327923
238,0.48,3.45,9.22,0.11,-0.01,-0.05,-6.85,-68.9,-45.5,9.856028611971457,9.873761033963843,1.0751984668377759
245,0.49,3.48,9.22,0.11,-0.01,-0.05,-7.59,-67.8,-45.41,9.867061365979234,9.878930257362102,1.0085769838855754
252,0.51,3.54,9.19,0.11,-0.01,-0.05,-7.22,-69.37,-48.38,9.861429916599317,9.883779185169244,0.9345215235979651
259,0.52,3.57,9.2,0.11,-0.01,-0.05,-6.87,-69.0,-48.55,9.882069621288853,9.888272077109619,0.8542099441919504
266,0.53,3.64,9.21,0.11,-0.01,-0.04,-6.59,-69.28,-48.79,9.917388769227514,9.892378855687465,0.7689023108861477
273,0.51,3.67,9.21,0.11,-0.01,-0.04,-6.75,-68.77,-49.05,9.927391399557086,9.896075501412879,0.6799264960738185
280,0.51,3.7,9.21,0.1,-0.01,-0.04,-6.75,-68.75,-48.68,9.93852101673081,9.89934437879785,0.5886588437269893
287,0.5,3.71,9.21,0.1,-0.01,-0.04,-7.29,-67.16,-43.25,9.941740290311351,9.90217446939269,0.49650075755224066
294,0.5,3.7,9.19,0.09,-0.01,-0.04,-7.19,-69.06,-48.79,9.919480833188802,9.904561492265538,0.40485270421044106
301,0.49,3.71,9.2,0.09,-0.01,-0.04,-6.84,-69.45,-48.55,9.931978654830065,9.906507899497319,0.31508741068208224
308,0.48,3.65,9.2,0.08,-0.01,-0.04,-6.46,-68.91,-47.92,9.90923306820462,9.908022742817906,0.228523950807471
315,0.47,3.66,9.19,0.08,-0.01,-0.04,-6.75,-69.31,-47.56,9.903161111483543,9.909121415658326,0.14640406929930805
322,0.47,3.65,9.19,0.08,-0.01,-0.04,-6.71,-69.13,-47.57,9.89946968276584,9.909825281376111,0.06987160903423728
329,0.48,3.64,9.19,0.08,-0.01,-0.04,-6.69,-69.44,-48.1,9.896266972955004,9.910161202573391,-4.461470606997864e-05
336,0.49,3.62,9.2,0.07,-0.01,-0.04,-6.87,-69.48,-44.15,9.89871203743194,9.910160988079612,-0.062444614566999235
343,0.48,3.61,9.21,0.07,-0.01,-0.04,-7.92,-68.17,-47.3,9.903867931268069,9.909860773586502,-0.11656814580061337
350,0.5,3.63,9.19,0.07,-0.01,-0.04,-6.68,-69.48,-47.78,9.893583779399655,9.909300349808614,-0.16180331994337394
357,0.51,3.65,9.2,0.07,-0.01,-0.04,-7.35,-69.44,-48.19,9.910731557256506,9.908522449231963,-0.1976935154457351
364,0.51,3.66,9.19,0.06,-0.01,-0.03,-6.91,-69.7,-48.79,9.90514007977676,9.907571999638474,-0.2239431153907674
371,0.53,3.67,9.19,0.05,-0.01,-0.03,-6.96,-70.05,-48.71,9.90988900038744,9.90649535004525,-0.24042247360347346
378,0.53,3.68,9.18,0.05,-0.01,-0.02,-7.51,-69.58,-48.55,9.904327337078476,9.90533947276831,-0.24717233968110008
