timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
175,0.19,1.36,9.88,-0.07,0.01,0.23,1.75,-0.26,-91.33,9.974973684175817,10.074974645523957,2.941762943724285
182,0.18,1.43,9.9,-0.08,0.01,0.24,1.68,0.61,-86.74,10.00436404775436,10.089117736599555,3.0499307241929614
189,0.14,1.46,9.9,-0.08,0.01,0.24,0.7,0.1,-90.76,10.0080567544354,10.103780865081252,3.1183655906228864
196,0.07,1.55,9.88,-0.09,0.01,0.24,1.29,-0.34,-91.27,10.001089940601474,10.118773007343862,3.1416884460472545
203,0.02,1.58,9.88,-0.09,0.02,0.25,1.46,-0.91,-91.0,10.005558455178802,10.133877278719089,3.1155400686701
210,-0.06,1.73,9.93,-0.1,0.02,0.26,1.58,-0.03,-90.62,10.079751981075724,10.148855836741541,3.036744988347891
217,-0.09,1.82,9.95,-0.1,0.02,0.26,1.8,-0.07,-90.91,10.115483181736796,10.163455572262444,2.903444527907112
224,-0.11,1.94,10.01,-0.11,0.01,0.24,1.2,-0.51,-91.06,10.196852455537444,10.177414440185075,2.715193636199416
231,-0.1,1.96,10.04,-0.15,0.01,0.2,1.15,-0.72,-88.18,10.23001466274609,10.190468255743726,2.4730175033903947
238,-0.05,1.97,10.06,-0.2,0.01,0.16,0.32,0.83,-89.75,10.251195052285368,10.202357762971564,2.1794258942213673
245,-0.02,1.99,10.05,-0.2,0.01,0.16,0.88,-0.35,-91.98,10.245145191748138,10.212835772078398,1.8383850805901432
252,-0.01,1.99,10.06,-0.24,0.01,0.11,1.52,-0.09,-92.58,10.254940272863612,10.221674161888927,1.4552486617613738
259,-0.02,2.0,10.06,-0.27,0.01,0.08,1.64,0.18,-91.89,10.256900116506936,10.228670549685857,1.036649224940362
266,-0.03,2.03,10.08,-0.3,0.01,0.05,1.37,0.56,-91.55,10.282421893698002,10.233654440190378,0.5903529312302851
273,-0.03,2.04,10.11,-0.3,0.01,0.05,1.32,0.64,-91.22,10.313806280903282,10.236492675436677,0.12507915616623677
280,-0.04,2.03,10.16,-0.33,0.01,0.04,1.34,1.83,-86.69,10.360892818671564,10.23709401753363,-0.3497123107857192
287,-0.03,2.0,10.19,-0.37,0.01,0.03,0.92,0.89,-91.26,10.384459542990188,10.23541270834716,-0.8240630612679354
294,-0.01,1.96,10.25,-0.4,0.01,0.01,1.51,0.79,-90.89,10.4357175124665,10.23145086670645,-1.2877819001551813
301,0.01,1.94,10.26,-0.4,0.01,0.01,1.17,0.73,-90.85,10.441805399450804,10.225259607571088,-1.7307278701095186
308,0.06,1.84,10.27,-0.44,0.01,-0.0,1.29,0.99,-91.3,10.43370020654226,10.216938800503254,-2.1431016662949958
315,0.09,1.75,10.27,-0.48,0.0,-0.02,1.46,1.13,-91.51,10.418421185573177,10.206635427107605,-2.5157349740598534
322,0.08,1.6,10.25,-0.52,-0.0,-0.04,1.52,1.23,-91.52,10.37443492437058,10.194540547424625,-2.8403662259589737
329,0.09,1.52,10.21,-0.52,-0.0,-0.04,1.3,1.43,-87.02,10.32291625462495,10.180884940569053,-3.10989106045713
336,0.06,1.3,10.16,-0.55,-0.01,-0.06,0.58,3.52,-90.66,10.243007370884785,10.165933541239932,-3.3185764169703873
343,0.04,1.18,10.13,-0.57,-0.01,-0.07,1.75,1.74,-91.84,10.198573429651816,10.149978846927574,-3.4622286804049622
350,0.01,0.93,10.04,-0.59,-0.02,-0.08,1.4,1.71,-91.86,10.082985668937548,10.13333351673332,-3.5383084847358646
357,0.0,0.82,9.99,-0.59,-0.02,-0.08,1.36,2.46,-92.05,10.023597158705051,10.116322418249013,-3.5459875487963757
364,-0.0,0.65,9.92,-0.6,-0.03,-0.1,1.39,2.7,-92.11,9.94127255435641,10.099274401187492,-3.486146096036265
371,0.0,0.61,9.88,-0.59,-0.03,-0.11,1.56,3.2,-91.8,9.898813060160297,10.082514083418086,-3.3613127834395584
378,0.09,0.53,9.85,-0.58,-0.04,-0.11,0.42,4.95,-87.47,9.86465914261613,10.066353925805396,-3.1755522786266397
385,0.16,0.54,9.83,-0.58,-0.04,-0.11,1.48,3.19,-92.27,9.846121063647349,10.051086847542768,-2.934308296120122
392,0.26,0.53,9.83,-0.55,-0.04,-0.1,1.71,3.46,-91.3,9.84771039379205,10.036979596119114,-2.6442117758737993
399,0.28,0.57,9.87,-0.53,-0.04,-0.07,1.53,3.38,-91.67,9.890409496072444,10.024267039504336,-2.31286482382248
406,0.33,0.57,9.93,-0.51,-0.04,-0.05,1.39,3.57,-91.08,9.951818929220927,10.013147497082112,-1.9486109175084323
413,0.35,0.61,9.95,-0.51,-0.04,-0.05,1.62,3.38,-90.62,9.974823306705735,10.003779175363322,-1.5603006448092742
420,0.4,0.68,9.93,-0.5,-0.03,-0.03,1.52,3.76,-90.79,9.961290077093429,9.996277729955585,-1.1570601470625377
427,0.41,0.71,9.89,-0.51,-0.02,-0.02,1.68,5.07,-86.63,9.92392563454604,9.990714940787015,-0.7480672235219856
434,0.41,0.74,9.83,-0.51,-0.01,-0.02,0.5,5.31,-90.81,9.866336706194453,9.987118463750852,-0.34233863459803615
441,0.4,0.75,9.84,-0.51,-0.01,-0.02,1.37,4.47,-90.68,9.876644166922285,9.985472604930669,0.05146801758814945
448,0.31,0.77,9.87,-0.51,0.0,-0.0,1.29,4.56,-91.27,9.904842250132004,9.98572004732292,0.4252336818003073
455,0.28,0.76,9.91,-0.5,0.01,0.01,1.01,4.66,-91.2,9.943042793833284,9.987764440023883,0.7715335826256364
462,0.17,0.78,10.03,-0.5,0.02,0.0,1.14,5.16,-90.62,10.061719534950274,9.991473736094198,1.0837644374120714
469,0.12,0.8,10.08,-0.5,0.02,0.0,0.95,4.95,-89.29,10.112408219608223,9.996684142043295,1.3562397735518061
476,-0.01,0.8,10.11,-0.52,0.02,-0.01,0.44,7.22,-88.0,10.141607367671064,10.003204525569986,1.5842526000813848
483,-0.08,0.78,10.1,-0.55,0.03,-0.03,1.32,5.98,-91.17,10.130389923393867,10.010821124608839,1.7641077828671996
490,-0.2,0.68,10.04,-0.59,0.03,-0.04,1.81,6.37,-90.7,10.06498882264655,10.01930241202647,1.893128925425259
497,-0.27,0.59,10.01,-0.59,0.03,-0.04,1.3,6.83,-90.41,10.03100692851919,10.028403993398706,1.9696454867140005
504,-0.38,0.45,9.98,-0.61,0.03,-0.04,1.08,6.59,-91.06,9.997364652747244,10.037873442854062,1.9929650811222643
511,-0.43,0.37,9.98,-0.61,0.02,-0.04,1.05,6.64,-90.34,9.996109243100538,10.047455005744073,1.9633339509245218
518,-0.49,0.24,10.06,-0.61,0.01,-0.05,0.82,6.91,-89.59,10.074785357515069,10.056894111277364,1.8818864659953078
525,-0.48,0.2,10.13,-0.61,0.01,-0.05,0.96,8.62,-85.25,10.143337714973311,10.06594164236388,1.7505832228699774
532,-0.42,0.17,10.22,-0.62,0.0,-0.08,0.26,7.04,-90.0,10.230039100609538,10.074357907858447,1.572137574516404
539,-0.34,0.19,10.21,-0.63,-0.01,-0.11,1.11,7.69,-89.65,10.217426290411888,10.081916261582084,1.3499321884968083
546,-0.15,0.18,10.15,-0.65,-0.03,-0.13,0.73,7.15,-89.77,10.152704073299882,10.088406320180626,1.0879295984604198
553,-0.09,0.21,10.15,-0.65,-0.03,-0.13,1.13,7.04,-89.94,10.152571102927574,10.093636750942455,0.7905823588059491
560,0.14,0.25,10.06,-0.67,-0.04,-0.13,0.76,7.38,-90.27,10.0640796896686,10.097437627667484,0.4627484736074621
567,0.2,0.27,10.03,-0.68,-0.05,-0.12,0.35,7.7,-90.15,10.035626537491318,10.099662379944442,0.1096163084481816
574,0.31,0.24,9.99,-0.7,-0.06,-0.11,0.85,9.69,-88.51,9.99768973313335,10.100189381427366,-0.26335917352571414
581,0.33,0.23,9.97,-0.7,-0.06,-0.11,0.89,8.78,-90.4,9.97811104367956,10.098923231554647,-0.6505096460132904
588,0.33,0.11,9.95,-0.73,-0.05,-0.1,0.82,9.05,-90.18,9.95607854529081,10.095795781333429,-1.0459993433818227
595,0.28,0.09,9.97,-0.76,-0.05,-0.1,0.48,9.32,-89.89,9.974337070702996,10.090766938336401,-1.4438687791553093
602,0.19,-0.06,10.0,-0.78,-0.04,-0.1,0.67,9.5,-89.87,10.001984803027849,10.083825261513539,-1.8380825082073216
609,0.16,-0.14,10.04,-0.78,-0.04,-0.1,0.39,10.03,-89.02,10.0422507437327,10.074988326377927,-2.2225874064585582
616,0.11,-0.25,10.12,-0.79,-0.04,-0.1,1.08,9.73,-89.37,10.12368509980432,10.064302810000722,-2.591387088072196
623,0.1,-0.25,10.16,-0.8,-0.04,-0.11,-0.38,11.72,-83.63,10.163567287129062,10.051844218231144,-2.938636108653924
630,0.12,-0.28,10.21,-0.82,-0.04,-0.12,0.73,10.16,-88.56,10.214543553189248,10.037716160016462,-3.258754696464905
637,0.16,-0.31,10.2,-0.82,-0.04,-0.12,0.67,10.44,-88.23,10.205963942715064,10.022049070129611,-3.5465613627028745
644,0.22,-0.43,10.21,-0.85,-0.05,-0.13,0.31,10.87,-88.38,10.221418688225231,10.004998294347386,-3.7974174768468743
651,0.26,-0.49,10.2,-0.87,-0.06,-0.13,0.7,11.12,-88.28,10.21507219749327,9.986741479554853,-4.007375248721559
658,0.4,-0.57,10.11,-0.91,-0.06,-0.12,0.64,11.41,-87.93,10.133952831940752,9.967475252397538,-4.1733187644372265
665,0.48,-0.66,10.06,-0.91,-0.06,-0.12,0.25,11.62,-88.5,10.093047111749753,9.947411219876205,-4.293086905512098
672,0.61,-0.77,9.91,-0.94,-0.06,-0.12,-0.06,12.6,-83.82,9.958569174334231,9.92677137898432,-4.365567329382088
679,0.67,-0.84,9.85,-0.97,-0.06,-0.1,-0.83,13.1,-88.26,9.908430753656202,9.905783074516137,-4.390752324851235
686,0.74,-0.97,9.71,-0.98,-0.05,-0.08,-0.12,12.99,-87.8,9.786347633310395,9.884673688338967,-4.369750117058345
693,0.75,-0.98,9.65,-0.98,-0.05,-0.08,-0.61,13.23,-87.15,9.728586742173809,9.863665274314648,-4.304748672738356
700,0.64,-1.17,9.55,-1.0,-0.03,-0.05,0.37,13.58,-87.9,9.642665606563364,9.842969367234176,-4.1989327901969205
707,0.57,-1.25,9.5,-1.0,-0.01,-0.01,-0.22,14.21,-87.31,9.598822844495048,9.822782190358229,-4.056358883053235
714,0.3,-1.32,9.45,-1.0,0.01,0.03,0.07,14.44,-86.06,9.546460076908089,9.803280464958934,-3.8817951092501914
721,0.2,-1.42,9.46,-1.0,0.01,0.03,-1.17,16.84,-83.7,9.568071906084318,9.784617988472155,-3.680537096421773
728,-0.04,-1.49,9.52,-0.99,0.01,0.05,-0.35,14.41,-86.8,9.635979452032888,9.766923098585512,-3.4582111211494464
735,-0.12,-1.52,9.51,-0.99,0.01,0.05,0.04,14.76,-86.28,9.631453680519884,9.750297083579985,-3.220576820747425
742,-0.23,-1.59,9.59,-1.0,0.01,0.03,0.15,15.27,-86.0,9.72363615115251,9.734813541172546,-2.9733402161380695
749,-0.23,-1.61,9.64,-1.0,0.01,0.03,-0.06,15.27,-85.15,9.776226265793976,9.720518636287267,-2.7219853046632636
756,-0.25,-1.57,9.61,-1.02,-0.0,-0.0,-0.16,15.42,-85.31,9.740610863801098,9.707432168476386,-2.4716293084567553
763,-0.19,-1.62,9.59,-1.04,-0.01,-0.02,-0.06,16.22,-85.25,9.727723269090257,9.695549335262651,-2.2269035399866652
770,-0.07,-1.71,9.54,-1.06,-0.02,-0.04,0.04,18.84,-80.59,9.692295909638748,9.684843068243485,-1.9918595481872217
777,0.02,-1.76,9.52,-1.06,-0.02,-0.04,-1.13,16.76,-85.52,9.681342882059283,9.675266820415661,-1.7698991739354994
784,0.17,-1.84,9.52,-1.08,-0.03,-0.05,0.22,17.13,-85.33,9.697674979086482,9.66675768977174,-1.5637271015497163
791,0.2,-1.84,9.51,-1.09,-0.04,-0.05,-0.61,17.17,-85.25,9.688431245562926,9.65923977101429,-1.3753247586529653
798,0.31,-2.04,9.44,-1.12,-0.04,-0.04,-0.37,17.79,-85.03,9.662882592684234,9.652627632751535,-1.2059445131463917
805,0.35,-2.14,9.41,-1.12,-0.04,-0.04,-0.37,18.47,-85.0,9.656614313515892,9.646829822592178,-1.0561230471676595
812,0.45,-2.31,9.36,-1.14,-0.03,-0.03,-0.13,18.61,-82.3,9.651331514355933,9.641752307942333,-0.9257127968073178
819,0.46,-2.34,9.35,-1.15,-0.03,-0.02,-0.63,21.63,-83.29,9.649336764773008,9.63730176564999,-0.8139305131074366
826,0.47,-2.55,9.32,-1.16,-0.03,-0.01,-0.07,19.45,-84.93,9.673975397942668,9.633388638183128,-0.7194221460118797
833,0.47,-2.59,9.31,-1.16,-0.03,-0.01,-0.37,19.53,-84.92,9.674972868179012,9.629929877865763,-0.6403431609198833
840,0.38,-2.73,9.27,-1.17,-0.02,0.01,-0.31,19.83,-84.11,9.6711012816535,9.626851304976725,-0.574453005313984
847,0.38,-2.84,9.28,-1.19,-0.01,0.03,0.13,20.2,-83.82,9.712280885559272,9.624089511681946,-0.5192218344692776
854,0.22,-2.94,9.29,-1.21,-0.0,0.05,-0.25,20.14,-82.68,9.746594276976955,9.621593252862382,-0.4719468290527118
861,0.15,-2.99,9.29,-1.21,-0.0,0.05,0.03,20.62,-83.0,9.760466177391322,9.619324277722706,-0.42987439707593467
868,0.01,-3.0,9.31,-1.22,0.0,0.06,-0.79,22.6,-78.49,9.78142116463656,9.61725757389061,-0.39032319764717727
875,-0.08,-2.99,9.29,-1.23,0.01,0.07,-0.19,21.67,-81.99,9.759641386854334,9.615381020055768,-0.35080149527891535
882,-0.12,-2.99,9.21,-1.25,0.01,0.07,-0.61,21.54,-82.27,9.683935150547011,9.613694474405388,-0.3091113436004491
889,-0.15,-3.01,9.16,-1.25,0.01,0.07,-0.8,21.95,-81.75,9.643038940085226,9.61220836217654,-0.26343202749646366
896,-0.08,-3.05,9.06,-1.26,0.01,0.06,-0.67,22.32,-82.51,9.559942468446136,9.610941862044346,-0.2123763671975496
903,-0.04,-3.1,9.0,-1.28,0.0,0.04,-0.8,23.02,-81.79,9.519012553831413,9.609920821817434,-0.1550158191373896
910,-0.01,-3.1,8.86,-1.29,-0.01,0.0,-0.75,23.33,-76.59,9.386676728214304,9.609175553456197,-0.0908734328719163
917,0.05,-3.24,8.84,-1.29,-0.01,0.0,-1.46,25.69,-79.36,9.415184544128705,9.608738661952005,-0.019887274096532792
924,0.11,-3.41,8.71,-1.31,-0.02,-0.02,-0.38,24.47,-81.15,9.354373308779165,9.60864305005731,0.057649490525705005
931,0.08,-3.62,8.72,-1.33,-0.02,-0.02,-0.37,24.67,-80.43,9.441885404938995,9.608920211069453,0.14116265944491602
938,0.07,-3.92,8.72,-1.35,-0.02,-0.02,-0.75,25.17,-80.12,9.560842013128342,9.6095988777014,0.22987443480926117
945,0.03,-4.03,8.72,-1.35,-0.02,-0.02,-0.45,25.48,-79.29,9.60625837670422,9.610704043253367,0.32287387617756735
952,0.05,-4.29,8.65,-1.36,-0.02,-0.02,-0.88,25.49,-78.81,9.655521736291623,9.612256321504221,0.4191724155040788
959,0.01,-4.43,8.68,-1.36,-0.03,-0.01,-0.53,25.96,-77.1,9.745121856600871,9.614271573501837,0.5177400718775402
966,-0.04,-4.58,8.6,-1.36,-0.03,-0.0,-1.39,27.76,-75.17,9.743613292819044,9.616760708462786,0.6175217685112386
973,-0.02,-4.66,8.61,-1.36,-0.03,-0.0,-0.45,26.22,-76.89,9.790204287960492,9.61972956311909,0.7174364872147123
980,0.01,-4.75,8.57,-1.35,-0.03,0.0,-0.96,26.45,-76.92,9.798341696430064,9.62317877699993,0.8163646726054878
987,-0.03,-4.67,8.47,-1.34,-0.03,-0.0,-1.24,27.04,-75.83,9.672161082198745,9.627103607156688,0.9131310380661546
994,-0.02,-4.65,8.28,-1.35,-0.03,-0.02,-1.17,27.33,-76.21,9.496383522162528,9.631493660224313,1.006490139509765
1001,-0.03,-4.77,8.3,-1.35,-0.03,-0.02,-1.07,27.57,-76.47,9.573076830361282,9.636332555125803,1.095120232013329
1008,-0.06,-4.94,8.28,-1.36,-0.03,-0.02,-1.23,28.09,-76.51,9.641867039116438,9.641597556241251,1.1776275196433517
1015,-0.04,-4.92,8.18,-1.37,-0.03,-0.03,-1.17,30.09,-75.77,9.54570060288924,9.647259227008767,1.2525597121801582
1022,-0.01,-5.25,8.13,-1.39,-0.04,-0.04,-1.04,29.06,-75.86,9.67778383722224,9.653281148701941,1.3184262632867956
1029,-0.0,-5.34,8.1,-1.39,-0.04,-0.04,-0.86,29.57,-75.3,9.70183487800117,9.659619736506205,1.3737227339063054
1036,0.11,-5.5,7.94,-1.39,-0.04,-0.04,-0.75,30.02,-74.7,9.659487564048105,9.666224172726908,1.4169576358486893
1043,0.1,-5.59,7.94,-1.37,-0.05,-0.03,-1.13,30.31,-73.94,9.71090623989337,9.673036469053104,1.4466812896120587
1050,0.26,-5.66,7.9,-1.35,-0.06,-0.02,-0.67,30.09,-73.93,9.721789958644449,9.679991667560854,1.4615172427292578
1057,0.35,-5.66,7.86,-1.35,-0.06,-0.02,-1.14,30.3,-70.32,9.692146305127674,9.687018192766283,1.4601973706990918
1064,0.38,-5.6,7.81,-1.33,-0.05,-0.02,-2.1,32.2,-71.97,9.617718024562793,9.694038372433106,1.4416018382138134
1071,0.46,-5.6,7.72,-1.33,-0.05,-0.03,-1.3,30.71,-71.94,9.54829827770373,9.700969150501441,1.404804387385468
1078,0.43,-5.77,7.72,-1.35,-0.05,-0.01,-1.26,30.9,-71.29,9.647600738007352,9.707723017748487,1.3491217528943196
1085,0.48,-5.82,7.65,-1.35,-0.05,-0.01,-0.85,31.19,-70.91,9.624203863177463,9.714209180022017,1.2741639599356063
1092,0.46,-6.09,7.59,-1.36,-0.04,0.0,-1.15,31.56,-70.26,9.742063436459445,9.720334968290938,1.1798810160486255
1099,0.39,-6.2,7.57,-1.39,-0.04,0.03,-1.29,32.05,-70.59,9.792701363770878,9.726007473175788,1.066601848108462
1106,0.37,-6.41,7.5,-1.39,-0.04,0.05,-1.14,32.17,-69.86,9.8729428236975,9.731135366676309,0.9350632080468131
1113,0.35,-6.45,7.47,-1.39,-0.04,0.05,-1.77,34.24,-64.97,9.875520239460805,9.735630862868842,0.7864290557511993
1120,0.29,-6.39,7.28,-1.37,-0.04,0.06,-1.87,32.7,-69.73,9.690954545347946,9.739411771790722,0.6223035954485852
1127,0.25,-6.48,7.29,-1.37,-0.04,0.07,-1.48,33.67,-68.21,9.75689499789764,9.74240361599961,0.4447424287158128
1134,0.16,-6.45,7.16,-1.35,-0.04,0.08,-1.56,33.73,-67.98,9.63813778693789,9.744541800753051,0.2562654745952955
1141,0.05,-6.4,7.1,-1.35,-0.04,0.08,-1.42,34.32,-67.63,9.558896379812891,9.74577384630399,0.05987280957981511
1148,-0.03,-6.56,7.01,-1.34,-0.04,0.08,-1.32,34.9,-67.25,9.600760386552723,9.746061696350047,-0.1409386028971369
1155,-0.1,-6.59,6.97,-1.36,-0.04,0.06,-1.51,34.64,-61.71,9.592653438960465,9.745384106913042,-0.34216235551528484
1162,-0.11,-6.73,6.81,-1.36,-0.05,0.04,-1.48,37.28,-65.7,9.575024804145418,9.743739095588449,-0.5392815373260476
1169,-0.03,-6.81,6.77,-1.36,-0.05,0.04,-0.76,35.15,-65.38,9.60259860662727,9.741146395889766,-0.7272876487243138
1176,-0.08,-7.08,6.67,-1.37,-0.06,0.01,-1.11,35.11,-64.67,9.727368606154492,9.737649820655514,-0.9007280294486861
1183,-0.02,-7.25,6.63,-1.38,-0.07,-0.02,-0.83,34.99,-63.83,9.824449093969596,9.733319397437011,-1.0537892243129647
1190,0.09,-7.44,6.45,-1.38,-0.08,-0.04,-1.45,34.87,-63.56,9.8470401644352,9.728253103089353,-1.1804211155096311
1197,0.18,-7.59,6.44,-1.36,-0.08,-0.04,-1.29,34.98,-63.07,9.955606460683349,9.72257800157248,-1.27450270417836
1204,0.26,-7.75,6.38,-1.35,-0.09,-0.05,-2.08,35.68,-62.69,10.041638312546414,9.716450584725468,-1.3300458579847145
1211,0.32,-7.77,6.28,-1.33,-0.1,-0.04,-2.27,37.24,-58.11,9.995684068636823,9.710056133485157,-1.3414288434629498
1218,0.54,-7.91,6.14,-1.33,-0.11,-0.01,-1.55,35.84,-62.51,10.027926006906911,9.703606956353124,-1.3036474989457645
1225,0.61,-7.95,5.96,-1.3,-0.11,-0.01,-2.35,36.32,-62.61,9.954707429151297,9.6973394203005,-1.2125690385706775
1232,0.6,-7.93,5.86,-1.27,-0.11,0.01,-2.34,36.88,-62.53,9.878486726214698,9.691509761461218,-1.0651722336460807
1239,0.57,-7.93,5.73,-1.25,-0.11,0.03,-2.15,37.2,-61.94,9.800137754133868,9.68638874110715,-0.8597582378122866
1246,0.49,-7.97,5.61,-1.25,-0.11,0.07,-1.58,37.33,-61.17,9.758744796335234,9.682255288040745,-0.5961183775258974
1253,0.53,-7.88,5.5,-1.23,-0.11,0.07,-1.71,38.72,-55.16,9.624203863177463,9.67938933430264,-0.27564834411617767
1260,0.32,-7.91,5.6,-1.2,-0.09,0.1,-2.37,38.8,-60.19,9.696932504663524,9.678064101879004,0.09859821322609719
1267,0.3,-7.81,5.58,-1.17,-0.08,0.12,-1.43,38.19,-59.91,9.603254656625534,9.678538131750283,0.5219202634120848
1274,0.17,-7.67,5.57,-1.17,-0.07,0.14,-1.93,38.26,-59.73,9.480648711981686,9.681047363785918,0.988044680201142
1281,0.21,-7.65,5.47,-1.14,-0.07,0.14,-1.77,38.75,-58.61,9.406779470148113,9.685797578594578,1.4892638297145027
1288,0.11,-7.79,5.43,-1.12,-0.06,0.14,-2.05,38.6,-58.08,9.496372991832196,9.69295750085282,2.016629644182757
1295,0.19,-7.77,5.14,-1.11,-0.06,0.11,-1.93,38.63,-57.85,9.31818651884582,9.702652835680622,2.560194672582753
1302,0.14,-8.09,4.86,-1.11,-0.07,0.06,-1.53,39.29,-54.4,9.438606888730984,9.714961463914193,3.1092873867561366
1309,0.33,-8.32,4.66,-1.13,-0.07,0.06,-2.89,40.56,-53.98,9.541849925459948,9.729909960965905,3.6528069559581695
1316,0.45,-8.81,4.53,-1.13,-0.07,0.04,-2.16,38.99,-56.8,9.916627450902851,9.74747153286955,4.179522590633212
1323,0.39,-8.81,4.46,-1.09,-0.06,0.02,-1.94,39.58,-56.91,9.88229730376495,9.767565391478364,4.678365446558871
1330,0.35,-8.63,4.48,-1.09,-0.05,0.01,-1.83,39.39,-56.99,9.729840697565404,9.790057533048358,5.138706600342061
1337,0.36,-8.7,4.55,-1.01,-0.05,0.01,-1.67,39.37,-56.18,9.82456614818181,9.81476285324231,5.550619962169009
1344,0.3,-8.46,4.63,-0.96,-0.04,0.01,-2.0,39.54,-55.6,9.64875639655184,9.841448526137354,5.905131165426127
1351,0.22,-8.32,4.62,-0.91,-0.02,-0.0,-2.65,42.21,-50.86,9.519201647197102,9.869838579817287,6.194451835596027
1358,0.08,-8.43,4.82,-0.91,-0.01,-0.03,-2.62,40.35,-55.01,9.711009216348216,9.899619598257653,6.412194623035191
1365,0.08,-8.41,4.83,-0.91,-0.01,-0.03,-1.97,40.54,-55.28,9.698628769058026,9.930447457022245,6.553559963635195
1372,0.06,-8.68,4.61,-0.92,-0.0,-0.05,-2.06,40.75,-54.56,9.828433242384058,9.961954956847414,6.615482607617736
1379,0.06,-8.93,4.53,-0.95,-0.0,-0.06,-1.4,40.89,-53.81,10.013460940154507,9.99376016169173,6.5967257467909235
1386,0.17,-9.41,4.27,-0.95,-0.01,-0.05,-1.93,40.73,-52.75,10.334887517530126,10.025475189320533,6.497913304132027
1393,0.17,-9.53,4.19,-0.96,-0.01,-0.05,-1.67,41.06,-52.31,10.411815403665203,10.05671515712886,6.321496417419922
1400,0.31,-9.51,4.01,-0.93,-0.01,-0.03,-1.84,40.65,-47.25,10.32551693621196,10.087106966827994,6.071657434889403
1407,0.34,-9.41,4.02,-0.87,-0.01,-0.01,-2.32,42.31,-50.85,10.238364127144532,10.116297627572655,5.754161378118852
