timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,4.76,-7.42,5.37,-0.05,0.14,-0.24,-15.01,40.5,-70.61,10.32234953874359,10.31835069402453,1.124183018955165
7,4.72,-7.43,5.37,-0.03,0.14,-0.22,-14.21,40.0,-69.53,10.311168701946448,10.3237554200772,1.001856414841484
14,4.65,-7.4,5.33,-0.0,0.14,-0.22,-14.38,40.46,-70.1,10.236767067780727,10.328572037456246,0.8793043812827364
21,4.63,-7.37,5.35,-0.0,0.14,-0.22,-14.26,40.95,-70.64,10.216471993795118,10.332799462366259,0.7588748063120363
28,4.62,-7.38,5.41,0.02,0.14,-0.22,-14.28,40.73,-70.49,10.250702414956743,10.336447898935067,0.6428157068745008
35,4.65,-7.37,5.43,0.04,0.14,-0.23,-14.22,40.88,-67.26,10.267633612473714,10.33953835906427,0.5332514686359389
42,4.7,-7.32,5.46,0.06,0.14,-0.24,-15.55,42.11,-67.79,10.270540394740678,10.342102068048098,0.4321599952683357
49,4.77,-7.31,5.5,0.06,0.14,-0.24,-14.09,40.69,-70.21,10.316927837297303,10.344179760333041,0.34134598583025877
56,4.88,-7.27,5.57,0.08,0.14,-0.25,-14.18,40.7,-69.76,10.377485244508902,10.34582084680338,0.2624062501024298
63,4.92,-7.24,5.61,0.09,0.15,-0.24,-14.0,40.53,-69.72,10.396927430736447,10.347082415313487,0.1966842557640689
70,5.05,-7.22,5.69,0.1,0.16,-0.24,-14.03,40.34,-68.97,10.488422188298868,10.348028012696968,0.14521294892361425
77,5.1,-7.19,5.7,0.1,0.16,-0.24,-14.02,40.3,-69.86,10.497433019552924,10.348726151874486,0.10864720982476683
84,5.15,-7.16,5.71,0.1,0.18,-0.24,-14.13,39.96,-69.98,10.506769246538155,10.349248494229412,0.08718981253741731
91,5.17,-7.18,5.7,0.1,0.19,-0.24,-14.67,41.71,-66.14,10.524794534811594,10.349667676020458,0.08051703578050251
98,5.23,-7.12,5.69,0.11,0.21,-0.23,-14.41,39.8,-70.62,10.50825389872171,10.350054777154018,0.08771174777609758
105,5.21,-7.11,5.67,0.11,0.21,-0.23,-14.56,39.37,-70.14,10.480701312412258,10.350476468249095,0.10721267986178873
112,5.16,-7.02,5.61,0.11,0.23,-0.24,-14.29,39.64,-71.02,10.362340469218331,10.350991913825354,0.13678859609305505
119,5.14,-6.99,5.57,0.11,0.25,-0.25,-14.34,38.94,-70.61,10.310412212904,10.35164955130657,0.1735448984078687
126,5.07,-6.96,5.46,0.1,0.26,-0.25,-14.89,39.59,-70.96,10.195984503715176,10.352483901779685,0.21396766049932125
133,5.04,-6.99,5.43,0.1,0.26,-0.25,-14.7,40.22,-66.73,10.18560749292844,10.353512592455163,0.2540063920943396
140,4.96,-7.02,5.38,0.1,0.27,-0.25,-15.9,41.95,-69.69,10.140335300176222,10.35473377703254,0.2891927301924966
