timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,-0.3,1.26,10.03,0.08,-0.03,-0.05,1.17,1.24,-87.69,10.113283344196384,10.125626079161817,-3.135394625342684
7,-0.25,1.2,9.96,0.08,-0.03,-0.08,0.58,2.78,-88.57,10.03514324760738,10.110552066539977,-3.1759383942287513
14,-0.18,1.19,9.94,0.06,-0.04,-0.08,1.65,0.56,-89.75,10.012597065696792,10.095283131952339,-3.18067249221113
21,-0.05,1.14,9.9,0.06,-0.05,-0.11,0.73,0.89,-90.06,9.96554564487063,10.079991437278247,-3.1507133978020647
28,0.02,1.17,9.88,0.06,-0.06,-0.11,1.14,0.85,-89.78,9.949055231528268,10.064843776711891,-3.0879259445898413
35,0.16,1.2,9.87,0.06,-0.06,-0.12,1.27,0.5,-89.61,9.943968020865714,10.049997978901363,-2.9948269491925146
42,0.22,1.23,9.86,0.06,-0.06,-0.12,1.26,0.64,-89.96,9.93885808330112,10.03559977241486,-2.8744690231573315
49,0.28,1.27,9.83,0.06,-0.06,-0.1,0.98,0.61,-90.24,9.915654290060742,10.021780209803527,-2.7303106104867823
56,0.26,1.29,9.82,0.06,-0.05,-0.07,0.38,2.09,-85.6,9.907779771472518,10.00865371648388,-2.566078317258558
63,0.19,1.3,9.8,0.06,-0.05,-0.07,1.01,0.28,-91.13,9.887674145116232,9.99631680149706,-2.3856275001274128
70,0.11,1.29,9.78,0.05,-0.03,-0.03,1.11,0.8,-90.47,9.865323106720831,9.984847438515677,-2.1928070560357185
77,-0.01,1.26,9.8,0.05,-0.02,0.01,1.15,0.99,-90.89,9.880673053997892,9.974305096900121,-1.991334431715842
84,-0.08,1.28,9.8,0.06,-0.01,0.05,1.11,1.14,-91.13,9.883562110899089,9.964731373670718,-1.784686903311524
91,-0.25,1.28,9.86,0.06,-0.01,0.05,1.13,1.32,-90.82,9.945878543396756,9.956151148174028,-1.5760148861876075
98,-0.3,1.28,9.9,0.07,0.0,0.07,1.13,1.72,-85.62,9.986911434472622,9.948574153528895,-1.3680821023855287
105,-0.35,1.33,9.97,0.08,0.0,0.07,-0.13,2.38,-91.2,10.064407583161564,9.941996835728965,-1.1632356425248247
112,-0.37,1.36,10.01,0.08,-0.0,0.05,0.95,0.91,-90.84,10.108738793736832,9.936404356678365,-0.9634063225245484
119,-0.36,1.43,10.03,0.08,-0.0,0.05,0.91,0.92,-90.41,10.137820278541142,9.931772595512381,-0.7701365434097056
126,-0.35,1.43,10.02,0.07,-0.01,0.02,1.04,0.18,-90.53,10.127576215462414,9.928070015976758,-0.5846296577286694
133,-0.27,1.48,9.95,0.05,-0.02,-0.02,0.94,0.64,-90.43,10.063090976434626,9.925259296468447,-0.40781232287426405
140,-0.23,1.46,9.89,0.04,-0.02,-0.04,1.1,0.47,-90.31,9.999829998554976,9.923298660300782,-0.2404001376567635
147,-0.21,1.47,9.8,0.04,-0.02,-0.04,0.98,0.48,-89.07,9.911861580954408,9.922142890408201,-0.08295738241614004
154,-0.2,1.47,9.77,0.02,-0.02,-0.05,-0.1,2.37,-87.05,9.881993725964412,9.921744056838893,0.06405620954575397
161,-0.18,1.42,9.7,0.01,-0.03,-0.04,1.14,0.94,-91.46,9.80503952057308,9.922052019384786,0.20025561449000406
168,-0.15,1.41,9.71,-0.0,-0.03,-0.02,1.32,0.64,-90.78,9.81298629368247,9.923014786762142,0.32531823083627387
175,-0.17,1.37,9.74,-0.0,-0.03,-0.02,0.91,0.12,-91.33,9.837347203387711,9.924578816718086,0.43898683236548663
182,-0.17,1.35,9.74,-0.01,-0.03,-0.01,1.27,0.45,-91.29,9.834581841644312,9.926689330335227,0.541083441886741
189,-0.18,1.31,9.8,-0.02,-0.03,-0.0,0.69,0.53,-91.16,9.888806803654322,9.929290693036606,0.6315289454198307
196,-0.21,1.31,9.82,-0.02,-0.03,-0.01,0.5,3.16,-87.69,9.909217930795547,9.932326889889586,0.7103634576943705
203,-0.16,1.28,9.87,-0.02,-0.03,-0.01,0.0,1.32,-91.92,9.953938918840118,9.935742098820809,0.7777633818759568
210,-0.13,1.24,9.86,-0.03,-0.04,-0.03,0.6,1.18,-91.54,9.938515985799892,9.939481345849059,0.8340524378164957
217,-0.07,1.24,9.89,-0.03,-0.04,-0.05,0.66,1.02,-91.32,9.967677763651874,9.943491213338561,0.8797053059429345
224,-0.03,1.25,9.9,-0.03,-0.04,-0.06,0.64,0.95,-90.73,9.978647202902806,9.947720565770979,0.9153436408577704
231,0.01,1.25,9.88,-0.03,-0.04,-0.06,1.05,1.15,-90.31,9.95876498367142,9.952121256352026,0.9417249407070472
238,0.07,1.26,9.89,-0.04,-0.04,-0.07,0.77,1.04,-90.47,9.9701855549433,9.956648780105425,0.9597251584040407
245,0.1,1.24,9.9,-0.04,-0.04,-0.06,0.89,1.05,-87.27,9.977855481013943,9.961262843366983,0.9703160611357191
252,0.12,1.27,9.89,-0.05,-0.04,-0.05,-0.28,2.59,-88.18,9.971930605454494,9.965927824430135,0.9745382688377902
259,0.14,1.26,9.9,-0.05,-0.04,-0.05,0.89,0.91,-90.13,9.980841647877195,9.970613104568779,0.9734707670825742
266,0.14,1.24,9.9,-0.05,-0.04,-0.03,0.7,1.17,-90.57,9.97833653471359,9.975293252487445,0.9681975742857389
273,0.11,1.25,9.92,-0.05,-0.04,-0.01,0.54,0.39,-90.66,9.999049954870712,9.979948048517665,0.959772154742268
280,0.08,1.25,9.93,-0.05,-0.03,0.0,0.5,0.8,-90.94,10.008686227472614,9.984562337723156,0.9491801539711275
287,-0.0,1.26,9.96,-0.05,-0.03,0.0,0.63,0.41,-91.49,10.039382451127162,9.989125703848018,0.9373011924200796
294,-0.02,1.27,9.96,-0.05,-0.03,0.01,0.39,2.03,-85.87,10.040662328751027,9.993631959580807,0.9248708418801925
301,-0.11,1.24,9.96,-0.05,-0.02,0.01,-0.12,0.82,-91.65,10.037494707346053,9.998078454012923,0.9124444431581082
308,-0.14,1.24,9.97,-0.06,-0.02,0.01,0.94,0.92,-91.55,10.047790801962387,10.00246520614349,0.9003649001001008
315,-0.17,1.21,9.95,-0.06,-0.02,0.01,0.76,1.15,-91.9,10.024744385768646,10.006793883547818,0.8887368072678328
322,-0.19,1.2,9.93,-0.06,-0.02,0.0,0.76,1.04,-91.39,10.004049180206982,10.011066656659683,0.8774091439334484
329,-0.18,1.18,9.94,-0.06,-0.02,-0.01,0.48,1.51,-90.73,10.011413486616163,10.01528496985167,0.8659682965212312
336,-0.2,1.21,9.93,-0.06,-0.02,-0.03,0.56,0.98,-90.79,10.005448515683842,10.019448278969561,0.8537424593710625
343,-0.17,1.26,9.93,-0.06,-0.02,-0.03,0.37,2.27,-86.29,10.01106387952849,10.02355281002423,0.8398177345782187
350,-0.19,1.3,9.94,-0.07,-0.02,-0.05,-0.38,2.31,-90.4,10.026450019822567,10.027590395286625,0.823065729314095
357,-0.19,1.41,9.93,-0.08,-0.02,-0.07,0.99,1.15,-90.24,10.031405684150153,10.031547442062173,0.8021822164515129
364,-0.2,1.46,9.92,-0.1,-0.03,-0.08,0.8,0.7,-90.85,10.028858359753617,10.035404087333575,0.7757364235434636
371,-0.17,1.52,9.9,-0.1,-0.03,-0.08,0.56,1.18,-90.24,10.017449775267156,10.039133589369841,0.7422305847004225
378,-0.16,1.54,9.86,-0.12,-0.03,-0.09,0.7,1.34,-90.91,9.980821609466828,10.04270200564244,0.7001692798684758
385,-0.14,1.57,9.8,-0.13,-0.04,-0.08,0.76,1.24,-90.94,9.925950836066034,10.046068204103346,0.6481375171597392
392,-0.14,1.56,9.77,-0.14,-0.04,-0.08,0.76,1.11,-89.07,9.894751133808269,10.049184249858921,0.5848852957587098
399,-0.12,1.53,9.78,-0.14,-0.04,-0.08,-0.13,3.33,-88.09,9.899681813068538,10.051996198396223,0.5094145920504332
406,-0.13,1.5,9.78,-0.15,-0.05,-0.09,0.69,1.64,-91.6,9.895216015833103,10.05444530701185,0.4210627790081958
413,-0.11,1.45,9.86,-0.16,-0.05,-0.09,0.75,1.23,-91.93,9.966654403559902,10.056469647295543,0.3195750634784815
420,-0.1,1.44,9.92,-0.16,-0.05,-0.11,-0.01,1.86,-91.63,10.024470060806207,10.058006065869959,0.2051581680018444
427,-0.07,1.4,10.06,-0.16,-0.05,-0.11,0.28,2.47,-91.58,10.15718957192392,10.058992403216122,0.07850853292356419
434,-0.01,1.34,10.08,-0.17,-0.04,-0.14,0.39,2.47,-91.44,10.168682313849716,10.059369848085947,-0.05918918346955593
