timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,filtered_acc_mag,jerk
0,-0.01,-1.74,9.77,-0.06,-0.01,-0.04,-1.18,-56.81,-43.67,9.923739214630745,9.928460751822747,0.12626178565940904
7,-0.02,-1.76,9.77,-0.06,-0.01,-0.04,-0.13,-58.17,-47.49,9.927280594402475,9.929067779638418,0.11175528346981878
14,-0.07,-1.78,9.78,-0.06,-0.0,-0.03,-0.5,-58.3,-47.37,9.94091042108317,9.9296050646551,0.09594838578345843
21,-0.11,-1.77,9.78,-0.06,-0.0,-0.03,-0.04,-58.2,-47.78,9.939486908286565,9.930066354971366,0.07862941953965219
28,-0.19,-1.78,9.77,-0.06,-0.01,-0.02,-0.58,-58.21,-47.88,9.93264315275647,9.930444381026845,0.05958214986139865
35,-0.2,-1.79,9.76,-0.06,-0.01,-0.02,-0.32,-58.33,-47.97,9.92480226503279,9.93073083367041,0.03860039045690655
42,-0.23,-1.75,9.74,-0.05,-0.01,-0.02,-0.79,-58.18,-43.88,9.898636269709076,9.930916412470683,0.015504731401080107
49,-0.23,-1.7,9.74,-0.04,-0.01,-0.02,-1.81,-56.83,-47.84,9.889919109881536,9.930990954448573,-0.009838757558355837
56,-0.23,-1.59,9.75,-0.03,-0.01,-0.03,-0.76,-58.18,-48.7,9.88147256232592,9.930943652729542,-0.03749859048278381
63,-0.21,-1.53,9.78,-0.03,-0.01,-0.03,-0.32,-58.17,-47.82,9.901181747650124,9.930763371044529,-0.06745812108704285
70,-0.17,-1.43,9.81,-0.02,-0.01,-0.04,0.19,-57.67,-48.01,9.91513489570364,9.930439053154688,-0.09959790170651672
77,-0.16,-1.4,9.82,-0.01,-0.01,-0.06,-0.7,-58.27,-47.84,9.920584660190144,9.92996021708879,-0.13368212737458407
84,-0.14,-1.33,9.84,-0.01,-0.01,-0.08,-0.6,-58.24,-47.9,9.930463231894068,9.929317514553336,-0.169350807734304
91,-0.14,-1.34,9.85,-0.01,-0.01,-0.08,-0.06,-58.04,-45.43,9.94171514377675,9.92850332797769,-0.20611874909752714
98,-0.14,-1.36,9.85,-0.02,-0.01,-0.09,-0.66,-56.55,-45.89,9.944430602100857,9.927512372453183,-0.24338183642117883
105,-0.16,-1.42,9.84,-0.03,-0.01,-0.11,-0.16,-58.02,-47.09,9.94321879473644,9.926342267470389,-0.28043056813717726
112,-0.16,-1.51,9.83,-0.03,-0.01,-0.12,-0.06,-58.26,-47.5,9.946587354464848,9.924994043585114,-0.31647035053251216
119,-0.16,-1.56,9.84,-0.03,-0.01,-0.12,-0.54,-58.35,-47.76,9.964175831447376,9.923472551515246,-0.3506477042313634
126,-0.15,-1.62,9.84,-0.03,-0.01,-0.12,-0.39,-58.04,-47.68,9.973590125927574,9.921786745244903,-0.3820811963688868
133,-0.12,-1.65,9.83,-0.03,-0.02,-0.13,-0.63,-58.08,-47.5,9.96823956373441,9.919949816416207,-0.4098954931000094
140,-0.09,-1.66,9.81,-0.03,-0.02,-0.14,-0.57,-57.98,-47.43,9.949864320682972,9.917979165007072,-0.43325647248377663
147,-0.08,-1.65,9.81,-0.03,-0.02,-0.14,-0.82,-56.26,-42.69,9.948115399411089,9.915896201197054,-0.45140504884167854
154,-0.02,-1.66,9.77,-0.02,-0.02,-0.14,-1.61,-56.65,-48.13,9.910040363187225,9.913725984616084,-0.46368741498693566
161,-0.01,-1.65,9.77,-0.02,-0.02,-0.14,-1.07,-57.73,-47.84,9.90835506025092,9.911496718197878,-0.46957982759300876
168,0.03,-1.66,9.75,-0.02,-0.02,-0.14,-1.13,-57.54,-48.13,9.890348831057477,9.909239122872911,-0.46870673375866545
175,0.05,-1.68,9.74,-0.02,-0.02,-0.14,-0.61,-57.47,-47.52,9.883951638894231,9.906985725114456,-0.4608518004546909
182,0.15,-1.7,9.73,-0.02,-0.02,-0.13,-0.63,-57.31,-47.53,9.878532279645595,9.904770091458424,-0.4459621050696967
189,0.16,-1.71,9.73,-0.01,-0.02,-0.11,-1.11,-57.09,-43.34,9.88041497104246,9.902626042876358,-0.424146274834726
196,0.17,-1.7,9.74,0.0,-0.01,-0.11,-2.12,-55.88,-47.75,9.888705678702346,9.900586878093499,-0.39566768099618344
203,0.19,-1.71,9.74,0.0,-0.01,-0.11,-0.85,-57.64,-47.46,9.890793699193203,9.898684629627171,-0.36093387596937987
210,0.2,-1.72,9.75,0.0,-0.0,-0.09,-0.88,-57.5,-47.19,9.90257037339296,9.896949370608088,-0.32048331347573367
217,0.24,-1.73,9.75,0.0,-0.0,-0.08,-1.7,-57.86,-47.18,9.905200654201812,9.895408585447147,-0.27497007525207096
224,0.25,-1.78,9.71,0.0,0.0,-0.06,-1.39,-57.99,-46.74,9.874968354379677,9.894086613931512,-0.22514697434334607
231,0.26,-1.77,9.71,0.0,0.0,-0.06,-0.91,-57.86,-46.57,9.873428988958194,9.89300417655486,-0.1718471975535465
238,0.26,-1.77,9.73,0.01,0.01,-0.04,-0.82,-57.45,-46.46,9.893098604582894,9.892177988105084,-0.11596470408790083
245,0.25,-1.75,9.71,0.01,0.01,-0.02,-1.7,-55.83,-42.6,9.869604855312092,9.891620465489277,-0.05843381804103842
252,0.21,-1.74,9.73,0.02,0.02,-0.0,-0.89,-57.73,-46.78,9.88658687313271,9.891339533671772,-0.00020862642554675404
259,0.18,-1.74,9.73,0.02,0.02,-0.0,-0.86,-57.67,-47.3,9.885995144647808,9.89133853066011,0.057757169739630854
266,0.14,-1.74,9.73,0.01,0.02,0.01,-0.89,-57.88,-47.3,9.88534774299822,9.891616209360782,0.11452936236250366
273,0.11,-1.73,9.75,0.01,0.02,0.03,-0.79,-57.69,-47.9,9.902903614597085,9.892166831295217,0.1692108305681188
280,0.05,-1.72,9.74,0.02,0.02,0.04,-0.82,-57.47,-47.79,9.89082908557215,9.892980344903718,0.22095732226489417
287,0.04,-1.7,9.74,0.02,0.02,0.04,-0.69,-56.62,-43.64,9.887325219694151,9.894042639722299,0.26899129886777473
294,0.01,-1.71,9.75,0.01,0.02,0.04,-1.2,-56.43,-47.66,9.898823162376424,9.895335867120702,0.31261382174898245
301,-0.02,-1.72,9.74,0.01,0.03,0.04,-0.54,-57.12,-47.79,9.890722926055506,9.896838818186803,0.3512144603852505
308,0.0,-1.71,9.76,0.01,0.03,0.05,-0.34,-57.7,-47.44,9.908667922581722,9.898527349246347,0.38427917035025416
315,-0.0,-1.71,9.76,0.01,0.03,0.05,-0.37,-57.92,-47.12,9.908667922581722,9.900374845257646,0.41139611770304896
322,-0.0,-1.73,9.75,0.01,0.03,0.05,-0.94,-57.95,-46.87,9.90229266382286,9.902352711208142,0.43225953168413866
329,-0.01,-1.71,9.75,0.01,0.03,0.05,-0.98,-57.7,-47.15,9.898823162376424,9.904430882033546,0.4466717713330013
336,-0.01,-1.72,9.76,0.01,0.03,0.05,-0.75,-57.34,-44.48,9.910403624474636,9.906578342472647,0.4545438022642543
343,-0.01,-1.71,9.77,0.01,0.03,0.05,-1.91,-56.31,-43.92,9.91852307553902,9.908763649214302,0.45589421042538447
350,-0.03,-1.71,9.76,0.02,0.03,0.05,-1.27,-57.66,-46.92,9.908713337260291,9.910955448302886,0.4508468380205386
357,-0.06,-1.68,9.77,0.01,0.03,0.05,-0.8,-57.61,-46.83,9.91357150576925,9.913122981177985,0.43962715654555495
364,-0.09,-1.68,9.77,0.01,0.03,0.06,-0.7,-57.72,-47.03,9.913798464766163,9.915236573276761,0.4225575151660337
371,-0.11,-1.67,9.77,0.01,0.03,0.06,-1.05,-57.7,-46.81,9.91231052782347,9.917268099791983,0.40005135164068406
378,-0.13,-1.67,9.77,0.01,0.03,0.06,-1.01,-57.79,-46.73,9.912552648031689,9.919191423597947,0.37260634792215797
385,-0.14,-1.65,9.77,0.01,0.03,0.06,-1.07,-55.98,-42.77,9.90933902942068,9.92098280027065,0.34079639421946695
392,-0.16,-1.63,9.79,0.01,0.02,0.05,-1.26,-57.18,-48.32,9.926056618818976,9.922621244473628,0.305262115482293
399,-0.17,-1.63,9.78,0.01,0.02,0.05,-0.61,-56.83,-47.98,9.91636021935468,9.924088850798062,0.26669965248120775
406,-0.2,-1.63,9.81,0.01,0.02,0.05,-0.45,-56.81,-47.68,9.946506924543913,9.92537106066576,0.2258474382306872
413,-0.19,-1.64,9.82,0.01,0.02,0.04,-0.22,-57.26,-47.56,9.957816025615257,9.926456865657254,0.18347092589775116
420,-0.2,-1.65,9.82,0.01,0.01,0.04,-0.64,-57.41,-47.33,9.959663648939156,9.927338937416378,0.14034562630283176
427,-0.2,-1.67,9.8,0.01,0.01,0.04,-0.51,-57.76,-47.53,9.943284165707023,9.928013676004372,0.09723930988425877
434,-0.18,-1.7,9.78,0.01,0.01,0.03,-0.51,-57.4,-42.96,9.928282832393524,9.928481172686508,0.05489458177513029
441,-0.2,-1.73,9.77,0.01,0.01,0.03,-1.37,-56.21,-45.43,9.924001209189768,9.928745088945043,0.014013025793701672
448,-0.17,-1.75,9.76,0.01,0.01,0.02,-0.58,-57.59,-46.23,9.917106432826058,9.928812459261358,-0.024758261804350923
455,-0.17,-1.72,9.77,0.01,0.01,0.02,-0.48,-58.08,-46.51,9.92170348276948,9.92869342915653,-0.0608374443950197
462,-0.18,-1.72,9.77,0.01,0.0,0.02,-0.45,-57.35,-47.06,9.921879862203532,9.928400941443092,-0.09371614278558127
469,-0.19,-1.71,9.77,0.02,0.0,0.02,-0.2,-57.89,-46.97,9.920337695864994,9.927950383064315,-0.12296540726697458
476,-0.2,-1.7,9.79,0.02,-0.0,0.02,-0.38,-57.92,-47.57,9.93851598579989,9.927359203221686,-0.1482398559480771
483,-0.19,-1.68,9.78,0.02,-0.0,0.02,-0.99,-57.83,-46.65,9.925064231530191,9.92664651160655,-0.16928027940215884
490,-0.19,-1.67,9.78,0.02,-0.0,0.02,-1.58,-56.33,-42.98,9.923376441514248,9.925832664109425,-0.1859148560173196
497,-0.18,-1.65,9.77,0.02,-0.01,0.01,-0.79,-57.95,-47.79,9.909984863762404,9.924938842686265,-0.19805901765349176
504,-0.15,-1.65,9.78,0.02,-0.01,0.0,-0.66,-58.2,-47.6,9.919344736422865,9.923986635870623,-0.2057140449925896
511,-0.15,-1.65,9.78,0.02,-0.01,0.0,-0.75,-57.64,-48.33,9.919344736422865,9.922997626038928,-0.20896461280577228
518,-0.12,-1.65,9.81,0.02,-0.01,-0.0,-0.57,-57.79,-47.92,9.94851747749382,9.921992988477362,-0.2079755728037469
525,-0.12,-1.66,9.79,0.02,-0.01,-0.01,-0.6,-57.57,-47.65,9.930463231894068,9.920993105915805,-0.20298810963572578
532,-0.11,-1.67,9.79,0.01,-0.01,-0.01,-0.25,-56.58,-42.78,9.93202396291914,9.920017201542557,-0.19431506997645442
539,-0.07,-1.68,9.78,0.01,-0.01,-0.01,-0.92,-56.81,-47.16,9.923492328812472,9.919082994475362,-0.182334956213964
546,-0.07,-1.67,9.75,0.01,-0.01,-0.01,-0.7,-58.23,-47.63,9.892234327996889,9.918206384108949,-0.1674840112247864
553,-0.1,-1.67,9.76,0.01,-0.01,-0.01,-0.72,-57.97,-46.89,9.902348206359944,9.917401172516522,-0.15024606485394543
560,-0.08,-1.67,9.77,0.01,-0.01,-0.01,-0.8,-58.05,-47.27,9.912023002394616,9.916678835666263,-0.13114024577384953
567,-0.09,-1.66,9.77,0.01,-0.01,-0.01,-0.95,-57.7,-46.67,9.91042885045849,9.916048353715427,-0.11070704525849351
574,-0.07,-1.65,9.75,0.01,-0.01,-0.0,-0.64,-57.66,-46.02,9.888877590505404,9.91551610830553,-0.08949338746873536
581,-0.08,-1.63,9.76,0.02,-0.01,-0.0,-0.41,-57.91,-43.93,9.895498976807588,9.915085851635007,-0.06803739412774235
588,-0.08,-1.61,9.77,0.02,-0.02,0.0,-1.07,-56.96,-43.42,9.90209068833446,9.914758748778624,-0.04685360837268604
595,-0.08,-1.61,9.78,0.02,-0.02,0.0,-0.26,-58.39,-47.0,9.911957425251584,9.914533491046063,-0.026419554860325434
602,-0.09,-1.58,9.79,0.02,-0.02,0.0,-0.57,-58.05,-47.78,9.917086265632662,9.914406473955388,-0.0071644892941833405
609,-0.07,-1.59,9.8,0.01,-0.02,0.0,-0.91,-58.02,-48.54,9.928393626362729,9.91437202929532,0.010539054759334476
616,-0.05,-1.6,9.8,0.01,-0.02,0.0,-0.35,-57.51,-47.54,9.929879153343208,9.914422697827817,0.02638070239282797
623,-0.05,-1.62,9.79,0.01,-0.02,0.0,-0.66,-57.37,-47.85,9.923255514194926,9.914549528127782,0.04011483442553754
630,-0.03,-1.63,9.78,0.01,-0.02,0.0,-1.2,-56.43,-42.52,9.914948310505707,9.914742387908674,0.051560805848254176
637,-0.03,-1.65,9.79,0.0,-0.02,0.0,-0.61,-57.34,-47.25,9.92811663912144,9.91499027639833,0.06060134648109283
644,-0.01,-1.65,9.78,0.0,-0.02,0.01,-0.42,-57.48,-47.27,9.918215565312138,9.915281629025642,0.06717965364276779
651,-0.02,-1.65,9.77,0.0,-0.02,0.01,-0.7,-57.53,-47.24,9.908370198978234,9.915604608129694,0.07129558113027201
658,-0.03,-1.64,9.78,0.0,-0.02,0.01,-0.72,-57.34,-47.35,9.916597198636232,9.915947375346667,0.0730012128584292
665,-0.03,-1.65,9.79,0.0,-0.02,0.02,-0.66,-57.83,-47.12,9.92811663912144,9.916298342716178,0.07239598626392763
672,-0.05,-1.64,9.78,0.01,-0.02,0.02,-0.61,-57.63,-46.71,9.916677871142127,9.916646400342447,0.06962145551369758
679,-0.05,-1.64,9.78,0.01,-0.02,0.02,-0.64,-57.82,-42.97,9.916677871142127,9.91698111887857,0.06485580267394653
686,-0.04,-1.62,9.78,0.01,-0.02,0.02,-1.49,-56.24,-46.13,9.913344541576269,9.917292925622196,0.0583082436222071
693,-0.07,-1.63,9.78,0.01,-0.02,0.02,-0.39,-58.11,-46.61,9.915150024079312,9.917573253716533,0.050213435400365825
700,-0.05,-1.63,9.78,0.01,-0.02,0.03,-0.6,-57.98,-47.25,9.915028996427594,9.91781466446365,0.040825885769436354
707,-0.05,-1.62,9.79,0.01,-0.02,0.03,-0.89,-57.91,-47.65,9.923255514194926,9.918010942760619,0.030414285132053465
714,-0.04,-1.6,9.8,0.01,-0.02,0.03,-0.5,-58.29,-48.0,9.929833835467743,9.918157165285292,0.01925569462071053
721,-0.05,-1.63,9.79,0.01,-0.02,0.03,-0.7,-58.93,-47.66,9.924892946525922,9.9182497407402,0.007629645489572567
728,-0.07,-1.63,9.8,0.01,-0.02,0.03,-1.45,-56.27,-44.26,9.934877955969062,9.91828642172813,-0.004187607220472955
735,-0.07,-1.61,9.79,0.01,-0.02,0.03,-0.79,-57.91,-47.98,9.921748837780564,9.918266289001108,-0.015928261290326873
742,-0.05,-1.62,9.77,0.01,-0.02,0.03,-0.73,-57.45,-48.76,9.903524625101912,9.918189710821828,-0.02733709733584533
749,-0.07,-1.61,9.77,0.01,-0.02,0.03,-0.88,-57.79,-48.29,9.902014946464178,9.918058282469252,-0.03817421785529973
756,-0.07,-1.62,9.77,0.01,-0.02,0.03,-1.04,-57.29,-48.48,9.903645793342974,9.917874752575717,-0.048216382075167985
763,-0.06,-1.62,9.77,0.01,-0.02,0.03,-1.04,-57.99,-48.16,9.903580160729756,9.91764294304651,-0.05725731727437733
770,-0.07,-1.63,9.79,0.01,-0.02,0.03,-1.07,-58.01,-47.44,9.925013853894612,9.91736766748269,-0.06510763824863375
777,-0.07,-1.64,9.79,0.01,-0.02,0.02,-0.96,-57.03,-42.74,9.92666107006782,9.91705464999111,-0.0715949887190277
784,-0.07,-1.64,9.79,0.01,-0.02,0.02,-1.45,-57.13,-47.6,9.92666107006782,9.916710443314576,-0.07656475662375328
791,-0.07,-1.65,9.77,0.01,-0.02,0.02,-0.91,-58.01,-47.28,9.908597277112436,9.916342343523116,-0.07988137187231814
798,-0.05,-1.64,9.78,0.01,-0.02,0.02,-0.76,-57.82,-47.41,9.916677871142127,9.915958298466037,-0.08142998114712441
805,-0.05,-1.67,9.77,0.01,-0.02,0.02,-1.15,-57.99,-48.07,9.91182626966393,9.915566808172061,-0.08111830463218439
812,-0.04,-1.66,9.77,0.01,-0.02,0.01,-1.08,-58.17,-48.61,9.91010090765982,9.915176816322868,-0.0788786237572765
819,-0.03,-1.64,9.78,0.01,-0.02,0.01,-1.24,-58.1,-48.64,9.916597198636232,9.914797592170189,-0.07466998189761398
826,-0.03,-1.63,9.77,0.01,-0.02,0.01,-1.4,-58.71,-46.4,9.905084552895042,9.914438601872604,-0.0684807444633293
833,-0.03,-1.64,9.78,0.0,-0.02,0.01,-1.61,-56.78,-49.05,9.916597198636232,9.914109367524222,-0.06033167785321325
840,-0.02,-1.65,9.8,0.0,-0.02,0.01,-1.15,-58.14,-49.31,9.937952505420824,9.913819311380697,-0.05027965935440193
847,-0.03,-1.65,9.8,0.0,-0.02,0.01,-0.98,-57.99,-49.46,9.937977661476204,9.913577582249186,-0.038421950687933304
854,-0.01,-1.66,9.79,0.0,-0.02,0.01,-1.02,-57.42,-49.11,9.929743199096338,9.913392861332417,-0.02490062667069992
861,-0.02,-1.66,9.78,0.0,-0.02,0.0,-0.79,-57.31,-49.17,9.919899193036189,9.913273146781115,-0.009906385975654075
868,-0.01,-1.66,9.78,0.0,-0.02,0.0,-1.11,-57.54,-48.45,9.91988407190326,9.913225519925463,0.006319194200102629
