timestamp,acceleration_x,acceleration_y,acceleration_z,solenoid_status,acceleration_magnitude
184,-0.33,0.96,9.82,0,9.872330018794955
187,-0.32,0.96,9.83,0,9.88194818848996
189,-0.31,0.97,9.81,0,9.862712608608243
192,-0.31,0.96,9.84,0,9.891577225094085
195,-0.3,0.97,9.82,0,9.872350277416214
198,-0.31,0.95,9.83,0,9.880662933224674
201,-0.31,0.97,9.83,0,9.882605931635643
204,-0.32,0.96,9.83,0,9.88194818848996
206,-0.32,0.95,9.81,0,9.861085132986126
209,-0.31,0.95,9.81,0,9.860765690350826
212,-0.33,0.98,9.82,0,9.874294911536722
215,-0.32,0.96,9.81,0,9.862053538690612
218,-0.32,0.97,9.81,0,9.863031988187
221,-0.32,0.95,9.83,0,9.88098173260127
223,-0.3,0.94,9.83,0,9.879397754924133
226,-0.31,0.96,9.82,0,9.871681720963252
229,-0.31,0.95,9.81,0,9.860765690350826
232,-0.31,0.98,9.82,0,9.873646742718721
235,-0.33,0.96,9.83,0,9.882277065535048
238,-0.31,0.96,9.82,0,9.871681720963252
240,-0.31,0.95,9.82,0,9.87071425986995
243,-0.31,0.97,9.84,0,9.892552754471415
246,-0.32,0.98,9.82,0,9.8739657686261
249,-0.33,0.99,9.84,0,9.89518064514236
252,-0.31,0.98,9.8,0,9.853755629200473
255,-0.32,0.97,9.81,0,9.863031988187
257,-0.32,0.98,9.82,0,9.8739657686261
260,-0.3,0.98,9.82,0,9.873337834795283
263,-0.3,0.98,9.83,0,9.883283867217413
266,-0.3,0.97,9.82,0,9.872350277416214
269,-0.33,0.97,9.82,0,9.873307449887298
271,-0.33,0.99,9.81,0,9.865348447976888
274,-0.34,0.98,9.81,0,9.86468955416236
277,-0.31,0.98,9.8,0,9.853755629200473
280,-0.31,0.98,9.81,0,9.863701130914299
283,-0.3,0.98,9.81,0,9.863391911507927
286,-0.31,0.98,9.83,0,9.883592464281396
289,-0.31,0.98,9.82,0,9.873646742718721
292,-0.33,0.96,9.81,0,9.862383079154856
294,-0.31,0.95,9.82,0,9.87071425986995
297,-0.31,0.98,9.83,0,9.883592464281396
300,-0.31,0.95,9.84,0,9.890611710101656
303,-0.32,0.96,9.84,0,9.89189567272118
306,-0.33,0.97,9.84,0,9.893199684631863
309,-0.32,0.95,9.83,0,9.88098173260127
311,-0.29,0.98,9.84,0,9.892931820244188
314,-0.31,0.98,9.82,0,9.873646742718721
317,-0.32,0.98,9.82,0,9.8739657686261
320,-0.33,0.98,9.83,0,9.884239980898885
323,-0.32,0.97,9.82,0,9.872978274056923
325,-0.31,0.99,9.82,0,9.874644297391173
328,-0.31,0.97,9.8,0,9.852766109068053
331,-0.3,0.99,9.8,0,9.854445697247513
334,-0.31,1.0,9.8,0,9.855764810505576
337,-0.32,0.96,9.79,0,9.842159315922496
340,-0.3,0.97,9.81,0,9.862403358208384
343,-0.32,0.97,9.81,0,9.863031988187
346,-0.31,0.95,9.82,0,9.87071425986995
348,-0.31,0.98,9.82,0,9.873646742718721
351,-0.33,0.97,9.83,0,9.883253512887343
354,-0.31,0.98,9.83,0,9.883592464281396
357,-0.32,0.96,9.85,0,9.901843262746588
360,-0.31,0.96,9.84,0,9.891577225094085
363,-0.32,0.97,9.84,0,9.892871170696605
365,-0.32,0.97,9.83,0,9.882924668335786
368,-0.31,0.97,9.82,0,9.872659216239564
371,-0.3,0.96,9.84,0,9.891268877146146
374,-0.31,0.98,9.82,0,9.873646742718721
377,-0.3,0.98,9.82,0,9.873337834795283
379,-0.32,0.97,9.82,0,9.872978274056923
382,-0.33,0.95,9.81,0,9.861414705811738
385,-0.32,0.99,9.79,0,9.8451307761756
388,-0.32,0.97,9.81,0,9.863031988187
391,-0.34,0.95,9.79,0,9.841859580384186
394,-0.34,0.97,9.8,0,9.853755629200473
397,-0.31,0.96,9.8,0,9.851786639995815
399,-0.3,0.96,9.81,0,9.861424846339398
402,-0.31,0.97,9.83,0,9.882605931635643
405,-0.31,0.95,9.81,0,9.860765690350826
408,-0.31,0.95,9.82,0,9.87071425986995
411,-0.32,0.95,9.82,0,9.871033380553426
414,-0.33,0.97,9.85,0,9.903145964793207
416,-0.31,0.96,9.85,0,9.90152513504864
419,-0.32,0.97,9.84,0,9.892871170696605
422,-0.32,0.98,9.82,0,9.8739657686261
425,-0.32,0.97,9.83,0,9.882924668335786
428,-0.32,0.99,9.84,0,9.894852196975961
430,-0.32,0.98,9.82,0,9.8739657686261
433,-0.31,0.98,9.85,0,9.903484235358786
436,-0.33,0.97,9.82,0,9.873307449887298
439,-0.32,0.97,9.81,0,9.863031988187
442,-0.31,0.98,9.81,0,9.863701130914299
445,-0.31,0.96,9.82,0,9.871681720963252
447,-0.31,0.95,9.81,0,9.860765690350826
450,-0.32,0.96,9.81,0,9.862053538690612
453,-0.31,0.98,9.8,0,9.853755629200473
456,-0.31,0.98,9.81,0,9.863701130914299
459,-0.31,0.95,9.82,0,9.87071425986995
462,-0.31,0.94,9.82,0,9.869756835910396
464,-0.33,0.96,9.83,0,9.882277065535048
467,-0.3,0.96,9.83,0,9.881320761922467
470,-0.31,0.97,9.84,0,9.892552754471415
473,-0.32,0.98,9.84,0,9.893856679778619
476,-0.31,0.98,9.85,0,9.903484235358786
479,-0.31,0.98,9.84,0,9.893538295271313
481,-0.3,0.95,9.83,0,9.880354244661474
484,-0.33,0.94,9.82,0,9.870405260170426
487,-0.33,0.97,9.83,0,9.883253512887343
490,-0.3,0.97,9.83,0,9.88229730376495
493,-0.31,0.96,9.81,0,9.861734127424041
496,-0.31,0.97,9.82,0,9.872659216239564
498,-0.31,0.96,9.81,0,9.861734127424041
501,-0.31,0.98,9.82,0,9.873646742718721
504,-0.33,0.95,9.82,0,9.871362621239278
507,-0.33,0.96,9.82,0,9.872330018794955
510,-0.31,0.95,9.82,0,9.87071425986995
513,-0.32,0.96,9.81,0,9.862053538690612
515,-0.31,0.99,9.81,0,9.864699691323604
518,-0.3,0.96,9.81,0,9.861424846339398
521,-0.3,0.98,9.8,0,9.853446097685826
524,-0.32,0.96,9.81,0,9.862053538690612
527,-0.33,0.96,9.8,0,9.852436246939131
530,-0.32,0.99,9.82,0,9.87496329107101
533,-0.31,0.98,9.82,0,9.873646742718721
536,-0.31,0.99,9.81,0,9.864699691323604
538,-0.32,1.0,9.81,0,9.866027569391848
541,-0.31,0.99,9.81,0,9.864699691323604
544,-0.31,0.99,9.81,0,9.864699691323604
547,-0.32,0.96,9.81,0,9.862053538690612
550,-0.31,0.98,9.82,0,9.873646742718721
553,-0.29,0.96,9.8,0,9.851177594582285
555,-0.33,0.96,9.8,0,9.852436246939131
558,-0.32,0.98,9.82,0,9.8739657686261
561,-0.31,0.96,9.84,0,9.891577225094085
564,-0.33,0.94,9.83,0,9.880354244661474
567,-0.31,0.95,9.83,0,9.880662933224674
569,-0.31,0.97,9.82,0,9.872659216239564
572,-0.32,0.95,9.84,0,9.890930188814396
575,-0.31,0.96,9.83,0,9.881629420292992
578,-0.32,0.96,9.82,0,9.872000810372738
581,-0.32,0.96,9.84,0,9.89189567272118
584,-0.31,0.98,9.82,0,9.873646742718721
587,-0.31,0.97,9.83,0,9.882605931635643
589,-0.33,0.96,9.82,0,9.872330018794955
592,-0.32,0.97,9.83,0,9.882924668335786
595,-0.32,0.96,9.83,0,9.88194818848996
598,-0.33,0.97,9.82,0,9.873307449887298
601,-0.3,0.96,9.8,0,9.851477046615905
604,-0.32,0.95,9.81,0,9.861085132986126
606,-0.33,0.98,9.82,0,9.874294911536722
609,-0.31,0.98,9.79,0,9.843810237910928
612,-0.31,0.96,9.8,0,9.851786639995815
615,-0.34,0.97,9.81,0,9.863701130914299
618,-0.31,0.96,9.82,0,9.871681720963252
621,-0.31,0.96,9.82,0,9.871681720963252
623,-0.32,0.99,9.83,0,9.884907687985761
626,-0.31,0.96,9.84,0,9.891577225094085
629,-0.31,0.97,9.83,0,9.882605931635643
632,-0.31,0.97,9.83,0,9.882605931635643
635,-0.3,0.97,9.84,0,9.892244436931389
638,-0.32,0.98,9.82,0,9.8739657686261
641,-0.32,0.96,9.83,0,9.88194818848996
643,-0.33,0.97,9.82,0,9.873307449887298
646,-0.32,0.97,9.81,0,9.863031988187
649,-0.31,0.98,9.81,0,9.863701130914299
652,-0.32,0.96,9.83,0,9.88194818848996
655,-0.34,0.96,9.82,0,9.872669345217634
657,-0.31,0.95,9.81,0,9.860765690350826
660,-0.33,0.96,9.83,0,9.882277065535048
663,-0.33,0.96,9.82,0,9.872330018794955
666,-0.3,0.95,9.8,0,9.850507601134067
669,-0.32,0.96,9.82,0,9.872000810372738
671,-0.31,0.96,9.81,0,9.861734127424041
674,-0.31,0.94,9.82,0,9.869756835910396
677,-0.31,0.95,9.82,0,9.87071425986995
680,-0.31,0.98,9.81,0,9.863701130914299
683,-0.32,0.98,9.8,0,9.854075299083117
686,-0.31,0.97,9.81,0,9.862712608608243
689,-0.3,0.97,9.82,0,9.872350277416214
692,-0.3,0.98,9.81,0,9.863391911507927
694,-0.32,0.97,9.82,0,9.872978274056923
697,-0.32,0.97,9.82,0,9.872978274056923
700,-0.3,0.98,9.81,0,9.863391911507927
703,-0.32,0.97,9.82,0,9.872978274056923
706,-0.31,0.97,9.82,0,9.872659216239564
708,-0.31,0.97,9.82,0,9.872659216239564
711,-0.31,0.98,9.83,0,9.883592464281396
714,-0.33,0.96,9.82,0,9.872330018794955
717,-0.33,0.96,9.82,0,9.872330018794955
720,-0.3,0.97,9.82,0,9.872350277416214
723,-0.33,0.96,9.81,0,9.862383079154856
726,-0.31,0.98,9.8,0,9.853755629200473
728,-0.32,0.98,9.82,0,9.8739657686261
731,-0.33,0.97,9.83,0,9.883253512887343
734,-0.32,0.96,9.82,0,9.872000810372738
737,-0.34,0.96,9.84,0,9.892562863080528
740,-0.32,0.97,9.82,0,9.872978274056923
743,-0.32,0.95,9.81,0,9.861085132986126
745,-0.35,0.98,9.83,0,9.884927920829773
748,-0.31,0.98,9.83,0,9.883592464281396
751,-0.31,0.96,9.84,0,9.891577225094085
754,-0.32,0.98,9.83,0,9.883911169167801
757,-0.32,0.99,9.84,0,9.894852196975961
759,-0.32,0.99,9.82,0,9.87496329107101
762,-0.32,0.95,9.83,0,9.88098173260127
765,-0.31,0.97,9.81,0,9.862712608608243
768,-0.32,0.98,9.81,0,9.864020478486447
771,-0.31,0.96,9.84,0,9.891577225094085
774,-0.34,0.99,9.82,0,9.87563162536959
777,-0.32,0.99,9.82,0,9.87496329107101
779,-0.31,0.98,9.81,0,9.863701130914299
782,-0.32,0.96,9.81,0,9.862053538690612
785,-0.3,0.96,9.82,0,9.871372751547781
788,-0.31,0.97,9.82,0,9.872659216239564
791,-0.33,0.99,9.82,0,9.875292400734269
794,-0.32,0.97,9.83,0,9.882924668335786
796,-0.32,0.97,9.83,0,9.882924668335786
799,-0.33,0.96,9.84,0,9.892224219052054
802,-0.32,0.96,9.84,0,9.89189567272118
805,-0.32,0.95,9.83,0,9.88098173260127
808,-0.32,0.97,9.82,0,9.872978274056923
810,-0.33,0.95,9.83,0,9.881310641812654
813,-0.31,0.95,9.84,0,9.890611710101656
816,-0.31,0.94,9.84,0,9.889656212427203
819,-0.32,0.97,9.83,0,9.882924668335786
822,-0.32,0.97,9.83,0,9.882924668335786
825,-0.32,0.96,9.83,0,9.88194818848996
828,-0.35,0.98,9.81,0,9.865039280205629
830,-0.31,0.98,9.81,0,9.863701130914299
833,-0.3,0.97,9.84,0,9.892244436931389
836,-0.31,0.98,9.83,0,9.883592464281396
839,-0.33,0.98,9.82,0,9.874294911536722
842,-0.3,0.98,9.83,0,9.883283867217413
845,-0.3,0.97,9.81,0,9.862403358208384
847,-0.32,1.0,9.81,0,9.866027569391848
850,-0.31,0.99,9.8,0,9.854755197365382
853,-0.3,0.98,9.81,0,9.863391911507927
856,-0.3,1.0,9.79,0,9.845511667760086
859,-0.31,0.96,9.8,0,9.851786639995815
861,-0.32,0.98,9.82,0,9.8739657686261
864,-0.3,0.97,9.82,0,9.872350277416214
867,-0.31,0.96,9.82,0,9.871681720963252
870,-0.33,0.96,9.82,0,9.872330018794955
873,-0.31,0.97,9.81,0,9.862712608608243
876,-0.31,0.98,9.82,0,9.873646742718721
879,-0.31,0.95,9.82,0,9.87071425986995
881,-0.32,0.95,9.83,0,9.88098173260127
884,-0.3,0.96,9.82,0,9.871372751547781
887,-0.31,0.97,9.82,0,9.872659216239564
890,-0.3,0.97,9.81,0,9.862403358208384
893,-0.33,0.98,9.82,0,9.874294911536722
895,-0.31,0.97,9.83,0,9.882605931635643
898,-0.31,0.98,9.82,0,9.873646742718721
901,-0.3,0.98,9.83,0,9.883283867217413
904,-0.31,0.96,9.83,0,9.881629420292992
907,-0.32,0.96,9.83,0,9.88194818848996
910,-0.31,0.98,9.82,0,9.873646742718721
912,-0.32,0.97,9.81,0,9.863031988187
915,-0.32,0.97,9.82,0,9.872978274056923
918,-0.33,0.98,9.82,0,9.874294911536722
921,-0.34,0.98,9.84,0,9.894523737906741
924,-0.3,0.96,9.83,0,9.881320761922467
927,-0.32,0.95,9.84,0,9.890930188814396
929,-0.31,0.98,9.83,0,9.883592464281396
932,-0.33,0.98,9.82,0,9.874294911536722
935,-0.3,0.95,9.83,0,9.880354244661474
938,-0.31,0.98,9.82,0,9.873646742718721
941,-0.31,0.99,9.82,0,9.874644297391173
944,-0.31,0.97,9.81,0,9.862712608608243
946,-0.31,0.97,9.82,0,9.872659216239564
949,-0.3,0.99,9.81,0,9.864390503219143
952,-0.31,0.98,9.83,0,9.883592464281396
955,-0.31,0.97,9.8,0,9.852766109068053
958,-0.3,0.96,9.82,0,9.871372751547781
960,-0.31,0.97,9.8,0,9.852766109068053
963,-0.35,0.96,9.81,0,9.863072543583971
966,-0.31,0.96,9.81,0,9.861734127424041
969,-0.31,0.95,9.83,0,9.880662933224674
972,-0.31,0.98,9.81,0,9.863701130914299
975,-0.31,0.96,9.81,0,9.861734127424041
978,-0.33,0.97,9.82,0,9.873307449887298
980,-0.33,0.98,9.82,0,9.874294911536722
983,-0.32,0.97,9.81,0,9.863031988187
986,-0.32,0.97,9.82,0,9.872978274056923
989,-0.31,0.96,9.82,0,9.871681720963252
992,-0.3,0.95,9.82,0,9.870405260170426
995,-0.3,0.97,9.82,0,9.872350277416214
997,-0.31,0.96,9.81,0,9.861734127424041
1000,-0.32,0.98,9.82,0,9.8739657686261
1003,-0.31,0.96,9.82,0,9.871681720963252
1006,-0.31,0.97,9.83,0,9.882605931635643
1009,-0.31,0.98,9.83,0,9.883592464281396
1011,-0.33,0.98,9.82,0,9.874294911536722
1014,-0.31,0.98,9.82,0,9.873646742718721
1017,-0.33,0.99,9.82,0,9.875292400734269
1020,-0.32,0.98,9.82,0,9.8739657686261
1023,-0.34,0.98,9.82,0,9.874634170438922
1026,-0.32,0.98,9.83,0,9.883911169167801
1029,-0.31,0.97,9.81,0,9.862712608608243
1032,-0.33,0.97,9.82,0,9.873307449887298
1034,-0.31,0.96,9.82,0,9.871681720963252
1037,-0.33,0.97,9.83,0,9.883253512887343
1040,-0.31,0.98,9.83,0,9.883592464281396
1043,-0.31,0.98,9.82,0,9.873646742718721
1046,-0.31,0.97,9.81,0,9.862712608608243
1049,-0.32,0.98,9.84,0,9.893856679778619
1051,-0.32,0.98,9.82,0,9.8739657686261
1054,-0.32,0.96,9.82,0,9.872000810372738
1057,-0.31,0.96,9.82,0,9.871681720963252
1060,-0.33,0.96,9.82,0,9.872330018794955
1063,-0.32,0.97,9.82,0,9.872978274056923
1066,-0.32,0.97,9.83,0,9.882924668335786
1068,-0.32,0.97,9.82,0,9.872978274056923
1071,-0.33,0.97,9.82,0,9.873307449887298
1074,-0.31,0.96,9.81,0,9.861734127424041
1077,-0.31,0.97,9.81,0,9.862712608608243
1080,-0.29,0.96,9.82,0,9.871073903076605
1083,-0.31,0.96,9.82,0,9.871681720963252
1085,-0.32,0.96,9.82,0,9.872000810372738
1088,-0.31,0.98,9.82,0,9.873646742718721
1091,-0.32,0.99,9.82,0,9.87496329107101
1094,-0.31,0.97,9.81,0,9.862712608608243
1097,-0.32,0.97,9.82,0,9.872978274056923
1100,-0.31,0.96,9.82,0,9.871681720963252
1102,-0.32,0.96,9.83,0,9.88194818848996
1105,-0.32,0.98,9.83,0,9.883911169167801
1108,-0.31,0.96,9.83,0,9.881629420292992
1111,-0.33,0.96,9.82,0,9.872330018794955
1114,-0.31,0.98,9.8,0,9.853755629200473
1117,-0.31,0.96,9.82,0,9.871681720963252
1119,-0.32,0.97,9.82,0,9.872978274056923
1122,-0.33,0.98,9.81,0,9.86434995324071
1125,-0.3,0.96,9.83,0,9.881320761922467
1128,-0.31,0.96,9.83,0,9.881629420292992
1131,-0.31,0.95,9.82,0,9.87071425986995
1134,-0.32,0.97,9.82,0,9.872978274056923
1137,-0.3,0.96,9.81,0,9.861424846339398
1139,-0.29,0.96,9.81,0,9.86112569638984
1142,-0.32,0.96,9.82,0,9.872000810372738
1145,-0.29,0.98,9.83,0,9.882985378922706
1148,-0.29,0.96,9.82,0,9.871073903076605
1151,-0.32,0.97,9.82,0,9.872978274056923
1153,-0.3,0.95,9.81,0,9.860456378890381
1156,-0.3,0.98,9.8,0,9.853446097685826
1159,-0.31,0.97,9.82,0,9.872659216239564
1162,-0.31,0.95,9.82,0,9.87071425986995
1165,-0.33,0.95,9.82,0,9.871362621239278
1168,-0.32,0.96,9.83,0,9.88194818848996
1171,-0.31,0.97,9.82,0,9.872659216239564
1174,-0.31,0.97,9.84,0,9.892552754471415
1176,-0.33,0.98,9.84,0,9.894185160992288
1179,-0.32,0.98,9.84,0,9.893856679778619
1182,-0.31,0.98,9.84,0,9.893538295271313
1185,-0.31,0.97,9.82,0,9.872659216239564
1188,-0.31,0.98,9.81,0,9.863701130914299
1190,-0.31,0.97,9.82,0,9.872659216239564
1193,-0.3,0.97,9.81,0,9.862403358208384
1196,-0.33,0.96,9.79,0,9.842489522473468
1199,-0.31,0.96,9.82,0,9.871681720963252
1202,-0.33,0.97,9.81,0,9.863361495960696
1205,-0.3,0.97,9.8,0,9.852456546465964
1207,-0.31,0.98,9.8,0,9.853755629200473
1210,-0.32,0.97,9.81,0,9.863031988187
1213,-0.32,0.96,9.81,0,9.862053538690612
1216,-0.3,0.98,9.83,0,9.883283867217413
1219,-0.31,0.96,9.81,0,9.861734127424041
1222,-0.33,0.98,9.82,0,9.874294911536722
1225,-0.33,0.97,9.83,0,9.883253512887343
1227,-0.32,0.97,9.82,0,9.872978274056923
1230,-0.32,0.97,9.84,0,9.892871170696605
1233,-0.31,0.98,9.83,0,9.883592464281396
1236,-0.31,0.98,9.83,0,9.883592464281396
1239,-0.32,0.97,9.83,0,9.882924668335786
1241,-0.31,0.97,9.82,0,9.872659216239564
1244,-0.31,0.97,9.81,0,9.862712608608243
1247,-0.31,0.96,9.81,0,9.861734127424041
1250,-0.3,0.98,9.81,0,9.863391911507927
1253,-0.32,0.96,9.8,0,9.852106373765968
1256,-0.32,0.96,9.81,0,9.862053538690612
1258,-0.3,0.96,9.82,0,9.871372751547781
1261,-0.31,0.97,9.81,0,9.862712608608243
1264,-0.29,1.0,9.8,0,9.855156010941686
1267,-0.32,0.99,9.82,0,9.87496329107101
1270,-0.34,0.99,9.82,0,9.87563162536959
1273,-0.31,0.99,9.82,0,9.874644297391173
1275,-0.31,0.97,9.82,0,9.872659216239564
1278,-0.3,0.97,9.81,0,9.862403358208384
1281,-0.3,0.96,9.82,0,9.871372751547781
1284,-0.32,0.97,9.81,0,9.863031988187
1287,-0.33,0.98,9.82,0,9.874294911536722
1290,-0.33,0.99,9.82,0,9.875292400734269
1292,-0.32,0.97,9.81,0,9.863031988187
1295,-0.32,0.97,9.83,0,9.882924668335786
1298,-0.31,0.97,9.82,0,9.872659216239564
1301,-0.31,0.98,9.82,0,9.873646742718721
1304,-0.32,0.97,9.81,0,9.863031988187
1307,-0.31,0.98,9.82,0,9.873646742718721
1310,-0.33,0.96,9.83,0,9.882277065535048
1312,-0.31,0.97,9.82,0,9.872659216239564
1315,-0.34,0.96,9.84,0,9.892562863080528
1318,-0.32,0.98,9.82,0,9.8739657686261
1321,-0.33,0.98,9.82,0,9.874294911536722
1324,-0.3,0.96,9.82,0,9.871372751547781
1327,-0.3,0.95,9.84,0,9.890303332052056
1329,-0.32,0.95,9.82,0,9.871033380553426
1332,-0.31,0.96,9.81,0,9.861734127424041
1335,-0.3,0.99,9.82,0,9.874335420675155
1338,-0.32,0.96,9.83,0,9.88194818848996
1341,-0.32,0.99,9.82,0,9.87496329107101
1344,-0.32,0.99,9.83,0,9.884907687985761
1346,-0.32,0.97,9.83,0,9.882924668335786
1349,-0.3,0.97,9.84,0,9.892244436931389
1352,-0.32,0.96,9.82,0,9.872000810372738
1355,-0.32,0.98,9.82,0,9.8739657686261
1358,-0.34,0.96,9.82,0,9.872669345217634
1361,-0.3,0.96,9.81,0,9.861424846339398
1364,-0.32,0.96,9.84,0,9.89189567272118
1366,-0.31,0.97,9.82,0,9.872659216239564
1369,-0.31,0.98,9.83,0,9.883592464281396
1372,-0.32,0.97,9.8,0,9.853085811054322
1375,-0.32,0.98,9.81,0,9.864020478486447
1378,-0.3,0.97,9.82,0,9.872350277416214
1381,-0.3,0.99,9.82,0,9.874335420675155
1383,-0.33,0.97,9.82,0,9.873307449887298
1386,-0.31,0.96,9.83,0,9.881629420292992
1389,-0.32,0.97,9.82,0,9.872978274056923
1392,-0.29,0.96,9.81,0,9.86112569638984
1395,-0.31,0.97,9.8,0,9.852766109068053
1398,-0.3,0.98,9.84,0,9.893230008445169
1400,-0.33,0.98,9.82,0,9.874294911536722
1403,-0.3,0.97,9.82,0,9.872350277416214
1406,-0.33,0.98,9.81,0,9.86434995324071
1409,-0.31,0.97,9.83,0,9.882605931635643
1412,-0.32,0.97,9.81,0,9.863031988187
1415,-0.32,0.95,9.82,0,9.871033380553426
1418,-0.31,0.96,9.8,0,9.851786639995815
1420,-0.3,0.98,9.82,0,9.873337834795283
1423,-0.31,0.96,9.81,0,9.861734127424041
1426,-0.31,0.96,9.83,0,9.881629420292992
1429,-0.32,0.96,9.83,0,9.88194818848996
1432,-0.32,0.95,9.82,0,9.871033380553426
1434,-0.31,0.97,9.82,0,9.872659216239564
1437,-0.33,0.98,9.82,0,9.874294911536722
1440,-0.32,0.97,9.81,0,9.863031988187
1443,-0.31,0.97,9.82,0,9.872659216239564
1446,-0.33,0.98,9.81,0,9.86434995324071
1449,-0.31,0.98,9.83,0,9.883592464281396
1451,-0.33,0.96,9.8,0,9.852436246939131
1454,-0.31,0.98,9.83,0,9.883592464281396
1457,-0.33,0.96,9.82,0,9.872330018794955
1460,-0.31,0.97,9.84,0,9.892552754471415
1463,-0.3,0.98,9.84,0,9.893230008445169
1466,-0.31,0.95,9.82,0,9.87071425986995
1468,-0.33,0.97,9.82,0,9.873307449887298
1471,-0.31,0.98,9.84,0,9.893538295271313
1474,-0.33,0.96,9.83,0,9.882277065535048
1477,-0.32,0.95,9.83,0,9.88098173260127
1480,-0.32,0.97,9.83,0,9.882924668335786
1482,-0.32,0.99,9.83,0,9.884907687985761
1485,-0.32,0.98,9.83,0,9.883911169167801
1488,-0.32,0.97,9.82,0,9.872978274056923
1491,-0.33,0.98,9.81,0,9.86434995324071
1494,-0.31,0.96,9.83,0,9.881629420292992
1497,-0.33,0.95,9.82,0,9.871362621239278
1499,-0.31,0.96,9.81,0,9.861734127424041
1502,-0.32,0.98,9.82,0,9.8739657686261
1505,-0.32,0.96,9.83,0,9.88194818848996
1508,-0.33,0.96,9.84,0,9.892224219052054
1511,-0.3,0.97,9.81,0,9.862403358208384
1514,-0.3,0.97,9.81,0,9.862403358208384
1516,-0.31,0.97,9.81,0,9.862712608608243
1519,-0.32,0.97,9.81,0,9.863031988187
1522,-0.33,0.96,9.81,0,9.862383079154856
1525,-0.3,0.96,9.8,0,9.851477046615905
1528,-0.31,0.97,9.8,0,9.852766109068053
1531,-0.3,0.96,9.83,0,9.881320761922467
1533,-0.33,0.98,9.81,0,9.86434995324071
1536,-0.3,0.97,9.8,0,9.852456546465964
1539,-0.31,0.98,9.79,0,9.843810237910928
1542,-0.32,0.98,9.81,0,9.864020478486447
1545,-0.31,0.96,9.81,0,9.861734127424041
1547,-0.3,0.96,9.83,0,9.881320761922467
1550,-0.32,0.97,9.82,0,9.872978274056923
1553,-0.31,0.98,9.84,0,9.893538295271313
