timestamp,acceleration_x,acceleration_y,acceleration_z,solenoid_status
150936,-1.30,1.85,9.51,1
150939,-1.32,1.78,9.52,1
150941,-1.33,1.73,9.53,1
150944,-1.34,1.68,9.49,1
150947,-1.33,1.65,9.47,1
150950,-1.32,1.64,9.48,1
150953,-1.28,1.57,9.41,1
150956,-1.29,1.59,9.44,1
150958,-1.24,1.57,9.41,1
150961,-1.24,1.59,9.39,1
150964,-1.25,1.60,9.41,1
150967,-1.22,1.65,9.40,1
150970,-1.21,1.65,9.41,1
150973,-1.17,1.64,9.41,1
150976,-1.15,1.60,9.38,1
150978,-1.14,1.55,9.40,1
150981,-1.15,1.59,9.40,1
150984,-1.14,1.64,9.43,1
150987,-1.13,1.71,9.48,1
150990,-1.11,1.84,9.53,1
150993,-1.10,2.16,9.67,1
150995,-1.08,2.31,9.72,1
150998,-1.12,2.50,9.83,1
151001,-1.08,2.76,9.94,1
151004,-1.08,3.02,10.13,1
151007,-1.11,3.38,10.17,1
151010,-1.10,3.48,10.14,1
151012,-1.06,3.52,10.05,1
151015,-1.03,3.46,9.95,1
151018,-1.10,3.18,9.84,1
151021,-1.15,3.03,9.72,1
151024,-1.21,2.86,9.63,1
151027,-1.28,2.70,9.59,1
151030,-1.40,2.35,9.48,1
151033,-1.46,2.24,9.46,1
151035,-1.53,2.08,9.44,1
151038,-1.59,1.94,9.44,1
151041,-1.70,1.83,9.45,1
151044,-1.72,1.59,9.49,1
151047,-1.77,1.50,9.51,1
151050,-1.77,1.41,9.51,1
151052,-1.78,1.30,9.49,1
151055,-1.79,1.24,9.50,1
151058,-1.74,1.14,9.48,1
151061,-1.70,1.11,9.48,1
151064,-1.67,1.07,9.43,1
151067,-1.60,1.08,9.41,1
151070,-1.49,1.09,9.36,1
151072,-1.42,1.12,9.34,1
151075,-1.35,1.15,9.34,1
151078,-1.28,1.20,9.34,1
151081,-1.23,1.26,9.34,1
151084,-1.16,1.45,9.34,1
151087,-1.12,1.54,9.37,1
151089,-1.11,1.64,9.41,1
151092,-1.09,1.72,9.43,1
151095,-1.08,1.93,9.49,1
151098,-1.10,2.01,9.52,1
151101,-1.09,2.10,9.54,1
151104,-1.12,2.16,9.59,1
151106,-1.16,2.24,9.62,1
151109,-1.21,2.37,9.65,1
151112,-1.22,2.42,9.68,1
151115,-1.27,2.45,9.71,1
151118,-1.30,2.45,9.71,1
151121,-1.37,2.52,9.73,1
151124,-1.41,2.52,9.72,1
151126,-1.44,2.52,9.73,1
151129,-1.45,2.50,9.74,1
151132,-1.48,2.49,9.72,1
151135,-1.46,2.42,9.68,1
151138,-1.45,2.35,9.67,1
151141,-1.46,2.32,9.65,1
151143,-1.44,2.26,9.62,1
151146,-1.41,2.20,9.62,1
151149,-1.35,2.11,9.60,1
151152,-1.34,2.04,9.57,1
151155,-1.29,1.96,9.55,1
151157,-1.26,1.94,9.54,1
151160,-1.24,1.85,9.48,1
151163,-1.15,1.83,9.45,1
151166,-1.12,1.79,9.43,1
151169,-1.07,1.76,9.41,1
151172,-1.04,1.76,9.38,1
151175,-1.00,1.69,9.32,1
151177,-1.01,1.62,9.29,1
151180,-1.01,1.60,9.30,1
151183,-0.97,1.58,9.28,1
151186,-1.02,1.54,9.27,1
151189,-1.01,1.67,9.41,1
151191,-1.00,1.78,9.50,1
151194,-1.05,1.86,9.57,1
151197,-1.02,1.91,9.52,1
151200,-1.04,1.82,9.51,1
151202,-1.05,1.51,9.24,1
151205,-1.02,1.33,9.03,1
151208,-1.05,1.17,8.88,1
151211,-1.18,1.03,8.98,1
151214,-1.21,1.13,9.09,1
151217,-1.31,1.37,9.25,1
151220,-1.31,1.58,9.34,1
151223,-1.31,1.90,9.50,1
151226,-1.15,2.20,9.71,1
151229,-1.34,2.29,9.78,1
151232,-1.23,2.29,9.67,1
151234,-1.27,2.34,9.71,1
151237,-1.31,2.47,9.80,1
151240,-1.17,2.53,9.66,1
151243,-1.32,2.61,9.62,1
151246,-1.37,2.74,9.71,1
151249,-1.16,2.79,9.59,1
151251,-1.29,2.82,9.74,1
151254,-1.37,3.02,9.67,1
151257,-1.34,3.07,9.73,1
151260,-1.39,3.08,9.73,1
151263,-1.48,3.11,9.80,1
151266,-1.54,3.15,9.72,1
151269,-1.55,3.14,9.76,1
151271,-1.60,3.10,9.81,1
151274,-1.66,3.10,9.78,1
151277,-1.70,3.04,9.72,1
151280,-1.74,2.91,9.69,1
151283,-1.80,2.86,9.73,1
151286,-1.81,2.80,9.67,1
151288,-1.81,2.69,9.64,1
151291,-1.80,2.54,9.66,1
151294,-1.77,2.46,9.65,1
151297,-1.73,2.39,9.59,1
151300,-1.65,2.32,9.59,1
151302,-1.59,2.24,9.58,1
151305,-1.49,2.18,9.54,1
151308,-1.43,2.13,9.51,1
151311,-1.35,2.13,9.52,1
151314,-1.30,2.09,9.53,1
151317,-1.25,2.12,9.51,1
151320,-1.15,2.12,9.49,1
151323,-1.08,2.14,9.53,1
151325,-1.08,2.18,9.55,1
151328,-1.06,2.20,9.54,1
151331,-1.01,2.25,9.54,1
151334,-1.01,2.27,9.56,1
151337,-1.01,2.28,9.55,1
151340,-1.02,2.31,9.53,1
151342,-1.04,2.30,9.51,1
151345,-1.08,2.31,9.51,1
151348,-1.15,2.32,9.51,1
151351,-1.16,2.29,9.49,1
151354,-1.19,2.31,9.48,1
151357,-1.20,2.30,9.52,1
151360,-1.31,2.30,9.55,1
151362,-1.32,2.30,9.53,1
151365,-1.34,2.30,9.54,1
151368,-1.36,2.29,9.61,1
151371,-1.36,2.36,9.64,1
151374,-1.35,2.37,9.63,1
151377,-1.34,2.33,9.61,1
151380,-1.31,2.31,9.60,1
151382,-1.28,2.35,9.63,1
151385,-1.27,2.38,9.62,1
151388,-1.20,2.37,9.60,1
151391,-1.18,2.34,9.61,1
151394,-1.15,2.35,9.56,1
151397,-1.12,2.34,9.56,1
151399,-1.12,2.30,9.54,1
151402,-1.08,2.30,9.51,1
151405,-1.06,2.23,9.51,1
151408,-1.08,2.20,9.48,1
151411,-1.07,2.11,9.44,1
151414,-1.11,2.06,9.44,1
151417,-1.12,2.00,9.43,1
151419,-1.13,1.95,9.43,1
151422,-1.14,1.88,9.43,1
151425,-1.16,1.84,9.40,1
151428,-1.20,1.81,9.40,1
151431,-1.20,1.81,9.40,1
151434,-1.20,1.78,9.42,1
151436,-1.23,1.80,9.42,1
151439,-1.25,1.79,9.40,1
151442,-1.25,1.79,9.39,1
151445,-1.31,1.78,9.37,1
151448,-1.30,1.75,9.35,1
151451,-1.31,1.75,9.34,1
151453,-1.31,1.74,9.33,1
151456,-1.35,1.78,9.37,1
151459,-1.36,1.81,9.43,1
151462,-1.38,1.92,9.47,1
151465,-1.37,1.98,9.52,1
151468,-1.39,2.00,9.53,1
151471,-1.37,2.05,9.58,1
151473,-1.35,2.14,9.62,1
151476,-1.34,2.18,9.63,1
151479,-1.34,2.25,9.63,1
151482,-1.33,2.27,9.62,1
151485,-1.29,2.28,9.63,1
151488,-1.31,2.33,9.63,1
151490,-1.30,2.36,9.61,1
151493,-1.30,2.36,9.60,1
151496,-1.26,2.39,9.59,1
151499,-1.29,2.38,9.57,1
151502,-1.33,2.36,9.57,1
151505,-1.32,2.33,9.56,1
151507,-1.32,2.32,9.56,1
151510,-1.36,2.31,9.56,1
151513,-1.39,2.24,9.56,1
151516,-1.41,2.24,9.58,1
151519,-1.44,2.21,9.57,1
151522,-1.45,2.17,9.59,1
151524,-1.48,2.17,9.58,1
151527,-1.44,2.14,9.58,1
151530,-1.44,2.14,9.58,1
151533,-1.43,2.13,9.57,1
151536,-1.41,2.15,9.55,1
151539,-1.40,2.17,9.54,1
151541,-1.34,2.15,9.51,1
151544,-1.35,2.16,9.49,1
151547,-1.33,2.15,9.48,1
151550,-1.35,2.13,9.47,1
151553,-1.32,2.08,9.44,1
151556,-1.32,2.00,9.42,1
151559,-1.33,1.93,9.41,1
151562,-1.33,1.83,9.37,1
151565,-1.35,1.64,9.33,1
151567,-1.34,1.58,9.31,1
151570,-1.34,1.53,9.31,1
151573,-1.35,1.50,9.33,1
151576,-1.35,1.50,9.41,1
151579,-1.32,1.61,9.48,1
151582,-1.34,1.73,9.55,1
151584,-1.29,1.83,9.60,1
151587,-1.28,1.95,9.66,1
151590,-1.26,2.19,9.75,1
151593,-1.22,2.28,9.79,1
151596,-1.20,2.42,9.79,1
151599,-1.17,2.50,9.81,1
151602,-1.19,2.58,9.81,1
151604,-1.17,2.73,9.81,1
151607,-1.18,2.77,9.77,1
151610,-1.20,2.79,9.76,1
151613,-1.23,2.78,9.73,1
151616,-1.29,2.71,9.68,1
151619,-1.32,2.68,9.63,1
151622,-1.38,2.60,9.62,1
151624,-1.40,2.51,9.60,1
151627,-1.43,2.43,9.54,1
151630,-1.50,2.23,9.50,1
151633,-1.53,2.16,9.50,1
151636,-1.50,2.08,9.48,1
151639,-1.53,1.96,9.44,1
151641,-1.51,1.91,9.40,1
151644,-1.48,1.76,9.42,1
151647,-1.45,1.71,9.40,1
151650,-1.40,1.67,9.36,1
151653,-1.37,1.60,9.34,1
151656,-1.31,1.49,9.32,1
151659,-1.25,1.46,9.29,1
151662,-1.23,1.44,9.29,1
151664,-1.19,1.41,9.30,1
151667,-1.16,1.48,9.34,1
151670,-1.12,1.53,9.40,1
151673,-1.09,1.59,9.42,1
151676,-1.09,1.67,9.47,1
151679,-1.08,1.77,9.50,1
151681,-1.09,1.89,9.56,1
151684,-1.09,1.96,9.58,1
151687,-1.10,2.01,9.60,1
151690,-1.14,2.07,9.60,1
151693,-1.16,2.11,9.59,1
151696,-1.22,2.14,9.58,1
151699,-1.25,2.14,9.54,1
151702,-1.28,2.10,9.52,1
151704,-1.33,2.05,9.44,1
151707,-1.38,1.91,9.41,1
151710,-1.38,1.86,9.37,1
151713,-1.41,1.83,9.36,1
151716,-1.44,1.78,9.36,1
151719,-1.45,1.70,9.34,1
151721,-1.44,1.67,9.34,1
151724,-1.45,1.66,9.34,1
151727,-1.42,1.66,9.39,1
151730,-1.40,1.68,9.48,1
151733,-1.33,1.82,9.53,1
151736,-1.33,1.91,9.60,1
151738,-1.28,2.02,9.65,1
151741,-1.23,2.16,9.68,1
151744,-1.21,2.39,9.75,1
151747,-1.16,2.53,9.80,1
151750,-1.14,2.63,9.82,1
151753,-1.13,2.71,9.83,1
151756,-1.16,2.86,9.79,1
151759,-1.17,2.88,9.78,1
151762,-1.19,2.91,9.74,1
151764,-1.22,2.89,9.75,1
151767,-1.30,2.90,9.74,1
151770,-1.41,2.89,9.75,1
151773,-1.47,2.84,9.75,1
151776,-1.52,2.79,9.75,1
151778,-1.58,2.74,9.75,1
151781,-1.61,2.67,9.74,1
151784,-1.69,2.51,9.76,1
151787,-1.72,2.39,9.76,1
151790,-1.70,2.35,9.67,1
151793,-1.68,2.29,9.67,1
151796,-1.66,2.13,9.59,1
151798,-1.61,2.06,9.56,1
151801,-1.57,1.97,9.52,1
151804,-1.51,1.88,9.45,1
151807,-1.47,1.81,9.36,1
151810,-1.36,1.59,9.33,1
151813,-1.28,1.50,9.30,1
151816,-1.24,1.43,9.23,1
151818,-1.20,1.40,9.25,1
151821,-1.14,1.40,9.27,1
151824,-1.13,1.34,9.26,1
151827,-1.07,1.34,9.28,1
151830,-1.08,1.38,9.32,1
151833,-1.03,1.42,9.37,1
151835,-0.96,1.49,9.45,1
151838,-0.95,1.59,9.49,1
151841,-0.92,1.66,9.53,1
151844,-0.94,1.73,9.56,1
151847,-0.93,1.83,9.57,1
151850,-0.96,2.01,9.57,1
151853,-1.00,2.09,9.58,1
151855,-1.04,2.16,9.57,1
151858,-1.11,2.22,9.58,1
151861,-1.23,2.30,9.56,1
151864,-1.27,2.35,9.58,1
151867,-1.34,2.37,9.57,1
151870,-1.41,2.39,9.58,1
151872,-1.44,2.41,9.58,1
151875,-1.57,2.41,9.60,1
151878,-1.63,2.40,9.61,1
151881,-1.64,2.38,9.61,1
151884,-1.64,2.38,9.60,1
151887,-1.66,2.33,9.58,1
151889,-1.65,2.26,9.57,1
151892,-1.61,2.21,9.55,1
151895,-1.59,2.16,9.56,1
151898,-1.55,2.12,9.53,1
151901,-1.47,2.02,9.52,1
151904,-1.42,1.97,9.49,1
151907,-1.38,1.96,9.49,1
151909,-1.33,1.91,9.48,1
151912,-1.28,1.87,9.49,1
151915,-1.21,1.83,9.49,1
151918,-1.18,1.83,9.49,1
151921,-1.15,1.80,9.50,1
151924,-1.14,1.80,9.51,1
151926,-1.13,1.79,9.52,1
151929,-1.14,1.79,9.53,1
151932,-1.16,1.81,9.52,1
151935,-1.16,1.81,9.51,1
151938,-1.18,1.82,9.49,1
151941,-1.22,1.88,9.50,1
151943,-1.26,1.87,9.49,1
151946,-1.28,1.90,9.47,1
151949,-1.32,1.92,9.49,1
151952,-1.36,1.98,9.49,1
151955,-1.38,2.01,9.50,1
151958,-1.40,2.03,9.52,1
151961,-1.41,2.05,9.54,1
151963,-1.43,2.08,9.54,1
151966,-1.44,2.11,9.56,1
151969,-1.46,2.11,9.56,1
151972,-1.44,2.14,9.57,1
151975,-1.43,2.12,9.58,1
151978,-1.43,2.12,9.58,1
151980,-1.40,2.12,9.59,1
151983,-1.40,2.10,9.60,1
151986,-1.38,2.09,9.59,1
151989,-1.37,2.07,9.59,1
151992,-1.36,2.05,9.59,1
151995,-1.35,2.03,9.59,1
151998,-1.34,1.99,9.59,1
152001,-1.33,1.99,9.57,1
152003,-1.33,1.97,9.55,1
152006,-1.28,1.95,9.55,1
152009,-1.28,1.95,9.56,1
152012,-1.27,1.95,9.54,1
152015,-1.28,1.98,9.54,1
152017,-1.29,2.00,9.55,1
152020,-1.28,2.02,9.55,1
152023,-1.29,2.05,9.56,1
152026,-1.28,2.09,9.57,1
152029,-1.29,2.12,9.57,1
152032,-1.32,2.14,9.58,1
152035,-1.34,2.15,9.58,1
152037,-1.35,2.17,9.58,1
152040,-1.35,2.18,9.59,1
152043,-1.36,2.17,9.59,1
152046,-1.39,2.17,9.59,1
152049,-1.41,2.19,9.57,1
152052,-1.40,2.15,9.59,1
152054,-1.40,2.13,9.60,1
152057,-1.41,2.13,9.56,1
152060,-1.42,2.15,9.52,1
152063,-1.41,2.16,9.51,1
152066,-1.39,2.15,9.50,1
152068,-1.38,2.14,9.49,1
152071,-1.33,2.12,9.49,1
152074,-1.33,2.12,9.52,1
152077,-1.31,2.15,9.53,1
152080,-1.31,2.16,9.54,1
152082,-1.30,2.16,9.58,1
152085,-1.29,2.22,9.59,1
152088,-1.29,2.21,9.62,1
152091,-1.28,2.23,9.64,1
152094,-1.29,2.24,9.63,1
152097,-1.27,2.20,9.64,1
152100,-1.27,2.20,9.63,1
152103,-1.23,2.18,9.61,1
152106,-1.23,2.17,9.61,1
152109,-1.22,2.11,9.56,1
152111,-1.22,2.08,9.54,1
152114,-1.23,2.06,9.53,1
152117,-1.24,2.04,9.52,1
152120,-1.26,1.99,9.51,1
152123,-1.26,1.95,9.50,1
152126,-1.26,1.90,9.49,1
152128,-1.28,1.86,9.49,1
152131,-1.28,1.84,9.50,1
152134,-1.26,1.81,9.50,1
152137,-1.28,1.81,9.49,1
152140,-1.26,1.78,9.52,1
152143,-1.25,1.76,9.51,1
152146,-1.27,1.77,9.50,1
152148,-1.28,1.76,9.49,1
152151,-1.26,1.76,9.51,1
152154,-1.26,1.80,9.51,1
152157,-1.28,1.80,9.51,1
152160,-1.28,1.84,9.51,1
152163,-1.28,1.85,9.50,1
152165,-1.30,1.86,9.52,1
152168,-1.31,1.89,9.50,1
152171,-1.33,1.91,9.52,1
152174,-1.37,1.96,9.52,1
152177,-1.38,1.95,9.54,1
152180,-1.41,1.98,9.55,1
152182,-1.42,2.01,9.55,1
152185,-1.43,2.02,9.56,1
152188,-1.45,2.03,9.56,1
152191,-1.46,2.01,9.57,1
152194,-1.46,2.03,9.58,1
152197,-1.46,2.03,9.58,1
152200,-1.46,2.02,9.58,1
152203,-1.47,2.02,9.57,1
152205,-1.44,2.01,9.58,1
152208,-1.44,2.01,9.57,1
152211,-1.43,2.00,9.57,1
152214,-1.40,2.01,9.59,1
152217,-1.41,2.02,9.59,1
152220,-1.39,2.03,9.58,1
152222,-1.37,2.04,9.57,1
152225,-1.38,2.03,9.58,1
152228,-1.36,2.02,9.57,1
152231,-1.35,2.03,9.57,1
152234,-1.34,2.02,9.59,1
152237,-1.33,2.02,9.59,1
152239,-1.33,2.02,9.59,1
152242,-1.33,2.03,9.57,1
152245,-1.32,2.00,9.57,1
152248,-1.30,2.00,9.56,1
152251,-1.30,2.00,9.54,1
152254,-1.31,1.99,9.52,1
152256,-1.32,1.96,9.53,1
152259,-1.31,1.96,9.54,1
152262,-1.31,1.96,9.52,1
152265,-1.29,1.97,9.52,1
152268,-1.28,1.94,9.53,1
152271,-1.31,1.98,9.54,1
152273,-1.29,1.98,9.53,1
152276,-1.31,1.97,9.54,1
152279,-1.29,2.00,9.57,1
152282,-1.28,2.02,9.58,1
152285,-1.30,2.01,9.59,1
152288,-1.29,2.01,9.58,1
152291,-1.29,2.03,9.59,1
152293,-1.28,2.00,9.60,1
152296,-1.29,2.04,9.58,1
152299,-1.31,2.04,9.61,1
152302,-1.31,2.04,9.59,1
152305,-1.28,2.08,9.59,1
152308,-1.29,2.07,9.59,1
152310,-1.28,2.09,9.56,1
152313,-1.28,2.04,9.55,1
152316,-1.28,2.07,9.55,1
152319,-1.29,2.03,9.55,1
152322,-1.33,2.00,9.55,1
152325,-1.32,2.01,9.54,1
152327,-1.34,2.00,9.56,1
152330,-1.34,1.94,9.56,1
152333,-1.35,1.90,9.56,1
152336,-1.37,1.88,9.55,1
152339,-1.35,1.86,9.58,1
152342,-1.40,1.86,9.54,1
152345,-1.38,1.84,9.55,1
152347,-1.39,1.85,9.56,1
152350,-1.39,1.83,9.56,1
152353,-1.40,1.84,9.54,1
152356,-1.38,1.87,9.52,1
152359,-1.40,1.87,9.54,1
152362,-1.38,1.89,9.53,1
152364,-1.37,1.90,9.54,1
152367,-1.36,1.91,9.53,1
152370,-1.36,1.94,9.55,1
152373,-1.34,1.96,9.55,1
152376,-1.32,1.97,9.55,1
152379,-1.32,2.00,9.57,1
152382,-1.32,2.01,9.56,1
152384,-1.31,2.03,9.58,1
152387,-1.31,2.02,9.59,1
152390,-1.28,2.03,9.61,1
152393,-1.30,2.04,9.59,1
152396,-1.26,2.01,9.60,1
152399,-1.24,1.99,9.60,1
152402,-1.25,1.96,9.59,1
152404,-1.25,1.93,9.59,1
152407,-1.25,1.92,9.60,1
152410,-1.26,1.89,9.61,1
152413,-1.25,1.87,9.60,1
152416,-1.29,1.84,9.60,1
152418,-1.29,1.78,9.60,1
152421,-1.30,1.78,9.59,1
152424,-1.31,1.77,9.57,1
152427,-1.34,1.78,9.54,1
152430,-1.37,1.76,9.53,1
152433,-1.39,1.78,9.48,1
152436,-1.41,1.77,9.47,1
152439,-1.42,1.78,9.44,1
152441,-1.46,1.80,9.43,1
152444,-1.47,1.84,9.42,1
152447,-1.49,1.92,9.43,1
152450,-1.54,1.95,9.45,1
152453,-1.55,1.99,9.49,1
152456,-1.58,2.02,9.49,1
152458,-1.58,2.06,9.54,1
152461,-1.57,2.14,9.57,1
152464,-1.56,2.18,9.60,1
152467,-1.58,2.19,9.60,1
152470,-1.54,2.22,9.59,1
152473,-1.52,2.21,9.47,1
152476,-1.44,1.79,9.21,1
152479,-1.28,1.09,8.62,1
152482,-1.37,0.44,8.37,1
152484,-1.78,0.13,8.51,1
152487,-1.46,0.66,9.05,1
152490,-1.88,0.75,9.32,1
152493,-1.32,1.27,9.45,1
152496,-1.19,1.50,9.55,1
152499,-1.26,2.54,10.29,1
152501,-1.14,2.59,10.32,1
152504,-1.26,3.09,10.77,1
152507,-0.99,3.31,10.50,1
152510,-0.85,3.26,10.44,1
152513,-0.71,3.35,10.11,1
152516,-0.74,3.16,9.95,1
152519,-0.70,3.13,9.80,1
152521,-0.64,2.86,9.38,1
152524,-0.84,2.67,9.27,1
152527,-1.03,2.44,9.26,1
152530,-1.11,2.45,9.32,1
152533,-1.17,2.31,9.21,1
152536,-1.38,2.17,9.58,1
152539,-1.57,2.01,9.69,1
152542,-1.61,1.93,9.77,1
152544,-1.60,1.70,9.64,1
152547,-1.66,1.54,9.73,1
152550,-1.69,1.30,9.63,1
152553,-1.60,1.22,9.51,1
152556,-1.53,1.17,9.37,1
152558,-1.50,1.20,9.38,1
152561,-1.45,1.21,9.34,1
152564,-1.21,1.44,9.26,1
152567,-1.18,1.59,9.36,1
152570,-1.14,1.74,9.42,1
152573,-1.09,1.89,9.52,1
152576,-1.02,2.12,9.59,1
152578,-1.00,2.25,9.73,1
152581,-1.02,2.30,9.77,1
152584,-1.04,2.40,9.84,1
152587,-1.04,2.42,9.84,1
152590,-1.16,2.45,9.87,1
152593,-1.23,2.41,9.83,1
152596,-1.28,2.38,9.79,1
152598,-1.32,2.29,9.70,1
152601,-1.41,2.18,9.58,1
152604,-1.52,2.07,9.52,1
152607,-1.56,1.99,9.46,1
152610,-1.58,1.88,9.36,1
152612,-1.61,1.81,9.33,1
152615,-1.71,1.71,9.32,1
152618,-1.71,1.70,9.31,1
152621,-1.68,1.66,9.30,1
152624,-1.68,1.66,9.33,1
152627,-1.68,1.65,9.43,1
152630,-1.59,1.70,9.44,1
152632,-1.54,1.75,9.46,1
152635,-1.48,1.78,9.50,1
152638,-1.43,1.84,9.56,1
152641,-1.38,1.94,9.58,1
152644,-1.20,2.01,9.59,1
152647,-1.18,2.08,9.62,1
152649,-1.10,2.13,9.66,1
152652,-1.05,2.20,9.66,1
152655,-0.99,2.29,9.69,1
152658,-0.98,2.32,9.72,1
152661,-0.96,2.34,9.74,1
152664,-0.93,2.34,9.73,1
152666,-0.94,2.32,9.74,1
152669,-1.00,2.28,9.73,1
152672,-1.03,2.28,9.72,1
152675,-1.07,2.25,9.70,1
152678,-1.11,2.18,9.68,1
152681,-1.19,2.09,9.65,1
152684,-1.27,2.00,9.63,1
152687,-1.29,1.98,9.61,1
152689,-1.34,1.92,9.57,1
152692,-1.37,1.88,9.54,1
152695,-1.42,1.78,9.55,1
152698,-1.46,1.76,9.54,1
152701,-1.47,1.73,9.52,1
152704,-1.47,1.71,9.50,1
152706,-1.46,1.65,9.48,1
152709,-1.46,1.60,9.45,1
152712,-1.46,1.55,9.40,1
152715,-1.42,1.51,9.39,1
152718,-1.40,1.46,9.38,1
152721,-1.36,1.47,9.39,1
152723,-1.35,1.49,9.41,1
152726,-1.36,1.53,9.43,1
152729,-1.33,1.56,9.47,1
152732,-1.27,1.70,9.53,1
152735,-1.29,1.74,9.56,1
152738,-1.25,1.77,9.58,1
152741,-1.24,1.82,9.59,1
152743,-1.24,1.86,9.61,1
152746,-1.25,1.93,9.61,1
152749,-1.26,1.96,9.64,1
152752,-1.24,2.00,9.62,1
152755,-1.25,2.01,9.60,1
152757,-1.27,2.04,9.62,1
152760,-1.31,2.06,9.60,1
152763,-1.34,2.06,9.61,1
152766,-1.36,2.02,9.60,1
152769,-1.38,1.99,9.59,1
152772,-1.46,1.93,9.56,1
152775,-1.47,1.87,9.58,1
152778,-1.50,1.84,9.57,1
152780,-1.51,1.81,9.57,1
152783,-1.52,1.74,9.55,1
152786,-1.54,1.72,9.53,1
152789,-1.53,1.70,9.56,1
152792,-1.51,1.70,9.53,1
152795,-1.47,1.69,9.51,1
152797,-1.44,1.68,9.48,1
152800,-1.41,1.69,9.47,1
152803,-1.37,1.69,9.48,1
152806,-1.35,1.70,9.48,1
152809,-1.33,1.70,9.50,1
152812,-1.28,1.77,9.51,1
152814,-1.27,1.78,9.50,1
152817,-1.25,1.79,9.50,1
152820,-1.23,1.81,9.55,1
152823,-1.24,1.83,9.56,1
152826,-1.26,1.86,9.57,1
152829,-1.26,1.86,9.57,1
152832,-1.26,1.85,9.58,1
152835,-1.28,1.86,9.58,1
152837,-1.32,1.88,9.56,1
152840,-1.31,1.90,9.57,1
152843,-1.32,1.89,9.55,1
152846,-1.35,1.89,9.56,1
152849,-1.38,1.93,9.57,1
152852,-1.40,1.95,9.57,1
152854,-1.42,1.98,9.60,1
152857,-1.41,2.01,9.61,1
152860,-1.41,2.06,9.64,1
152863,-1.42,2.12,9.66,1
152866,-1.40,2.14,9.67,1
152869,-1.37,2.15,9.67,1
152872,-1.35,2.19,9.65,1
152874,-1.36,2.22,9.66,1
152877,-1.30,2.22,9.66,1
152880,-1.30,2.19,9.64,1
152883,-1.30,2.19,9.63,1
152886,-1.27,2.16,9.63,1
152889,-1.23,2.08,9.60,1
152892,-1.22,2.03,9.59,1
152894,-1.24,2.00,9.56,1
152897,-1.21,1.92,9.56,1
152900,-1.23,1.88,9.53,1
152903,-1.23,1.81,9.52,1
152906,-1.20,1.78,9.54,1
152909,-1.23,1.77,9.54,1
152911,-1.23,1.77,9.55,1
152914,-1.25,1.75,9.54,1
152917,-1.27,1.76,9.56,1
152920,-1.26,1.77,9.53,1
152923,-1.29,1.74,9.52,1
152926,-1.28,1.72,9.52,1
152929,-1.32,1.73,9.52,1
152932,-1.33,1.74,9.51,1
152934,-1.35,1.75,9.48,1
152937,-1.34,1.75,9.50,1
152940,-1.37,1.82,9.52,1
152943,-1.39,1.82,9.53,1
152946,-1.41,1.85,9.54,1
152949,-1.41,1.90,9.54,1
152951,-1.40,1.96,9.60,1
152954,-1.40,2.03,9.60,1
152957,-1.40,2.04,9.61,1
152960,-1.39,2.07,9.60,1
152963,-1.38,2.10,9.62,1
152966,-1.37,2.14,9.60,1
152968,-1.35,2.14,9.59,1
152971,-1.33,2.12,9.60,1
152974,-1.30,2.13,9.58,1
152977,-1.29,2.13,9.59,1
152980,-1.29,2.11,9.59,1
152983,-1.28,2.09,9.59,1
152986,-1.27,2.09,9.59,1
152988,-1.28,2.04,9.58,1
152991,-1.28,1.98,9.57,1
152994,-1.27,1.93,9.55,1
152997,-1.28,1.90,9.53,1
153000,-1.25,1.86,9.51,1
153003,-1.29,1.79,9.50,1
153005,-1.31,1.74,9.48,1
153008,-1.29,1.72,9.49,1
153011,-1.31,1.72,9.49,1
153014,-1.35,1.69,9.49,1
153017,-1.35,1.73,9.48,1
153020,-1.39,1.72,9.52,1
153023,-1.43,1.76,9.54,1
153026,-1.40,1.82,9.55,1
153028,-1.42,1.86,9.57,1
153031,-1.42,1.95,9.57,1
153034,-1.42,2.00,9.57,1
153037,-1.42,2.05,9.58,1
153040,-1.45,2.09,9.60,1
153043,-1.44,2.18,9.60,1
153045,-1.44,2.21,9.60,1
153048,-1.45,2.23,9.61,1
153051,-1.42,2.27,9.61,1
153054,-1.40,2.26,9.62,1
153057,-1.39,2.26,9.64,1
153059,-1.36,2.25,9.62,1
153062,-1.34,2.22,9.62,1
153065,-1.33,2.18,9.61,1
153068,-1.32,2.15,9.60,1
153071,-1.29,2.05,9.57,1
153074,-1.27,1.99,9.53,1
153077,-1.26,1.95,9.54,1
153079,-1.27,1.89,9.51,1
153082,-1.26,1.80,9.49,1
153085,-1.26,1.75,9.49,1
153088,-1.29,1.73,9.51,1
153091,-1.28,1.72,9.52,1
153094,-1.27,1.71,9.50,1
153096,-1.32,1.72,9.51,1
153099,-1.30,1.75,9.51,1
153102,-1.33,1.76,9.52,1
153105,-1.35,1.79,9.54,1
153108,-1.33,1.84,9.56,1
153111,-1.36,1.95,9.57,1
153113,-1.37,2.01,9.57,1
153116,-1.39,2.07,9.59,1
153119,-1.37,2.11,9.59,1
153122,-1.35,2.20,9.61,1
153125,-1.37,2.26,9.63,1
153128,-1.34,2.24,9.63,1
153131,-1.34,2.30,9.66,1
153133,-1.31,2.32,9.73,1
153136,-1.32,2.34,9.71,1
153139,-1.31,2.36,9.71,1
