timestamp,acceleration_x,acceleration_y,acceleration_z,solenoid_status,acceleration_magnitude
137240,-0.45,3.28,9.35,0,9.9188406580608
137243,-0.45,3.31,9.35,0,9.928801538957257
137246,-0.47,3.34,9.33,0,9.920957615069222
137249,-0.48,3.3,9.3,0,9.879797568776397
137252,-0.5,3.31,9.3,0,9.884133750612646
137254,-0.5,3.28,9.28,0,9.855292994122498
137257,-0.5,3.29,9.26,0,9.839801827272742
137260,-0.51,3.29,9.23,0,9.812089481858592
137263,-0.5,3.29,9.23,0,9.81157479714648
137266,-0.52,3.29,9.21,0,9.793804163857883
137268,-0.53,3.28,9.18,0,9.762771122995765
137271,-0.5,3.29,9.19,0,9.7739551871287
137274,-0.55,3.31,9.18,0,9.77399611213346
137277,-0.55,3.3,9.17,0,9.761219186146779
137280,-0.56,3.29,9.16,0,9.749015334894084
137283,-0.57,3.24,9.13,0,9.704607153306105
137286,-0.57,3.22,9.09,0,9.660300202374666
137288,-0.59,3.22,9.12,0,9.689731678431555
137291,-0.61,3.27,9.16,0,9.745286039927201
137294,-0.56,3.29,9.18,0,9.767809375699343
137297,-0.55,3.32,9.19,0,9.786776793204185
137300,-0.59,3.33,9.27,0,9.867618760369696
137302,-0.6,3.35,9.25,0,9.856216312561326
137305,-0.6,3.34,9.24,0,9.843434360018865
137308,-0.59,3.32,9.25,0,9.845455804583148
137311,-0.59,3.35,9.26,0,9.864998732893987
137314,-0.61,3.31,9.29,0,9.880905828920747
137316,-0.6,3.32,9.31,0,9.902449191992858
137319,-0.59,3.33,9.33,0,9.924006247478887
137322,-0.61,3.33,9.36,0,9.95342152227062
137325,-0.59,3.34,9.36,0,9.955566282236283
137328,-0.59,3.3,9.37,0,9.95163303181945
137331,-0.59,3.31,9.36,0,9.945541714758427
137334,-0.63,3.3,9.4,0,9.982329387472646
137336,-0.62,3.29,9.38,0,9.959563243435928
137339,-0.59,3.26,9.37,0,9.938440521530527
137342,-0.64,3.23,9.37,0,9.931737008197508
137345,-0.65,3.22,9.4,0,9.957454493995943
137348,-0.64,3.26,9.43,0,9.998104820414717
137350,-0.61,3.28,9.45,0,10.021626614477311
137353,-0.6,3.31,9.48,0,10.059150063499402
137356,-0.6,3.31,9.46,0,10.04030378026482
137359,-0.58,3.29,9.45,0,10.0231232657291
137362,-0.59,3.28,9.46,0,10.029860417772523
137364,-0.58,3.29,9.47,0,10.04198187610394
137367,-0.62,3.29,9.46,0,10.034943946031788
137370,-0.55,3.27,9.44,0,10.005448515683842
137373,-0.6,3.22,9.45,0,10.001544880667185
137376,-0.5,3.21,9.36,0,9.90775958529475
137379,-0.52,3.16,9.4,0,9.930558896658335
137382,-0.49,3.21,9.41,0,9.954511540000343
137385,-0.47,3.24,9.42,0,9.972707756672708
137387,-0.46,3.22,9.41,0,9.956309557260662
137390,-0.47,3.27,9.44,0,10.001369906167854
137393,-0.46,3.29,9.48,0,10.045202835184565
137396,-0.45,3.3,9.47,0,10.03859551929452
137399,-0.46,3.3,9.49,0,10.057917279437131
137401,-0.47,3.3,9.49,0,10.05837959116676
137404,-0.47,3.27,9.49,0,10.048577013687062
137407,-0.49,3.26,9.51,0,10.065177594061616
137410,-0.49,3.27,9.51,0,10.068420928824937
137413,-0.51,3.24,9.49,0,10.040806740496503
137415,-0.52,3.17,9.45,0,9.981072086704913
137418,-0.53,3.13,9.43,0,9.95001005024618
137421,-0.54,3.04,9.38,0,9.875099999493678
137424,-0.58,3.02,9.39,0,9.880733778419497
137427,-0.55,3.03,9.36,0,9.853578030340044
137430,-0.57,3.0,9.32,0,9.807512426706378
137433,-0.59,2.98,9.29,0,9.774077961628912
137435,-0.61,2.85,9.22,0,9.669694927969548
137438,-0.63,2.9,9.23,0,9.69534940061471
137441,-0.63,2.91,9.24,0,9.707862792602706
137444,-0.65,2.94,9.29,0,9.765766738971394
137447,-0.63,2.94,9.25,0,9.72640735318031
137449,-0.62,2.97,9.27,0,9.753881278752576
137452,-0.62,2.96,9.28,0,9.760348354438994
137455,-0.64,2.93,9.27,0,9.743069331581296
137458,-0.64,2.97,9.26,0,9.745670833759982
137461,-0.62,2.97,9.3,0,9.782397456656522
137463,-0.61,2.95,9.29,0,9.766201922958587
137466,-0.61,2.97,9.31,0,9.791276729824359
137469,-0.6,2.98,9.3,0,9.78419133091744
137472,-0.58,2.96,9.28,0,9.75788911599225
137475,-0.55,3.02,9.37,0,9.860010141982613
137478,-0.55,3.01,9.35,0,9.837941857929431
137481,-0.53,3.0,9.34,0,9.824281144185562
137483,-0.53,3.02,9.34,0,9.83040690917726
137486,-0.51,2.98,9.34,0,9.817132982699174
137489,-0.53,3.0,9.38,0,9.86231717194291
137492,-0.48,3.01,9.4,0,9.88182675419884
137495,-0.48,3.02,9.42,0,9.903898222417272
137497,-0.47,3.01,9.42,0,9.900373730319478
137500,-0.47,2.98,9.45,0,9.919868950747281
137503,-0.47,3.0,9.47,0,9.944938411071233
137506,-0.47,3.01,9.49,0,9.967000551820995
137509,-0.44,3.0,9.49,0,9.96261511853188
137511,-0.42,2.98,9.49,0,9.955747083971147
137514,-0.45,2.93,9.48,0,9.932663288363297
137517,-0.42,2.88,9.49,0,9.926273218081397
137520,-0.41,2.86,9.48,0,9.910504528024797
137523,-0.41,2.84,9.5,0,9.923895404527398
137526,-0.4,2.86,9.51,0,9.938797714009477
137529,-0.36,2.85,9.53,0,9.953542083097854
137531,-0.34,2.85,9.55,0,9.971990774163402
137534,-0.33,2.83,9.55,0,9.965957053891012
137537,-0.32,2.8,9.54,0,9.947562515511022
137540,-0.32,2.77,9.55,0,9.948758716543487
137543,-0.28,2.7,9.5,0,9.880202427076076
137545,-0.27,2.64,9.46,0,9.825176843192189
137548,-0.26,2.63,9.46,0,9.82222479889358
137551,-0.25,2.61,9.46,0,9.816628749219358
137554,-0.21,2.59,9.46,0,9.810392448826908
137557,-0.19,2.63,9.47,0,9.830254320209626
137560,-0.18,2.66,9.46,0,9.82850955130024
137562,-0.17,2.68,9.47,0,9.84338356460826
137565,-0.16,2.68,9.46,0,9.833595476731794
137568,-0.16,2.66,9.39,0,9.76080427014086
137571,-0.17,2.61,9.36,0,9.718569853635872
137574,-0.18,2.57,9.34,0,9.688802815621752
137577,-0.21,2.52,9.31,0,9.647310506042604
137580,-0.22,2.52,9.31,0,9.647533363508002
137582,-0.2,2.57,9.32,0,9.669917269553034
137585,-0.27,2.63,9.36,0,9.726222288226811
137588,-0.26,2.63,9.36,0,9.725949825081353
137591,-0.29,2.57,9.34,0,9.691470476661422
137594,-0.32,2.54,9.31,0,9.655573519993517
137596,-0.36,2.5,9.26,0,9.598291514639467
137599,-0.39,2.51,9.31,0,9.650300513455527
137602,-0.39,2.55,9.34,0,9.689695557652986
137605,-0.44,2.59,9.36,0,9.72169223952291
137608,-0.45,2.63,9.38,0,9.752117718731661
137610,-0.49,2.68,9.4,0,9.786853426919196
137613,-0.54,2.67,9.39,0,9.777146823076762
137616,-0.56,2.68,9.41,0,9.800209181440977
137619,-0.58,2.7,9.42,0,9.816455572150266
137622,-0.6,2.76,9.5,0,9.910983805859033
137625,-0.67,2.78,9.52,0,9.94020623528506
137628,-0.7,2.81,9.55,0,9.979408800124386
137630,-0.71,2.84,9.57,0,10.00772701466222
137633,-0.71,2.81,9.55,0,9.980115229795697
137636,-0.72,2.8,9.56,0,9.987592302452079
137639,-0.75,2.8,9.54,0,9.97066196398213
137642,-0.75,2.78,9.53,0,9.95549094721099
137644,-0.75,2.78,9.52,0,9.945918760979298
137647,-0.76,2.78,9.54,0,9.965821591820715
137650,-0.75,2.76,9.53,0,9.949924622830064
137653,-0.73,2.76,9.55,0,9.967597503912366
137656,-0.71,2.78,9.56,0,9.98128749210241
137658,-0.7,2.77,9.55,0,9.96821949999096
137661,-0.63,2.79,9.54,0,9.95954818252314
137664,-0.62,2.78,9.56,0,9.975289469484082
137667,-0.57,2.75,9.55,0,9.954390990914513
137670,-0.55,2.73,9.53,0,9.928559814998346
137673,-0.52,2.69,9.52,0,9.906407017683051
137676,-0.51,2.67,9.52,0,9.900474736092203
137678,-0.42,2.56,9.49,0,9.838195972839737
137681,-0.41,2.51,9.45,0,9.786250558819756
137684,-0.41,2.45,9.43,0,9.751692160850855
137687,-0.39,2.4,9.4,0,9.70938206066689
137690,-0.38,2.35,9.39,0,9.68705321550367
137692,-0.31,2.31,9.37,0,9.655521736291622
137695,-0.29,2.31,9.39,0,9.674311345000222
137698,-0.3,2.36,9.44,0,9.735152797979085
137701,-0.28,2.37,9.46,0,9.756377401474383
137704,-0.27,2.43,9.49,0,9.799892856557157
137706,-0.26,2.46,9.51,0,9.826459179175377
137709,-0.3,2.51,9.55,0,9.878896699530774
137712,-0.31,2.54,9.57,0,9.90618998404533
137715,-0.31,2.58,9.61,0,9.955129331153865
137718,-0.39,2.62,9.6,0,9.958739880125396
137721,-0.42,2.6,9.58,0,9.935431545735696
137724,-0.45,2.59,9.6,0,9.95342152227062
137726,-0.49,2.58,9.58,0,9.933423377667943
137729,-0.54,2.6,9.62,0,9.979779556683603
137732,-0.58,2.6,9.58,0,9.943480276040175
137735,-0.63,2.6,9.59,0,9.956153875869939
137738,-0.64,2.57,9.55,0,9.910449031199343
137740,-0.66,2.56,9.54,0,9.899535342630985
137743,-0.69,2.58,9.57,0,9.935663037764515
137746,-0.7,2.6,9.58,0,9.951200932550805
137749,-0.69,2.58,9.53,0,9.897141001319522
137752,-0.7,2.57,9.5,0,9.866351909393867
137755,-0.72,2.54,9.47,0,9.831118959711555
137757,-0.75,2.49,9.42,0,9.772358978261083
137760,-0.69,2.46,9.4,0,9.741031772866775
137763,-0.69,2.42,9.39,0,9.721347643202563
137766,-0.69,2.41,9.39,0,9.718863102235776
137769,-0.68,2.43,9.5,0,9.829409951772284
137772,-0.66,2.53,9.49,0,9.843607062454291
137775,-0.68,2.53,9.59,0,9.94139829199092
137777,-0.65,2.52,9.55,0,9.898252370999641
137780,-0.59,2.47,9.54,0,9.872213530915952
137783,-0.65,2.43,9.52,0,9.846715188325495
137786,-0.64,2.3,9.49,0,9.785688529684561
137789,-0.64,2.29,9.51,0,9.802744513655346
137791,-0.62,2.32,9.53,0,9.82790415093676
137794,-0.63,2.32,9.55,0,9.847933793441142
137797,-0.63,2.3,9.58,0,9.872350277416214
137800,-0.58,2.37,9.61,0,9.914907967298536
137803,-0.59,2.35,9.63,0,9.93013091555192
137805,-0.61,2.35,9.62,0,9.921643009098844
137808,-0.59,2.35,9.63,0,9.93013091555192
137811,-0.62,2.42,9.68,0,9.997159596605428
137814,-0.61,2.43,9.7,0,10.018333194698606
137817,-0.59,2.45,9.73,0,10.051044721818723
137820,-0.6,2.46,9.74,0,10.063756753817135
137823,-0.62,2.44,9.72,0,10.040737024740764
137825,-0.64,2.43,9.69,0,10.010524461785206
137828,-0.64,2.44,9.69,0,10.012956606317637
137831,-0.66,2.48,9.71,0,10.043410775229699
137834,-0.66,2.55,9.75,0,10.099534642744684
137837,-0.61,2.58,9.77,0,10.123309735457074
137839,-0.65,2.68,9.81,0,10.190240428959466
137842,-0.62,2.67,9.8,0,10.176114189610885
137845,-0.59,2.72,9.77,0,10.15871054809615
137848,-0.6,2.7,9.76,0,10.14433832243385
137851,-0.59,2.67,9.67,0,10.049174095416996
137853,-0.53,2.6,9.61,0,9.969603803562105
137856,-0.53,2.58,9.59,0,9.94511940602022
137859,-0.51,2.56,9.59,0,9.938903360029213
137862,-0.48,2.57,9.55,0,9.901403940856065
137865,-0.41,2.56,9.53,0,9.876365728343599
137868,-0.39,2.54,9.54,0,9.88004554645372
137871,-0.36,2.51,9.48,0,9.813261435425025
137873,-0.38,2.44,9.48,0,9.796346257661577
137876,-0.36,2.39,9.43,0,9.73481381434694
137879,-0.31,2.32,9.43,0,9.716141209348493
137882,-0.31,2.37,9.47,0,9.766980085983588
137885,-0.33,2.45,9.59,0,9.903509478967544
137887,-0.31,2.51,9.67,0,9.995253873714264
137890,-0.27,2.52,9.66,0,9.986936467205547
137893,-0.26,2.39,9.57,0,9.86735020154854
137896,-0.31,2.3,9.52,0,9.798800947054696
137899,-0.33,2.2,9.51,0,9.766729237569761
137901,-0.32,2.23,9.49,0,9.75373774509034
137904,-0.31,2.06,9.45,0,9.676889996274628
137907,-0.38,2.1,9.46,0,9.697731693545663
137910,-0.34,2.18,9.52,0,9.772328279381531
137913,-0.33,2.21,9.59,0,9.846882755471398
137916,-0.33,2.25,9.58,0,9.846207391681327
137919,-0.42,2.15,9.52,0,9.768792146422197
137922,-0.45,2.12,9.5,0,9.744069991538444
137924,-0.42,2.1,9.46,0,9.699381423575424
137927,-0.49,2.12,9.53,0,9.77524424247292
137930,-0.53,2.17,9.55,0,9.807767330029808
137933,-0.54,2.29,9.67,0,9.952115353029225
137936,-0.57,2.29,9.72,0,10.00236971922154
137938,-0.59,2.38,9.72,0,10.024514950859219
137941,-0.67,2.43,9.76,0,10.080248012821906
137944,-0.64,2.4,9.72,0,10.032347681375482
137947,-0.64,2.41,9.7,0,10.015373183261818
137950,-0.69,2.35,9.69,0,9.994733613258534
137952,-0.73,2.36,9.65,0,9.961174629530394
137955,-0.73,2.38,9.68,0,9.994983741857713
137958,-0.75,2.45,9.75,0,10.08104657265306
137961,-0.77,2.48,9.77,0,10.109213619268315
137964,-0.82,2.44,9.75,0,10.084071598317815
137967,-0.84,2.4,9.73,0,10.056763893022447
137970,-0.87,2.35,9.7,0,10.018452974386813
137972,-0.89,2.23,9.66,0,9.953923849417375
137975,-0.92,2.21,9.64,0,9.932779067310419
137978,-0.92,2.16,9.66,0,9.94120717015796
137981,-0.86,2.16,9.65,0,9.926112028382514
137984,-0.88,2.13,9.67,0,9.940834974990782
137986,-0.82,2.04,9.65,0,9.89729761096432
137989,-0.85,2.03,9.65,0,9.89777247667373
137992,-0.77,2.05,9.61,0,9.856343135260662
137995,-0.76,1.98,9.64,0,9.870542031722474
137998,-0.73,2.0,9.63,0,9.862545310415562
138000,-0.65,2.04,9.71,0,9.943248966007038
138003,-0.63,2.09,9.74,0,9.981613096088228
138006,-0.6,2.1,9.78,0,10.020898163338453
138009,-0.55,2.11,9.81,0,10.049412918175868
138012,-0.52,2.13,9.78,0,10.022759101165706
138015,-0.47,2.1,9.77,0,10.004189122562607
138018,-0.45,2.03,9.75,0,9.969247714847896
138020,-0.46,2.04,9.76,0,9.981522929894014
138023,-0.45,2.04,9.74,0,9.961510929572883
138026,-0.42,1.98,9.68,0,9.889347804582464
138029,-0.42,1.94,9.66,0,9.861825388841561
138032,-0.44,1.9,9.63,0,9.825502531677452
138034,-0.45,1.87,9.58,0,9.771171884682
138037,-0.44,1.84,9.59,0,9.774829921794035
138040,-0.45,1.98,9.62,0,9.831953010465417
138043,-0.42,2.0,9.63,0,9.844455292193674
138046,-0.39,2.04,9.62,0,9.841651284210387
138048,-0.43,2.06,9.62,0,9.84748191163609
138051,-0.43,2.07,9.58,0,9.81051476733
138054,-0.4,1.95,9.44,0,9.64759555537026
138057,-0.47,1.96,9.46,0,9.672336842769694
138060,-0.39,1.95,9.42,0,9.627616527469298
138063,-0.42,1.93,9.41,0,9.61506110224995
138066,-0.42,1.97,9.45,0,9.662287513834391
138068,-0.45,1.96,9.48,0,9.6909493858961
138071,-0.47,1.93,9.46,0,9.666302291983218
138074,-0.52,1.93,9.5,0,9.708001854140738
138077,-0.57,1.96,9.6,0,9.814606461799679
138080,-0.53,1.99,9.62,0,9.837957105009147
138082,-0.68,1.97,9.65,0,9.872476892857232
138085,-0.72,2.01,9.61,0,9.844318158206793
138088,-0.78,1.87,9.66,0,9.870202632165158
138091,-0.79,1.83,9.63,0,9.834119177638637
138094,-0.79,1.74,9.69,0,9.87662897956585
138096,-0.77,1.7,9.66,0,9.83862287111362
138099,-0.79,1.79,9.74,0,9.934575984912492
138102,-0.77,1.77,9.77,0,9.958850335254567
138105,-0.74,1.73,9.73,0,9.91026740305225
138108,-0.77,1.8,9.82,0,10.013256213639997
138111,-0.7,1.86,9.81,0,10.009280693436468
138114,-0.61,1.83,9.76,0,9.948798922483055
138116,-0.61,1.82,9.75,0,9.937152509647822
138119,-0.66,1.79,9.79,0,9.974156605949196
138122,-0.55,1.78,9.74,0,9.916577030407216
138125,-0.5,1.74,9.74,0,9.906825929630541
138128,-0.56,1.68,9.73,0,9.889838219101463
138130,-0.57,1.71,9.72,0,9.885716969446374
138133,-0.53,1.58,9.66,0,9.802698608036463
138136,-0.48,1.58,9.73,0,9.869128634281752
138139,-0.46,1.68,9.81,0,9.963438161598637
138142,-0.47,1.7,9.89,0,10.046043997514644
138145,-0.45,1.82,10.02,0,10.19388542215381
138147,-0.42,1.84,10.02,0,10.196195368861858
138150,-0.43,1.87,10.12,0,10.300300966476659
138153,-0.47,1.87,10.17,0,10.351169016106345
138156,-0.45,1.78,10.1,0,10.265519957605655
138159,-0.46,1.57,9.96,0,10.093468184920384
138162,-0.5,1.49,9.85,0,9.974597736249818
138165,-0.51,1.43,9.79,0,9.907022761657508
138167,-0.5,1.35,9.78,0,9.885388206843471
138170,-0.52,1.33,9.77,0,9.873813852812903
138173,-0.48,1.34,9.72,0,9.82366530374483
138176,-0.47,1.28,9.67,0,9.765664339920761
138179,-0.5,1.27,9.66,0,9.755946904324562
138181,-0.53,1.23,9.66,0,9.752404831629992
138184,-0.54,1.27,9.62,0,9.718482391814062
138187,-0.5,1.3,9.6,0,9.70051545022222
138190,-0.54,1.29,9.62,0,9.721116191055428
138193,-0.59,1.34,9.64,0,9.750553830424199
138195,-0.59,1.35,9.64,0,9.75193314169042
138198,-0.57,1.37,9.66,0,9.773300363746118
138201,-0.57,1.44,9.66,0,9.783358319104948
138204,-0.58,1.42,9.62,0,9.741519388678544
138207,-0.63,1.41,9.64,0,9.762919645270056
138210,-0.62,1.4,9.67,0,9.790469855936434
138213,-0.61,1.43,9.73,0,9.85342072581903
138215,-0.72,1.4,9.71,0,9.836793176640445
138218,-0.67,1.36,9.63,0,9.748610157350639
138221,-0.74,1.33,9.64,0,9.759410842873663
138224,-0.78,1.36,9.73,0,9.85550100197854
138227,-0.77,1.35,9.79,0,9.912593000824758
138229,-0.77,1.42,9.77,0,9.90263601269884
138232,-0.81,1.33,9.8,0,9.9229531894492
138235,-0.87,1.32,9.78,0,9.906952104456748
138238,-0.88,1.27,9.77,0,9.891420524879123
138241,-0.9,1.29,9.79,0,9.915553438916055
138243,-0.88,1.2,9.77,0,9.88267676290184
138246,-0.87,1.2,9.79,0,9.901565532783186
138249,-0.9,1.21,9.82,0,9.935114493552653
138252,-0.89,1.24,9.82,0,9.937912255599764
138255,-0.82,1.25,9.87,0,9.982574818151877
138258,-0.76,1.26,9.81,0,9.919742940217755
138261,-0.78,1.25,9.85,0,9.959588344906631
138263,-0.77,1.24,9.92,0,10.026809063705162
138266,-0.71,1.27,9.89,0,9.996454371425902
138269,-0.62,1.31,9.88,0,9.985734825239453
138272,-0.58,1.28,9.83,0,9.92993957685544
138275,-0.63,1.26,9.87,0,9.970025075194144
138277,-0.57,1.26,9.87,0,9.966413597678955
138280,-0.49,1.24,9.82,0,9.910100907659821
138283,-0.52,1.16,9.81,0,9.892022037985965
138286,-0.47,1.19,9.73,0,9.81376074703271
138289,-0.5,1.11,9.73,0,9.805865591573241
138291,-0.45,1.08,9.69,0,9.760379090998462
138294,-0.53,1.03,9.69,0,9.758990726504457
138297,-0.52,1.03,9.71,0,9.77831273789093
138300,-0.58,1.05,9.77,0,9.843363246370622
138303,-0.52,0.96,9.7,0,9.761249919964143
138306,-0.55,0.89,9.66,0,9.716491136207557
138309,-0.63,0.89,9.63,0,9.69153754571482
138311,-0.57,0.89,9.65,0,9.707703126898762
138314,-0.55,0.92,9.64,0,9.699407198380735
138317,-0.59,1.08,9.71,0,9.78767592434486
138320,-0.53,1.06,9.72,0,9.791981413381054
138323,-0.56,1.1,9.8,0,9.877428815233245
138325,-0.58,1.17,9.79,0,9.876709978530299
138328,-0.62,1.1,9.79,0,9.871094164275812
138331,-0.6,0.9,9.68,0,9.740246403454073
138334,-0.68,0.97,9.75,0,9.821700463768991
138337,-0.69,1.05,9.83,0,9.909969727501695
138339,-0.69,1.02,9.78,0,9.857225776048754
138342,-0.65,0.86,9.64,0,9.700087628470168
138345,-0.73,0.78,9.62,0,9.679137358256673
138348,-0.75,0.66,9.53,0,9.58222312409808
138351,-0.73,0.86,9.68,0,9.745506656916303
138354,-0.74,0.86,9.75,0,9.815788302525682
138357,-0.67,0.83,9.75,0,9.808175161568027
138360,-0.69,0.96,9.82,0,9.890909968248625
138362,-0.73,0.95,9.87,0,9.94244939640127
138365,-0.68,0.99,9.92,0,9.99244214394059
138368,-0.63,0.96,9.84,0,9.906770412197913
138371,-0.7,1.03,9.91,0,9.98794273111335
138374,-0.69,1.04,10.01,0,10.087507125152378
138376,-0.7,0.92,9.81,0,9.87787932706206
138379,-0.71,0.8,9.75,0,9.808496316969283
138382,-0.7,0.8,9.73,0,9.787895585875445
138385,-0.67,0.83,9.79,0,9.847938870646994
138388,-0.65,1.0,9.81,0,9.882236588950905
138390,-0.63,1.31,10.21,0,10.312957868623338
138393,-0.63,1.36,10.17,0,10.279854084567543
138396,-0.62,1.29,10.1,0,10.200906822434954
138399,-0.63,1.15,9.95,0,10.036030091624873
138402,-0.65,0.86,9.8,0,9.85911253612616
138405,-0.76,0.87,9.83,0,9.897646184825966
138408,-0.72,0.77,9.73,0,9.786940277737472
138410,-0.69,0.79,9.73,0,9.786373179068946
138413,-0.68,0.73,9.67,0,9.721327069901516
138416,-0.74,0.84,9.7,0,9.76438426118104
138419,-0.69,0.71,9.7,0,9.750394863799105
138422,-0.65,0.67,9.63,0,9.675138241906419
138424,-0.69,0.75,9.77,0,9.823008704058038
138427,-0.64,0.72,9.69,0,9.737766684409726
138430,-0.69,0.54,9.57,0,9.610026014532947
138433,-0.65,0.66,9.7,0,9.744131567256263
138436,-0.57,0.64,9.64,0,9.678021492019948
138438,-0.59,0.79,9.76,0,9.80967889382726
138441,-0.62,0.93,9.95,0,10.012582084557408
138444,-0.47,0.85,9.85,0,9.897772476673728
138447,-0.56,0.65,9.77,0,9.80759909457967
138450,-0.67,0.56,9.74,0,9.779064372423367
138453,-0.6,0.4,9.7,0,9.726767191621272
138456,-0.55,0.37,9.69,0,9.712646395293097
138458,-0.61,0.39,9.71,0,9.736955376297049
138461,-0.57,0.44,9.74,0,9.766580773228675
138464,-0.53,0.69,9.82,0,9.858468440888778
138467,-0.65,0.71,9.93,0,9.976547499009865
138470,-0.63,0.73,9.85,0,9.897085429559553
138472,-0.7,0.86,9.95,0,10.011598274002008
138475,-0.67,0.85,9.99,0,10.048457593083628
138478,-0.62,0.85,9.98,0,10.035302686017996
138481,-0.75,0.97,10.14,0,10.213863128121504
138484,-0.77,1.12,10.18,0,10.270331056007883
138486,-0.73,1.21,10.19,0,10.2875215674136
138489,-0.73,0.75,9.81,0,9.865672810305439
138492,-0.85,0.24,9.4,0,9.441403497362032
138495,-0.93,-0.01,9.19,0,9.23694213471103
138498,-0.98,-0.1,9.15,0,9.202874550921576
138501,-0.96,-0.06,9.25,0,9.299876343263925
138504,-0.91,0.2,9.4,0,9.446062671822585
138507,-1.04,0.6,9.73,0,9.803800283563513
138509,-0.91,0.76,9.86,0,9.931027137209925
