timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,0.08,3.42,9.28,0.04,0.0,0.03,1.11,-7.61,-88.59,9.89046004996734,0,-0.09793509735179738,0.4374540920400628
7,0.07,3.46,9.25,0.03,0.0,0.03,1.46,-9.15,-89.49,9.876183473386874,0,-0.11838476266039234,0.4281086988109225
14,0.06,3.47,9.25,0.02,0.0,0.03,1.49,-8.99,-88.91,9.879625498975152,0,-0.11345443003707895,0.4281086988109225
21,0.07,3.43,9.25,0.02,-0.0,0.02,1.62,-8.74,-88.85,9.865713354846674,0,-0.1333820849303095,0.4281086988109225
28,0.09,3.46,9.25,0.02,-0.0,0.02,1.65,-8.67,-88.98,9.87634547795894,0,-0.11815270847999733,0.4281086988109225
35,0.06,3.47,9.24,0.02,-0.0,0.01,1.32,-9.11,-89.59,9.870263421003514,0,-0.1268646029895298,0.4249935677345424
42,0.06,3.47,9.24,0.02,0.0,0.01,1.52,-9.31,-87.88,9.870263421003514,0,-0.1268646029895298,0.4249935677345424
49,0.07,3.45,9.27,0.02,-0.0,0.01,0.77,-8.05,-89.29,9.891425579763515,0,-0.09655207943668423,0.4343389609636827
56,0.07,3.45,9.28,0.02,-0.0,0.01,1.32,-9.31,-89.37,9.90079794764038,0,-0.08312716729821393,0.4374540920400628
63,0.08,3.44,9.3,0.02,-0.0,0.01,1.36,-8.64,-89.59,9.916148445843277,0,-0.061139224404470276,0.44368435419282354
70,0.08,3.45,9.31,0.02,-0.0,0.01,1.21,-8.4,-90.44,9.928997935340709,0,-0.042733708339202314,0.44679948526920366
77,0.12,3.42,9.28,0.01,-0.0,0.01,1.45,-8.33,-89.54,9.890864471824491,0,-0.09735580640094403,0.4374540920400628
84,0.13,3.4,9.27,0.01,-0.0,0.01,1.78,-8.32,-90.35,9.874705058886567,0,-0.12050243292596644,0.4343389609636827
91,0.14,3.41,9.22,0.0,-0.0,0.0,1.58,-7.44,-85.62,9.83138342248943,0,-0.1825560323970228,0.41876330558178215
98,0.11,3.41,9.2,0.0,-0.0,0.0,0.73,-8.48,-89.29,9.81224744897926,0,-0.2099662628140659,0.4125330434290214
105,0.11,3.44,9.22,0.01,0.0,0.01,2.05,-8.75,-89.23,9.841448064182424,0,-0.1681395122381027,0.41876330558178215
112,0.09,3.46,9.24,0.01,0.0,0.01,1.94,-9.19,-89.46,9.866980287808424,0,-0.1315673392950246,0.4249935677345424
119,0.08,3.48,9.28,0.01,-0.0,0.02,1.65,-9.24,-89.18,9.9113672114396,0,-0.06798783007446711,0.4374540920400628
126,0.05,3.49,9.31,0.01,-0.0,0.02,1.52,-8.92,-89.01,9.94277124347131,0,-0.023004921127825668,0.44679948526920366
133,0.01,3.49,9.31,0.0,-0.0,0.02,1.64,-9.24,-89.51,9.94265055204094,0,-0.023177798662069694,0.44679948526920366
140,0.02,3.46,9.29,0.0,-0.0,0.02,1.36,-9.24,-86.79,9.913430284215448,0,-0.06503269951248933,0.4405692231164429
147,0.06,3.4,9.23,-0.01,-0.0,0.01,0.7,-7.4,-88.28,9.83648819447266,0,-0.17524399383194036,0.42187843665816227
154,0.08,3.39,9.22,-0.01,-0.0,0.0,0.82,-9.5,-89.51,9.82379254666954,0,-0.1934291481640235,0.41876330558178215
161,0.1,3.39,9.22,-0.01,-0.0,-0.01,0.94,-8.93,-89.59,9.823975773585763,0,-0.19316669525094887,0.41876330558178215
168,0.1,3.41,9.22,-0.01,-0.0,-0.01,1.21,-9.03,-89.17,9.830895177958109,0,-0.18325539034169638,0.41876330558178215
175,0.11,3.44,9.27,0.0,-0.0,-0.01,1.17,-9.11,-90.12,9.888306225031664,0,-0.10102022065286445,0.4343389609636827
182,0.11,3.44,9.29,0.0,-0.0,-0.0,1.15,-9.13,-90.62,9.907058090068915,0,-0.07416018444163368,0.4405692231164429
189,0.12,3.43,9.27,0.0,-0.0,0.0,0.89,-7.1,-85.74,9.88494815363237,0,-0.10583029790148782,0.4343389609636827
196,0.12,3.43,9.27,0.0,-0.0,0.0,1.14,-9.11,-89.86,9.88494815363237,0,-0.10583029790148782,0.4343389609636827
203,0.12,3.43,9.26,-0.01,-0.0,0.01,1.32,-9.11,-90.09,9.875570869575084,0,-0.1192622519413324,0.43122382988730257
210,0.1,3.41,9.25,-0.01,-0.0,0.02,1.58,-9.46,-89.93,9.859036464077004,0,-0.14294601510448207,0.4281086988109225
217,0.11,3.41,9.21,-0.01,-0.0,0.02,1.34,-9.12,-89.49,9.82162410194974,0,-0.19653521273841226,0.41564817450540203
224,0.1,3.42,9.24,-0.01,-0.0,0.02,1.48,-9.44,-89.52,9.853121332856912,0,-0.15141880639485494,0.4249935677345424
231,0.07,3.43,9.25,-0.0,-0.0,0.02,1.45,-9.43,-89.71,9.865713354846674,0,-0.1333820849303095,0.4281086988109225
238,0.05,3.43,9.26,0.0,-0.0,0.01,1.43,-9.53,-84.0,9.874968354379671,0,-0.12012529036094789,0.43122382988730257
245,0.04,3.4,9.28,0.0,-0.0,0.01,0.94,-7.67,-88.83,9.883319280484669,0,-0.10816348404824502,0.4374540920400628
252,0.07,3.4,9.28,0.0,-0.0,0.01,1.34,-9.43,-89.26,9.883486227035478,0,-0.10792435101314837,0.4374540920400628
259,0.08,3.39,9.24,-0.0,-0.0,0.0,1.49,-9.12,-89.75,9.84256572241202,0,-0.16653858665234936,0.4249935677345424
266,0.1,3.39,9.24,-0.01,-0.0,0.0,1.81,-9.35,-89.29,9.842748599857664,0,-0.1662766343184107,0.4249935677345424
273,0.13,3.38,9.24,-0.0,-0.0,0.0,1.78,-9.68,-89.55,9.83965954695588,0,-0.1707013714117872,0.4249935677345424
280,0.15,3.37,9.22,-0.0,-0.0,0.0,1.67,-9.22,-88.6,9.817728861605415,0,-0.20211472690898402,0.41876330558178215
287,0.15,3.36,9.24,-0.0,-0.0,0.0,1.07,-7.04,-86.1,9.83309208743618,0,-0.1801085530528952,0.4249935677345424
294,0.12,3.36,9.24,0.0,-0.0,0.01,1.75,-8.99,-89.84,9.832680204298317,0,-0.18069853148841714,0.4249935677345424
301,0.09,3.35,9.25,0.01,0.0,0.01,2.15,-9.19,-89.71,9.83834843863542,0,-0.17257939351222784,0.4281086988109225
308,0.09,3.34,9.25,0.01,0.0,0.01,2.15,-8.35,-89.51,9.834947890050056,0,-0.17745031477576373,0.4281086988109225
315,0.08,3.35,9.26,0.01,0.0,0.01,1.96,-8.55,-89.48,9.847664697784952,0,-0.15923485111004276,0.43122382988730257
322,0.08,3.38,9.26,0.01,0.0,0.01,1.46,-9.08,-89.46,9.857910529113154,0,-0.1445587962246765,0.43122382988730257
329,0.07,3.38,9.27,0.01,0.0,0.01,1.39,-9.15,-88.64,9.867228587602495,0,-0.13121167646112783,0.4343389609636827
336,0.09,3.4,9.27,0.01,0.0,0.01,1.58,-7.44,-84.55,9.874259465904265,0,-0.12114069709949463,0.4343389609636827
343,0.08,3.43,9.26,0.02,-0.0,0.01,0.96,-8.75,-89.05,9.875165821392567,0,-0.11984244003612039,0.43122382988730257
350,0.1,3.41,9.26,0.01,-0.0,0.01,1.46,-8.87,-88.63,9.868419326315635,0,-0.12950607091791844,0.43122382988730257
357,0.08,3.44,9.27,0.01,-0.0,0.01,1.49,-9.32,-88.64,9.888018001601736,0,-0.10143306981477007,0.4343389609636827
364,0.13,3.45,9.26,0.01,-0.0,0.01,1.68,-9.41,-89.05,9.882661584816104,0,-0.10910556257955534,0.43122382988730257
371,0.12,3.48,9.27,0.02,-0.0,0.01,1.4,-9.02,-89.08,9.902408797863275,0,-0.08081979705893884,0.4343389609636827
