timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,0.41,1.0,9.9,0.09,0.01,0.04,-0.31,5.58,-91.7,9.958820211249924,0,-1.6495452293187448e-05,0.6305922187756337
7,0.35,1.02,9.9,0.09,0.01,0.04,0.22,4.11,-91.73,9.95855913272598,0,-0.0003904624466776041,0.6305922187756337
14,0.24,1.05,9.91,0.09,0.01,0.05,0.25,4.0,-91.32,9.968359945347078,0,0.013648150852811595,0.6337073498520138
21,0.2,1.04,9.91,0.08,0.01,0.05,-0.2,3.9,-92.33,9.966428648216974,0,0.010881774775221363,0.6337073498520138
28,0.16,0.98,9.91,0.07,0.01,0.04,-0.07,4.41,-92.34,9.95962348685933,0,0.001134110736126078,0.6337073498520138
35,0.16,0.95,9.9,0.07,0.01,0.04,-0.38,4.31,-90.09,9.946763292649525,0,-0.01728673868192623,0.6305922187756337
42,0.2,0.93,9.9,0.06,0.0,0.0,-1.14,5.47,-89.24,9.94559701576532,0,-0.01895730527782543,0.6305922187756337
49,0.2,0.95,9.92,0.04,0.0,-0.03,-0.01,4.65,-92.2,9.967391835380006,0,0.012261437119518584,0.6368224809283939
56,0.31,0.99,9.92,0.03,-0.0,-0.05,0.38,4.56,-92.14,9.974096450305662,0,0.021865079174735073,0.6368224809283939
63,0.37,0.97,9.92,0.03,-0.0,-0.05,0.35,4.65,-91.48,9.974176657749751,0,0.021979967739065274,0.6368224809283939
70,0.43,0.97,9.9,0.0,-0.0,-0.05,-0.12,4.69,-91.39,9.956696239215097,0,-0.0030588576735316245,0.6305922187756337
77,0.46,0.95,9.89,-0.02,-0.0,-0.05,0.19,4.22,-91.58,9.946165090123932,0,-0.01814359966440209,0.6274770876992536
84,0.44,0.85,9.85,-0.03,0.0,-0.03,-0.64,4.09,-91.22,9.896393282403444,0,-0.08943637801018309,0.6150165633937326
91,0.41,0.8,9.84,-0.03,0.0,-0.03,-0.13,5.85,-86.2,9.88097667237404,0,-0.11151901900731297,0.6119014323173525
98,0.37,0.72,9.81,-0.03,0.0,-0.02,-0.03,4.53,-91.04,9.843342928091046,0,-0.16542532284415107,0.6025560390882122
