timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,5.86,-3.27,7.23,0.01,-0.03,-0.05,-38.73,-49.52,-19.95,9.864349953240712,0,-0.13533501155567979,-0.2011477786178719
7,6.0,-3.37,7.19,0.0,-0.03,-0.07,-38.09,-50.66,-22.73,9.952537364913534,0,-0.00901599922270727,-0.21360830292339258
14,6.1,-3.42,7.19,0.0,-0.04,-0.09,-38.41,-50.96,-22.99,10.030079760400712,0,0.1020551687146532,-0.21360830292339258
21,6.27,-3.42,7.17,0.01,-0.04,-0.1,-38.25,-50.35,-23.75,10.120187745294055,0,0.2311251962744877,-0.21983856507615307
28,6.31,-3.39,7.14,0.01,-0.04,-0.1,-37.9,-50.35,-22.92,10.11374312507491,0,0.22189396876138387,-0.22918395830529364
35,6.27,-3.3,7.08,0.02,-0.04,-0.09,-38.16,-50.67,-23.46,10.016451467460918,0,0.08253410021650898,-0.24787474476357454
42,6.15,-3.24,7.06,0.04,-0.03,-0.07,-38.02,-48.66,-19.44,9.90775958529475,0,-0.07315536774044158,-0.25410500691633503
49,5.91,-3.26,7.1,0.04,-0.02,-0.07,-38.92,-50.35,-23.24,9.796208450211743,0,-0.23294040895001458,-0.24164448261081434
56,5.82,-3.29,7.12,0.04,-0.02,-0.07,-38.03,-50.38,-22.74,9.766826506086815,0,-0.27502689376548145,-0.23541422045805385
63,5.86,-3.4,7.14,0.04,-0.03,-0.09,-38.1,-50.57,-23.11,9.842723200415625,0,-0.16631301629596695,-0.22918395830529364
70,5.9,-3.42,7.14,0.03,-0.04,-0.13,-38.57,-51.11,-22.76,9.87349988605864,0,-0.122228713791075,-0.22918395830529364
77,6.18,-3.39,7.14,0.04,-0.05,-0.16,-38.64,-50.75,-23.09,10.033150053696994,0,0.106453034684434,-0.22918395830529364
84,6.34,-3.36,7.17,0.04,-0.05,-0.16,-38.42,-50.77,-22.49,10.143672904821017,0,0.26476516936876937,-0.21983856507615307
