timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,0.84,1.8,9.7,-0.01,-0.0,0.01,-19.35,-77.24,-36.5,9.90129284487637,0,-0.0824182800673637,0.56828959724803
7,0.84,1.78,9.7,-0.01,-0.0,0.01,-18.99,-77.32,-36.12,9.897676495016391,0,-0.08759831351995835,0.56828959724803
14,0.83,1.8,9.7,-0.01,-0.0,0.01,-19.25,-77.46,-35.88,9.900449484745629,0,-0.08362630303498905,0.56828959724803
21,0.84,1.79,9.68,-0.01,-0.0,0.01,-18.88,-77.67,-35.84,9.87988360255322,0,-0.11308472433370646,0.5620593350952697
28,0.84,1.81,9.69,-0.01,-0.0,0.01,-18.74,-77.46,-36.28,9.893320979327417,0,-0.09383712277397332,0.5651744661716498
35,0.84,1.77,9.66,-0.01,-0.0,0.01,-18.82,-77.97,-35.36,9.856677939346502,0,-0.1463243489150399,0.5558290729425095
42,0.84,1.75,9.67,-0.01,-0.0,0.01,-19.99,-76.38,-30.66,9.862910320995525,0,-0.13739713039877996,0.5589442040188897
49,0.85,1.75,9.67,-0.0,-0.0,0.0,-18.91,-77.87,-35.53,9.863767028878977,0,-0.13616998820645632,0.5589442040188897
56,0.85,1.75,9.69,0.0,0.0,0.0,-19.16,-77.8,-35.22,9.883374929648271,0,-0.10808377258773054,0.5651744661716498
63,0.87,1.75,9.69,0.0,0.0,0.0,-18.84,-77.62,-35.25,9.88511507267366,0,-0.10559120427082916,0.5651744661716498
70,0.86,1.75,9.68,0.0,0.0,0.0,-19.18,-77.73,-35.43,9.874436692794175,0,-0.12088683858082794,0.5620593350952697
77,0.85,1.74,9.67,0.0,0.0,0.01,-19.41,-77.43,-35.43,9.861997769214916,0,-0.13870426298655572,0.5589442040188897
84,0.85,1.76,9.68,0.01,0.0,0.01,-18.72,-77.35,-35.65,9.875348095130622,0,-0.11958135244857705,0.5620593350952697
91,0.86,1.79,9.68,0.01,0.0,0.01,-19.09,-77.07,-35.94,9.881604120789296,0,-0.11062026642345033,0.5620593350952697
98,0.84,1.79,9.69,0.01,0.0,0.01,-18.72,-77.14,-36.2,9.889681491332263,0,-0.09905029912448375,0.5651744661716498
105,0.85,1.83,9.7,0.01,0.0,0.01,-18.82,-77.36,-35.65,9.90764351397445,0,-0.07332162746234815,0.56828959724803
112,0.82,1.81,9.7,0.01,0.0,0.01,-18.52,-77.14,-36.09,9.901439289315467,0,-0.08220851410918885,0.56828959724803
119,0.83,1.8,9.71,0.01,0.0,0.01,-18.8,-77.16,-35.63,9.91024722194154,0,-0.06959209495235091,0.5714047283244106
126,0.84,1.81,9.7,0.01,0.0,0.01,-19.01,-77.55,-35.06,9.903115671343034,0,-0.0798072765856225,0.56828959724803
133,0.84,1.82,9.69,0.01,0.0,0.01,-18.77,-77.38,-33.5,9.89515538028585,0,-0.09120954007371637,0.5651744661716498
140,0.84,1.81,9.7,0.01,0.0,0.01,-19.37,-75.96,-30.84,9.903115671343034,0,-0.0798072765856225,0.56828959724803
147,0.85,1.8,9.7,0.01,0.0,0.01,-19.19,-78.21,-34.79,9.902146232004451,0,-0.08119589450107784,0.56828959724803
154,0.86,1.79,9.7,0.01,0.0,0.01,-18.74,-78.08,-34.04,9.901196897345288,0,-0.08255571461875884,0.56828959724803
161,0.86,1.78,9.68,0.01,0.0,0.01,-18.88,-77.7,-34.79,9.879797568776397,0,-0.11320795849501555,0.5620593350952697
168,0.85,1.79,9.67,0.01,0.0,0.01,-18.69,-77.05,-34.64,9.87094220426804,0,-0.12589231873788212,0.5589442040188897
175,0.82,1.81,9.7,0.01,0.0,0.01,-19.25,-77.61,-34.87,9.901439289315467,0,-0.08220851410918885,0.56828959724803
182,0.81,1.83,9.7,0.01,0.0,0.01,-19.34,-77.33,-34.99,9.904291998926524,0,-0.07812231344056735,0.56828959724803
189,0.83,1.86,9.71,0.02,0.0,0.01,-19.67,-75.99,-31.2,9.921320476630116,0,-0.053730844814272316,0.5714047283244106
196,0.82,1.89,9.7,0.01,0.0,0.01,-19.09,-77.95,-35.21,9.916375345861006,0,-0.06081421445583686,0.56828959724803
203,0.83,1.86,9.68,0.01,0.0,0.0,-19.38,-77.74,-35.93,9.891961382860329,0,-0.09578459894586885,0.5620593350952697
210,0.83,1.84,9.69,0.01,0.0,0.0,-18.97,-77.61,-35.93,9.898009900985146,0,-0.08712074521536523,0.5651744661716498
217,0.87,1.86,9.71,0.01,0.0,0.0,-18.99,-77.76,-35.78,9.924746848156884,0,-0.048822934955744204,0.5714047283244106
224,0.85,1.83,9.71,0.01,0.0,0.0,-19.26,-77.4,-35.79,9.91743414397091,0,-0.05929759968093805,0.5714047283244106
231,0.87,1.81,9.7,0.01,0.0,0.01,-18.66,-77.3,-32.15,9.905705426672045,0,-0.07609772973376194,0.56828959724803
238,0.85,1.8,9.68,0.01,0.0,0.01,-19.42,-75.93,-34.33,9.882555337563256,0,-0.10925775037811167,0.5620593350952697
245,0.85,1.77,9.68,0.0,0.0,0.01,-18.9,-77.24,-35.4,9.877135212195892,0,-0.1170214988558013,0.5620593350952697
252,0.83,1.8,9.68,0.01,0.0,0.01,-19.2,-77.64,-35.34,9.88085522614313,0,-0.11169297771240609,0.5620593350952697
259,0.82,1.8,9.69,0.01,0.0,0.01,-19.2,-77.42,-34.87,9.889817996303066,0,-0.09885477038899625,0.5651744661716498
266,0.82,1.82,9.7,0.01,0.0,0.01,-18.74,-77.99,-34.61,9.903272186504822,0,-0.07958308539691314,0.56828959724803
273,0.84,1.8,9.69,0.01,0.0,0.01,-18.93,-77.84,-34.79,9.891496347873764,0,-0.09645071170605617,0.5651744661716498
280,0.82,1.8,9.68,0.01,0.0,0.0,-19.22,-77.8,-34.74,9.880020242894242,0,-0.11288900169489245,0.5620593350952697
287,0.83,1.77,9.68,0.01,0.0,0.0,-20.05,-76.48,-30.47,9.875434167670807,0,-0.11945806276290744,0.5620593350952697
294,0.84,1.77,9.69,0.01,0.0,0.0,-18.88,-77.3,-35.02,9.886081124490127,0,-0.10420743861761556,0.5651744661716498
301,0.84,1.79,9.69,0.01,0.0,0.0,-19.03,-77.84,-35.44,9.889681491332263,0,-0.09905029912448375,0.5651744661716498
308,0.83,1.78,9.68,0.01,0.0,0.0,-19.2,-77.74,-35.09,9.87723139346244,0,-0.11688372950340996,0.5620593350952697
315,0.85,1.81,9.7,0.02,0.0,0.0,-19.6,-77.62,-35.14,9.903968901405133,0,-0.07858511599951816,0.56828959724803
322,0.85,1.8,9.69,0.02,0.0,0.0,-19.06,-77.51,-35.24,9.892350580119974,0,-0.09522711559865957,0.5651744661716498
329,0.86,1.82,9.7,0.02,0.0,0.0,-19.2,-76.4,-31.95,9.906664423508046,0,-0.07472406958367686,0.56828959724803
336,0.84,1.85,9.69,0.02,0.0,0.01,-19.86,-76.15,-35.02,9.900717145742524,0,-0.0832429073538307,0.5651744661716498
343,0.84,1.87,9.71,0.01,0.0,0.01,-19.39,-77.48,-35.06,9.9240415154311,0,-0.04983324846418228,0.5714047283244106
350,0.83,1.88,9.7,0.01,0.0,0.01,-19.09,-77.45,-35.18,9.915306349276356,0,-0.06234543745239371,0.56828959724803
357,0.85,1.88,9.7,0.01,0.0,0.01,-19.15,-77.59,-34.3,9.91700055460319,0,-0.05991866996352759,0.56828959724803
364,0.83,1.87,9.69,0.01,0.0,0.01,-18.99,-77.77,-34.19,9.903630647393914,0,-0.07906962860516423,0.5651744661716498
371,0.84,1.83,9.69,0.01,0.0,0.01,-19.6,-78.22,-33.91,9.896999545316753,0,-0.08856797138648781,0.5651744661716498
378,0.84,1.81,9.69,0.01,0.0,0.01,-19.12,-77.97,-32.29,9.893320979327417,0,-0.09383712277397332,0.5651744661716498
385,0.84,1.82,9.69,0.01,0.0,0.01,-19.48,-76.0,-31.23,9.89515538028585,0,-0.09120954007371637,0.5651744661716498
392,0.85,1.8,9.69,0.01,0.0,0.01,-19.31,-78.14,-34.0,9.892350580119974,0,-0.09522711559865957,0.5651744661716498
399,0.84,1.81,9.69,0.01,0.0,0.01,-18.93,-78.02,-33.29,9.893320979327417,0,-0.09383712277397332,0.5651744661716498
406,0.85,1.81,9.69,0.01,0.0,0.01,-19.48,-78.08,-34.33,9.894175054040634,0,-0.09261375231569935,0.5651744661716498
413,0.85,1.84,9.7,0.01,0.0,0.01,-19.38,-78.35,-34.92,9.909495446287869,0,-0.0706689329756751,0.56828959724803
420,0.84,1.84,9.7,0.01,0.0,0.01,-19.53,-77.81,-35.28,9.908642692114798,0,-0.07189041190176897,0.56828959724803
427,0.87,1.82,9.7,0.01,0.0,0.01,-19.19,-76.22,-30.69,9.907537534624836,0,-0.0734734315182449,0.56828959724803
434,0.84,1.83,9.69,0.01,0.0,0.01,-19.22,-75.69,-33.48,9.896999545316753,0,-0.08856797138648781,0.5651744661716498
441,0.86,1.84,9.69,0.01,0.0,0.01,-18.99,-76.98,-34.87,9.900570690621828,0,-0.08345268861224922,0.5651744661716498
448,0.85,1.84,9.67,0.01,0.0,0.01,-19.2,-76.92,-35.15,9.880131578071214,0,-0.11272952599052208,0.5589442040188897
455,0.84,1.84,9.69,0.01,0.0,0.01,-19.04,-77.26,-34.71,9.898853468962958,0,-0.08591242452909452,0.5651744661716498
462,0.85,1.85,9.7,0.01,0.0,0.01,-18.9,-77.61,-34.26,9.911357122009074,0,-0.06800228210197248,0.56828959724803
469,0.85,1.86,9.7,0.01,0.0,0.01,-19.0,-77.46,-34.49,9.913228535648717,0,-0.06532168270414478,0.56828959724803
476,0.84,1.85,9.7,0.01,0.0,0.01,-19.12,-78.02,-30.99,9.910504528024797,0,-0.06922353157479366,0.56828959724803
483,0.84,1.83,9.69,0.0,0.0,0.01,-19.76,-76.06,-33.18,9.896999545316753,0,-0.08856797138648781,0.5651744661716498
490,0.84,1.81,9.69,0.0,0.0,0.01,-19.35,-77.95,-33.44,9.893320979327417,0,-0.09383712277397332,0.5651744661716498
497,0.84,1.8,9.68,0.0,0.0,0.01,-19.22,-77.77,-33.75,9.881700258558746,0,-0.11048255937598764,0.5620593350952697
504,0.84,1.8,9.67,0.0,0.0,0.01,-19.26,-77.32,-35.08,9.871904578144989,0,-0.12451382133870463,0.5589442040188897
511,0.83,1.76,9.69,0.0,0.0,0.01,-18.96,-76.85,-34.86,9.883450814366409,0,-0.1079750758648708,0.5651744661716498
518,0.84,1.79,9.67,0.0,0.0,0.01,-19.2,-76.91,-34.83,9.870086119178495,0,-0.12711856884470576,0.5589442040188897
525,0.85,1.77,9.69,0.01,0.0,0.01,-19.13,-77.43,-35.22,9.886935824612191,0,-0.10298317232822131,0.5651744661716498
532,0.84,1.79,9.68,0.01,0.0,0.01,-20.39,-76.32,-35.02,9.87988360255322,0,-0.11308472433370646,0.5620593350952697
539,0.84,1.79,9.7,0.01,0.0,0.01,-19.76,-77.67,-35.3,9.8994797843119,0,-0.08501529494124738,0.56828959724803
546,0.82,1.81,9.69,0.01,0.0,0.01,-19.12,-77.19,-35.31,9.891642937348678,0,-0.09624073799962435,0.5651744661716498
553,0.81,1.8,9.69,0.01,0.0,0.01,-19.44,-77.43,-35.24,9.88899388208932,0,-0.10003522564394969,0.5651744661716498
560,0.82,1.79,9.69,0.01,0.0,0.01,-19.69,-76.82,-34.65,9.888002831714804,0,-0.1014547990513828,0.5651744661716498
567,0.82,1.84,9.69,0.02,0.0,0.01,-19.03,-77.07,-34.86,9.897176365004311,0,-0.0883146961415325,0.5651744661716498
