timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,0.83,0.93,9.94,0.31,-0.02,-0.1,-2.47,4.97,-89.83,10.017854061624176,0,0.08454316597823065,0.6430527430811541
7,0.81,0.92,10.0,0.31,-0.02,-0.11,-1.96,4.97,-90.09,10.074844911957705,0,0.16617644888777175,0.6617435295394353
14,0.78,0.95,10.01,0.3,-0.01,-0.09,-2.19,4.46,-90.46,10.085187157410616,0,0.1809906066698797,0.6648586606158154
21,0.74,0.99,10.01,0.3,-0.01,-0.09,-1.86,4.41,-90.28,10.086020027741368,0,0.1821836041236704,0.6648586606158154
28,0.75,0.96,9.9,0.28,-0.01,-0.05,-2.62,4.47,-91.13,9.974672926968584,0,0.022690820188241475,0.6305922187756337
35,0.75,0.89,9.84,0.25,-0.01,-0.01,-2.46,4.0,-90.88,9.908592230988214,0,-0.07196269205548227,0.6119014323173525
42,0.76,0.78,9.75,0.23,-0.01,0.01,-2.5,3.81,-89.45,9.810631987797729,0,-0.21228023775722873,0.583865252629931
49,0.76,0.76,9.73,0.23,-0.01,0.01,-2.59,4.17,-91.51,9.7891828055257,0,-0.24300389171823544,0.5776349904771708
56,0.77,0.74,9.71,0.22,-0.01,0.02,-2.19,3.77,-91.82,9.768551581478189,0,-0.2725559082188518,0.5714047283244106
63,0.77,0.74,9.73,0.23,-0.0,0.01,-2.46,4.79,-91.57,9.78843194796797,0,-0.24407941466755453,0.5776349904771708
70,0.83,0.76,9.77,0.23,-0.01,-0.01,-2.56,4.9,-91.2,9.834602178024284,0,-0.17794551018765847,0.5900955147826912
77,0.85,0.79,9.78,0.23,-0.01,-0.01,-2.15,4.25,-91.73,9.848603961983647,0,-0.15788945584729103,0.5932106458590714
84,0.87,0.78,9.83,0.23,-0.0,-0.01,-2.18,4.03,-91.44,9.899201988039238,0,-0.08541320831830286,0.6087863012409724
91,0.84,0.8,9.88,0.23,0.0,-0.0,-3.26,5.63,-87.45,9.947864092356712,0,-0.015709961122061463,0.6243619566228735
98,0.84,0.76,9.93,0.22,0.01,0.02,-1.99,3.77,-90.62,9.994403433922407,0,0.050952656021257356,0.639937612004774
105,0.81,0.76,9.94,0.22,0.01,0.02,-2.63,3.45,-90.62,10.001864826121176,0,0.06164030038340486,0.6430527430811541
112,0.75,0.74,9.93,0.22,0.01,0.05,-2.46,3.51,-90.73,9.985739832380974,0,0.0385429756689127,0.639937612004774
119,0.71,0.68,9.95,0.21,0.02,0.06,-2.24,3.51,-90.41,9.998449879856375,0,0.05674875598770083,0.6461678741575342
126,0.67,0.72,9.94,0.2,0.02,0.07,-2.08,3.77,-90.49,9.988538431622516,0,0.04255166903457074,0.6430527430811541
133,0.65,0.76,9.97,0.2,0.02,0.07,-2.35,3.24,-90.87,10.02002994007503,0,0.0876598785753558,0.652398136310295
140,0.61,0.86,9.98,0.19,0.02,0.06,-1.83,4.3,-86.22,10.035541838884436,0,0.10987901053358527,0.655513267386675
147,0.62,0.92,9.96,0.18,0.01,0.04,-3.0,5.38,-88.95,10.021596679172436,0,0.08990406435667814,0.6492830052339149
154,0.6,0.96,9.94,0.16,0.01,0.03,-2.13,3.61,-91.11,10.004259093006338,0,0.06506983099846865,0.6430527430811541
161,0.64,0.97,9.92,0.16,0.01,0.03,-2.28,3.79,-91.07,9.98783760380594,0,0.041547808325586154,0.6368224809283939
168,0.65,0.93,9.87,0.13,0.01,0.02,-2.5,4.02,-91.29,9.935003774533756,0,-0.034130987602698046,0.6212468255464928
175,0.66,0.93,9.83,0.11,0.01,0.02,-1.94,4.53,-92.01,9.895928455683176,0,-0.09010219245122941,0.6087863012409724
182,0.65,1.02,9.81,0.09,0.01,0.02,-1.74,3.7,-89.4,9.884280449279048,0,-0.1067867128006462,0.6025560390882122
189,0.65,1.06,9.81,0.09,0.01,0.02,-2.22,5.58,-88.29,9.888488256553678,0,-0.10075948001383099,0.6025560390882122
196,0.65,1.22,9.89,0.07,0.01,0.03,-2.13,3.8,-91.27,9.98614039556825,0,0.039116739488872954,0.6274770876992536
203,0.66,1.31,9.9,0.03,0.01,0.04,-1.81,3.67,-91.49,10.008081734278552,0,0.07054535478184881,0.6305922187756337
210,0.69,1.34,9.89,-0.0,0.01,0.05,-2.08,3.68,-90.97,10.00418912256261,0,0.06496960583960908,0.6274770876992536
217,0.7,1.26,9.84,-0.0,0.01,0.05,-1.96,3.17,-90.27,9.94500879838726,0,-0.019799863607005252,0.6119014323173525
224,0.66,0.96,9.75,-0.03,0.01,0.06,-1.75,3.04,-90.63,9.819353339197038,0,-0.19978783692504684,0.583865252629931
231,0.61,0.78,9.72,-0.03,0.01,0.04,-1.86,3.65,-90.51,9.77030705761083,0,-0.2700413768697275,0.5745198594007908
238,0.53,0.52,9.71,0.01,0.01,0.01,-2.29,4.94,-85.87,9.738346882299892,0,-0.31582090143775227,0.5714047283244106
245,0.51,0.49,9.73,0.01,0.01,0.01,-2.54,3.38,-91.04,9.75567014612528,0,-0.2910071832970615,0.5776349904771708
252,0.56,0.55,9.9,0.07,0.0,-0.01,-2.46,3.33,-90.91,9.93106741493582,0,-0.03976940069552753,0.6305922187756337
259,0.61,0.64,9.94,0.11,-0.0,-0.03,-2.24,3.23,-91.65,9.97924345829883,0,0.029237616295781567,0.6430527430811541
266,0.72,0.77,10.02,0.13,-0.01,-0.01,-2.37,3.14,-91.11,10.075301484322935,0,0.16683043985020554,0.6679737916921955
273,0.82,0.81,10.02,0.13,-0.01,-0.01,-1.84,3.48,-91.48,10.08607455851879,0,0.18226171361588805,0.6679737916921955
280,1.05,0.87,9.96,0.12,-0.01,0.02,-1.99,3.43,-88.37,10.052910026455027,0,0.13475707712284488,0.6492830052339149
287,1.13,0.92,9.95,0.11,-0.01,0.06,-2.85,5.07,-90.79,10.056132457361526,0,0.13937286390804257,0.6461678741575342
294,1.15,1.1,9.92,0.1,-0.0,0.07,-2.09,3.3,-91.8,10.046835322627718,0,0.12605571518098488,0.6368224809283939
301,1.09,1.18,9.94,0.1,-0.0,0.07,-1.68,3.48,-91.2,10.068967176428773,0,0.15775722291566038,0.6430527430811541
308,0.87,1.25,9.96,0.08,0.01,0.06,-1.48,3.29,-90.66,10.075762998403643,0,0.16749150929024215,0.6492830052339149
315,0.75,1.17,9.94,0.05,0.02,0.06,-1.91,3.23,-90.89,10.03668271890668,0,0.11151319884761643,0.6430527430811541
322,0.53,0.84,9.82,0.03,0.03,0.05,-1.9,3.24,-90.82,9.87010131660258,0,-0.1270968001640737,0.6056711701645923
329,0.45,0.62,9.75,0.03,0.03,0.05,-1.93,3.1,-90.92,9.78005112461075,0,-0.2560840455886744,0.583865252629931
336,0.28,0.21,9.65,0.03,0.02,0.02,-2.54,4.87,-87.87,9.656345064256971,0,-0.43327971407554494,0.5527139418661294
343,0.24,0.08,9.65,0.06,0.02,-0.03,-1.86,2.82,-90.49,9.65331549261703,0,-0.4376192506385304,0.5527139418661294
350,0.23,0.02,9.65,0.1,0.01,-0.09,-2.28,2.59,-91.26,9.65276126297548,0,-0.43841312517910713,0.5527139418661294
357,0.29,0.07,9.67,0.1,0.01,-0.09,-1.9,3.14,-91.33,9.674600766956743,0,-0.4071303772174105,0.5589442040188897
364,0.49,0.39,9.72,0.15,-0.0,-0.13,-1.97,2.72,-91.32,9.740154002889277,0,-0.31323239494133076,0.5745198594007908
371,0.58,0.56,9.72,0.19,-0.01,-0.15,-2.21,2.65,-91.41,9.753378901693504,0,-0.2942891452930561,0.5745198594007908
