timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,-2.5,0.11,9.43,-0.25,0.44,-0.32,8.46,4.24,-86.96,9.756382526326036,0,-0.2899867750363116,0.48418105818576546
7,-2.56,0.08,9.41,-0.25,0.42,-0.32,8.73,3.68,-86.79,9.75233818117481,0,-0.295779865856709,0.4779507960330053
14,-2.56,-0.01,9.34,-0.25,0.4,-0.31,8.17,4.05,-87.69,9.684487596150866,0,-0.3929685543992077,0.45614487849834395
21,-2.54,-0.05,9.31,-0.26,0.37,-0.3,8.14,4.43,-86.99,9.650398955483654,0,-0.44179687738969786,0.44679948526920366
28,-2.53,-0.07,9.2,-0.26,0.37,-0.3,8.54,4.03,-86.82,9.541792284471509,0,-0.5973642895043041,0.4125330434290214
35,-2.48,-0.03,9.14,-0.26,0.35,-0.3,8.62,4.34,-86.29,9.47052796838698,0,-0.6994427817927533,0.39384225697074077
42,-2.47,0.04,9.1,-0.25,0.32,-0.3,8.39,5.69,-81.12,9.429342500938228,0,-0.7584365482715751,0.3813817326652198
49,-2.48,0.07,9.09,-0.25,0.31,-0.29,8.62,4.09,-86.52,9.42249436189802,0,-0.7682457732331531,0.3782666015888397
56,-2.52,0.07,9.14,-0.25,0.31,-0.29,9.12,4.11,-87.17,9.481292106037024,0,-0.6840243086708258,0.39384225697074077
63,-2.6,0.03,9.14,-0.26,0.3,-0.28,9.28,4.31,-86.93,9.502657523030072,0,-0.6534206394911846,0.39384225697074077
70,-2.67,-0.1,9.13,-0.28,0.3,-0.26,9.54,4.6,-86.54,9.512928045559894,0,-0.6387092171067296,0.39072712589436065
77,-2.77,-0.15,9.17,-0.29,0.3,-0.24,9.54,4.87,-87.04,9.580412308455204,0,-0.542045245738792,0.40318765019988106
84,-2.83,-0.19,9.21,-0.29,0.3,-0.24,9.38,5.29,-83.03,9.636861522300713,0,-0.46118779902755086,0.41564817450540203
91,-2.89,-0.21,9.24,-0.28,0.29,-0.24,8.74,6.83,-86.64,9.683687314241409,0,-0.3941148724334149,0.4249935677345424
98,-2.94,-0.12,9.32,-0.26,0.29,-0.24,9.27,5.77,-87.04,9.773453841912795,0,-0.2655339457351816,0.4499146163455838
