timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,-0.41,2.11,9.62,0.04,-0.0,0.05,4.17,-1.93,-88.75,9.857210558773714,0,-0.14556142868959637,0.5433685486369886
7,-0.47,2.18,9.63,0.04,0.0,0.07,4.55,-4.12,-88.34,9.884846989205244,0,-0.10597520509714649,0.5464836797133692
14,-0.6,2.21,9.57,0.03,0.01,0.1,4.59,-4.47,-88.47,9.84017276271103,0,-0.16996624486623654,0.527792893255088
21,-0.68,2.2,9.55,0.03,0.01,0.1,5.16,-4.34,-88.13,9.823690752461625,0,-0.1935749574531418,0.5215626311023278
28,-0.8,2.12,9.54,0.02,0.01,0.11,4.46,-4.44,-88.57,9.805406671831618,0,-0.2197649426538383,0.5184475000259472
35,-0.86,2.1,9.58,0.02,0.01,0.11,4.68,-4.6,-87.78,9.845100304212243,0,-0.1629080699651252,0.5309080243314681
42,-0.87,2.18,9.63,0.03,0.0,0.08,4.36,-4.56,-88.1,9.911922114302554,0,-0.0671929912164102,0.5464836797133692
49,-0.82,2.22,9.65,0.03,0.0,0.08,3.99,-2.92,-87.37,9.935959943558547,0,-0.03276137798899163,0.5527139418661294
56,-0.78,2.39,9.66,0.03,-0.0,0.04,4.11,-4.6,-88.31,9.981788416912073,0,0.03288299665512091,0.5558290729425095
63,-0.72,2.48,9.63,0.02,-0.01,-0.0,3.83,-4.33,-88.69,9.970240719260495,0,0.016342157839271853,0.5464836797133692
70,-0.65,2.62,9.64,-0.0,-0.01,-0.04,3.83,-4.71,-88.47,10.010819147302582,0,0.07446640545091553,0.5495988107897494
77,-0.61,2.69,9.63,-0.0,-0.01,-0.04,3.57,-4.57,-88.28,10.01724013888057,0,0.08366378746887256,0.5464836797133692
84,-0.52,2.81,9.69,-0.03,-0.01,-0.06,3.95,-4.15,-88.69,10.102603624808804,0,0.20593782893591894,0.5651744661716498
91,-0.46,2.82,9.69,-0.06,-0.01,-0.07,3.96,-3.93,-83.94,10.102479893570688,0,0.2057605972029875,0.5651744661716498
98,-0.35,2.85,9.68,-0.1,-0.01,-0.06,3.8,-2.65,-83.72,10.096900514514342,0,0.19776873488998864,0.5620593350952697
105,-0.33,2.78,9.69,-0.1,-0.01,-0.06,3.87,-3.68,-88.1,10.086297635901886,0,0.18258124805024703,0.5651744661716498
112,-0.35,2.7,9.66,-0.13,-0.0,-0.06,4.22,-4.28,-88.16,10.036338973948618,0,0.1110208210493206,0.5558290729425095
119,-0.4,2.62,9.62,-0.16,0.0,-0.05,4.25,-4.36,-88.67,9.978416708075484,0,0.028053385239690982,0.5433685486369886
126,-0.48,2.44,9.61,-0.17,0.01,-0.03,3.92,-4.47,-88.16,9.926535145759573,0,-0.046261390369685476,0.5402534175606084
133,-0.53,2.31,9.61,-0.17,0.01,-0.03,3.99,-4.34,-88.64,9.897934127887495,0,-0.08722928205384446,0.5402534175606084
140,-0.64,2.08,9.61,-0.18,0.01,-0.03,3.89,-4.06,-86.8,9.853329386557622,0,-0.15112079177477003,0.5402534175606084
147,-0.66,1.98,9.6,-0.18,0.01,-0.04,2.91,-2.84,-85.88,9.82425569699812,0,-0.19276573497433913,0.5371382864842283
154,-0.66,1.79,9.57,-0.18,0.0,-0.05,4.52,-4.14,-88.25,9.758309279788175,0,-0.2872269072759377,0.527792893255088
161,-0.63,1.72,9.57,-0.18,0.0,-0.05,4.24,-4.59,-87.84,9.743726186629017,0,-0.3081156247207696,0.527792893255088
168,-0.57,1.69,9.55,-0.16,0.0,-0.07,4.44,-4.41,-88.53,9.715117086273333,0,-0.3490950936961434,0.5215626311023278
175,-0.51,1.71,9.56,-0.14,-0.0,-0.08,3.39,-4.36,-89.05,9.725111824549886,0,-0.3347787026866781,0.5246777621787079
182,-0.44,1.77,9.56,-0.11,-0.0,-0.07,3.84,-4.05,-89.08,9.732425185944148,0,-0.32430309658107365,0.5246777621787079
189,-0.4,1.79,9.56,-0.11,-0.0,-0.07,4.03,-2.13,-85.05,9.73435668136318,0,-0.32153643647585534,0.5246777621787079
196,-0.41,1.79,9.58,-0.09,0.0,-0.04,3.22,-3.42,-89.24,9.754414385292437,0,-0.2928059260554906,0.5309080243314681
203,-0.42,1.77,9.58,-0.07,0.0,-0.01,3.86,-3.54,-89.13,9.75118967100938,0,-0.2974249835327987,0.5309080243314681
210,-0.49,1.74,9.6,-0.05,0.01,0.03,4.14,-3.52,-89.62,9.768710252638268,0,-0.27232862879374153,0.5371382864842283
217,-0.52,1.74,9.62,-0.05,0.01,0.03,4.44,-3.84,-88.89,9.789913176325928,0,-0.24195771385257803,0.5433685486369886
224,-0.6,1.73,9.63,-0.04,0.01,0.05,3.83,-3.43,-88.64,9.802540487037025,0,-0.2238704450781526,0.5464836797133692
231,-0.61,1.72,9.63,-0.02,0.01,0.05,4.21,-3.67,-88.97,9.801397859489228,0,-0.22550713653517826,0.5464836797133692
238,-0.66,1.77,9.63,-0.01,0.01,0.05,4.37,-3.64,-85.87,9.813531474448942,0,-0.20812703399371785,0.5464836797133692
245,-0.68,1.79,9.61,-0.01,0.01,0.05,3.6,-2.06,-86.86,9.79890810243672,0,-0.2290734465771232,0.5402534175606084
252,-0.71,1.8,9.61,-0.0,0.01,0.04,4.41,-4.09,-88.54,9.802866927588072,0,-0.22340285398763807,0.5402534175606084
259,-0.7,1.78,9.61,0.0,0.01,0.04,4.4,-3.9,-88.48,9.798494782363258,0,-0.22966548326883035,0.5402534175606084
266,-0.73,1.8,9.61,0.01,0.01,0.03,4.31,-3.79,-88.59,9.80433577556379,0,-0.2212988867428769,0.5402534175606084
273,-0.73,1.81,9.62,0.01,0.01,0.03,4.17,-3.71,-88.31,9.815976772588655,0,-0.20462440657775213,0.5433685486369886
280,-0.75,1.8,9.65,0.02,0.0,0.02,4.05,-3.6,-88.32,9.845049517397056,0,-0.1629808166328443,0.5527139418661294
287,-0.74,1.77,9.65,0.03,0.0,0.0,4.03,-4.11,-88.37,9.838851558998131,0,-0.17185872753397954,0.5527139418661294
294,-0.74,1.66,9.67,0.03,-0.0,-0.01,3.26,-1.81,-87.49,9.83931400047788,0,-0.17119632969424634,0.5589442040188897
301,-0.75,1.6,9.67,0.03,-0.0,-0.01,6.91,-3.52,-89.36,9.830127160927267,0,-0.18435549239651947,0.5589442040188897
308,-0.72,1.58,9.65,0.03,-0.01,-0.03,3.42,-3.55,-89.36,9.8049630289971,0,-0.22040041344974612,0.5527139418661294
315,-0.69,1.6,9.64,0.04,-0.01,-0.05,4.24,-3.26,-89.3,9.796208450211743,0,-0.23294040895001458,0.5495988107897494
322,-0.62,1.69,9.65,0.04,-0.01,-0.06,4.06,-3.3,-89.67,9.816465759121254,0,-0.2039239857958027,0.5527139418661294
329,-0.57,1.77,9.66,0.04,-0.01,-0.06,3.81,-3.35,-88.95,9.837347203387711,0,-0.17401355565855164,0.5558290729425095
336,-0.49,1.95,9.67,0.05,-0.01,-0.06,4.22,-3.04,-84.1,9.876816288663065,0,-0.11747832262364166,0.5589442040188897
343,-0.47,2.0,9.65,0.04,-0.01,-0.06,3.58,-1.89,-88.69,9.866275893162529,0,-0.1325763091045961,0.5527139418661294
350,-0.42,1.99,9.57,0.03,-0.01,-0.05,4.22,-3.39,-88.64,9.783731394514058,0,-0.2508124535271072,0.527792893255088
357,-0.41,1.95,9.5,0.03,-0.01,-0.05,4.5,-4.02,-88.42,9.706729624337951,0,-0.3611092336687344,0.5059869757204267
364,-0.44,1.95,9.36,0.03,-0.01,-0.03,4.27,-3.92,-88.42,9.571086667667364,0,-0.555403226332013,0.4623751406511042
371,-0.48,1.95,9.37,0.07,-0.0,-0.01,3.95,-3.73,-88.37,9.582786651073892,0,-0.538644254499299,0.4654902717274843
378,-0.57,1.9,9.63,0.09,0.0,0.0,3.61,-3.83,-88.26,9.832181853485014,0,-0.18141236559849658,0.5464836797133692
385,-0.55,1.85,9.75,0.09,0.0,0.0,3.86,-3.84,-87.61,9.93919010785084,0,-0.028134513957769378,0.583865252629931
392,-0.54,1.87,9.81,0.09,0.0,0.01,3.19,-4.28,-88.19,10.001229924364305,0,0.060730871686778175,0.6025560390882122
399,-0.62,1.93,9.76,0.06,0.01,0.01,4.02,-4.09,-89.23,9.968294738820678,0,0.013554749494767997,0.5869803837063111
406,-0.65,2.01,9.63,0.04,0.01,0.03,4.11,-4.08,-89.21,9.85898067753457,0,-0.1430259233454443,0.5464836797133692
413,-0.6,2.05,9.59,0.04,0.01,0.03,0.29,-3.65,-88.69,9.824998727735286,0,-0.19170142310633664,0.5340231554078483
420,-0.49,2.23,9.69,0.05,0.01,0.07,4.03,-3.73,-89.16,9.955355342728856,0,-0.004979548127755252,0.5651744661716498
427,-0.49,2.36,9.8,0.08,0.0,0.07,4.0,-3.96,-89.02,10.092061236437283,0,0.19083698788094178,0.5994409080118321
434,-0.57,2.59,9.9,0.08,0.0,0.04,4.02,-1.14,-85.22,10.249048736346218,0,0.4157047503082042,0.6305922187756337
441,-0.62,2.62,9.9,0.08,0.0,0.04,3.39,-1.18,-85.31,10.259571141134506,0,0.4307769670227122,0.6305922187756337
448,-0.76,2.34,9.8,0.03,0.0,0.0,3.86,-3.46,-88.94,10.104117972391258,0,0.2081069694891543,0.5994409080118321
455,-0.8,2.15,9.69,-0.03,0.0,-0.02,3.77,-3.41,-88.79,9.957841131490298,0,-0.001418922237308241,0.5651744661716498
462,-0.88,1.77,9.5,-0.06,0.0,-0.06,4.28,-3.39,-88.6,9.703468452053627,0,-0.36578051332406425,0.5059869757204267
469,-0.92,1.64,9.44,-0.06,0.0,-0.06,3.86,-3.84,-88.7,9.625466222474628,0,-0.4775103442974975,0.4872961892621456
