timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label,acceleration_magnitude_standardized,acceleration_z_standardized
0,0.24,2.28,9.63,0.0,0.0,-0.0,-5.83,-61.39,-47.54,9.899136325962989,0,-0.08550726220266333,0.5464836797133692
7,0.24,2.29,9.61,0.0,0.0,0.0,-4.87,-63.18,-51.65,9.881993725964412,0,-0.11006219878106392,0.5402534175606084
14,0.25,2.3,9.62,0.0,0.0,0.0,-4.85,-63.5,-50.77,9.894286229940995,0,-0.09245450475799827,0.5433685486369886
21,0.24,2.26,9.6,-0.0,0.0,0.0,-5.12,-63.77,-50.56,9.865353516220289,0,-0.1338975151830187,0.5371382864842283
28,0.26,2.25,9.6,-0.0,0.0,0.0,-5.0,-63.99,-50.64,9.863574402821728,0,-0.13644590438133566,0.5371382864842283
35,0.26,2.24,9.59,-0.0,0.0,0.0,-4.95,-64.02,-50.44,9.851563327716065,0,-0.15365048171980547,0.5340231554078483
42,0.25,2.24,9.61,-0.0,0.0,0.0,-4.85,-63.59,-50.07,9.870775045557464,0,-0.1261317556690987,0.5402534175606084
49,0.24,2.23,9.6,0.0,0.0,0.0,-4.66,-62.6,-45.69,9.858524230329811,0,-0.14367973502892056,0.5371382864842283
56,0.23,2.24,9.6,-0.0,0.0,0.01,-5.22,-63.17,-50.47,9.860552722844698,0,-0.140774136983295,0.5371382864842283
63,0.24,2.24,9.6,-0.0,0.0,0.01,-4.69,-63.97,-51.21,9.860791043318988,0,-0.14043276845506616,0.5371382864842283
70,0.24,2.23,9.6,-0.0,0.0,0.01,-4.97,-63.75,-51.45,9.858524230329811,0,-0.14367973502892056,0.5371382864842283
77,0.26,2.23,9.59,0.0,0.0,0.01,-4.79,-64.21,-51.15,9.84929439097035,0,-0.15690049034720463,0.5340231554078483
84,0.24,2.25,9.61,0.0,0.0,0.01,-4.88,-64.07,-51.55,9.8728010209869,0,-0.12322976307851494,0.5402534175606084
91,0.25,2.24,9.61,0.0,0.0,0.01,-5.03,-63.83,-48.04,9.870775045557464,0,-0.1261317556690987,0.5402534175606084
98,0.25,2.24,9.61,0.0,0.0,0.01,-5.45,-62.47,-49.11,9.870775045557464,0,-0.1261317556690987,0.5402534175606084
105,0.25,2.23,9.61,0.0,0.0,0.01,-4.94,-63.49,-52.09,9.868510525910178,0,-0.12937543727657091,0.5402534175606084
112,0.27,2.23,9.59,0.0,0.0,0.01,-4.97,-63.42,-51.86,9.849563442102395,0,-0.15651510344648512,0.5340231554078483
119,0.23,2.22,9.59,0.0,0.0,0.01,-5.28,-63.29,-51.1,9.846288640904246,0,-0.16120590505966476,0.5340231554078483
