timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label
0,1.54,2.33,9.53,-0.18,0.06,-0.01,-6.39,-2.75,-85.24,9.930830780956848,0
7,1.51,2.24,9.5,-0.19,0.06,0.01,-6.75,-3.57,-90.7,9.876623917108518,0
14,1.51,2.19,9.51,-0.2,0.06,0.01,-6.11,-3.71,-90.31,9.875034177156047,0
21,1.47,2.09,9.49,-0.2,0.06,0.0,-5.96,-3.73,-90.32,9.82797537644453,0
28,1.45,2.05,9.47,-0.2,0.06,0.0,-5.99,-3.33,-90.41,9.797239407098308,0
35,1.49,1.98,9.45,-0.19,0.06,-0.01,-6.33,-3.89,-90.05,9.769493333842854,0
42,1.51,1.94,9.46,-0.18,0.06,-0.02,-5.93,-3.96,-90.16,9.77421608109827,0
49,1.5,1.88,9.5,-0.17,0.06,-0.03,-6.05,-4.09,-87.45,9.799714281549234,0
56,1.49,1.87,9.5,-0.17,0.06,-0.03,-6.83,-2.57,-84.61,9.79627480218884,0
63,1.5,1.84,9.5,-0.15,0.06,-0.04,-6.3,-4.33,-89.65,9.79211928031925,0
70,1.5,1.82,9.5,-0.14,0.06,-0.03,-5.92,-4.56,-89.75,9.78838086713017,0
77,1.55,1.8,9.48,-0.13,0.06,-0.02,-5.77,-4.18,-89.93,9.77307014197688,0
84,1.59,1.8,9.46,-0.13,0.06,-0.02,-5.38,-4.18,-89.86,9.760107581374296,0
91,1.61,1.77,9.47,-0.12,0.06,-0.01,-5.98,-4.05,-90.18,9.767594381422684,0
98,1.58,1.82,9.47,-0.1,0.06,-0.0,-5.96,-3.93,-90.49,9.771883134790349,0
105,1.53,1.89,9.52,-0.09,0.07,0.01,-6.45,-3.89,-90.78,9.825650105718196,0
112,1.48,1.94,9.57,-0.09,0.07,0.01,-6.09,-3.71,-90.97,9.876178410701176,0
119,1.42,2.02,9.58,-0.08,0.07,0.03,-6.01,-3.11,-90.72,9.893088496521194,0
126,1.37,2.07,9.6,-0.07,0.07,0.05,-5.44,-3.01,-90.28,9.91573497023796,0
133,1.31,2.06,9.58,-0.08,0.07,0.07,-5.69,-3.14,-90.56,9.8861569884359,0
140,1.28,2.07,9.57,-0.08,0.07,0.07,-5.85,-3.16,-90.02,9.874624043476288,0
