timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label
0,0.28,1.42,9.78,0.02,0.0,0.01,3.41,-3.07,-87.18,9.886516069880228,0
7,0.26,1.41,9.79,0.01,0.0,0.01,2.31,-2.02,-86.99,9.894432778082834,0
14,0.2,1.39,9.79,0.01,0.0,0.01,3.64,-3.17,-89.93,9.89020727790879,0
21,0.19,1.38,9.78,0.01,0.0,0.01,3.22,-3.45,-90.16,9.878709429879995,0
28,0.19,1.39,9.78,0.01,0.0,0.01,3.35,-3.22,-89.04,9.88011133540508,0
35,0.19,1.39,9.77,0.01,0.0,0.01,3.08,-3.32,-89.46,9.870212763664217,0
42,0.24,1.37,9.76,0.01,-0.0,0.0,3.26,-3.24,-89.84,9.858605378044096,0
49,0.26,1.38,9.75,0.01,-0.0,0.0,3.26,-3.11,-90.73,9.85060911822208,0
56,0.29,1.38,9.76,0.01,-0.0,-0.0,2.63,-1.68,-90.91,9.861343721826149,0
63,0.27,1.42,9.77,0.02,-0.0,-0.0,2.85,-2.95,-91.04,9.87634547795894,0
70,0.32,1.44,9.78,0.02,-0.0,0.0,3.27,-2.94,-90.53,9.89062182069459,0
77,0.31,1.44,9.79,0.02,-0.0,0.0,2.94,-3.16,-90.75,9.900191917331703,0
84,0.29,1.43,9.77,0.01,0.0,0.0,3.49,-2.89,-90.09,9.878355126234329,0
91,0.27,1.4,9.78,0.01,0.0,0.01,3.38,-2.92,-90.08,9.883385047644351,0
98,0.25,1.37,9.75,0.01,0.0,0.01,3.39,-2.94,-86.6,9.848954259209451,0
105,0.23,1.39,9.76,0.01,0.0,0.01,2.37,-1.26,-85.71,9.861166259626698,0
112,0.21,1.39,9.77,0.01,0.0,0.01,3.41,-3.43,-89.83,9.870618015099156,0
119,0.2,1.39,9.78,0.01,0.0,0.0,3.16,-3.73,-89.92,9.880308699630795,0
126,0.23,1.41,9.77,0.01,0.0,0.0,3.48,-3.51,-89.62,9.873899938727352,0
133,0.23,1.41,9.76,0.01,0.0,0.0,3.19,-3.71,-89.4,9.864005271693644,0
140,0.26,1.41,9.78,0.01,-0.0,-0.0,3.33,-3.84,-89.42,9.884538431307757,0
147,0.26,1.4,9.77,0.01,-0.0,-0.0,3.43,-3.23,-89.75,9.87322135880686,0
154,0.28,1.42,9.76,0.01,-0.0,-0.0,2.48,-2.06,-87.96,9.866731981765795,0
161,0.3,1.43,9.78,0.01,-0.0,-0.0,3.49,-3.57,-90.53,9.888543876628145,0
168,0.31,1.43,9.78,0.01,0.0,-0.0,2.85,-2.98,-89.83,9.88885230954533,0
175,0.31,1.42,9.77,0.01,0.0,0.0,3.03,-3.26,-89.83,9.87751993164276,0
182,0.28,1.42,9.78,0.01,0.0,0.0,3.16,-3.24,-89.81,9.886516069880228,0
189,0.27,1.42,9.79,0.01,0.0,0.0,3.05,-2.69,-91.14,9.896130556939918,0
196,0.26,1.41,9.77,0.01,0.0,0.01,2.91,-1.96,-85.21,9.874644297391171,0
203,0.25,1.43,9.77,0.0,0.0,0.01,2.08,-2.09,-89.51,9.877261766299402,0
210,0.24,1.39,9.77,0.0,0.0,0.01,3.19,-3.16,-89.75,9.871301839169949,0
217,0.26,1.43,9.77,0.0,0.0,0.01,3.1,-3.01,-89.83,9.87751993164276,0
224,0.24,1.41,9.78,0.0,0.0,0.01,3.17,-3.22,-89.29,9.884032577849991,0
231,0.24,1.42,9.77,0.0,0.0,0.0,3.27,-3.41,-89.65,9.875570869575084,0
238,0.24,1.41,9.77,0.0,0.0,0.0,3.35,-3.27,-88.98,9.874137937055568,0
245,0.24,1.4,9.77,0.0,0.0,0.0,3.39,-3.29,-86.86,9.872714925490351,0
252,0.24,1.38,9.78,0.0,0.0,0.0,2.54,-1.08,-87.15,9.879797568776397,0
259,0.25,1.39,9.77,0.0,0.0,0.0,3.29,-2.98,-90.21,9.871550030263736,0
266,0.27,1.4,9.77,0.01,0.0,0.0,3.23,-3.03,-90.44,9.8734897579326,0
273,0.27,1.41,9.77,0.01,0.0,0.0,2.89,-3.2,-89.78,9.874912657841586,0
280,0.24,1.4,9.77,0.01,0.0,0.0,2.88,-3.23,-90.72,9.872714925490351,0
287,0.25,1.41,9.77,0.0,0.0,0.0,3.11,-2.75,-90.08,9.874386056864497,0
294,0.24,1.4,9.77,0.0,0.0,0.0,2.75,-0.83,-86.22,9.872714925490351,0
301,0.26,1.39,9.78,0.0,0.0,0.0,2.29,-2.63,-90.57,9.88170531841544,0
308,0.25,1.41,9.78,0.01,0.0,0.0,2.91,-2.59,-90.13,9.884280449279046,0
315,0.26,1.4,9.78,0.01,0.0,0.0,3.11,-2.65,-90.73,9.883116917248325,0
322,0.25,1.39,9.78,0.01,0.0,0.0,3.36,-3.08,-90.94,9.881447262420622,0
329,0.26,1.4,9.79,0.01,0.0,0.0,2.78,-2.92,-89.81,9.893012685729255,0
336,0.24,1.39,9.78,0.01,0.0,0.0,3.03,-3.17,-90.35,9.881199319920633,0
343,0.24,1.39,9.77,0.01,0.0,0.0,2.85,-3.41,-85.52,9.871301839169949,0
350,0.26,1.4,9.77,0.01,0.0,0.0,1.89,-1.23,-89.67,9.87322135880686,0
357,0.26,1.42,9.77,0.01,0.0,0.0,2.88,-3.26,-89.32,9.876077156442228,0
364,0.26,1.4,9.77,0.01,0.0,0.01,3.13,-3.32,-89.92,9.87322135880686,0
371,0.24,1.4,9.78,0.01,0.0,0.01,2.81,-3.36,-89.99,9.882610991028637,0
378,0.24,1.4,9.77,0.01,0.0,0.01,3.05,-3.38,-90.08,9.872714925490351,0
385,0.25,1.39,9.77,0.01,0.0,0.01,3.39,-3.13,-90.66,9.871550030263736,0
392,0.24,1.39,9.77,0.01,0.0,0.01,3.14,-3.51,-89.05,9.871301839169949,0
399,0.25,1.4,9.75,0.01,0.0,0.01,2.78,-3.48,-89.64,9.853172078067042,0
406,0.24,1.38,9.76,0.01,0.0,0.01,2.57,-3.01,-90.69,9.86,0
413,0.25,1.39,9.75,0.01,0.0,0.01,3.39,-3.01,-90.27,9.851756188619367,0
420,0.24,1.41,9.76,0.01,0.0,0.01,3.08,-2.5,-89.97,9.864243508754232,0
427,0.22,1.41,9.78,0.01,0.0,0.01,2.98,-2.72,-90.25,9.88356716980261,0
434,0.2,1.42,9.8,0.01,0.0,0.01,3.32,-2.88,-89.8,9.90436267510434,0
441,0.22,1.43,9.79,0.01,0.0,0.01,3.14,-1.78,-85.37,9.896332654069385,0
448,0.23,1.41,9.8,0.0,0.0,0.01,2.35,-2.27,-89.81,9.903585209407751,0
455,0.25,1.4,9.78,0.0,-0.0,0.01,3.24,-3.03,-90.0,9.882858898112428,0
462,0.32,1.42,9.74,0.0,-0.0,0.01,3.33,-3.13,-90.05,9.84816734220129,0
469,0.32,1.43,9.72,0.0,-0.0,0.01,3.19,-3.41,-89.73,9.82983723161274,0
476,0.28,1.41,9.75,0.01,0.0,0.01,2.91,-3.39,-89.45,9.855404608639873,0
483,0.24,1.39,9.77,0.01,0.0,0.01,3.51,-3.38,-88.66,9.871301839169949,0
490,0.18,1.36,9.8,0.01,0.0,0.01,3.27,-3.35,-86.74,9.895554557476808,0
497,0.16,1.38,9.79,0.01,0.0,0.01,2.0,-1.62,-87.39,9.888078680916731,0
504,0.16,1.39,9.77,0.01,0.0,0.01,2.75,-3.58,-90.27,9.86968084590378,0
511,0.17,1.4,9.77,0.01,0.0,0.0,3.22,-3.2,-90.63,9.87126131758247,0
518,0.22,1.44,9.77,0.01,-0.0,0.0,3.32,-3.2,-90.56,9.87800080988051,0
525,0.23,1.43,9.77,0.01,-0.0,0.0,3.27,-2.91,-90.22,9.876775789699794,0
532,0.25,1.42,9.78,0.01,-0.0,-0.0,3.51,-2.95,-90.37,9.885711911642984,0
539,0.26,1.4,9.79,0.0,-0.0,-0.01,3.27,-1.51,-85.85,9.893012685729255,0
546,0.25,1.38,9.76,0.0,-0.0,-0.0,3.24,-2.97,-90.02,9.860248475570987,0
553,0.26,1.37,9.77,0.0,-0.0,-0.0,3.84,-3.35,-90.54,9.869012108615532,0
