timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label
0,0.28,0.61,9.78,0.03,0.02,0.05,1.8,0.29,-89.59,9.803004641435196,0
7,0.29,0.64,9.81,0.06,0.03,0.05,2.29,0.96,-89.49,9.835130909144016,0
14,0.32,0.71,9.89,0.07,0.04,0.05,2.34,1.04,-89.7,9.92061490029726,0
21,0.34,0.75,9.93,0.07,0.05,0.06,2.46,1.02,-89.59,9.964085507461284,0
28,0.34,0.82,10.02,0.07,0.05,0.06,2.5,0.88,-88.18,10.059244504434714,0
35,0.36,0.85,10.04,0.07,0.06,0.05,2.66,0.54,-89.14,10.082345957166911,0
42,0.33,0.95,10.11,0.06,0.06,0.05,2.38,0.7,-84.3,10.159896653017686,0
49,0.34,1.0,10.12,0.04,0.07,0.04,1.45,2.03,-88.66,10.174969287422934,0
56,0.37,1.11,10.16,0.04,0.07,0.04,2.35,0.67,-88.8,10.227150140679464,0
63,0.37,1.18,10.15,0.03,0.07,0.03,2.38,0.56,-88.12,10.225057457051282,0
70,0.37,1.25,10.08,0.01,0.07,0.02,2.91,0.75,-87.75,10.16394608407581,0
77,0.37,1.26,10.05,-0.01,0.07,0.02,2.86,0.77,-88.16,10.135432896526918,0
84,0.42,1.25,9.95,-0.01,0.07,0.02,2.75,0.53,-88.56,10.037001544286024,0
91,0.42,1.19,9.87,-0.03,0.06,0.03,2.67,0.28,-87.24,9.950346727627132,0
98,0.44,1.13,9.77,-0.04,0.06,0.04,1.77,1.94,-84.79,9.844968257947812,0
105,0.44,1.08,9.75,-0.04,0.06,0.05,2.66,0.35,-89.45,9.819495913742212,0
112,0.43,0.96,9.7,-0.04,0.06,0.05,2.51,0.45,-88.5,9.756869374958342,0
119,0.4,0.93,9.71,-0.04,0.06,0.07,2.85,0.8,-88.82,9.762632841605797,0
126,0.37,0.87,9.72,-0.03,0.06,0.09,2.22,0.92,-89.35,9.765869136948334,0
133,0.3,0.82,9.73,-0.03,0.07,0.1,2.88,1.2,-89.05,9.7690992419977,0
140,0.26,0.7,9.74,-0.03,0.07,0.1,2.92,2.6,-83.41,9.768582292226442,0
