timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label
0,1.38,1.36,9.8,0.07,0.03,0.09,-3.92,-0.53,-91.64,9.98969469002932,0
7,1.36,1.34,9.78,0.06,0.03,0.09,-3.04,-0.42,-92.28,9.964617403593577,0
14,1.36,1.34,9.76,0.05,0.03,0.09,-2.98,0.23,-92.18,9.944988687776371,0
21,1.34,1.31,9.71,0.04,0.03,0.09,-2.72,0.12,-91.36,9.889175900953528,0
28,1.34,1.31,9.7,0.04,0.03,0.09,-3.43,0.53,-91.25,9.879357266543204,0
35,1.32,1.31,9.67,0.03,0.03,0.09,-3.16,-0.07,-91.79,9.847202648468244,0
42,1.29,1.29,9.66,0.03,0.03,0.09,-2.86,-0.06,-86.42,9.830757854814651,0
49,1.28,1.29,9.65,0.03,0.03,0.09,-3.8,1.34,-90.66,9.819623210693983,0
56,1.29,1.26,9.65,0.03,0.03,0.09,-3.26,-0.01,-91.16,9.817036212625478,0
63,1.27,1.24,9.68,0.03,0.02,0.09,-3.2,0.13,-90.6,9.841387097355735,0
70,1.27,1.23,9.69,0.03,0.02,0.09,-3.05,-0.66,-91.13,9.84996954310012,0
77,1.29,1.25,9.73,0.03,0.01,0.08,-3.19,-0.39,-91.1,9.894417618030888,0
84,1.29,1.25,9.76,0.03,0.01,0.08,-3.29,-0.76,-90.51,9.923920596215993,0
91,1.29,1.25,9.78,0.03,0.01,0.07,-3.39,-1.11,-89.75,9.94359090067567,0
98,1.29,1.25,9.79,0.02,0.01,0.05,-4.47,0.99,-87.28,9.953426545667575,0
105,1.26,1.23,9.79,0.01,0.01,0.04,-4.36,-0.82,-90.89,9.94709002673646,0
112,1.26,1.21,9.8,0.01,0.01,0.04,-0.2,-0.7,-91.89,9.954481402865747,0
119,1.28,1.18,9.79,0.01,0.0,0.04,-3.46,-0.61,-91.68,9.943585872309846,0
126,1.27,1.16,9.76,0.0,0.0,0.03,-3.35,-0.56,-91.71,9.910403624474636,0
133,1.28,1.16,9.77,0.0,-0.0,0.02,-2.85,0.06,-91.44,9.921537179288295,0
140,1.31,1.15,9.75,0.0,-0.0,0.02,-2.94,1.87,-87.31,9.90459994144135,0
147,1.33,1.18,9.76,0.01,-0.0,0.02,-3.42,0.35,-91.07,9.92063002031625,0
154,1.34,1.21,9.78,0.01,-0.0,0.03,-3.04,-0.39,-90.78,9.945255150070308,0
161,1.37,1.23,9.8,0.01,-0.01,0.03,-3.2,-0.18,-90.32,9.971449242712918,0
168,1.38,1.22,9.81,0.01,-0.01,0.03,-3.05,-0.29,-90.53,9.981427753583151,0
