timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
31229,-0.24,0.92,9.85,0.08,0.03,0.10,3.20,0.89,-89.07
31236,-0.25,0.97,9.84,0.08,0.03,0.10,3.01,2.51,-86.10
31243,-0.25,1.01,9.82,0.08,0.03,0.10,3.29,0.67,-90.31
31250,-0.26,0.99,9.76,0.08,0.03,0.10,3.23,0.99,-90.88
31257,-0.31,1.00,9.73,0.07,0.04,0.10,2.75,1.02,-90.41
31264,-0.32,0.96,9.73,0.08,0.04,0.10,3.13,1.49,-90.94
31271,-0.40,0.98,9.74,0.09,0.04,0.10,3.07,1.99,-90.94
31278,-0.45,1.06,9.81,0.09,0.04,0.10,3.23,2.32,-88.35
31285,-0.55,1.12,9.83,0.10,0.04,0.09,3.43,1.15,-90.41
31292,-0.59,1.16,9.91,0.11,0.03,0.08,3.52,1.10,-90.69
31299,-0.65,1.21,9.91,0.10,0.03,0.06,3.35,0.89,-90.91
31306,-0.67,1.15,9.89,0.10,0.03,0.06,3.22,0.92,-90.59
31313,-0.68,1.16,9.90,0.09,0.01,0.04,3.51,1.29,-89.87
31320,-0.67,1.17,9.89,0.08,0.00,0.00,3.35,0.83,-89.81
31327,-0.67,1.20,9.92,0.07,-0.01,-0.03,3.52,1.05,-86.88
31334,-0.62,1.20,9.91,0.07,-0.01,-0.03,3.08,2.27,-85.17
31341,-0.53,1.21,9.91,0.06,-0.02,-0.06,3.00,1.94,-90.09
31348,-0.49,1.15,9.83,0.05,-0.02,-0.08,3.38,0.72,-89.75
31355,-0.37,1.12,9.80,0.04,-0.03,-0.10,3.65,0.86,-90.22
31362,-0.28,1.07,9.78,0.04,-0.03,-0.10,2.91,0.70,-90.22
31369,-0.22,1.04,9.79,0.04,-0.03,-0.10,3.45,0.41,-91.19
31376,-0.21,1.07,9.80,0.05,-0.03,-0.09,3.03,2.91,-86.39
31383,-0.21,1.04,9.80,0.06,-0.02,-0.08,2.81,1.33,-90.68
31390,-0.23,1.04,9.78,0.06,-0.02,-0.08,3.62,1.15,-90.50
31397,-0.24,1.04,9.77,0.07,-0.02,-0.05,3.38,1.11,-90.32
31404,-0.24,1.01,9.75,0.07,-0.02,-0.03,3.43,1.23,-89.99
31411,-0.25,1.01,9.73,0.09,-0.01,-0.01,3.43,1.07,-89.67
31418,-0.28,1.01,9.74,0.09,-0.01,-0.01,3.42,0.61,-89.32
31425,-0.30,1.03,9.74,0.10,-0.01,-0.00,3.38,0.53,-85.46
31432,-0.31,1.03,9.75,0.12,-0.01,0.00,2.50,2.15,-89.27
31439,-0.29,1.09,9.77,0.13,-0.02,-0.00,3.32,0.64,-89.08
31446,-0.28,1.10,9.80,0.13,-0.02,-0.00,3.74,0.42,-89.64
31453,-0.26,1.12,9.78,0.14,-0.02,-0.00,3.70,0.13,-90.06
31460,-0.25,1.14,9.79,0.14,-0.02,-0.00,3.55,0.23,-91.10
31467,-0.26,1.16,9.81,0.14,-0.01,-0.00,3.52,0.25,-91.49
31474,-0.23,1.14,9.74,0.14,-0.01,-0.00,3.11,3.67,-85.94
31481,-0.22,1.17,9.72,0.14,-0.01,0.00,3.20,0.32,-90.06
31488,-0.19,1.19,9.69,0.14,-0.01,0.01,3.32,0.22,-90.54
31495,-0.18,1.26,9.69,0.15,-0.01,0.01,3.41,0.63,-91.27
31502,-0.19,1.28,9.78,0.15,-0.01,0.01,3.45,0.82,-91.17
31509,-0.22,1.35,9.79,0.15,-0.00,0.02,3.58,0.18,-89.99
31516,-0.22,1.37,9.82,0.15,0.00,0.03,3.23,0.26,-90.24
31523,-0.25,1.34,9.82,0.13,0.00,0.03,3.20,1.32,-85.79
31530,-0.29,1.34,9.79,0.13,0.00,0.03,2.62,0.57,-90.00
31537,-0.29,1.34,9.81,0.12,0.01,0.04,3.51,-0.64,-89.99
31544,-0.32,1.34,9.82,0.11,0.01,0.04,3.32,-0.22,-90.43
31551,-0.36,1.36,9.83,0.11,0.01,0.03,3.39,-0.92,-90.30
31558,-0.37,1.39,9.84,0.11,0.01,0.03,3.51,-0.70,-90.50
31565,-0.40,1.37,9.84,0.11,0.01,0.03,3.38,-0.82,-90.11
31572,-0.39,1.38,9.83,0.10,0.00,0.02,3.45,-0.94,-87.47
31579,-0.36,1.36,9.81,0.09,0.00,0.01,2.65,0.44,-87.91
31586,-0.36,1.37,9.79,0.09,0.00,0.01,3.64,-0.88,-90.70
31593,-0.34,1.35,9.81,0.08,0.00,-0.00,3.26,-0.31,-90.56
31600,-0.35,1.34,9.80,0.08,0.00,-0.00,3.43,-0.47,-91.16
31607,-0.32,1.33,9.79,0.08,-0.00,0.00,3.14,-0.51,-90.41
31614,-0.32,1.32,9.80,0.08,-0.00,0.00,3.16,-0.44,-90.60
31621,-0.35,1.41,9.81,0.08,-0.00,0.01,2.53,1.67,-85.38
31628,-0.35,1.48,9.83,0.08,-0.00,0.01,2.72,-0.37,-89.39
31635,-0.41,1.56,9.85,0.07,-0.00,0.01,3.38,-0.77,-89.48
31642,-0.40,1.62,9.86,0.07,-0.00,0.01,3.39,-0.91,-88.97
31649,-0.46,1.62,9.85,0.06,-0.00,0.01,3.38,-0.73,-89.04
31656,-0.46,1.64,9.82,0.04,-0.00,0.01,3.35,-0.79,-89.13
31663,-0.45,1.59,9.80,0.03,-0.01,-0.00,3.38,-0.75,-89.10
31670,-0.42,1.58,9.76,0.03,-0.01,-0.00,3.52,-1.10,-87.11
31677,-0.37,1.53,9.77,0.02,-0.01,-0.02,3.36,-1.13,-89.36
31684,-0.33,1.51,9.79,0.02,-0.01,-0.03,2.89,-0.54,-90.16
