timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
13126,-0.27,1.57,9.75,0.04,-0.00,0.05,3.49,-0.64,-88.86
13133,-0.22,1.62,9.76,0.04,-0.00,0.04,3.19,-1.13,-88.94
13140,-0.20,1.65,9.75,0.04,-0.00,0.04,3.20,-1.24,-89.13
13147,-0.18,1.68,9.75,0.03,-0.00,0.03,3.19,-1.13,-88.73
13154,-0.19,1.68,9.75,0.03,-0.00,0.04,3.67,-1.26,-89.08
13161,-0.19,1.64,9.77,0.03,-0.00,0.05,2.89,-1.29,-87.46
13168,-0.18,1.61,9.77,0.02,0.00,0.05,3.41,-1.23,-89.11
13175,-0.21,1.52,9.74,0.00,0.00,0.05,3.42,-1.08,-89.92
13182,-0.22,1.45,9.72,-0.00,0.00,0.06,3.51,-1.53,-89.56
13189,-0.25,1.42,9.71,-0.00,0.00,0.06,3.43,-1.29,-89.70
13196,-0.28,1.39,9.71,-0.00,0.00,0.06,3.22,-1.34,-89.43
13203,-0.31,1.45,9.75,0.00,0.00,0.05,2.89,-0.82,-89.37
13210,-0.33,1.47,9.78,0.01,0.00,0.05,3.08,1.39,-85.88
13217,-0.32,1.54,9.79,0.01,0.00,0.03,2.43,1.02,-86.06
13224,-0.30,1.58,9.76,0.01,-0.00,0.03,2.46,-1.29,-90.28
13231,-0.25,1.59,9.72,-0.00,-0.01,0.02,2.98,-0.95,-90.41
13238,-0.22,1.58,9.73,-0.01,-0.01,0.01,3.00,-0.69,-90.13
13245,-0.16,1.56,9.70,-0.01,-0.01,0.00,2.76,-0.48,-89.58
13252,-0.15,1.54,9.70,-0.01,-0.01,0.00,2.94,-1.30,-89.55
13259,-0.13,1.46,9.73,-0.00,-0.01,0.01,2.89,-0.83,-86.35
13266,-0.13,1.46,9.74,0.00,-0.00,0.03,2.73,0.80,-88.38
13273,-0.15,1.45,9.75,0.00,-0.00,0.04,3.14,-0.99,-88.57
13280,-0.15,1.45,9.74,0.00,-0.00,0.04,3.13,-1.56,-88.56
13287,-0.15,1.39,9.70,0.00,-0.00,0.05,3.07,-1.34,-88.75
13294,-0.16,1.36,9.68,0.01,0.00,0.06,2.79,-1.15,-89.37
13301,-0.19,1.41,9.70,0.01,0.00,0.07,2.76,-1.29,-89.32
13308,-0.19,1.47,9.72,0.03,0.00,0.07,3.19,-1.71,-85.57
13315,-0.23,1.70,9.78,0.04,0.00,0.07,2.50,-1.11,-90.03
13322,-0.26,1.87,9.82,0.04,0.00,0.06,2.73,-0.76,-90.03
13329,-0.30,2.09,9.84,0.04,0.00,0.06,3.08,-0.79,-90.16
13336,-0.29,2.10,9.82,0.02,-0.00,0.05,2.82,-0.63,-90.15
13343,-0.22,2.01,9.76,-0.01,-0.00,0.04,3.10,-0.92,-89.94
13350,-0.18,1.91,9.72,-0.03,-0.00,0.02,2.94,-1.34,-89.84
13357,-0.14,1.71,9.73,-0.03,-0.00,0.02,3.27,-1.07,-84.64
13364,-0.11,1.61,9.74,-0.05,-0.00,0.00,2.24,0.31,-89.33
13371,-0.14,1.49,9.78,-0.05,-0.00,-0.00,3.04,-1.45,-89.11
13378,-0.16,1.43,9.79,-0.05,0.00,0.00,3.13,-1.23,-89.36
13385,-0.16,1.30,9.74,-0.05,0.00,0.00,3.20,-1.15,-88.37
13392,-0.17,1.26,9.70,-0.06,0.00,0.02,2.91,-0.92,-89.10
13399,-0.22,1.23,9.67,-0.05,0.00,0.04,3.11,-1.29,-89.52
13406,-0.26,1.26,9.67,-0.03,0.00,0.05,2.88,-1.29,-88.67
13413,-0.30,1.40,9.69,-0.03,0.00,0.05,2.05,0.23,-86.20
13420,-0.34,1.45,9.72,-0.01,0.00,0.03,2.98,-1.30,-90.43
13427,-0.34,1.51,9.76,0.00,0.00,0.01,3.08,-1.37,-89.89
13434,-0.33,1.56,9.77,0.01,-0.00,-0.01,3.39,-1.20,-90.27
13441,-0.25,1.58,9.75,0.01,-0.00,-0.01,3.55,-0.88,-90.25
13448,-0.22,1.56,9.74,0.00,-0.01,-0.04,3.49,-1.18,-89.61
13455,-0.14,1.59,9.74,-0.00,-0.01,-0.05,3.33,1.04,-85.72
13462,-0.12,1.60,9.76,-0.00,-0.01,-0.04,2.60,-1.07,-90.08
13469,-0.08,1.61,9.78,-0.00,-0.01,-0.04,3.29,-1.21,-90.13
13476,-0.08,1.64,9.78,-0.01,-0.00,-0.03,3.61,-1.45,-89.80
13483,-0.11,1.60,9.75,-0.02,0.00,-0.02,3.30,-1.58,-89.73
13490,-0.14,1.57,9.73,-0.03,0.00,-0.01,3.58,-1.13,-89.33
13497,-0.20,1.51,9.71,-0.03,0.00,-0.01,3.57,-1.04,-89.04
13504,-0.23,1.47,9.72,-0.03,0.00,-0.00,3.26,-1.72,-87.87
13511,-0.28,1.42,9.76,-0.03,0.01,-0.00,3.36,-1.49,-89.74
13518,-0.30,1.41,9.76,-0.02,0.01,-0.01,3.33,-1.18,-89.86
13525,-0.31,1.37,9.78,-0.02,0.01,-0.01,3.36,-0.83,-89.11
13532,-0.31,1.38,9.77,-0.03,0.00,-0.03,3.16,-1.26,-90.66
13539,-0.28,1.40,9.74,-0.03,0.00,-0.06,3.10,-0.56,-90.43
13546,-0.25,1.45,9.71,-0.03,-0.00,-0.07,3.27,-0.67,-89.94
13553,-0.20,1.50,9.70,-0.03,-0.00,-0.07,2.48,1.27,-85.62
13560,-0.17,1.52,9.72,-0.03,-0.00,-0.07,2.50,1.97,-85.84
13567,-0.14,1.57,9.74,-0.02,-0.00,-0.07,2.89,-0.32,-90.11
13574,-0.13,1.59,9.77,-0.02,0.00,-0.06,3.54,-0.67,-89.92
13581,-0.15,1.58,9.79,-0.02,0.00,-0.06,3.16,-1.36,-88.80
13588,-0.18,1.56,9.79,-0.02,0.00,-0.06,3.46,-1.32,-88.88
13595,-0.21,1.47,9.74,-0.03,0.00,-0.05,3.13,-0.82,-89.26
13602,-0.24,1.42,9.74,-0.03,0.01,-0.05,3.10,-0.67,-83.65
13609,-0.29,1.34,9.74,-0.03,0.01,-0.05,2.70,-0.50,-89.05
13616,-0.27,1.29,9.74,-0.03,0.00,-0.05,3.57,-1.04,-89.16
13623,-0.28,1.17,9.73,-0.02,0.00,-0.05,3.67,-1.32,-89.20
13630,-0.25,1.10,9.72,-0.01,-0.00,-0.04,3.23,-1.55,-89.89
13637,-0.22,1.15,9.71,-0.01,-0.00,-0.04,3.07,-1.18,-89.86
