timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
30416,0.54,0.22,9.88,-0.02,-0.01,-0.01,-2.21,9.46,-87.26
30423,0.55,0.20,9.87,-0.03,-0.01,-0.01,-2.47,5.70,-90.57
30430,0.58,0.16,9.86,-0.03,-0.01,-0.02,-2.16,6.39,-91.48
30437,0.60,0.15,9.86,-0.02,-0.01,-0.02,-2.09,6.71,-91.71
30444,0.62,0.15,9.84,-0.02,-0.01,-0.01,-1.99,6.74,-90.46
30451,0.63,0.17,9.85,-0.01,-0.01,-0.01,-1.71,6.39,-90.06
30458,0.64,0.21,9.86,-0.01,-0.01,-0.01,-1.71,6.49,-90.41
30465,0.66,0.22,9.85,-0.01,-0.01,-0.01,-2.29,6.64,-85.50
30472,0.64,0.24,9.87,-0.00,-0.01,-0.01,-2.51,8.07,-90.09
30479,0.65,0.21,9.88,-0.00,-0.01,-0.00,-1.67,5.99,-89.99
30486,0.62,0.21,9.87,-0.00,-0.01,-0.00,-1.93,6.37,-90.38
30493,0.60,0.20,9.87,-0.00,-0.00,-0.00,-2.03,6.15,-90.28
30500,0.59,0.16,9.86,-0.01,-0.00,-0.00,-1.84,6.07,-90.09
30507,0.60,0.13,9.85,-0.01,-0.00,-0.00,-1.86,6.15,-89.86
30514,0.61,0.13,9.85,-0.01,-0.00,-0.01,-2.48,6.20,-89.24
30521,0.61,0.10,9.84,-0.01,-0.00,-0.01,-2.98,7.40,-85.68
30528,0.61,0.10,9.82,-0.00,-0.00,-0.01,-1.99,5.98,-91.51
30535,0.63,0.09,9.83,0.00,-0.00,-0.01,-1.87,6.28,-91.07
30542,0.63,0.11,9.84,0.00,-0.00,-0.01,-1.96,6.34,-90.81
30549,0.62,0.11,9.84,0.00,-0.00,-0.01,-2.15,6.66,-91.11
30556,0.64,0.14,9.84,0.01,-0.00,-0.01,-2.13,6.43,-90.34
30563,0.62,0.15,9.86,0.01,-0.00,-0.00,-2.03,7.94,-85.56
30570,0.63,0.18,9.85,0.01,-0.00,-0.00,-3.01,6.85,-90.95
30577,0.62,0.19,9.85,0.02,-0.00,0.00,-1.77,6.31,-90.87
30584,0.61,0.23,9.88,0.02,-0.00,0.00,-1.87,6.09,-90.27
30591,0.61,0.28,9.90,0.02,-0.00,0.00,-2.13,5.95,-90.81
30598,0.60,0.26,9.90,0.02,-0.00,0.00,-2.18,5.88,-90.19
30605,0.61,0.25,9.90,0.01,-0.00,0.00,-2.21,5.89,-90.59
30612,0.61,0.20,9.88,0.00,-0.00,-0.00,-2.12,6.07,-87.52
30619,0.63,0.16,9.86,-0.00,-0.00,-0.00,-2.85,7.42,-88.89
30626,0.63,0.13,9.84,-0.00,-0.00,-0.00,-2.03,5.32,-91.45
30633,0.62,0.14,9.85,-0.00,-0.00,-0.01,-2.10,5.69,-91.16
30640,0.63,0.14,9.86,-0.00,-0.00,-0.01,-1.99,5.57,-90.95
30647,0.65,0.15,9.84,0.00,0.00,-0.00,-1.89,6.02,-91.29
30654,0.66,0.17,9.85,0.00,0.00,-0.00,-1.89,6.08,-91.17
30661,0.65,0.19,9.87,0.01,0.00,0.00,-2.48,8.42,-86.63
30668,0.63,0.24,9.87,0.01,0.00,0.01,-2.34,6.12,-90.68
30675,0.59,0.25,9.88,0.01,0.00,0.01,-2.32,5.95,-91.00
30682,0.55,0.24,9.89,0.01,0.00,0.01,-2.02,5.67,-90.43
30689,0.54,0.25,9.88,0.01,0.00,0.02,-2.16,5.96,-90.28
30696,0.53,0.20,9.87,0.01,0.00,0.01,-1.75,6.01,-89.80
30703,0.55,0.19,9.88,0.01,0.00,0.01,-1.94,5.28,-89.99
30710,0.62,0.15,9.85,0.01,0.00,0.01,-1.91,5.82,-85.12
30717,0.67,0.15,9.84,0.01,-0.00,-0.00,-2.38,7.15,-89.43
30724,0.68,0.14,9.84,0.01,-0.00,-0.01,-1.67,5.74,-89.80
30731,0.70,0.15,9.84,0.01,0.00,-0.01,-1.74,5.96,-90.27
30738,0.66,0.13,9.86,0.01,0.00,-0.01,-1.55,5.63,-90.40
30745,0.64,0.12,9.84,0.01,0.00,0.01,-1.17,5.47,-90.28
30752,0.54,0.12,9.87,0.01,0.00,0.02,-1.78,5.58,-89.23
30759,0.55,0.13,9.87,0.02,0.00,0.03,-2.40,7.42,-86.82
30766,0.50,0.16,9.87,0.02,0.00,0.03,-1.90,6.21,-89.94
30773,0.52,0.17,9.88,0.02,0.00,0.02,-1.45,6.14,-91.16
30780,0.55,0.22,9.85,0.02,-0.00,0.01,-1.94,6.75,-90.38
