timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
23032,0.23,1.40,9.69,0.02,-0.00,0.01,-13.23,-78.84
23039,0.26,1.29,9.67,0.02,-0.00,0.00,-14.18,-77.97
23046,0.29,1.24,9.65,0.02,-0.01,-0.00,-13.62,-78.98
23053,0.34,1.16,9.64,0.02,-0.01,-0.01,-13.65,-79.29
23060,0.35,1.17,9.64,0.02,-0.01,-0.01,-13.91,-78.71
23067,0.37,1.20,9.61,0.03,-0.01,-0.01,-13.21,-78.68
23074,0.37,1.23,9.63,0.04,-0.01,-0.01,-13.20,-78.49
23081,0.39,1.33,9.66,0.06,-0.01,0.00,-13.39,-76.34
23088,0.42,1.40,9.66,0.06,-0.01,0.00,-14.10,-78.31
23095,0.37,1.55,9.66,0.07,-0.00,0.01,-12.99,-78.44
23102,0.35,1.60,9.66,0.08,-0.00,0.01,-12.88,-78.81
23109,0.30,1.69,9.66,0.08,-0.00,0.01,-12.80,-79.01
23116,0.29,1.71,9.67,0.08,-0.00,0.01,-13.26,-78.53
23123,0.30,1.74,9.66,0.09,-0.00,-0.00,-13.53,-79.23
23130,0.29,1.79,9.66,0.09,-0.00,-0.02,-13.43,-79.19
23137,0.35,1.87,9.67,0.10,-0.00,-0.03,-14.12,-77.36
23144,0.38,1.88,9.68,0.10,-0.00,-0.03,-13.52,-78.98
23151,0.39,1.93,9.69,0.10,0.00,-0.04,-13.23,-78.79
23158,0.42,1.96,9.68,0.11,0.00,-0.03,-13.29,-79.07
23165,0.41,1.97,9.66,0.11,0.00,-0.02,-13.80,-79.38
23172,0.41,1.94,9.67,0.11,0.00,-0.02,-13.68,-79.35
23179,0.36,1.95,9.67,0.12,0.00,-0.02,-13.87,-77.95
23186,0.33,1.95,9.65,0.13,0.01,-0.01,-13.31,-78.92
23193,0.31,1.99,9.71,0.15,0.01,-0.01,-13.18,-79.06
23200,0.29,2.03,9.74,0.15,0.01,-0.01,-13.07,-79.09
23207,0.31,2.14,9.71,0.17,0.01,-0.00,-12.57,-79.20
23214,0.33,2.13,9.71,0.17,0.00,0.00,-12.67,-79.47
23221,0.39,2.29,9.64,0.18,0.00,0.02,-13.10,-79.47
23228,0.34,2.20,9.74,0.18,0.00,0.02,-13.11,-79.20
23235,0.38,2.31,9.74,0.18,0.00,0.03,-13.52,-78.73
23242,0.37,2.29,9.75,0.19,0.00,0.04,-13.17,-80.04
23249,0.36,2.31,9.71,0.18,0.00,0.03,-13.30,-79.47
23256,0.33,2.30,9.71,0.18,0.00,0.03,-13.42,-79.64
23263,0.31,2.29,9.71,0.18,0.00,0.03,-13.26,-79.67
23270,0.30,2.27,9.72,0.17,0.00,0.03,-13.11,-80.05
23277,0.31,2.29,9.72,0.17,0.00,0.03,-13.34,-79.96
23284,0.32,2.30,9.74,0.17,0.00,0.03,-14.19,-81.88
23291,0.33,2.32,9.73,0.16,0.00,0.03,-13.56,-79.71
23298,0.34,2.31,9.72,0.15,0.00,0.03,-13.52,-79.71
23305,0.33,2.34,9.70,0.14,0.00,0.03,-13.24,-79.51
23312,0.34,2.37,9.69,0.14,0.00,0.03,-12.85,-79.33
23319,0.30,2.35,9.70,0.13,0.00,0.03,-13.10,-79.66
23326,0.26,2.32,9.69,0.11,0.00,0.03,-13.48,-78.30
23333,0.24,2.28,9.68,0.10,-0.00,0.02,-13.94,-79.96
23340,0.21,2.27,9.68,0.10,-0.00,0.02,-12.82,-80.40
23347,0.25,2.24,9.67,0.09,-0.00,0.01,-13.31,-80.39
23354,0.25,2.24,9.67,0.08,-0.01,-0.00,-13.23,-80.39
23361,0.31,2.27,9.67,0.08,-0.01,-0.01,-13.05,-80.56
23368,0.33,2.27,9.66,0.08,-0.01,-0.01,-13.20,-80.59
23375,0.37,2.24,9.66,0.07,-0.01,-0.02,-13.26,-80.69
23382,0.35,2.23,9.66,0.07,-0.01,-0.01,-13.90,-79.25
23389,0.34,2.20,9.66,0.06,-0.00,-0.01,-13.55,-80.78
23396,0.31,2.19,9.68,0.06,-0.00,-0.01,-13.34,-80.68
23403,0.31,2.20,9.69,0.06,-0.00,-0.01,-13.42,-80.49
23410,0.29,2.22,9.70,0.05,-0.00,-0.01,-13.69,-80.58
23417,0.31,2.32,9.66,0.04,-0.01,-0.01,-12.85,-80.43
23424,0.32,2.40,9.65,0.04,-0.01,-0.01,-14.02,-78.79
23431,0.34,2.50,9.71,0.04,-0.01,-0.01,-12.77,-80.72
23438,0.35,2.55,9.74,0.04,-0.01,0.00,-12.57,-80.20
23445,0.32,2.61,9.76,0.02,-0.01,0.00,-12.66,-80.58
