timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
23177,0.48,0.90,9.88,0.08,0.00,0.03,-0.16,4.94,-87.64
23184,0.41,1.00,9.90,0.09,0.01,0.04,-0.31,5.58,-91.70
23191,0.35,1.02,9.90,0.09,0.01,0.04,0.22,4.11,-91.73
23198,0.24,1.05,9.91,0.09,0.01,0.05,0.25,4.00,-91.32
23205,0.20,1.04,9.91,0.08,0.01,0.05,-0.20,3.90,-92.33
23212,0.16,0.98,9.91,0.07,0.01,0.04,-0.07,4.41,-92.34
23219,0.16,0.95,9.90,0.07,0.01,0.04,-0.38,4.31,-90.09
23226,0.20,0.93,9.90,0.06,0.00,0.00,-1.14,5.47,-89.24
23233,0.20,0.95,9.92,0.04,0.00,-0.03,-0.01,4.65,-92.20
23240,0.31,0.99,9.92,0.03,-0.00,-0.05,0.38,4.56,-92.14
23247,0.37,0.97,9.92,0.03,-0.00,-0.05,0.35,4.65,-91.48
23254,0.43,0.97,9.90,0.00,-0.00,-0.05,-0.12,4.69,-91.39
23261,0.46,0.95,9.89,-0.02,-0.00,-0.05,0.19,4.22,-91.58
23268,0.44,0.85,9.85,-0.03,0.00,-0.03,-0.64,4.09,-91.22
23275,0.41,0.80,9.84,-0.03,0.00,-0.03,-0.13,5.85,-86.20
23282,0.37,0.72,9.81,-0.03,0.00,-0.02,-0.03,4.53,-91.04
23289,0.34,0.68,9.82,-0.03,0.01,-0.02,0.34,4.22,-91.48
23296,0.31,0.66,9.84,-0.02,0.00,-0.03,0.56,4.05,-91.23
23303,0.30,0.66,9.84,-0.02,0.00,-0.03,0.61,3.81,-91.58
23310,0.32,0.65,9.88,-0.01,0.01,-0.03,0.50,3.93,-91.77
23317,0.34,0.64,9.87,-0.00,0.00,-0.03,0.35,3.71,-92.59
23324,0.40,0.68,9.87,-0.00,0.00,-0.03,0.51,3.93,-92.21
23331,0.41,0.73,9.88,-0.00,0.00,-0.03,0.10,4.17,-92.46
23338,0.43,0.78,9.89,-0.01,0.00,-0.03,0.32,4.53,-92.27
23345,0.45,0.81,9.89,-0.01,0.01,-0.01,0.25,4.59,-92.33
23352,0.39,0.85,9.90,-0.02,0.01,0.00,0.10,4.49,-92.09
23359,0.37,0.85,9.90,-0.02,0.01,0.00,0.38,4.81,-92.17
23366,0.33,0.83,9.87,-0.03,0.01,0.01,0.16,4.68,-91.44
23373,0.33,0.82,9.87,-0.05,0.01,0.01,-0.51,6.50,-87.01
23380,0.29,0.77,9.87,-0.05,0.01,0.01,-0.23,4.02,-91.55
23387,0.30,0.75,9.88,-0.05,0.01,0.01,0.39,3.80,-91.20
23394,0.27,0.68,9.88,-0.05,0.01,0.00,0.72,4.40,-91.90
23401,0.28,0.64,9.88,-0.05,0.01,-0.01,0.25,4.00,-91.17
23408,0.28,0.60,9.85,-0.05,0.01,-0.02,0.44,3.71,-91.76
23415,0.29,0.59,9.86,-0.05,0.01,-0.02,0.20,4.25,-91.74
23422,0.32,0.57,9.87,-0.05,0.01,-0.03,-0.01,5.12,-86.51
23429,0.31,0.59,9.89,-0.04,0.01,-0.03,-0.31,4.87,-92.01
