timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
22876,0.25,0.55,9.77,0.03,0.02,0.05,2.44,0.32,-84.84
22883,0.28,0.61,9.78,0.03,0.02,0.05,1.80,0.29,-89.59
22890,0.29,0.64,9.81,0.06,0.03,0.05,2.29,0.96,-89.49
22897,0.32,0.71,9.89,0.07,0.04,0.05,2.34,1.04,-89.70
22904,0.34,0.75,9.93,0.07,0.05,0.06,2.46,1.02,-89.59
22911,0.34,0.82,10.02,0.07,0.05,0.06,2.50,0.88,-88.18
22918,0.36,0.85,10.04,0.07,0.06,0.05,2.66,0.54,-89.14
22925,0.33,0.95,10.11,0.06,0.06,0.05,2.38,0.70,-84.30
22932,0.34,1.00,10.12,0.04,0.07,0.04,1.45,2.03,-88.66
22939,0.37,1.11,10.16,0.04,0.07,0.04,2.35,0.67,-88.80
22946,0.37,1.18,10.15,0.03,0.07,0.03,2.38,0.56,-88.12
22953,0.37,1.25,10.08,0.01,0.07,0.02,2.91,0.75,-87.75
22960,0.37,1.26,10.05,-0.01,0.07,0.02,2.86,0.77,-88.16
22967,0.42,1.25,9.95,-0.01,0.07,0.02,2.75,0.53,-88.56
22974,0.42,1.19,9.87,-0.03,0.06,0.03,2.67,0.28,-87.24
22981,0.44,1.13,9.77,-0.04,0.06,0.04,1.77,1.94,-84.79
22988,0.44,1.08,9.75,-0.04,0.06,0.05,2.66,0.35,-89.45
22995,0.43,0.96,9.70,-0.04,0.06,0.05,2.51,0.45,-88.50
23002,0.40,0.93,9.71,-0.04,0.06,0.07,2.85,0.80,-88.82
23009,0.37,0.87,9.72,-0.03,0.06,0.09,2.22,0.92,-89.35
23016,0.30,0.82,9.73,-0.03,0.07,0.10,2.88,1.20,-89.05
23023,0.26,0.70,9.74,-0.03,0.07,0.10,2.92,2.60,-83.41
23030,0.19,0.65,9.74,-0.03,0.07,0.11,2.37,1.32,-88.70
23037,0.15,0.56,9.72,-0.04,0.07,0.12,2.76,0.61,-88.45
23044,0.04,0.50,9.73,-0.04,0.07,0.12,3.24,0.26,-87.78
23051,0.01,0.41,9.71,-0.04,0.07,0.12,3.54,0.63,-87.80
23058,-0.09,0.42,9.71,-0.03,0.07,0.12,3.57,0.25,-87.30
23065,-0.12,0.44,9.79,-0.02,0.07,0.11,3.32,0.45,-87.02
23072,-0.20,0.49,9.83,-0.01,0.06,0.10,2.82,0.85,-85.06
23079,-0.21,0.58,9.94,-0.01,0.06,0.10,2.35,2.43,-86.17
23086,-0.26,0.63,10.00,0.00,0.06,0.09,3.03,0.13,-88.10
23093,-0.28,0.73,10.08,0.00,0.05,0.07,3.35,0.09,-87.78
23100,-0.29,0.75,10.11,-0.00,0.04,0.04,3.42,0.60,-88.79
23107,-0.27,0.72,10.08,-0.00,0.04,0.04,3.77,0.48,-88.82
23114,-0.23,0.70,10.05,-0.02,0.03,0.02,3.08,0.41,-89.46
23121,-0.20,0.64,9.94,-0.03,0.01,-0.01,3.20,2.62,-85.15
23128,-0.07,0.60,9.87,-0.04,0.01,-0.03,2.84,0.60,-89.13
23135,-0.05,0.56,9.77,-0.04,0.01,-0.03,3.07,0.66,-88.56
23142,0.03,0.57,9.74,-0.03,0.00,-0.05,3.19,0.60,-89.24
23149,0.05,0.62,9.75,-0.02,0.00,-0.05,3.19,0.85,-89.01
23156,0.08,0.66,9.79,-0.00,-0.00,-0.05,3.30,0.80,-88.34
23163,0.09,0.71,9.87,-0.00,-0.00,-0.05,3.22,0.51,-88.07
