timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
12615,0.53,3.86,9.02,-0.00,0.00,0.02,-0.19,-9.65,-86.33
12622,0.52,3.88,9.02,-0.00,0.00,0.02,0.18,-11.06,-89.08
12629,0.54,3.90,9.02,-0.00,0.00,0.01,0.34,-11.21,-88.44
12636,0.54,3.93,9.01,-0.00,0.00,0.01,0.47,-11.53,-88.41
12643,0.54,3.92,9.03,-0.00,-0.00,0.01,0.35,-11.15,-87.34
12650,0.54,3.91,9.02,-0.00,-0.00,0.00,0.37,-11.71,-87.59
12657,0.52,3.88,9.01,-0.00,-0.00,0.00,0.42,-11.22,-87.74
12664,0.53,3.85,9.02,0.00,-0.00,0.00,0.13,-9.57,-83.47
12671,0.54,3.84,9.01,0.00,-0.00,0.00,-0.03,-11.63,-87.43
12678,0.55,3.84,9.02,0.01,-0.00,-0.00,0.07,-11.72,-87.66
12685,0.56,3.82,9.03,0.01,-0.00,-0.00,0.64,-11.21,-88.03
12692,0.56,3.84,9.03,0.01,-0.00,-0.00,0.53,-11.58,-88.42
12699,0.57,3.85,9.05,0.01,-0.00,0.00,-0.01,-11.97,-88.63
12706,0.55,3.86,9.04,0.01,-0.00,0.00,-0.16,-11.37,-84.64
12713,0.56,3.92,9.04,0.01,-0.00,0.00,-0.51,-9.22,-88.57
12720,0.55,3.93,9.04,0.01,-0.00,0.00,0.23,-11.18,-88.97
12727,0.56,3.95,9.04,0.01,-0.00,0.01,0.20,-11.14,-89.33
12734,0.57,3.95,9.05,0.01,-0.00,0.00,0.15,-11.31,-88.76
12741,0.57,3.99,9.04,0.01,-0.00,0.00,-0.19,-10.77,-89.14
12748,0.56,3.99,9.02,0.00,-0.00,0.00,0.23,-10.90,-88.31
12755,0.60,3.97,9.02,0.00,-0.00,0.00,0.35,-11.34,-87.74
12762,0.59,3.95,9.03,-0.00,-0.00,0.00,-0.48,-9.66,-85.50
12769,0.62,3.93,9.03,-0.00,-0.00,0.00,0.39,-11.52,-88.61
12776,0.60,3.90,9.03,-0.00,-0.00,0.00,0.73,-11.65,-88.63
12783,0.61,3.86,9.04,-0.00,-0.00,0.01,-0.26,-11.12,-87.39
12790,0.59,3.85,9.03,-0.00,0.00,0.02,0.39,-11.49,-87.59
12797,0.56,3.85,9.03,-0.00,0.00,0.02,0.56,-11.74,-88.26
12804,0.55,3.85,9.03,0.00,0.00,0.02,0.09,-12.00,-88.99
12811,0.53,3.88,9.02,0.00,0.00,0.02,0.01,-10.84,-83.91
12818,0.53,3.90,9.02,0.00,0.00,0.03,-0.50,-11.25,-88.50
12825,0.53,3.92,9.03,0.00,0.00,0.02,0.34,-11.30,-89.17
12832,0.54,3.95,9.02,0.00,-0.00,0.02,-0.10,-10.83,-89.37
12839,0.56,3.98,9.01,0.00,-0.00,0.02,0.32,-11.20,-88.48
12846,0.57,3.98,9.01,0.00,-0.00,0.01,0.83,-11.08,-89.16
12853,0.60,3.97,9.04,0.00,-0.00,0.01,0.35,-10.83,-86.14
12860,0.60,3.96,9.03,0.00,-0.00,0.01,-1.14,-9.88,-88.22
12867,0.62,3.93,9.03,0.00,0.00,0.01,0.39,-11.60,-88.37
12874,0.60,3.91,9.02,0.00,0.00,0.01,0.26,-11.79,-88.70
12881,0.57,3.89,9.01,0.00,0.00,0.01,0.45,-11.78,-88.98
12888,0.58,3.88,9.03,0.00,0.00,0.01,0.57,-11.53,-88.82
12895,0.55,3.85,9.02,0.00,0.00,0.02,0.39,-11.18,-88.75
12902,0.53,3.85,9.01,0.00,0.00,0.02,0.03,-11.50,-88.40
12909,0.53,3.85,9.02,0.00,0.00,0.02,-0.04,-9.70,-84.32
12916,0.55,3.85,9.03,0.01,0.00,0.02,-0.63,-11.36,-88.69
12923,0.54,3.89,9.03,0.01,0.00,0.01,0.03,-12.15,-88.92
12930,0.56,3.92,9.05,0.01,-0.00,0.01,0.38,-11.78,-89.49
12937,0.57,3.95,9.04,0.01,-0.00,0.01,0.18,-11.37,-89.32
12944,0.59,3.94,9.03,0.01,-0.00,0.01,-0.18,-11.44,-89.30
12951,0.59,3.93,9.03,0.01,-0.00,0.01,-0.06,-11.40,-85.21
12958,0.58,3.94,9.02,0.01,-0.00,0.01,-0.51,-10.11,-89.42
12965,0.57,3.93,9.02,0.01,-0.00,0.01,0.58,-11.30,-89.26
12972,0.57,3.93,9.03,0.00,-0.00,0.01,0.58,-11.41,-88.86
12979,0.56,3.89,9.03,0.00,0.00,0.01,0.79,-11.28,-88.47
12986,0.58,3.89,9.05,0.00,0.00,0.01,0.82,-11.47,-88.32
12993,0.56,3.90,9.02,0.00,0.00,0.01,0.91,-11.18,-88.09
13000,0.54,3.90,9.04,0.00,-0.00,0.01,0.67,-11.55,-87.55
13007,0.54,3.91,9.04,0.00,-0.00,0.01,-0.48,-10.26,-84.42
13014,0.56,3.91,9.04,0.00,-0.00,0.01,0.19,-11.81,-88.78
13021,0.57,3.90,9.04,0.00,-0.00,0.01,0.42,-11.15,-89.07
