timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
43915,3.85,-2.82,8.69,-0.01,0.01,0.04
43921,3.82,-2.73,8.68,0.00,0.01,0.02
43927,3.83,-2.63,8.67,0.00,0.00,0.01
43933,3.83,-2.63,8.67,0.00,0.00,0.01
43939,3.89,-2.58,8.64,0.00,0.00,0.00
43945,3.97,-2.58,8.60,-0.00,-0.00,-0.00
43951,3.97,-2.58,8.60,-0.00,-0.00,-0.00
43957,4.06,-2.66,8.60,-0.01,-0.00,0.00
43963,4.13,-2.75,8.63,-0.01,-0.00,0.00
43969,4.13,-2.75,8.63,-0.00,-0.00,0.00
43975,4.19,-2.79,8.67,0.00,-0.00,0.00
43981,4.19,-2.79,8.67,0.00,-0.00,0.00
43987,4.23,-2.75,8.69,0.00,0.00,0.00
43993,4.20,-2.70,8.70,-0.00,0.01,0.01
43999,4.20,-2.70,8.70,-0.00,0.01,0.01
44005,4.17,-2.68,8.70,-0.00,0.01,0.02
44011,4.12,-2.70,8.71,-0.01,0.01,0.04
44017,4.12,-2.70,8.71,-0.01,0.01,0.04
44023,4.04,-2.76,8.71,-0.02,0.01,0.05
44029,3.99,-2.85,8.70,-0.02,0.01,0.06
44035,3.99,-2.85,8.70,-0.02,0.01,0.06
44041,3.94,-2.87,8.73,-0.01,0.01,0.06
44047,3.93,-2.83,8.76,-0.01,0.01,0.06
44053,3.93,-2.83,8.76,-0.01,0.01,0.05
44059,3.97,-2.79,8.78,-0.01,0.02,0.04
44065,3.97,-2.79,8.78,-0.01,0.02,0.04
44071,4.03,-2.75,8.74,-0.01,0.02,0.03
44077,4.03,-2.72,8.67,-0.02,0.03,0.02
44083,4.03,-2.72,8.67,-0.02,0.03,0.02
44089,4.03,-2.73,8.61,-0.02,0.03,0.02
44095,3.99,-2.79,8.59,-0.02,0.03,0.03
44101,3.99,-2.79,8.59,-0.02,0.03,0.03
44107,3.93,-2.83,8.63,-0.01,0.03,0.03
44113,3.87,-2.82,8.70,0.00,0.03,0.02
44119,3.87,-2.82,8.70,0.00,0.03,0.02
44125,3.89,-2.88,8.80,0.00,0.03,0.01
44131,3.92,-2.92,8.88,0.00,0.03,0.01
44137,3.92,-2.92,8.88,0.00,0.03,0.00
44143,3.97,-2.93,8.97,0.01,0.04,-0.01
44149,3.97,-2.93,8.97,0.01,0.04,-0.01
44155,4.03,-2.94,9.04,0.01,0.05,-0.03
44161,4.11,-2.87,9.05,0.01,0.06,-0.05
44167,4.11,-2.87,9.05,0.01,0.06,-0.05
44173,4.17,-2.73,8.99,0.00,0.07,-0.07
44179,4.21,-2.64,8.89,-0.01,0.08,-0.08
44185,4.21,-2.64,8.89,-0.01,0.08,-0.08
44191,4.27,-2.64,8.79,-0.01,0.09,-0.08
44197,4.32,-2.72,8.67,-0.02,0.10,-0.06
44203,4.32,-2.72,8.67,-0.02,0.10,-0.06
44209,4.31,-2.80,8.58,-0.02,0.10,-0.06
44215,4.30,-2.87,8.52,-0.02,0.10,-0.06
44221,4.30,-2.87,8.52,-0.02,0.11,-0.06
44227,4.29,-3.00,8.48,-0.01,0.11,-0.07
44233,4.29,-3.00,8.48,-0.01,0.11,-0.07
44239,4.23,-3.14,8.46,0.00,0.12,-0.08
44245,4.22,-3.18,8.53,0.03,0.13,-0.10
44251,4.22,-3.18,8.53,0.03,0.13,-0.10
44257,4.24,-3.19,8.61,0.05,0.14,-0.11
44263,4.27,-3.20,8.70,0.07,0.15,-0.11
44269,4.27,-3.20,8.70,0.07,0.15,-0.11
44275,4.32,-3.13,8.75,0.09,0.16,-0.11
44281,4.43,-3.05,8.80,0.10,0.17,-0.11
44287,4.43,-3.05,8.80,0.10,0.17,-0.11
44293,4.54,-3.02,8.79,0.11,0.18,-0.10
44299,4.61,-2.94,8.71,0.11,0.18,-0.10
44305,4.61,-2.94,8.71,0.11,0.20,-0.09
44311,4.63,-2.75,8.57,0.13,0.22,-0.08
44317,4.63,-2.75,8.57,0.13,0.22,-0.08
44323,4.62,-2.58,8.45,0.14,0.25,-0.08
44329,4.60,-2.60,8.37,0.12,0.28,-0.08
44335,4.60,-2.60,8.37,0.12,0.28,-0.08
44341,4.58,-2.78,8.31,0.11,0.30,-0.07
44347,4.52,-3.01,8.24,0.12,0.33,-0.04
44353,4.52,-3.01,8.24,0.12,0.33,-0.04
44359,4.36,-3.04,8.25,0.17,0.35,-0.02
44365,4.12,-2.88,8.38,0.22,0.37,-0.01
44371,4.12,-2.88,8.38,0.22,0.37,-0.01
44377,3.94,-2.68,8.57,0.25,0.38,-0.01
44383,3.94,-2.53,8.74,0.25,0.38,-0.01
44389,3.80,-2.53,8.74,0.26,0.38,-0.02
44395,3.75,-2.42,8.92,0.26,0.38,-0.03
44401,3.75,-2.42,8.92,0.26,0.38,-0.03
44407,3.80,-2.35,9.04,0.25,0.38,-0.03
44413,3.96,-2.36,9.08,0.23,0.38,-0.03
44419,3.96,-2.36,9.08,0.23,0.38,-0.03
44425,4.10,-2.35,9.00,0.21,0.38,-0.03
44431,4.16,-2.27,8.81,0.20,0.40,-0.01
44437,4.16,-2.27,8.81,0.20,0.40,-0.01
44443,4.11,-2.17,8.58,0.18,0.41,0.02
44449,3.95,-2.10,8.40,0.18,0.41,0.07
44455,3.95,-2.10,8.40,0.18,0.41,0.07
44461,3.75,-2.15,8.32,0.17,0.41,0.13
44467,3.75,-2.34,8.36,0.17,0.41,0.13
44473,3.54,-2.34,8.36,0.17,0.42,0.18
44479,3.32,-2.57,8.49,0.18,0.42,0.21
44485,3.32,-2.57,8.49,0.18,0.42,0.21
44491,3.12,-2.80,8.68,0.19,0.42,0.22
44497,2.94,-2.91,8.85,0.21,0.41,0.22
44503,2.94,-2.91,8.85,0.21,0.41,0.22
44509,2.79,-2.80,8.98,0.23,0.40,0.20
44515,2.68,-2.54,9.01,0.25,0.39,0.18
44521,2.68,-2.54,9.01,0.25,0.39,0.18
44527,2.62,-2.24,8.95,0.26,0.37,0.16
44533,2.61,-2.08,8.91,0.26,0.35,0.16
44539,2.61,-2.08,8.91,0.24,0.35,0.16
44545,2.65,-2.10,8.91,0.22,0.33,0.16
44551,2.65,-2.10,8.98,0.22,0.33,0.16
44557,2.79,-2.32,8.98,0.19,0.31,0.17
44563,2.95,-2.65,9.08,0.16,0.29,0.17
44569,2.95,-2.65,9.08,0.16,0.29,0.17
44575,3.09,-2.94,9.20,0.16,0.28,0.18
44581,3.18,-3.07,9.23,0.19,0.28,0.19
44587,3.18,-3.07,9.23,0.19,0.28,0.19
44593,3.13,-2.96,9.29,0.24,0.28,0.22
44599,2.94,-2.63,9.30,0.28,0.28,0.24
44605,2.94,-2.63,9.30,0.28,0.28,0.24
44611,2.73,-2.32,9.28,0.30,0.28,0.27
44617,2.56,-2.07,9.21,0.30,0.27,0.27
44623,2.56,-2.07,9.21,0.30,0.27,0.27
44629,2.42,-1.93,9.18,0.29,0.26,0.25
44635,2.42,-1.93,9.15,0.29,0.26,0.25
44641,2.35,-1.93,9.15,0.27,0.26,0.20
44647,2.35,-2.01,9.16,0.25,0.25,0.14
44653,2.35,-2.01,9.16,0.25,0.25,0.14
44659,2.42,-2.13,9.20,0.23,0.25,0.07
44665,2.60,-2.30,9.24,0.22,0.25,0.04
44671,2.60,-2.30,9.24,0.22,0.25,0.04
44677,2.78,-2.52,9.34,0.22,0.25,0.04
44683,2.82,-2.53,9.39,0.26,0.25,0.06
44689,2.82,-2.53,9.39,0.26,0.25,0.06
44695,2.76,-2.39,9.46,0.30,0.26,0.10
44701,2.64,-2.18,9.52,0.30,0.27,0.13
44707,2.64,-2.18,9.52,0.34,0.27,0.13
44713,2.47,-1.93,9.54,0.37,0.27,0.15
44719,2.47,-1.93,9.51,0.37,0.27,0.15
44725,2.35,-1.71,9.51,0.37,0.27,0.15
44731,2.26,-1.59,9.48,0.35,0.27,0.14
44737,2.26,-1.59,9.48,0.35,0.27,0.14
44743,2.23,-1.57,9.47,0.32,0.27,0.12
44749,2.27,-1.67,9.51,0.30,0.27,0.10
44755,2.27,-1.67,9.51,0.30,0.27,0.10
44761,2.31,-1.74,9.65,0.30,0.27,0.08
44767,2.22,-1.61,9.79,0.31,0.27,0.06
44773,2.22,-1.61,9.79,0.31,0.27,0.06
44779,2.02,-1.41,9.87,0.30,0.26,0.05
44785,1.88,-1.27,9.83,0.30,0.26,0.06
44791,1.88,-1.27,9.83,0.28,0.25,0.06
44797,1.77,-1.16,9.68,0.26,0.24,0.06
44803,1.77,-1.16,9.49,0.26,0.24,0.06
44809,1.68,-1.06,9.49,0.24,0.22,0.06
44815,1.67,-1.10,9.35,0.22,0.20,0.05
44821,1.67,-1.10,9.35,0.22,0.20,0.05
44827,1.67,-1.22,9.31,0.23,0.19,0.05
44833,1.69,-1.28,9.42,0.24,0.18,0.04
44839,1.69,-1.28,9.42,0.24,0.18,0.04
44845,1.76,-1.31,9.60,0.25,0.17,0.02
44851,1.89,-1.34,9.81,0.24,0.17,-0.00
44857,1.89,-1.34,9.81,0.24,0.17,-0.00
44863,2.08,-1.33,9.97,0.23,0.17,-0.01
44869,2.27,-1.24,10.03,0.23,0.17,-0.00
44875,2.27,-1.24,10.03,0.22,0.17,-0.00
44881,2.42,-1.12,9.98,0.20,0.17,0.02
44887,2.42,-1.12,9.85,0.20,0.17,0.02
44893,2.43,-1.03,9.85,0.18,0.18,0.06
44899,2.36,-1.05,9.70,0.15,0.18,0.10
44905,2.36,-1.05,9.70,0.15,0.18,0.10
44911,2.20,-1.17,9.54,0.13,0.19,0.13
44917,2.04,-1.35,9.45,0.13,0.19,0.14
44923,2.04,-1.35,9.45,0.13,0.19,0.14
44929,1.86,-1.49,9.48,0.16,0.19,0.13
44935,1.72,-1.46,9.54,0.18,0.19,0.12
44941,1.72,-1.46,9.54,0.18,0.19,0.12
44947,1.67,-1.52,9.68,0.19,0.18,0.11
44953,1.68,-1.45,9.81,0.19,0.18,0.11
44959,1.68,-1.45,9.81,0.20,0.17,0.11
44965,1.73,-1.31,9.87,0.20,0.16,0.11
44971,1.73,-1.31,9.87,0.20,0.16,0.11
44977,1.76,-1.22,9.86,0.19,0.16,0.13
44983,1.74,-1.09,9.78,0.18,0.15,0.16
44989,1.74,-1.09,9.78,0.18,0.15,0.16
44995,1.70,-1.11,9.70,0.16,0.14,0.17
45001,1.59,-1.10,9.64,0.16,0.14,0.18
45007,1.59,-1.10,9.64,0.16,0.14,0.18
45013,1.50,-1.11,9.64,0.16,0.13,0.17
45019,1.44,-1.09,9.66,0.17,0.12,0.14
45025,1.44,-1.09,9.66,0.17,0.12,0.14
45031,1.43,-1.05,9.70,0.16,0.11,0.11
45037,1.52,-1.04,9.77,0.16,0.11,0.11
45043,1.52,-1.04,9.77,0.16,0.10,0.08
45049,1.66,-1.01,9.83,0.14,0.09,0.06
45055,1.66,-1.01,9.83,0.14,0.09,0.06
45061,1.80,-1.01,9.85,0.13,0.09,0.05
45067,1.92,-1.02,9.85,0.11,0.09,0.04
45073,1.92,-1.02,9.85,0.11,0.09,0.04
45079,1.98,-1.07,9.79,0.09,0.09,0.04
45085,1.96,-1.13,9.70,0.08,0.09,0.05
45091,1.96,-1.13,9.70,0.08,0.09,0.05
45097,1.88,-1.20,9.62,0.07,0.09,0.06
45103,1.77,-1.28,9.54,0.07,0.10,0.06
45109,1.77,-1.28,9.54,0.07,0.10,0.06
45115,1.65,-1.31,9.49,0.08,0.09,0.06
45121,1.57,-1.33,9.48,0.08,0.09,0.06
45127,1.57,-1.33,9.48,0.09,0.09,0.05
45133,1.54,-1.32,9.52,0.11,0.08,0.05
45139,1.54,-1.32,9.52,0.11,0.08,0.05
45145,1.54,-1.28,9.60,0.13,0.07,0.04
45151,1.58,-1.20,9.68,0.13,0.06,0.03
45157,1.58,-1.20,9.68,0.13,0.06,0.03
45163,1.64,-1.13,9.74,0.13,0.06,0.03
45169,1.74,-1.15,9.75,0.12,0.05,0.02
45175,1.74,-1.15,9.75,0.12,0.05,0.02
45181,1.84,-1.16,9.75,0.12,0.06,0.02
45187,1.92,-1.17,9.73,0.12,0.06,0.01
45193,1.92,-1.17,9.73,0.12,0.06,0.01
45199,2.02,-1.24,9.71,0.12,0.07,0.00
45205,2.00,-1.23,9.65,0.12,0.07,0.00
45211,2.00,-1.23,9.65,0.12,0.08,-0.00
45217,1.98,-1.26,9.59,0.12,0.09,-0.01
45223,1.98,-1.26,9.59,0.12,0.09,-0.01
45229,1.95,-1.33,9.55,0.11,0.09,-0.01
45235,1.85,-1.42,9.56,0.12,0.10,-0.00
45241,1.85,-1.42,9.56,0.12,0.10,-0.00
45247,1.80,-1.45,9.54,0.14,0.09,0.00
45253,1.73,-1.44,9.55,0.15,0.09,0.00
45259,1.73,-1.44,9.55,0.15,0.09,0.00
45265,1.67,-1.39,9.57,0.16,0.09,0.00
45271,1.64,-1.35,9.55,0.17,0.09,0.00
45277,1.64,-1.35,9.55,0.17,0.09,0.00
45283,1.59,-1.30,9.56,0.19,0.08,0.00
45289,1.56,-1.24,9.61,0.19,0.08,0.00
45295,1.56,-1.24,9.61,0.20,0.08,-0.00
45301,1.56,-1.15,9.70,0.21,0.07,-0.01
45307,1.56,-1.15,9.70,0.21,0.07,-0.01
45313,1.58,-1.05,9.79,0.22,0.07,-0.03
45319,1.63,-0.98,9.86,0.21,0.07,-0.05
45325,1.63,-0.98,9.86,0.21,0.07,-0.05
45331,1.67,-0.88,9.85,0.20,0.06,-0.07
45337,1.76,-0.79,9.78,0.19,0.06,-0.08
45343,1.76,-0.79,9.78,0.19,0.06,-0.08
45349,1.79,-0.73,9.73,0.17,0.06,-0.09
45355,1.80,-0.67,9.70,0.16,0.06,-0.07
45361,1.80,-0.67,9.70,0.16,0.06,-0.07
45367,1.78,-0.62,9.69,0.16,0.06,-0.05
45373,1.78,-0.59,9.71,0.16,0.06,-0.05
45379,1.77,-0.59,9.71,0.16,0.05,-0.03
45385,1.70,-0.51,9.72,0.14,0.06,-0.04
45391,1.70,-0.51,9.72,0.14,0.06,-0.04
45397,1.65,-0.56,9.74,0.11,0.05,-0.07
45403,1.54,-0.58,9.72,0.10,0.05,-0.09
45409,1.54,-0.58,9.72,0.10,0.05,-0.09
45415,1.47,-0.63,9.71,0.09,0.04,-0.10
45421,1.47,-0.64,9.75,0.08,0.04,-0.11
45427,1.47,-0.64,9.75,0.08,0.04,-0.11
45433,1.49,-0.60,9.80,0.07,0.03,-0.12
45439,1.55,-0.58,9.81,0.07,0.02,-0.14
45445,1.55,-0.58,9.81,0.06,0.02,-0.14
45451,1.58,-0.52,9.75,0.04,0.02,-0.15
45457,1.58,-0.51,9.64,0.04,0.02,-0.15
45463,1.61,-0.51,9.64,0.02,0.02,-0.17
45469,1.68,-0.56,9.52,0.00,0.02,-0.18
45475,1.68,-0.56,9.52,0.00,0.02,-0.18
45481,1.73,-0.61,9.48,0.01,0.02,-0.19
45487,1.78,-0.63,9.52,0.03,0.02,-0.19
45493,1.78,-0.63,9.52,0.03,0.02,-0.19
45499,1.83,-0.62,9.64,0.04,0.02,-0.19
45505,1.85,-0.63,9.81,0.04,0.03,-0.18
45511,1.85,-0.63,9.81,0.04,0.03,-0.18
45517,1.81,-0.60,9.93,0.03,0.04,-0.16
45523,1.75,-0.59,9.95,0.03,0.04,-0.15
45529,1.75,-0.59,9.95,0.00,0.04,-0.15
45535,1.68,-0.64,9.91,-0.02,0.04,-0.13
45541,1.68,-0.64,9.85,-0.02,0.04,-0.13
45547,1.66,-0.65,9.85,-0.03,0.03,-0.10
45553,1.66,-0.61,9.80,-0.02,0.03,-0.09
45559,1.66,-0.61,9.80,-0.02,0.03,-0.09
45565,1.70,-0.57,9.82,-0.02,0.02,-0.08
45571,1.76,-0.49,9.83,-0.03,0.03,-0.09
45577,1.76,-0.49,9.83,-0.03,0.03,-0.09
45583,1.75,-0.40,9.84,-0.04,0.03,-0.10
45589,1.74,-0.29,9.85,-0.05,0.04,-0.11
45595,1.74,-0.29,9.85,-0.05,0.04,-0.11
45601,1.71,-0.20,9.86,-0.08,0.03,-0.11
45607,1.69,-0.19,9.88,-0.08,0.03,-0.11
45613,1.69,-0.19,9.88,-0.11,0.03,-0.11
45619,1.70,-0.27,9.90,-0.14,0.03,-0.12
45625,1.70,-0.27,9.95,-0.14,0.03,-0.12
45631,1.65,-0.39,9.95,-0.16,0.03,-0.12
45637,1.61,-0.44,10.01,-0.16,0.04,-0.13
45643,1.61,-0.44,10.01,-0.16,0.04,-0.13
45649,1.56,-0.43,10.04,-0.17,0.04,-0.14
45655,1.54,-0.43,10.04,-0.19,0.04,-0.15
45661,1.54,-0.43,10.04,-0.19,0.04,-0.15
45667,1.59,-0.44,9.99,-0.22,0.04,-0.16
45673,1.68,-0.46,9.94,-0.24,0.03,-0.15
45679,1.68,-0.46,9.94,-0.24,0.03,-0.15
45685,1.81,-0.46,9.90,-0.25,0.03,-0.14
45691,1.91,-0.47,9.88,-0.25,0.03,-0.11
45697,1.91,-0.47,9.88,-0.25,0.04,-0.11
45703,1.91,-0.48,9.89,-0.25,0.05,-0.08
45709,1.91,-0.48,9.95,-0.25,0.05,-0.08
45715,1.84,-0.45,9.95,-0.26,0.05,-0.05
45721,1.76,-0.44,10.02,-0.27,0.05,-0.02
45727,1.76,-0.44,10.02,-0.27,0.05,-0.02
45733,1.61,-0.49,10.02,-0.31,0.05,0.00
45739,1.43,-0.61,9.96,-0.35,0.04,0.01
45745,1.43,-0.61,9.96,-0.35,0.04,0.01
45751,1.24,-0.77,9.87,-0.38,0.04,0.01
45757,1.07,-0.93,9.78,-0.39,0.04,-0.01
45763,1.07,-0.93,9.78,-0.39,0.04,-0.01
45769,0.88,-1.04,9.73,-0.38,0.03,-0.05
45775,0.76,-1.03,9.78,-0.38,0.03,-0.08
45781,0.76,-1.03,9.78,-0.35,0.03,-0.08
45787,0.71,-0.91,9.88,-0.33,0.02,-0.11
45793,0.71,-0.91,10.02,-0.33,0.02,-0.11
45799,0.70,-0.75,10.02,-0.34,0.01,-0.13
45805,0.81,-0.64,10.10,-0.37,-0.01,-0.16
45811,0.81,-0.64,10.10,-0.37,-0.01,-0.16
45817,0.99,-0.56,10.08,-0.41,-0.02,-0.19
45823,1.17,-0.56,10.01,-0.46,-0.02,-0.23
45829,1.17,-0.56,10.01,-0.46,-0.02,-0.23
45835,1.30,-0.62,9.93,-0.48,-0.02,-0.27
45841,1.38,-0.63,9.85,-0.49,-0.01,-0.31
45847,1.38,-0.63,9.85,-0.49,-0.01,-0.31
45853,1.41,-0.61,9.82,-0.49,-0.00,-0.35
45859,1.39,-0.57,9.90,-0.49,-0.00,-0.39
45865,1.39,-0.57,9.90,-0.50,-0.00,-0.39
45871,1.37,-0.53,10.03,-0.53,-0.01,-0.41
45877,1.37,-0.53,10.03,-0.53,-0.01,-0.41
45883,1.40,-0.52,10.13,-0.59,-0.03,-0.42
45889,1.50,-0.70,10.16,-0.67,-0.05,-0.42
45895,1.50,-0.70,10.16,-0.67,-0.05,-0.42
45901,1.61,-1.00,10.15,-0.74,-0.06,-0.41
45907,1.65,-1.27,10.14,-0.76,-0.07,-0.41
45913,1.65,-1.27,10.14,-0.76,-0.07,-0.41
45919,1.68,-1.44,10.07,-0.76,-0.08,-0.40
45925,1.64,-1.49,9.91,-0.76,-0.08,-0.39
45931,1.64,-1.49,9.91,-0.76,-0.08,-0.39
45937,1.54,-1.60,9.68,-0.76,-0.08,-0.38
45943,1.48,-1.75,9.44,-0.76,-0.08,-0.38
45949,1.48,-1.75,9.44,-0.75,-0.08,-0.36
45955,1.39,-1.91,9.29,-0.73,-0.09,-0.35
45961,1.39,-1.91,9.29,-0.73,-0.09,-0.35
45967,1.30,-2.05,9.32,-0.68,-0.10,-0.36
45973,1.20,-2.01,9.52,-0.64,-0.11,-0.39
45979,1.20,-2.01,9.52,-0.64,-0.11,-0.39
45985,1.11,-1.92,9.82,-0.63,-0.12,-0.42
45991,1.13,-1.90,10.01,-0.65,-0.14,-0.45
45997,1.13,-1.90,10.01,-0.65,-0.14,-0.45
46003,1.22,-1.93,10.08,-0.70,-0.16,-0.47
46009,1.46,-1.99,9.97,-0.75,-0.18,-0.47
46015,1.46,-1.99,9.97,-0.75,-0.18,-0.47
46021,1.73,-2.04,9.71,-0.77,-0.19,-0.46
46027,1.99,-2.12,9.42,-0.77,-0.19,-0.46
46033,1.99,-2.12,9.42,-0.78,-0.19,-0.45
46039,2.19,-2.23,9.30,-0.77,-0.18,-0.43
46045,2.19,-2.23,9.30,-0.77,-0.18,-0.43
46051,2.31,-2.36,9.35,-0.76,-0.16,-0.42
46057,2.39,-2.52,9.48,-0.78,-0.14,-0.42
46063,2.39,-2.52,9.48,-0.78,-0.14,-0.42
46069,2.45,-2.75,9.58,-0.81,-0.13,-0.40
46075,2.48,-2.96,9.37,-0.83,-0.12,-0.36
46081,2.48,-2.96,9.37,-0.83,-0.12,-0.36
46087,2.49,-3.05,8.94,-0.82,-0.12,-0.30
46093,2.44,-3.12,8.51,-0.77,-0.11,-0.26
46099,2.44,-3.12,8.51,-0.77,-0.11,-0.26
46105,2.38,-3.20,8.30,-0.70,-0.10,-0.24
46111,2.26,-3.36,8.43,-0.70,-0.10,-0.24
46117,2.26,-3.36,8.43,-0.64,-0.09,-0.24
46123,2.15,-3.59,8.76,-0.58,-0.07,-0.26
46129,2.15,-3.59,8.76,-0.58,-0.07,-0.26
46135,2.14,-3.80,9.11,-0.55,-0.07,-0.27
46141,2.25,-3.89,9.32,-0.53,-0.06,-0.28
46147,2.25,-3.89,9.32,-0.53,-0.06,-0.28
46153,2.46,-3.89,9.36,-0.52,-0.06,-0.28
46159,2.73,-3.83,9.23,-0.52,-0.05,-0.28
46165,2.73,-3.83,9.23,-0.52,-0.05,-0.28
46171,2.95,-3.74,9.02,-0.52,-0.05,-0.27
46177,3.11,-3.68,8.77,-0.52,-0.04,-0.22
46183,3.11,-3.68,8.77,-0.52,-0.04,-0.22
46189,3.18,-3.70,8.59,-0.51,-0.03,-0.16
46195,3.20,-3.79,8.42,-0.51,-0.03,-0.16
46201,3.20,-3.79,8.42,-0.50,-0.01,-0.09
46207,3.02,-3.97,8.37,-0.48,0.01,-0.03
46213,3.02,-3.97,8.37,-0.48,0.01,-0.03
46219,2.82,-4.18,8.35,-0.46,0.04,0.02
46225,2.55,-4.34,8.32,-0.43,0.05,0.06
46231,2.55,-4.34,8.32,-0.43,0.05,0.06
46237,2.28,-4.40,8.24,-0.39,0.06,0.07
46243,2.05,-4.44,8.22,-0.35,0.06,0.06
46249,2.05,-4.44,8.22,-0.35,0.06,0.06
46255,1.93,-4.46,8.33,-0.31,0.06,0.03
46261,1.99,-4.45,8.49,-0.28,0.05,-0.00
46267,1.99,-4.45,8.49,-0.28,0.05,-0.00
46273,2.11,-4.37,8.61,-0.27,0.04,-0.02
46279,2.11,-4.30,8.68,-0.27,0.04,-0.02
46285,2.26,-4.30,8.68,-0.25,0.03,-0.02
46291,2.40,-4.26,8.75,-0.24,0.02,0.00
46297,2.40,-4.26,8.75,-0.24,0.02,0.00
46303,2.51,-4.20,8.82,-0.24,0.02,0.03
46309,2.60,-4.17,8.80,-0.24,0.02,0.06
46315,2.60,-4.17,8.80,-0.24,0.02,0.06
46321,2.63,-4.13,8.73,-0.25,0.02,0.09
46327,2.64,-4.10,8.64,-0.25,0.03,0.13
46333,2.64,-4.10,8.64,-0.25,0.03,0.13
46339,2.58,-4.09,8.56,-0.25,0.03,0.16
46345,2.47,-4.10,8.51,-0.25,0.04,0.20
46351,2.47,-4.10,8.51,-0.25,0.04,0.20
46357,2.29,-4.19,8.53,-0.24,0.05,0.23
46363,2.29,-4.25,8.60,-0.24,0.05,0.23
46369,2.05,-4.25,8.60,-0.23,0.05,0.24
46375,1.83,-4.24,8.65,-0.22,0.05,0.23
46381,1.83,-4.24,8.65,-0.22,0.05,0.23
46387,1.66,-4.31,8.71,-0.22,0.05,0.21
46393,1.56,-4.33,8.72,-0.21,0.04,0.17
46399,1.56,-4.33,8.72,-0.21,0.04,0.17
46405,1.44,-4.26,8.69,-0.20,0.04,0.13
46411,1.40,-4.19,8.63,-0.19,0.03,0.09
46417,1.40,-4.19,8.63,-0.19,0.03,0.09
46423,1.44,-4.18,8.67,-0.17,0.03,0.06
46429,1.57,-4.25,8.79,-0.17,0.02,0.01
46435,1.57,-4.25,8.79,-0.16,0.02,0.01
46441,1.77,-4.40,8.88,-0.17,0.03,-0.05
46447,1.77,-4.53,8.88,-0.17,0.03,-0.05
46453,1.97,-4.53,8.88,-0.17,0.03,-0.08
46459,2.19,-4.55,8.84,-0.17,0.04,-0.09
46465,2.19,-4.55,8.84,-0.17,0.04,-0.09
46471,2.37,-4.47,8.76,-0.16,0.05,-0.08
46477,2.48,-4.33,8.70,-0.15,0.05,-0.07
46483,2.48,-4.33,8.70,-0.15,0.05,-0.07
46489,2.51,-4.16,8.68,-0.14,0.06,-0.05
46495,2.40,-4.00,8.66,-0.14,0.07,-0.01
46501,2.40,-4.00,8.66,-0.14,0.07,-0.01
46507,2.25,-3.98,8.65,-0.15,0.06,0.03
46513,2.12,-4.15,8.64,-0.15,0.06,0.05
46519,2.12,-4.15,8.64,-0.16,0.06,0.05
46525,1.97,-4.43,8.55,-0.16,0.06,0.05
46531,1.97,-4.43,8.49,-0.16,0.06,0.05
46537,1.87,-4.60,8.49,-0.15,0.06,0.03
46543,1.86,-4.66,8.50,-0.11,0.05,0.00
46549,1.86,-4.66,8.50,-0.11,0.05,0.00
46555,1.93,-4.63,8.57,-0.09,0.05,-0.03
46561,2.07,-4.57,8.61,-0.07,0.05,-0.05
46567,2.07,-4.57,8.61,-0.07,0.05,-0.05
46573,2.25,-4.57,8.67,-0.05,0.05,-0.07
46579,2.45,-4.60,8.68,-0.04,0.06,-0.07
46585,2.45,-4.60,8.68,-0.04,0.06,-0.07
46591,2.56,-4.61,8.63,-0.04,0.06,-0.05
46597,2.54,-4.50,8.59,-0.04,0.07,-0.02
46603,2.54,-4.50,8.59,-0.03,0.07,-0.02
46609,2.46,-4.45,8.60,-0.02,0.08,0.01
46615,2.46,-4.45,8.63,-0.02,0.08,0.01
46621,2.34,-4.46,8.63,-0.01,0.09,0.03
46627,2.21,-4.52,8.61,-0.01,0.10,0.04
46633,2.21,-4.52,8.61,-0.01,0.10,0.04
46639,2.10,-4.60,8.54,-0.01,0.10,0.03
46645,2.06,-4.68,8.50,0.01,0.10,0.02
46651,2.06,-4.68,8.50,0.01,0.10,0.02
46657,2.06,-4.80,8.51,0.02,0.10,0.01
46663,2.04,-4.85,8.57,0.05,0.11,0.00
46669,2.04,-4.85,8.57,0.05,0.11,0.00
46675,2.03,-4.75,8.64,0.08,0.12,-0.00
46681,2.05,-4.60,8.75,0.08,0.12,-0.01
46687,2.05,-4.60,8.75,0.10,0.12,-0.01
46693,2.08,-4.44,8.85,0.11,0.13,-0.01
46699,2.08,-4.44,8.88,0.11,0.13,-0.01
46705,2.11,-4.31,8.88,0.09,0.13,-0.01
46711,2.10,-4.30,8.80,0.07,0.13,0.00
46717,2.10,-4.30,8.80,0.07,0.13,0.00
46723,2.08,-4.37,8.73,0.05,0.14,0.02
46729,2.04,-4.47,8.62,0.05,0.14,0.04
46735,2.04,-4.47,8.62,0.05,0.14,0.04
46741,1.96,-4.55,8.49,0.06,0.14,0.05
46747,1.91,-4.58,8.39,0.08,0.14,0.05
46753,1.91,-4.58,8.39,0.08,0.14,0.05
46759,1.90,-4.62,8.35,0.10,0.14,0.03
46765,1.92,-4.66,8.32,0.10,0.14,0.01
46771,1.92,-4.66,8.32,0.12,0.15,0.01
46777,1.96,-4.66,8.37,0.15,0.16,-0.01
46783,1.96,-4.66,8.37,0.15,0.16,-0.01
