timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
32521,-0.53,1.29,9.75,-0.05,-0.00,0.11,4.38,0.83,-87.11
32528,-0.51,1.29,9.77,-0.05,-0.01,0.10,4.97,0.01,-89.45
32535,-0.52,1.29,9.80,-0.04,-0.01,0.09,5.19,-0.42,-89.39
32542,-0.54,1.28,9.84,-0.04,-0.02,0.09,5.00,0.10,-89.17
32549,-0.55,1.26,9.83,-0.04,-0.02,0.09,5.17,-0.69,-88.63
32556,-0.65,1.17,9.84,-0.04,-0.02,0.10,5.23,-0.48,-88.91
32563,-0.69,1.13,9.83,-0.04,-0.03,0.10,5.07,-0.42,-88.47
32570,-0.81,1.09,9.84,-0.03,-0.04,0.08,4.06,0.66,-83.91
32577,-0.85,1.11,9.87,-0.03,-0.04,0.08,4.98,-0.72,-87.99
32584,-0.93,1.18,9.84,-0.02,-0.05,0.05,5.01,-1.13,-88.21
32591,-0.93,1.25,9.85,-0.01,-0.07,0.04,4.98,-0.83,-87.81
32598,-0.96,1.34,9.86,-0.01,-0.09,0.02,4.82,-0.75,-87.83
32605,-0.92,1.39,9.85,-0.01,-0.09,0.02,5.16,-0.50,-87.85
32612,-0.88,1.44,9.83,-0.02,-0.11,0.01,4.40,-0.28,-88.67
32619,-0.81,1.48,9.85,-0.03,-0.12,-0.00,4.50,0.72,-85.81
32626,-0.69,1.57,9.83,-0.05,-0.14,-0.02,4.21,0.54,-88.63
32633,-0.63,1.60,9.84,-0.05,-0.14,-0.02,4.30,-0.10,-89.02
32640,-0.40,1.73,9.76,-0.06,-0.15,-0.04,4.37,0.38,-89.32
32647,-0.29,1.79,9.73,-0.08,-0.15,-0.05,4.62,0.06,-89.35
32654,-0.05,1.92,9.68,-0.10,-0.15,-0.05,4.49,-0.34,-88.50
32661,0.05,1.88,9.64,-0.10,-0.15,-0.05,4.60,-0.29,-86.69
32668,0.17,1.77,9.63,-0.11,-0.14,-0.04,3.73,1.70,-85.41
32675,0.20,1.74,9.63,-0.11,-0.13,-0.03,4.12,-0.23,-89.01
32682,0.27,1.71,9.66,-0.11,-0.11,-0.04,4.41,-0.31,-88.66
32689,0.32,1.72,9.71,-0.11,-0.11,-0.04,4.21,-0.23,-88.40
32696,0.40,1.82,9.81,-0.11,-0.10,-0.06,4.59,-0.16,-88.66
32703,0.42,1.86,9.86,-0.12,-0.08,-0.06,4.37,0.16,-88.25
32710,0.38,1.83,9.93,-0.15,-0.06,-0.06,4.71,0.10,-88.15
32717,0.34,1.78,9.94,-0.15,-0.06,-0.06,3.98,1.32,-83.73
32724,0.31,1.50,9.88,-0.19,-0.04,-0.05,3.84,-0.12,-88.09
32731,0.20,1.32,9.88,-0.23,-0.02,-0.06,3.89,-0.20,-88.10
32738,-0.04,1.11,9.83,-0.23,0.00,-0.07,3.96,3.58,-88.41
32745,-0.18,1.01,9.82,-0.23,0.00,-0.07,3.48,0.66,-88.21
32752,-0.42,0.95,9.85,-0.20,0.01,-0.08,3.83,0.77,-88.23
32759,-0.52,0.94,9.85,-0.17,0.00,-0.08,3.35,0.89,-84.23
32766,-0.68,0.84,9.94,-0.16,-0.00,-0.09,3.05,2.18,-84.90
32773,-0.79,0.85,9.91,-0.16,-0.00,-0.09,3.96,1.27,-88.31
32780,-0.98,0.61,10.00,-0.16,-0.01,-0.11,4.05,1.07,-88.25
32787,-1.10,0.55,10.03,-0.15,-0.02,-0.13,4.15,1.23,-88.34
32794,-1.39,0.37,10.18,-0.13,-0.05,-0.17,4.06,0.96,-87.85
32801,-1.50,0.34,10.19,-0.13,-0.05,-0.17,3.81,1.26,-87.58
32808,-1.69,0.32,10.24,-0.11,-0.08,-0.23,3.80,1.10,-87.14
32815,-1.71,0.38,10.24,-0.09,-0.12,-0.30,2.75,2.56,-84.27
32822,-1.74,0.53,10.08,-0.08,-0.16,-0.38,3.38,1.02,-87.94
32829,-1.69,0.61,9.98,-0.08,-0.16,-0.38,3.57,0.89,-87.94
32836,-1.59,0.83,9.77,-0.09,-0.19,-0.45,3.54,1.32,-88.00
32843,-1.43,0.88,9.66,-0.12,-0.22,-0.51,3.60,1.45,-88.19
32850,-0.95,0.86,9.36,-0.15,-0.26,-0.55,3.20,1.65,-88.72
32857,-0.76,0.83,9.33,-0.15,-0.26,-0.55,3.23,2.40,-84.49
32864,-0.38,0.82,9.18,-0.16,-0.27,-0.60,2.63,3.36,-87.94
32871,-0.25,0.80,9.17,-0.14,-0.27,-0.65,3.38,1.78,-88.61
32878,0.06,0.71,9.14,-0.12,-0.27,-0.69,3.14,1.78,-88.95
32885,0.23,0.64,9.18,-0.12,-0.27,-0.69,3.26,2.16,-89.16
32892,0.48,0.60,9.34,-0.09,-0.26,-0.72,3.57,1.80,-88.60
32899,0.57,0.63,9.42,-0.06,-0.24,-0.72,3.23,1.26,-87.99
32906,0.86,0.56,9.64,-0.04,-0.22,-0.70,3.00,1.64,-86.33
32913,1.03,0.53,9.69,-0.04,-0.22,-0.70,2.28,3.81,-86.80
32920,1.36,0.47,9.83,-0.05,-0.20,-0.67,2.84,1.90,-87.83
32927,1.45,0.46,9.93,-0.06,-0.17,-0.61,2.67,1.84,-88.09
32934,1.66,0.43,10.07,-0.06,-0.13,-0.52,2.62,2.22,-87.64
32941,1.77,0.45,10.11,-0.06,-0.13,-0.52,2.43,1.93,-88.26
