timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
17387,-0.03,1.39,9.72,0.03,-0.00,-0.01,0.75,1.23,-85.12
17394,0.00,1.36,9.70,0.02,-0.01,-0.01,-0.04,-0.35,-89.61
17401,0.03,1.43,9.60,0.03,-0.01,-0.02,0.95,-0.26,-89.42
17408,0.02,1.50,9.63,0.03,-0.01,-0.02,0.79,-0.61,-90.13
17415,-0.07,1.72,9.81,0.07,-0.01,-0.02,1.11,-0.63,-89.45
17422,-0.12,1.82,9.96,0.11,-0.01,0.00,0.88,-0.72,-90.03
17429,-0.03,1.83,10.18,0.11,-0.02,-0.00,0.67,-0.88,-90.31
17436,0.04,1.81,10.20,0.11,-0.02,-0.00,0.73,-1.21,-86.99
17443,0.17,1.73,10.01,0.07,-0.03,-0.04,3.64,-1.04,-90.72
17450,0.20,1.67,9.90,0.02,-0.03,-0.07,0.66,-0.72,-90.25
17457,0.22,1.43,9.73,-0.02,-0.02,-0.08,0.39,-0.72,-90.38
17464,0.17,1.33,9.72,-0.02,-0.02,-0.08,0.41,-0.58,-90.65
17471,0.09,1.12,9.72,-0.03,-0.01,-0.06,1.10,-0.42,-90.69
17478,0.09,0.97,9.72,-0.04,-0.01,-0.05,0.67,-0.31,-90.22
17485,0.02,0.85,9.58,-0.05,-0.00,-0.05,-0.38,0.76,-84.93
17492,0.03,0.76,9.50,-0.05,-0.00,-0.05,0.13,-0.70,-89.54
17499,-0.01,0.79,9.47,-0.04,-0.00,-0.05,0.31,-1.36,-89.67
17506,-0.06,0.89,9.56,0.01,-0.00,-0.04,0.91,-0.89,-89.52
17513,-0.15,1.11,9.74,0.06,-0.01,-0.04,0.42,-1.45,-89.96
17520,-0.17,1.16,9.82,0.06,-0.01,-0.04,0.92,-0.72,-89.75
17527,-0.06,1.25,9.89,0.07,-0.01,-0.05,0.63,-1.27,-89.54
17534,0.00,1.34,9.89,0.07,-0.02,-0.08,0.18,-0.67,-84.49
17541,0.15,1.38,9.84,0.06,-0.02,-0.10,-0.15,0.09,-90.11
17548,0.18,1.41,9.84,0.06,-0.02,-0.10,0.63,-1.08,-90.81
17555,0.25,1.41,9.84,0.05,-0.02,-0.11,0.38,-0.92,-90.40
17562,0.24,1.36,9.84,0.03,-0.02,-0.10,0.48,-0.48,-90.35
17569,0.17,1.27,9.78,0.03,-0.01,-0.08,0.53,-0.48,-90.11
17576,0.12,1.21,9.75,0.01,-0.01,-0.08,0.69,-0.32,-88.91
17583,0.04,1.12,9.67,0.00,-0.01,-0.06,-0.26,0.69,-87.28
17590,0.03,1.11,9.66,0.01,-0.01,-0.04,0.54,-0.38,-90.57
17597,-0.00,1.14,9.66,0.01,-0.01,-0.03,0.61,-0.53,-90.30
17604,0.02,1.17,9.68,0.03,-0.01,-0.03,0.44,-0.80,-89.59
17611,0.08,1.56,9.50,0.06,-0.01,-0.05,0.41,-1.14,-89.68
17618,0.11,1.11,9.98,0.07,-0.01,-0.07,0.42,-1.27,-89.97
17625,0.15,1.53,9.81,0.07,-0.01,-0.08,0.51,-0.94,-88.95
17632,0.25,1.43,9.84,0.09,-0.01,-0.08,0.56,1.15,-85.28
17639,0.17,1.58,9.82,0.09,-0.00,-0.08,-0.66,-0.91,-89.54
17646,0.20,1.44,9.88,0.11,0.00,-0.06,0.60,-1.05,-90.40
17653,0.14,1.26,9.81,0.11,0.00,-0.03,0.28,-0.88,-89.70
17660,0.26,1.42,9.68,0.13,0.00,-0.03,0.38,-1.32,-90.79
17667,0.14,1.27,9.67,0.15,-0.00,-0.01,0.18,-1.59,-90.60
17674,0.40,1.43,9.40,0.16,0.00,-0.01,0.85,-0.92,-87.40
17681,0.43,1.07,9.44,0.16,0.00,0.00,-0.23,1.11,-89.59
17688,0.23,1.09,9.46,0.15,0.00,0.00,0.88,-0.83,-91.19
17695,0.25,1.07,9.49,0.19,0.01,0.04,0.26,-1.18,-90.15
17702,0.20,1.06,9.59,0.22,0.01,0.06,0.50,-1.33,-89.75
17709,0.00,1.29,9.71,0.22,0.03,0.08,0.63,-1.86,-89.99
17716,-0.09,1.41,9.79,0.26,0.03,0.08,0.60,-1.91,-89.84
17723,-0.09,1.66,9.83,0.28,0.04,0.08,0.72,-1.89,-89.43
17730,-0.16,1.76,9.91,0.27,0.03,0.06,0.57,-0.19,-84.79
17737,-0.08,2.02,9.85,0.27,0.02,0.03,0.67,-1.99,-89.62
17744,-0.03,2.15,9.78,0.26,0.02,0.03,0.53,-2.06,-89.45
17751,-0.14,2.22,9.87,0.23,0.01,0.00,0.91,-2.10,-89.99
17758,-0.21,2.21,9.90,0.20,0.01,-0.00,0.86,-2.15,-90.32
17765,-0.29,2.09,9.84,0.20,0.01,-0.01,1.13,-2.02,-90.60
17772,-0.28,1.92,9.80,0.15,0.01,-0.01,0.89,-2.18,-85.25
17779,-0.16,1.61,9.76,0.10,0.00,-0.03,-0.09,-0.95,-89.65
17786,-0.07,1.57,9.73,0.08,-0.01,-0.07,0.20,-1.74,-90.15
17793,0.05,1.75,9.82,0.08,-0.02,-0.11,0.91,-1.77,-89.67
17800,0.14,1.89,9.87,0.10,-0.02,-0.11,0.82,-1.86,-89.87
17807,0.30,2.08,9.92,0.10,-0.02,-0.12,1.05,-1.52,-89.49
17814,0.37,2.08,9.91,0.08,-0.02,-0.11,0.94,-1.61,-89.99
