timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
21808,0.79,2.99,9.41,-0.00,-0.00,-0.03,-15.16,-82.20
21815,0.77,2.92,9.37,-0.01,-0.00,-0.01,-14.50,-83.53
21822,0.73,2.89,9.37,-0.01,0.00,0.01,-14.24,-84.04
21829,0.62,2.87,9.39,-0.01,0.00,0.03,-13.94,-84.01
21836,0.56,2.87,9.39,-0.01,0.00,0.03,-14.34,-84.70
21843,0.50,2.91,9.43,-0.00,0.01,0.04,-14.16,-84.23
21850,0.48,2.95,9.43,-0.00,0.01,0.04,-14.25,-84.39
21857,0.50,3.03,9.44,-0.00,0.01,0.02,-14.37,-82.48
21864,0.50,3.05,9.45,0.00,0.00,0.02,-14.82,-84.27
21871,0.54,3.08,9.45,-0.00,0.00,0.01,-14.09,-84.46
21878,0.56,3.08,9.45,-0.01,0.00,-0.00,-14.47,-84.10
21885,0.59,3.07,9.43,-0.01,0.00,-0.01,-14.12,-84.45
21892,0.61,3.05,9.42,-0.02,0.00,-0.01,-14.54,-84.19
21899,0.64,2.98,9.43,-0.03,0.00,-0.00,-13.93,-83.62
21906,0.64,2.94,9.42,-0.03,0.00,0.00,-15.07,-81.79
21913,0.64,2.91,9.42,-0.03,0.00,0.01,-14.15,-83.22
21920,0.64,2.89,9.41,-0.03,0.00,0.01,-14.06,-83.12
21927,0.61,2.88,9.41,-0.03,0.00,0.01,-14.43,-83.67
21934,0.60,2.87,9.41,-0.03,0.01,0.02,-14.06,-83.70
21941,0.59,2.87,9.40,-0.03,0.01,0.03,-13.86,-83.62
21948,0.59,2.86,9.40,-0.03,0.01,0.03,-14.29,-83.41
21955,0.58,2.88,9.42,-0.03,0.01,0.03,-14.50,-82.15
21962,0.57,2.88,9.42,-0.03,0.01,0.03,-14.02,-83.34
21969,0.56,2.90,9.42,-0.03,0.01,0.03,-13.96,-83.38
