timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
21624,-2.49,0.14,9.49,-0.25,0.44,-0.32,7.61,5.35,-83.91
21631,-2.50,0.11,9.43,-0.25,0.44,-0.32,8.46,4.24,-86.96
21638,-2.56,0.08,9.41,-0.25,0.42,-0.32,8.73,3.68,-86.79
21645,-2.56,-0.01,9.34,-0.25,0.40,-0.31,8.17,4.05,-87.69
21652,-2.54,-0.05,9.31,-0.26,0.37,-0.30,8.14,4.43,-86.99
21659,-2.53,-0.07,9.20,-0.26,0.37,-0.30,8.54,4.03,-86.82
21666,-2.48,-0.03,9.14,-0.26,0.35,-0.30,8.62,4.34,-86.29
21673,-2.47,0.04,9.10,-0.25,0.32,-0.30,8.39,5.69,-81.12
21680,-2.48,0.07,9.09,-0.25,0.31,-0.29,8.62,4.09,-86.52
21687,-2.52,0.07,9.14,-0.25,0.31,-0.29,9.12,4.11,-87.17
21694,-2.60,0.03,9.14,-0.26,0.30,-0.28,9.28,4.31,-86.93
21701,-2.67,-0.10,9.13,-0.28,0.30,-0.26,9.54,4.60,-86.54
21708,-2.77,-0.15,9.17,-0.29,0.30,-0.24,9.54,4.87,-87.04
21715,-2.83,-0.19,9.21,-0.29,0.30,-0.24,9.38,5.29,-83.03
21722,-2.89,-0.21,9.24,-0.28,0.29,-0.24,8.74,6.83,-86.64
21729,-2.94,-0.12,9.32,-0.26,0.29,-0.24,9.27,5.77,-87.04
21736,-3.03,-0.09,9.37,-0.25,0.28,-0.25,9.41,5.71,-86.90
21743,-3.05,-0.11,9.48,-0.25,0.28,-0.25,9.59,5.80,-86.52
21750,-3.06,-0.18,9.52,-0.25,0.27,-0.26,9.76,5.71,-86.29
21757,-3.04,-0.39,9.53,-0.27,0.25,-0.27,9.51,6.11,-85.72
21764,-2.94,-0.49,9.49,-0.28,0.23,-0.29,9.76,5.67,-86.09
