timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
61791,4.56,-1.78,8.96,0.04,0.05,-0.00
61797,4.60,-1.70,8.96,0.04,0.06,-0.01
61803,4.60,-1.59,8.96,0.05,0.07,-0.02
61809,4.60,-1.59,8.96,0.05,0.07,-0.02
61815,4.51,-1.45,8.95,0.04,0.08,-0.02
61821,4.40,-1.41,8.95,0.04,0.09,-0.01
61827,4.40,-1.41,8.95,0.03,0.09,-0.01
61833,4.33,-1.46,8.93,0.01,0.09,0.00
61839,4.33,-1.46,8.87,0.01,0.09,0.00
61845,4.33,-1.60,8.87,-0.01,0.10,-0.00
61851,4.39,-1.76,8.83,-0.01,0.10,-0.01
61857,4.39,-1.76,8.83,-0.01,0.10,-0.01
61863,4.43,-1.91,8.83,-0.00,0.10,-0.02
61869,4.46,-1.97,8.85,0.01,0.11,-0.03
61875,4.46,-1.97,8.85,0.01,0.11,-0.03
61881,4.46,-1.96,8.86,0.03,0.12,-0.05
61887,4.44,-1.91,8.89,0.04,0.13,-0.07
61893,4.44,-1.91,8.89,0.04,0.13,-0.07
61899,4.41,-1.84,8.93,0.05,0.14,-0.09
61905,4.37,-1.73,8.96,0.05,0.14,-0.11
61911,4.37,-1.73,8.96,0.06,0.15,-0.11
61917,4.31,-1.66,9.01,0.07,0.16,-0.12
61923,4.31,-1.66,9.07,0.07,0.16,-0.12
61929,4.30,-1.62,9.07,0.06,0.17,-0.13
61935,4.36,-1.70,9.11,0.05,0.18,-0.14
61941,4.36,-1.70,9.11,0.05,0.18,-0.14
61947,4.44,-1.81,9.12,0.04,0.19,-0.15
61953,4.49,-1.87,9.07,0.03,0.20,-0.16
61959,4.49,-1.87,9.07,0.03,0.20,-0.16
61965,4.53,-1.93,8.98,0.04,0.22,-0.18
61971,4.58,-1.91,8.87,0.05,0.23,-0.20
61977,4.58,-1.91,8.87,0.05,0.23,-0.20
61983,4.61,-1.77,8.76,0.07,0.25,-0.23
61989,4.66,-1.60,8.77,0.07,0.25,-0.26
61995,4.66,-1.60,8.77,0.09,0.27,-0.26
62001,4.74,-1.38,8.85,0.12,0.29,-0.28
62007,4.74,-1.38,8.85,0.12,0.29,-0.28
62013,4.75,-1.08,8.87,0.12,0.32,-0.30
62019,4.73,-0.81,8.77,0.10,0.34,-0.32
62025,4.73,-0.81,8.77,0.10,0.34,-0.32
62031,4.65,-0.73,8.69,0.06,0.36,-0.33
62037,4.60,-0.71,8.56,0.03,0.36,-0.32
62043,4.60,-0.71,8.56,0.03,0.36,-0.32
62049,4.55,-0.74,8.48,0.01,0.37,-0.29
62055,4.54,-0.90,8.48,-0.01,0.36,-0.25
62061,4.54,-0.90,8.48,-0.01,0.36,-0.25
62067,4.53,-1.07,8.66,-0.01,0.36,-0.20
62073,4.52,-1.16,8.91,-0.01,0.36,-0.16
62079,4.52,-1.16,8.91,0.01,0.37,-0.16
62085,4.48,-1.19,9.14,0.02,0.38,-0.14
62091,4.48,-1.19,9.14,0.02,0.38,-0.14
62097,4.49,-1.30,9.26,0.00,0.39,-0.13
62103,4.54,-1.38,9.23,-0.02,0.40,-0.13
62109,4.54,-1.38,9.23,-0.02,0.40,-0.13
62115,4.55,-1.40,9.01,-0.05,0.40,-0.14
62121,4.48,-1.36,8.73,-0.06,0.41,-0.13
62127,4.48,-1.36,8.73,-0.06,0.41,-0.13
62133,4.38,-1.31,8.46,-0.06,0.42,-0.10
62139,4.19,-1.27,8.31,-0.06,0.43,-0.06
62145,4.19,-1.27,8.31,-0.06,0.43,-0.06
62151,3.96,-1.27,8.30,-0.04,0.43,-0.00
62157,3.70,-1.35,8.40,-0.04,0.43,-0.00
62163,3.70,-1.35,8.40,-0.02,0.44,0.04
62169,3.41,-1.47,8.66,-0.00,0.45,0.07
62175,3.41,-1.47,8.66,-0.00,0.45,0.07
62181,3.19,-1.63,8.97,0.01,0.46,0.07
62187,2.98,-1.82,9.32,0.01,0.47,0.05
62193,2.98,-1.82,9.32,0.01,0.47,0.05
62199,2.87,-2.02,9.61,0.01,0.47,0.01
62205,2.83,-2.15,9.74,0.01,0.46,-0.04
62211,2.83,-2.15,9.74,0.01,0.46,-0.04
62217,2.79,-2.16,9.74,0.01,0.45,-0.10
62223,2.84,-2.14,9.61,0.01,0.43,-0.16
62229,2.84,-2.14,9.61,0.01,0.43,-0.16
62235,2.89,-2.08,9.40,0.02,0.42,-0.23
62241,2.94,-1.95,9.20,0.02,0.42,-0.23
62247,2.94,-1.95,9.20,0.04,0.41,-0.27
62253,3.07,-1.83,9.06,0.07,0.40,-0.30
62259,3.07,-1.83,9.06,0.07,0.40,-0.30
62265,3.16,-1.69,9.00,0.10,0.39,-0.31
62271,3.21,-1.56,8.97,0.12,0.39,-0.30
62277,3.21,-1.56,8.97,0.12,0.39,-0.30
62283,3.28,-1.46,8.94,0.13,0.39,-0.27
62289,3.26,-1.44,8.96,0.12,0.38,-0.24
62295,3.26,-1.44,8.96,0.12,0.38,-0.24
62301,3.24,-1.49,9.00,0.12,0.38,-0.20
62307,3.23,-1.55,9.05,0.12,0.38,-0.17
62313,3.23,-1.55,9.05,0.12,0.38,-0.17
62319,3.20,-1.54,9.12,0.14,0.38,-0.17
62325,3.08,-1.46,9.20,0.14,0.38,-0.17
62331,3.08,-1.46,9.20,0.16,0.39,-0.17
62337,2.99,-1.37,9.23,0.16,0.38,-0.19
62343,2.99,-1.37,9.23,0.16,0.38,-0.19
62349,2.92,-1.28,9.23,0.16,0.38,-0.21
62355,2.84,-1.28,9.26,0.16,0.37,-0.22
62361,2.84,-1.28,9.26,0.16,0.37,-0.22
62367,2.70,-1.16,9.33,0.18,0.36,-0.21
62373,2.60,-0.99,9.42,0.18,0.35,-0.18
62379,2.60,-0.99,9.42,0.18,0.35,-0.18
62385,2.50,-0.94,9.55,0.17,0.34,-0.16
62391,2.49,-0.97,9.61,0.17,0.32,-0.15
62397,2.49,-0.97,9.61,0.17,0.32,-0.15
62403,2.50,-0.92,9.62,0.16,0.30,-0.16
62409,2.56,-0.89,9.57,0.16,0.30,-0.16
62415,2.56,-0.89,9.57,0.15,0.29,-0.18
62421,2.62,-0.92,9.49,0.14,0.27,-0.20
62427,2.62,-0.92,9.49,0.14,0.27,-0.20
62433,2.71,-1.00,9.39,0.15,0.27,-0.21
62439,2.79,-1.11,9.33,0.16,0.27,-0.20
62445,2.79,-1.11,9.33,0.16,0.27,-0.20
62451,2.89,-1.21,9.40,0.19,0.27,-0.19
62457,2.91,-1.15,9.49,0.21,0.28,-0.18
62463,2.91,-1.15,9.49,0.21,0.28,-0.18
62469,2.93,-1.05,9.49,0.20,0.28,-0.15
62475,2.90,-1.07,9.39,0.17,0.28,-0.12
62481,2.90,-1.07,9.39,0.17,0.28,-0.12
62487,2.87,-1.20,9.24,0.14,0.28,-0.08
62493,2.87,-1.28,9.08,0.14,0.28,-0.08
62499,2.82,-1.28,9.08,0.15,0.28,-0.04
62505,2.74,-1.23,9.00,0.19,0.28,-0.02
62511,2.74,-1.23,9.00,0.19,0.28,-0.02
62517,2.63,-1.10,9.10,0.24,0.28,-0.02
62523,2.50,-0.97,9.33,0.27,0.29,-0.04
62529,2.50,-0.97,9.33,0.27,0.29,-0.04
62535,2.39,-0.81,9.61,0.29,0.30,-0.07
62541,2.29,-0.61,9.88,0.29,0.31,-0.10
62547,2.29,-0.61,9.88,0.29,0.31,-0.10
62553,2.21,-0.42,10.04,0.26,0.32,-0.13
62559,2.14,-0.32,10.03,0.22,0.32,-0.15
62565,2.14,-0.32,10.03,0.22,0.32,-0.15
62571,2.10,-0.29,9.90,0.17,0.31,-0.14
62577,2.10,-0.36,9.70,0.17,0.31,-0.14
62583,2.12,-0.36,9.70,0.14,0.30,-0.13
62589,2.18,-0.42,9.54,0.13,0.29,-0.12
62595,2.18,-0.42,9.54,0.13,0.29,-0.12
62601,2.22,-0.47,9.50,0.14,0.28,-0.11
62607,2.26,-0.42,9.52,0.16,0.27,-0.12
62613,2.26,-0.42,9.52,0.16,0.27,-0.12
62619,2.32,-0.36,9.59,0.17,0.27,-0.13
62625,2.38,-0.33,9.66,0.16,0.27,-0.13
62631,2.38,-0.33,9.66,0.16,0.27,-0.13
62637,2.39,-0.31,9.74,0.15,0.27,-0.13
62643,2.37,-0.26,9.82,0.15,0.28,-0.11
62649,2.37,-0.26,9.82,0.13,0.28,-0.11
62655,2.29,-0.28,9.88,0.10,0.28,-0.07
62661,2.29,-0.34,9.91,0.10,0.28,-0.07
62667,2.16,-0.34,9.91,0.07,0.29,-0.03
62673,2.01,-0.36,9.88,0.05,0.29,0.02
62679,2.01,-0.36,9.88,0.05,0.29,0.02
62685,1.85,-0.38,9.82,0.03,0.29,0.05
62691,1.71,-0.42,9.73,0.01,0.29,0.07
62697,1.71,-0.42,9.73,0.01,0.29,0.07
62703,1.59,-0.51,9.64,0.00,0.28,0.06
62709,1.53,-0.58,9.57,0.01,0.29,0.04
62715,1.53,-0.58,9.57,0.01,0.29,0.04
62721,1.49,-0.63,9.62,0.02,0.29,-0.00
62727,1.43,-0.54,9.72,0.02,0.30,-0.05
62733,1.43,-0.54,9.72,0.05,0.30,-0.05
62739,1.35,-0.43,9.84,0.05,0.31,-0.10
62745,1.35,-0.43,9.87,0.05,0.31,-0.10
62751,1.26,-0.34,9.87,0.02,0.32,-0.15
62757,1.15,-0.41,9.78,-0.02,0.33,-0.17
62763,1.15,-0.41,9.78,-0.02,0.33,-0.17
62769,1.09,-0.60,9.66,-0.05,0.33,-0.18
62775,1.04,-0.82,9.50,-0.05,0.32,-0.17
62781,1.04,-0.82,9.50,-0.05,0.32,-0.17
62787,1.09,-1.05,9.41,-0.03,0.31,-0.17
62793,1.14,-1.21,9.36,0.00,0.29,-0.17
62799,1.14,-1.21,9.36,0.00,0.29,-0.17
62805,1.26,-1.31,9.36,0.04,0.28,-0.18
62811,1.43,-1.35,9.43,0.04,0.28,-0.19
62817,1.43,-1.35,9.43,0.08,0.28,-0.19
62823,1.54,-1.28,9.54,0.12,0.27,-0.20
62829,1.54,-1.28,9.72,0.12,0.27,-0.20
62835,1.59,-1.12,9.72,0.16,0.27,-0.21
62841,1.58,-0.82,9.91,0.18,0.28,-0.20
62847,1.58,-0.82,9.91,0.18,0.28,-0.20
62853,1.56,-0.55,10.05,0.18,0.28,-0.17
62859,1.53,-0.36,10.15,0.16,0.28,-0.15
62865,1.53,-0.36,10.15,0.16,0.28,-0.15
62871,1.56,-0.22,10.18,0.13,0.28,-0.13
62877,1.56,-0.05,10.11,0.11,0.28,-0.11
62883,1.56,-0.05,10.11,0.11,0.28,-0.11
62889,1.53,0.14,10.00,0.09,0.29,-0.10
62895,1.49,0.25,9.86,0.09,0.29,-0.08
62901,1.49,0.25,9.86,0.07,0.29,-0.08
62907,1.42,0.33,9.76,0.05,0.30,-0.05
62913,1.42,0.33,9.71,0.05,0.30,-0.05
62919,1.32,0.33,9.71,0.04,0.30,-0.02
62925,1.21,0.35,9.75,0.04,0.30,0.02
62931,1.21,0.35,9.75,0.04,0.30,0.02
62937,1.08,0.35,9.83,0.05,0.30,0.06
62943,0.96,0.31,9.89,0.05,0.31,0.09
62949,0.96,0.31,9.89,0.05,0.31,0.09
62955,0.87,0.16,9.91,0.02,0.30,0.10
62961,0.75,-0.06,9.81,-0.01,0.31,0.11
62967,0.75,-0.06,9.81,-0.01,0.31,0.11
62973,0.62,-0.35,9.70,-0.02,0.30,0.11
62979,0.54,-0.57,9.63,-0.02,0.30,0.12
62985,0.54,-0.57,9.63,-0.01,0.29,0.12
62991,0.48,-0.73,9.66,0.02,0.27,0.12
62997,0.48,-0.73,9.66,0.02,0.27,0.12
63003,0.48,-0.82,9.75,0.05,0.25,0.11
63009,0.51,-0.84,9.91,0.08,0.23,0.08
63015,0.51,-0.84,9.91,0.08,0.23,0.08
63021,0.58,-0.77,10.05,0.11,0.21,0.03
63027,0.67,-0.70,10.19,0.12,0.20,-0.02
63033,0.67,-0.70,10.19,0.12,0.20,-0.02
63039,0.72,-0.55,10.23,0.14,0.18,-0.07
63045,0.78,-0.37,10.17,0.14,0.18,-0.09
63051,0.78,-0.37,10.17,0.14,0.18,-0.09
63057,0.79,-0.20,10.06,0.14,0.17,-0.10
63063,0.82,-0.11,9.93,0.14,0.17,-0.09
63069,0.82,-0.11,9.93,0.14,0.16,-0.09
63075,0.84,-0.03,9.83,0.14,0.15,-0.06
63081,0.84,-0.03,9.83,0.14,0.15,-0.06
63087,0.86,0.01,9.78,0.14,0.14,-0.04
63093,0.90,0.03,9.75,0.14,0.14,-0.02
63099,0.90,0.03,9.75,0.14,0.14,-0.02
63105,0.90,0.06,9.77,0.14,0.13,-0.00
63111,0.90,0.12,9.82,0.13,0.12,0.01
63117,0.90,0.12,9.82,0.13,0.12,0.01
63123,0.92,0.15,9.91,0.11,0.11,0.02
63129,0.95,0.20,10.00,0.09,0.11,0.02
63135,0.95,0.20,10.00,0.09,0.11,0.02
63141,0.94,0.21,10.04,0.06,0.10,0.02
63147,0.98,0.23,9.99,0.06,0.10,0.02
63153,0.98,0.23,9.99,0.03,0.10,0.01
63159,1.00,0.21,9.90,0.01,0.10,0.01
63165,1.00,0.21,9.90,0.01,0.10,0.01
63171,1.03,0.22,9.81,0.01,0.10,0.02
63177,1.06,0.28,9.76,0.02,0.10,0.03
63183,1.06,0.28,9.76,0.02,0.10,0.03
63189,1.06,0.31,9.75,0.02,0.11,0.06
63195,1.02,0.29,9.77,-0.00,0.12,0.08
63201,1.02,0.29,9.77,-0.00,0.12,0.08
63207,0.97,0.26,9.82,-0.02,0.13,0.10
63213,0.89,0.19,9.86,-0.05,0.14,0.12
63219,0.89,0.19,9.86,-0.05,0.14,0.12
63225,0.79,0.08,9.89,-0.08,0.15,0.13
63231,0.64,-0.02,9.89,-0.08,0.15,0.13
63237,0.64,-0.02,9.89,-0.10,0.16,0.13
63243,0.48,-0.17,9.84,-0.12,0.17,0.11
63249,0.48,-0.17,9.84,-0.12,0.17,0.11
63255,0.29,-0.33,9.80,-0.13,0.18,0.07
63261,0.08,-0.45,9.77,-0.13,0.19,0.01
63267,0.08,-0.45,9.77,-0.13,0.19,0.01
63273,-0.09,-0.52,9.77,-0.13,0.19,-0.05
63279,-0.26,-0.54,9.79,-0.12,0.18,-0.12
63285,-0.26,-0.54,9.79,-0.12,0.18,-0.12
63291,-0.38,-0.59,9.82,-0.12,0.17,-0.17
63297,-0.43,-0.63,9.82,-0.12,0.15,-0.21
63303,-0.43,-0.63,9.82,-0.12,0.15,-0.21
63309,-0.38,-0.66,9.82,-0.10,0.12,-0.23
63315,-0.26,-0.65,9.82,-0.10,0.12,-0.23
63321,-0.26,-0.65,9.82,-0.08,0.08,-0.22
63327,-0.08,-0.58,9.83,-0.06,0.06,-0.20
63333,-0.08,-0.58,9.83,-0.06,0.06,-0.20
63339,0.19,-0.51,9.85,-0.05,0.03,-0.17
63345,0.46,-0.45,9.88,-0.04,0.02,-0.15
63351,0.46,-0.45,9.88,-0.04,0.02,-0.15
63357,0.71,-0.39,9.91,-0.04,0.02,-0.14
63363,0.87,-0.32,9.94,-0.05,0.03,-0.15
63369,0.87,-0.32,9.94,-0.05,0.03,-0.15
63375,0.96,-0.27,9.98,-0.07,0.04,-0.15
63381,0.97,-0.20,10.04,-0.07,0.05,-0.15
63387,0.97,-0.20,10.04,-0.07,0.05,-0.15
63393,0.94,-0.11,10.08,-0.08,0.06,-0.12
63399,0.89,-0.05,10.10,-0.08,0.06,-0.12
63405,0.89,-0.05,10.10,-0.09,0.07,-0.09
63411,0.78,-0.06,10.08,-0.10,0.08,-0.06
63417,0.78,-0.06,10.08,-0.10,0.08,-0.06
63423,0.65,-0.08,10.04,-0.11,0.09,-0.03
63429,0.52,-0.12,9.98,-0.12,0.10,-0.01
63435,0.52,-0.12,9.98,-0.12,0.10,-0.01
63441,0.36,-0.17,9.94,-0.12,0.10,-0.01
63447,0.23,-0.18,9.92,-0.12,0.10,-0.01
63453,0.23,-0.18,9.92,-0.12,0.10,-0.01
63459,0.11,-0.19,9.93,-0.13,0.09,-0.02
63465,0.00,-0.22,9.95,-0.13,0.08,-0.03
63471,0.00,-0.22,9.95,-0.13,0.08,-0.03
63477,-0.05,-0.25,9.96,-0.15,0.06,-0.05
63483,-0.05,-0.30,9.91,-0.15,0.06,-0.05
63489,-0.06,-0.30,9.91,-0.15,0.04,-0.06
63495,-0.02,-0.34,9.86,-0.16,0.03,-0.06
63501,-0.02,-0.34,9.86,-0.16,0.03,-0.06
63507,0.05,-0.38,9.79,-0.15,0.01,-0.04
63513,0.12,-0.37,9.76,-0.15,-0.00,-0.03
63519,0.12,-0.37,9.76,-0.15,-0.00,-0.03
63525,0.19,-0.39,9.75,-0.15,-0.01,-0.02
63531,0.21,-0.37,9.77,-0.15,-0.01,-0.02
63537,0.21,-0.37,9.77,-0.15,-0.01,-0.02
63543,0.24,-0.40,9.81,-0.15,-0.01,-0.03
63549,0.23,-0.39,9.84,-0.15,0.00,-0.05
63555,0.23,-0.39,9.84,-0.14,0.00,-0.05
63561,0.19,-0.33,9.92,-0.13,0.01,-0.07
63567,0.19,-0.29,10.00,-0.13,0.01,-0.07
63573,0.15,-0.29,10.00,-0.13,0.02,-0.08
63579,0.12,-0.30,10.08,-0.14,0.03,-0.08
63585,0.12,-0.30,10.08,-0.14,0.03,-0.08
63591,0.16,-0.38,10.12,-0.16,0.03,-0.07
63597,0.22,-0.56,10.11,-0.19,0.03,-0.07
63603,0.22,-0.56,10.11,-0.19,0.03,-0.07
63609,0.32,-0.76,10.05,-0.20,0.03,-0.06
63615,0.39,-0.92,9.96,-0.20,0.03,-0.07
63621,0.39,-0.92,9.96,-0.20,0.03,-0.07
63627,0.40,-1.05,9.89,-0.19,0.03,-0.07
63633,0.34,-1.14,9.84,-0.19,0.04,-0.07
63639,0.34,-1.14,9.84,-0.17,0.04,-0.07
63645,0.27,-1.16,9.87,-0.14,0.04,-0.05
63651,0.27,-1.16,9.90,-0.14,0.04,-0.05
63657,0.21,-1.16,9.90,-0.12,0.04,-0.04
63663,0.24,-1.16,9.95,-0.10,0.05,-0.04
63669,0.24,-1.16,9.95,-0.10,0.05,-0.04
63675,0.30,-1.22,9.94,-0.10,0.05,-0.05
63681,0.41,-1.28,9.86,-0.09,0.05,-0.09
63687,0.41,-1.28,9.86,-0.09,0.05,-0.09
63693,0.53,-1.34,9.74,-0.07,0.05,-0.13
63699,0.64,-1.34,9.62,-0.05,0.05,-0.15
63705,0.64,-1.34,9.62,-0.05,0.05,-0.15
63711,0.71,-1.25,9.54,-0.03,0.05,-0.14
63717,0.73,-1.14,9.54,-0.03,0.05,-0.12
63723,0.73,-1.14,9.54,-0.00,0.05,-0.12
63729,0.71,-0.99,9.54,0.02,0.05,-0.07
63735,0.71,-0.99,9.62,0.02,0.05,-0.07
63741,0.66,-0.86,9.62,0.03,0.05,-0.01
63747,0.59,-0.75,9.75,0.05,0.05,0.03
63753,0.59,-0.75,9.75,0.05,0.05,0.03
63759,0.52,-0.64,9.89,0.04,0.05,0.06
63765,0.45,-0.61,9.99,0.02,0.05,0.07
63771,0.45,-0.61,9.99,0.02,0.05,0.07
63777,0.38,-0.59,10.04,-0.00,0.05,0.06
63783,0.31,-0.58,10.01,-0.02,0.05,0.05
63789,0.31,-0.58,10.01,-0.02,0.05,0.05
63795,0.28,-0.56,9.94,-0.04,0.05,0.04
63801,0.27,-0.53,9.88,-0.04,0.05,0.03
63807,0.27,-0.53,9.88,-0.05,0.05,0.03
63813,0.27,-0.52,9.83,-0.06,0.04,0.02
63819,0.27,-0.52,9.83,-0.06,0.04,0.02
63825,0.26,-0.53,9.83,-0.06,0.04,0.01
63831,0.26,-0.54,9.84,-0.07,0.04,0.02
63837,0.26,-0.54,9.84,-0.07,0.04,0.02
63843,0.27,-0.55,9.87,-0.07,0.03,0.03
63849,0.25,-0.59,9.95,-0.08,0.03,0.04
63855,0.25,-0.59,9.95,-0.08,0.03,0.04
63861,0.25,-0.65,10.01,-0.08,0.02,0.05
63867,0.26,-0.69,10.04,-0.09,0.01,0.05
63873,0.26,-0.69,10.04,-0.09,0.01,0.05
63879,0.25,-0.69,10.02,-0.09,-0.00,0.04
63885,0.25,-0.68,9.99,-0.09,-0.00,0.03
63891,0.25,-0.68,9.99,-0.09,-0.01,0.03
63897,0.20,-0.67,9.97,-0.09,-0.01,0.03
63903,0.20,-0.67,9.92,-0.09,-0.01,0.03
63909,0.17,-0.72,9.92,-0.10,-0.01,0.03
63915,0.16,-0.86,9.90,-0.11,-0.02,0.03
63921,0.16,-0.86,9.90,-0.11,-0.02,0.03
63927,0.16,-0.97,9.88,-0.10,-0.03,0.04
63933,0.14,-1.07,9.86,-0.09,-0.03,0.05
63939,0.14,-1.07,9.86,-0.09,-0.03,0.05
63945,0.16,-1.07,9.81,-0.08,-0.03,0.05
63951,0.16,-1.02,9.72,-0.07,-0.03,0.04
63957,0.16,-1.02,9.72,-0.07,-0.03,0.04
63963,0.17,-0.96,9.65,-0.06,-0.04,0.01
63969,0.17,-0.88,9.63,-0.06,-0.04,-0.01
63975,0.17,-0.88,9.63,-0.05,-0.05,-0.01
63981,0.20,-0.82,9.68,-0.04,-0.05,-0.03
63987,0.20,-0.82,9.68,-0.04,-0.05,-0.03
63993,0.23,-0.82,9.78,-0.04,-0.06,-0.03
63999,0.24,-0.82,9.89,-0.04,-0.07,-0.03
64005,0.24,-0.82,9.89,-0.04,-0.07,-0.03
64011,0.27,-0.83,9.93,-0.05,-0.08,-0.02
64017,0.30,-0.86,9.91,-0.06,-0.08,-0.01
64023,0.30,-0.86,9.91,-0.06,-0.08,-0.01
64029,0.32,-0.90,9.85,-0.07,-0.08,-0.02
64035,0.35,-0.91,9.80,-0.07,-0.08,-0.04
64041,0.35,-0.91,9.80,-0.07,-0.08,-0.04
64047,0.39,-0.88,9.85,-0.07,-0.08,-0.07
64053,0.47,-0.84,9.91,-0.07,-0.08,-0.07
64059,0.47,-0.84,9.91,-0.06,-0.08,-0.09
64065,0.55,-0.81,9.96,-0.07,-0.09,-0.09
64071,0.55,-0.81,9.96,-0.07,-0.09,-0.09
64077,0.63,-0.79,10.00,-0.08,-0.09,-0.08
64083,0.70,-0.80,10.00,-0.09,-0.10,-0.06
64089,0.70,-0.80,10.00,-0.09,-0.10,-0.06
64095,0.74,-0.82,9.96,-0.11,-0.10,-0.03
64101,0.73,-0.88,9.91,-0.11,-0.10,-0.01
64107,0.73,-0.88,9.91,-0.11,-0.10,-0.01
64113,0.71,-0.96,9.86,-0.12,-0.10,0.01
64119,0.73,-1.04,9.83,-0.11,-0.10,0.02
64125,0.73,-1.04,9.83,-0.11,-0.10,0.02
64131,0.77,-1.09,9.81,-0.11,-0.10,0.02
64137,0.84,-1.08,9.76,-0.11,-0.10,0.02
64143,0.84,-1.08,9.76,-0.10,-0.09,0.01
64149,0.94,-1.02,9.66,-0.09,-0.08,-0.01
64155,0.94,-1.02,9.66,-0.09,-0.08,-0.01
64161,1.01,-0.87,9.56,-0.08,-0.06,-0.03
64167,1.01,-0.60,9.53,-0.05,-0.04,-0.05
64173,1.01,-0.60,9.53,-0.05,-0.04,-0.05
64179,0.95,-0.32,9.61,-0.04,-0.03,-0.04
64185,0.90,-0.16,9.75,-0.07,-0.02,-0.02
64191,0.90,-0.16,9.75,-0.07,-0.02,-0.02
64197,0.92,-0.22,9.84,-0.10,-0.01,0.01
64203,0.93,-0.41,9.89,-0.14,-0.00,0.04
64209,0.93,-0.41,9.89,-0.14,-0.00,0.04
64215,0.92,-0.65,9.92,-0.17,0.01,0.06
64221,0.86,-0.87,9.96,-0.17,0.01,0.06
64227,0.86,-0.87,9.96,-0.19,0.02,0.06
64233,0.72,-1.08,10.00,-0.20,0.03,0.06
64239,0.72,-1.08,10.00,-0.20,0.03,0.06
64245,0.51,-1.26,10.03,-0.22,0.04,0.05
