timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
12572,0.96,-0.37,9.88,0.01,0.00,0.04,-0.13,7.22,-82.43
12579,0.95,-0.35,9.87,0.01,0.00,0.04,-0.57,6.07,-86.90
12586,0.95,-0.37,9.86,0.01,0.00,0.04,0.03,5.95,-87.66
12593,0.96,-0.36,9.84,0.01,0.00,0.04,0.57,6.08,-86.31
12600,0.96,-0.36,9.83,0.01,0.00,0.04,0.26,6.36,-86.96
12607,0.97,-0.36,9.84,0.01,0.00,0.03,0.47,6.09,-86.63
12614,0.95,-0.39,9.83,0.01,0.00,0.02,0.60,5.96,-86.55
12621,0.95,-0.40,9.84,0.01,0.00,0.01,0.12,5.95,-83.05
12628,0.95,-0.41,9.84,0.01,0.00,0.01,-0.67,7.28,-84.29
12635,0.95,-0.44,9.85,0.01,-0.00,0.00,0.15,5.63,-86.20
12642,0.95,-0.44,9.86,0.01,-0.00,-0.00,-0.01,5.52,-86.10
12649,0.96,-0.45,9.86,0.02,-0.01,-0.01,-0.07,5.70,-86.28
12656,0.98,-0.45,9.87,0.02,-0.01,-0.01,0.63,5.55,-86.86
12663,1.01,-0.45,9.88,0.01,-0.01,-0.01,0.03,5.25,-86.92
12670,1.03,-0.44,9.90,0.02,-0.01,-0.00,0.16,5.22,-87.24
12677,1.02,-0.39,9.90,0.02,-0.01,-0.00,-1.23,7.10,-89.40
12684,1.01,-0.37,9.91,0.02,-0.01,-0.00,0.06,5.93,-87.58
12691,1.01,-0.33,9.90,0.02,-0.01,0.00,-0.13,5.45,-87.68
12698,1.02,-0.32,9.89,0.01,-0.01,0.01,0.16,5.73,-87.56
12705,1.00,-0.30,9.88,0.01,-0.01,0.01,0.20,5.61,-87.80
12712,0.99,-0.29,9.84,0.01,-0.01,0.01,0.25,5.71,-86.76
12719,0.96,-0.30,9.83,0.01,-0.00,0.02,0.37,6.33,-82.59
12726,0.97,-0.33,9.81,0.00,-0.00,0.01,-0.98,6.52,-86.60
12733,0.98,-0.28,9.81,0.01,-0.00,0.01,0.13,5.57,-86.76
12740,0.95,-0.28,9.81,0.01,-0.00,0.01,-0.48,5.52,-86.25
12747,0.96,-0.29,9.84,0.00,-0.00,-0.00,0.13,5.57,-86.76
12754,0.96,-0.29,9.85,0.00,-0.01,-0.01,-0.44,5.51,-86.55
12761,0.98,-0.29,9.86,0.00,-0.01,-0.02,0.26,5.35,-86.03
12768,1.00,-0.30,9.88,0.00,-0.01,-0.02,-0.10,5.57,-85.17
12775,1.03,-0.29,9.89,-0.00,-0.01,-0.02,-1.02,7.28,-83.03
12782,1.05,-0.32,9.88,-0.00,-0.01,-0.02,-0.19,5.39,-87.18
12789,1.08,-0.33,9.90,-0.01,-0.01,-0.01,-0.19,5.32,-87.27
12796,1.09,-0.35,9.88,-0.01,-0.01,-0.01,-0.47,5.33,-87.49
12803,1.09,-0.38,9.84,-0.01,-0.01,-0.01,0.03,5.36,-87.84
12810,1.13,-0.39,9.82,-0.01,-0.00,-0.01,0.18,6.12,-87.24
12817,1.08,-0.39,9.80,-0.01,0.00,-0.00,0.47,8.04,-82.61
12824,1.08,-0.39,9.79,-0.01,0.00,-0.00,-0.50,5.90,-87.17
12831,1.04,-0.37,9.80,-0.00,0.00,0.00,-0.16,5.70,-87.81
12838,1.01,-0.38,9.81,0.00,0.00,0.01,-0.38,5.89,-86.77
12845,0.98,-0.36,9.85,0.00,0.00,0.01,-0.06,5.73,-86.60
12852,0.98,-0.34,9.87,0.00,0.00,0.01,0.06,5.51,-86.52
12859,0.97,-0.34,9.92,0.01,0.00,0.01,0.39,6.02,-86.50
12866,0.99,-0.37,9.92,0.01,0.00,0.01,0.34,5.16,-82.84
12873,1.00,-0.41,9.93,0.01,-0.00,0.00,-0.69,6.53,-84.87
12880,1.03,-0.41,9.94,0.01,-0.00,0.00,0.01,5.58,-86.89
12887,1.06,-0.40,9.88,0.01,-0.00,-0.00,0.18,5.22,-87.59
12894,1.07,-0.42,9.87,0.01,-0.00,-0.00,-0.45,5.57,-86.96
12901,1.09,-0.42,9.85,0.01,-0.00,0.00,-0.01,4.93,-87.39
12908,1.09,-0.42,9.83,0.01,-0.00,0.00,-0.70,5.22,-87.17
12915,1.10,-0.41,9.83,0.01,-0.00,0.01,-1.01,7.22,-82.48
12922,1.07,-0.40,9.84,0.01,0.00,0.03,0.12,6.12,-87.74
