timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
15556,0.76,-0.33,9.88,0.01,0.00,0.00,-3.20,9.98,-86.60
15563,0.76,-0.34,9.88,0.00,0.00,0.00,-2.51,8.87,-91.04
15570,0.77,-0.34,9.85,0.00,0.00,0.00,-3.11,9.02,-90.88
15577,0.73,-0.35,9.85,0.00,0.00,0.00,-2.92,8.90,-90.84
15584,0.70,-0.36,9.88,0.00,0.00,0.01,-3.00,8.33,-90.68
15591,0.67,-0.37,9.87,0.01,0.00,0.01,-2.75,9.12,-89.84
15598,0.68,-0.37,9.87,0.01,0.00,0.01,-2.73,8.56,-89.17
15605,0.66,-0.33,9.88,0.01,0.00,0.01,-2.86,8.75,-84.84
15612,0.70,-0.29,9.88,0.01,0.00,0.01,-3.55,9.38,-89.73
15619,0.71,-0.26,9.89,0.01,0.00,0.00,-2.94,8.56,-89.90
15626,0.72,-0.24,9.91,0.01,0.00,0.00,-2.84,8.58,-89.73
15633,0.73,-0.25,9.91,0.00,0.00,0.00,-2.66,8.26,-89.74
15640,0.73,-0.33,9.90,-0.00,0.00,0.00,-2.41,8.20,-90.46
15647,0.73,-0.35,9.88,-0.01,0.00,0.00,-2.76,8.56,-90.21
15654,0.73,-0.43,9.85,-0.01,0.00,0.00,-2.32,8.51,-89.18
15661,0.73,-0.42,9.85,-0.01,0.00,0.00,-3.19,10.36,-90.95
15668,0.74,-0.45,9.85,-0.00,0.00,0.00,-2.38,8.49,-91.11
15675,0.75,-0.46,9.86,0.00,0.00,0.00,-2.46,8.49,-91.22
15682,0.73,-0.42,9.85,0.00,0.00,0.01,-2.41,8.80,-90.97
15689,0.73,-0.39,9.86,0.01,0.00,0.01,-2.53,8.74,-91.07
15696,0.72,-0.38,9.84,0.02,0.00,0.01,-2.51,8.86,-90.32
15703,0.72,-0.38,9.85,0.02,0.00,0.01,-2.41,10.74,-86.12
15710,0.71,-0.37,9.86,0.02,0.00,0.01,-3.39,8.84,-90.79
15717,0.69,-0.39,9.86,0.02,0.00,0.01,-2.62,8.30,-90.24
15724,0.71,-0.40,9.85,0.03,0.00,0.01,-2.10,8.08,-89.59
15731,0.70,-0.42,9.84,0.03,0.00,0.01,-2.24,8.42,-89.54
15738,0.71,-0.40,9.87,0.03,0.00,0.01,-2.38,8.33,-90.34
15745,0.71,-0.40,9.86,0.03,0.00,0.01,-2.48,8.33,-90.13
15752,0.71,-0.38,9.86,0.03,0.00,0.01,-2.31,8.33,-87.72
15759,0.70,-0.37,9.86,0.04,0.00,0.01,-3.01,9.56,-88.72
15766,0.69,-0.34,9.87,0.04,0.00,0.01,-2.25,8.13,-90.19
15773,0.70,-0.33,9.87,0.04,0.00,0.01,-2.78,8.29,-90.08
15780,0.68,-0.30,9.88,0.04,0.00,0.01,-2.66,8.37,-91.13
15787,0.69,-0.30,9.87,0.04,0.00,0.01,-2.57,8.49,-91.23
15794,0.68,-0.30,9.88,0.04,0.00,0.01,-2.81,8.74,-91.10
15801,0.67,-0.29,9.88,0.04,-0.00,0.01,-3.65,9.84,-86.03
15808,0.68,-0.29,9.87,0.03,-0.00,0.01,-2.43,8.86,-90.88
15815,0.67,-0.31,9.88,0.03,-0.00,0.01,-2.81,8.64,-90.81
15822,0.70,-0.31,9.88,0.03,-0.00,0.01,-2.89,8.48,-90.43
15829,0.68,-0.30,9.87,0.03,-0.00,0.01,-2.82,8.58,-90.30
15836,0.71,-0.32,9.87,0.03,-0.00,0.01,-2.81,8.24,-89.89
15843,0.72,-0.32,9.87,0.03,-0.00,0.01,-2.60,8.30,-90.22
15850,0.72,-0.32,9.87,0.03,-0.00,0.01,-2.37,8.97,-85.17
15857,0.72,-0.30,9.88,0.03,-0.00,0.01,-3.22,9.53,-90.44
15864,0.73,-0.32,9.88,0.03,-0.00,0.01,-2.15,8.01,-90.79
15871,0.71,-0.32,9.86,0.03,-0.00,0.01,-2.28,8.49,-91.01
15878,0.73,-0.32,9.86,0.03,-0.00,0.01,-2.41,7.79,-91.65
15885,0.73,-0.34,9.86,0.03,-0.00,0.01,-2.54,8.04,-91.41
15892,0.73,-0.35,9.87,0.03,-0.00,0.01,-2.47,8.62,-90.03
15899,0.72,-0.36,9.85,0.03,-0.00,0.01,-3.27,10.08,-87.69
15906,0.72,-0.33,9.86,0.03,-0.00,0.01,-2.37,8.92,-91.19
15913,0.73,-0.30,9.89,0.04,-0.00,0.01,-2.31,8.83,-91.45
15920,0.70,-0.23,9.88,0.04,-0.00,0.01,-2.35,9.03,-90.78
15927,0.72,-0.20,9.89,0.04,-0.00,0.02,-2.32,8.58,-91.26
15934,0.74,-0.22,9.89,0.04,-0.00,0.01,-2.47,8.65,-91.35
15941,0.72,-0.24,9.88,0.04,-0.00,0.01,-2.47,8.16,-90.75
15948,0.72,-0.24,9.88,0.03,-0.00,0.01,-2.69,10.46,-86.52
15955,0.72,-0.24,9.88,0.03,-0.00,0.01,-3.20,8.68,-91.08
15962,0.72,-0.26,9.89,0.03,-0.00,0.01,-2.78,7.99,-90.40
15969,0.72,-0.27,9.90,0.03,-0.00,0.01,-2.81,7.97,-90.56
15976,0.72,-0.26,9.87,0.03,-0.00,0.01,-2.28,8.16,-90.57
15983,0.74,-0.26,9.89,0.02,-0.00,0.01,-2.34,8.52,-90.94
15990,0.71,-0.25,9.88,0.02,-0.00,0.02,-2.19,8.40,-91.20
15997,0.70,-0.21,9.88,0.02,-0.00,0.02,-2.60,10.36,-89.37
16004,0.73,-0.21,9.88,0.02,-0.00,0.02,-2.31,8.71,-91.45
16011,0.71,-0.22,9.88,0.02,-0.00,0.01,-2.31,8.96,-91.51
16018,0.71,-0.23,9.88,0.02,-0.00,0.01,-2.15,8.90,-91.68
16025,0.72,-0.24,9.88,0.02,-0.00,0.01,-2.37,8.67,-91.60
16032,0.73,-0.28,9.87,0.01,-0.00,0.01,-2.05,8.81,-91.49
16039,0.72,-0.28,9.87,0.02,-0.00,0.01,-2.16,9.00,-90.85
16046,0.73,-0.28,9.87,0.02,-0.00,0.01,-2.94,9.95,-86.25
16053,0.73,-0.28,9.87,0.02,-0.00,0.01,-2.66,8.40,-91.92
16060,0.74,-0.28,9.87,0.02,-0.00,0.01,-1.96,8.20,-91.25
16067,0.72,-0.28,9.87,0.02,-0.00,0.01,-2.38,8.26,-90.70
16074,0.71,-0.26,9.87,0.02,-0.00,0.01,-2.65,8.59,-90.27
16081,0.72,-0.27,9.86,0.02,-0.00,0.01,-2.10,8.46,-90.25
16088,0.71,-0.26,9.86,0.02,-0.00,0.01,-2.28,8.18,-90.60
16095,0.71,-0.26,9.87,0.02,-0.00,0.01,-2.21,8.35,-85.28
16102,0.71,-0.29,9.88,0.02,-0.00,0.01,-3.08,9.76,-90.38
16109,0.71,-0.29,9.87,0.02,-0.00,0.01,-2.48,8.33,-91.58
16116,0.72,-0.27,9.86,0.02,-0.00,0.00,-2.76,8.14,-91.33
16123,0.73,-0.30,9.87,0.02,-0.00,0.00,-2.51,8.36,-91.32
16130,0.73,-0.29,9.88,0.02,-0.00,0.00,-2.76,8.62,-91.10
16137,0.77,-0.28,9.86,0.02,-0.00,0.00,-2.69,8.87,-90.28
16144,0.75,-0.28,9.86,0.02,-0.00,0.00,-3.16,10.08,-87.87
16151,0.74,-0.29,9.88,0.02,-0.00,0.00,-2.28,8.61,-90.85
16158,0.74,-0.28,9.88,0.02,-0.00,0.00,-2.25,8.92,-90.95
16165,0.76,-0.25,9.86,0.02,-0.00,0.00,-2.51,8.35,-90.63
16172,0.74,-0.23,9.88,0.02,-0.00,0.00,-2.13,8.14,-90.51
16179,0.74,-0.23,9.88,0.02,-0.00,0.00,-1.99,8.46,-90.27
16186,0.73,-0.22,9.87,0.02,-0.00,0.00,-1.94,8.05,-90.31
16193,0.73,-0.22,9.87,0.02,-0.00,0.00,-2.10,10.10,-86.69
16200,0.73,-0.22,9.89,0.02,-0.00,0.00,-2.91,8.17,-90.57
16207,0.74,-0.22,9.87,0.02,-0.00,0.00,-2.16,8.24,-91.00
16214,0.76,-0.23,9.87,0.02,-0.00,0.00,-2.35,8.42,-90.76
16221,0.76,-0.23,9.87,0.01,-0.00,0.00,-2.25,8.55,-90.57
16228,0.74,-0.24,9.87,0.01,-0.00,0.00,-2.70,8.48,-91.17
16235,0.74,-0.24,9.87,0.01,-0.00,0.00,-2.44,8.96,-88.02
16242,0.76,-0.26,9.87,0.01,-0.00,0.00,-3.30,10.95,-89.42
16249,0.76,-0.26,9.87,0.01,-0.00,0.01,-1.99,8.30,-90.73
16256,0.75,-0.27,9.88,0.01,0.00,0.01,-2.05,8.51,-91.30
16263,0.73,-0.26,9.88,0.01,-0.00,0.01,-2.28,8.68,-90.66
16270,0.73,-0.24,9.87,0.01,-0.00,0.01,-2.29,8.10,-90.09
16277,0.74,-0.22,9.87,0.01,0.00,0.01,-2.13,8.27,-90.46
16284,0.73,-0.23,9.89,0.01,-0.00,0.01,-1.99,8.13,-90.94
16291,0.73,-0.23,9.88,0.01,0.00,0.01,-3.00,9.34,-85.91
16298,0.73,-0.23,9.88,0.01,0.00,0.01,-1.91,7.94,-90.66
16305,0.74,-0.23,9.87,0.01,-0.00,0.01,-2.12,8.02,-90.22
16312,0.73,-0.25,9.87,0.01,0.00,0.01,-2.38,8.21,-90.50
