timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude,label
0,1.34,4.26,8.62,0.32,0.04,0.05,-4.52,-14.24,-86.45,9.708120312398275,0
7,1.35,4.4,8.66,0.32,0.03,0.04,-4.08,-15.33,-86.23,9.80704338728039,0
14,1.33,4.52,8.68,0.34,0.03,0.04,-4.11,-15.0,-86.82,9.876320164919726,0
21,1.33,4.7,8.71,0.34,0.03,0.03,-3.96,-15.48,-87.07,9.98614039556825,0
28,1.34,4.76,8.73,0.33,0.03,0.03,-4.4,-15.67,-86.63,10.033249722796697,0
35,1.37,4.95,8.7,0.33,0.03,0.04,-3.86,-15.35,-83.97,10.10294016611006,0
42,1.37,5.03,8.69,0.3,0.03,0.04,-4.65,-13.72,-84.3,10.133799879610809,0
49,1.43,5.17,8.6,0.27,0.03,0.04,-3.99,-15.04,-86.73,10.13576834778696,0
56,1.42,5.23,8.59,0.24,0.02,0.04,-4.09,-15.13,-86.5,10.156643146236853,0
63,1.44,5.33,8.56,0.24,0.03,0.04,-3.87,-15.49,-86.29,10.186073826553583,0
70,1.42,5.37,8.56,0.22,0.03,0.04,-3.38,-15.83,-85.79,10.204258914786513,0
77,1.37,5.44,8.56,0.19,0.03,0.05,-3.46,-15.92,-85.06,10.234456507309025,0
84,1.33,5.44,8.58,0.17,0.03,0.05,-3.6,-16.05,-84.79,10.245921139653577,0
91,1.26,5.46,8.57,0.17,0.03,0.05,-3.52,-13.74,-80.71,10.23934079909444,0
98,1.24,5.42,8.57,0.13,0.03,0.05,-4.22,-15.62,-84.67,10.215620392320773,0
105,1.19,5.4,8.54,0.1,0.03,0.05,-3.43,-15.96,-85.19,10.173873402003782,0
112,1.13,5.33,8.53,0.07,0.02,0.04,-3.74,-15.64,-85.52,10.121595723995302,0
119,1.1,5.25,8.54,0.07,0.02,0.03,-3.89,-16.18,-85.18,10.08484506574097,0
126,1.1,5.19,8.54,0.04,0.02,0.03,-4.31,-16.21,-85.55,10.053740597409504,0
