timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,acceleration_magnitude
360,4.41,-1.82,8.87,0.03,0.03,0.01,10.071613574795252
366,4.41,-1.82,8.87,0.03,0.03,0.01,10.071613574795252
372,4.49,-1.81,8.94,0.04,0.04,0.0,10.166602185587866
378,4.56,-1.78,8.96,0.04,0.05,-0.0,10.209975514172402
384,4.56,-1.78,8.96,0.04,0.05,-0.0,10.209975514172402
390,4.6,-1.7,8.96,0.04,0.06,-0.01,10.214284115883991
396,4.6,-1.59,8.96,0.05,0.07,-0.02,10.196553339241648
402,4.6,-1.59,8.96,0.05,0.07,-0.02,10.196553339241648
408,4.51,-1.45,8.95,0.04,0.08,-0.02,10.126455450946297
414,4.4,-1.41,8.95,0.04,0.09,-0.01,10.072268860589455
420,4.4,-1.41,8.95,0.03,0.09,-0.01,10.072268860589455
426,4.33,-1.46,8.93,0.01,0.09,0.0,10.031221261641077
432,4.33,-1.46,8.87,0.01,0.09,0.0,9.977845458815244
438,4.33,-1.6,8.87,-0.01,0.1,-0.0,9.999289974793209
444,4.39,-1.76,8.83,-0.01,0.1,-0.01,10.016915692966572
450,4.39,-1.76,8.83,-0.01,0.1,-0.01,10.016915692966572
456,4.43,-1.91,8.83,-0.0,0.1,-0.02,10.061903398462936
462,4.46,-1.97,8.85,0.01,0.11,-0.03,10.104207044592862
468,4.46,-1.97,8.85,0.01,0.11,-0.03,10.104207044592862
474,4.46,-1.96,8.86,0.03,0.12,-0.05,10.111023687045737
480,4.44,-1.91,8.89,0.04,0.13,-0.07,10.118982162253277
486,4.44,-1.91,8.89,0.04,0.13,-0.07,10.118982162253277
492,4.41,-1.84,8.93,0.05,0.14,-0.09,10.128109399093198
498,4.37,-1.73,8.96,0.05,0.14,-0.11,10.117875271024051
504,4.37,-1.73,8.96,0.06,0.15,-0.11,10.117875271024051
510,4.31,-1.66,9.01,0.07,0.16,-0.12,10.124811109349151
516,4.31,-1.66,9.07,0.07,0.16,-0.12,10.17824149841219
522,4.3,-1.62,9.07,0.06,0.17,-0.13,10.167561162835462
528,4.36,-1.7,9.11,0.05,0.18,-0.14,10.241664903715606
534,4.36,-1.7,9.11,0.05,0.18,-0.14,10.241664903715606
540,4.44,-1.81,9.12,0.04,0.19,-0.15,10.303596459489277
546,4.49,-1.87,9.07,0.03,0.2,-0.16,10.291836570797265
552,4.49,-1.87,9.07,0.03,0.2,-0.16,10.291836570797265
558,4.53,-1.93,8.98,0.04,0.22,-0.18,10.241396389164908
564,4.58,-1.91,8.87,0.05,0.23,-0.2,10.16372963040635
570,4.58,-1.91,8.87,0.05,0.23,-0.2,10.16372963040635
576,4.61,-1.77,8.76,0.07,0.25,-0.23,10.055973349208918
582,4.66,-1.6,8.77,0.07,0.25,-0.26,10.059249474985696
588,4.66,-1.6,8.77,0.09,0.27,-0.26,10.059249474985696
594,4.74,-1.38,8.85,0.12,0.29,-0.28,10.133829483467737
600,4.74,-1.38,8.85,0.12,0.29,-0.28,10.133829483467737
606,4.75,-1.08,8.87,0.12,0.32,-0.3,10.119575089893843
612,4.73,-0.81,8.77,0.1,0.34,-0.32,9.997094577926129
618,4.73,-0.81,8.77,0.1,0.34,-0.32,9.997094577926129
624,4.65,-0.73,8.69,0.06,0.36,-0.33,9.88288925365452
630,4.6,-0.71,8.56,0.03,0.36,-0.32,9.74359789810725
636,4.6,-0.71,8.56,0.03,0.36,-0.32,9.74359789810725
642,4.55,-0.74,8.48,0.01,0.37,-0.29,9.651968711097235
648,4.54,-0.9,8.48,-0.01,0.36,-0.25,9.660848823990571
654,4.54,-0.9,8.48,-0.01,0.36,-0.25,9.660848823990571
660,4.53,-1.07,8.66,-0.01,0.36,-0.2,9.831652963769622
666,4.52,-1.16,8.91,-0.01,0.36,-0.16,10.058036587724267
672,4.52,-1.16,8.91,0.01,0.37,-0.16,10.058036587724267
678,4.48,-1.19,9.14,0.02,0.38,-0.14,10.24822423642262
684,4.48,-1.19,9.14,0.02,0.38,-0.14,10.24822423642262
690,4.49,-1.3,9.26,0.0,0.39,-0.13,10.372931119023205
696,4.54,-1.38,9.23,-0.02,0.4,-0.13,10.378289839853192
702,4.54,-1.38,9.23,-0.02,0.4,-0.13,10.378289839853192
708,4.55,-1.4,9.01,-0.05,0.4,-0.14,10.190318935146239
714,4.48,-1.36,8.73,-0.06,0.41,-0.13,9.90620512608133
720,4.48,-1.36,8.73,-0.06,0.41,-0.13,9.90620512608133
726,4.38,-1.31,8.46,-0.06,0.42,-0.1,9.61624146951396
732,4.19,-1.27,8.31,-0.06,0.43,-0.06,9.392821727255342
738,4.19,-1.27,8.31,-0.06,0.43,-0.06,9.392821727255342
744,3.96,-1.27,8.3,-0.04,0.43,-0.0,9.283560739285331
750,3.7,-1.35,8.4,-0.04,0.43,-0.0,9.277526610039985
756,3.7,-1.35,8.4,-0.02,0.44,0.04,9.277526610039985
762,3.41,-1.47,8.66,-0.0,0.45,0.07,9.42255803908896
768,3.41,-1.47,8.66,-0.0,0.45,0.07,9.42255803908896
774,3.19,-1.63,8.97,0.01,0.46,0.07,9.658876746288877
780,2.98,-1.82,9.32,0.01,0.47,0.05,9.952647888878618
786,2.98,-1.82,9.32,0.01,0.47,0.05,9.952647888878618
792,2.87,-2.02,9.61,0.01,0.47,0.01,10.230806419828301
798,2.83,-2.15,9.74,0.01,0.46,-0.04,10.368172452269494
804,2.83,-2.15,9.74,0.01,0.46,-0.04,10.368172452269494
810,2.79,-2.16,9.74,0.01,0.45,-0.1,10.359406353647877
816,2.84,-2.14,9.61,0.01,0.43,-0.16,10.246819018602798
822,2.84,-2.14,9.61,0.01,0.43,-0.16,10.246819018602798
828,2.89,-2.08,9.4,0.02,0.42,-0.23,10.051790885210456
834,2.94,-1.95,9.2,0.02,0.42,-0.23,9.853227897496332
840,2.94,-1.95,9.2,0.04,0.41,-0.27,9.853227897496332
846,3.07,-1.83,9.06,0.07,0.4,-0.3,9.739476371961688
852,3.07,-1.83,9.06,0.07,0.4,-0.3,9.739476371961688
858,3.16,-1.69,9.0,0.1,0.39,-0.31,9.687192575767243
864,3.21,-1.56,8.97,0.12,0.39,-0.3,9.653942199951272
870,3.21,-1.56,8.97,0.12,0.39,-0.3,9.653942199951272
876,3.28,-1.46,8.94,0.13,0.39,-0.27,9.633981523752263
882,3.26,-1.44,8.96,0.12,0.38,-0.24,9.642758941298906
888,3.26,-1.44,8.96,0.12,0.38,-0.24,9.642758941298906
894,3.24,-1.49,9.0,0.12,0.38,-0.2,9.680790256998652
900,3.23,-1.55,9.05,0.12,0.38,-0.17,9.733339611870122
906,3.23,-1.55,9.05,0.12,0.38,-0.17,9.733339611870122
912,3.2,-1.54,9.12,0.14,0.38,-0.17,9.78703223658735
918,3.08,-1.46,9.2,0.14,0.38,-0.17,9.811116144455736
924,3.08,-1.46,9.2,0.16,0.39,-0.17,9.811116144455736
930,2.99,-1.37,9.23,0.16,0.38,-0.19,9.798464165367959
936,2.99,-1.37,9.23,0.16,0.38,-0.19,9.798464165367959
942,2.92,-1.28,9.23,0.16,0.38,-0.21,9.765126727288285
948,2.84,-1.28,9.26,0.16,0.37,-0.22,9.769933469579001
954,2.84,-1.28,9.26,0.16,0.37,-0.22,9.769933469579001
960,2.7,-1.16,9.33,0.18,0.36,-0.21,9.781845429161105
966,2.6,-0.99,9.42,0.18,0.35,-0.18,9.822245160858081
972,2.6,-0.99,9.42,0.18,0.35,-0.18,9.822245160858081
978,2.5,-0.94,9.55,0.17,0.34,-0.16,9.916456020171724
984,2.49,-0.97,9.61,0.17,0.32,-0.15,9.974622799885719
990,2.49,-0.97,9.61,0.17,0.32,-0.15,9.974622799885719
996,2.5,-0.92,9.62,0.16,0.3,-0.16,9.982023842888776
1002,2.56,-0.89,9.57,0.16,0.3,-0.16,9.94638627844304
1008,2.56,-0.89,9.57,0.15,0.29,-0.18,9.94638627844304
1014,2.62,-0.92,9.49,0.14,0.27,-0.2,9.887916868582584
1020,2.62,-0.92,9.49,0.14,0.27,-0.2,9.887916868582584
1026,2.71,-1.0,9.39,0.15,0.27,-0.21,9.824265875881007
1032,2.79,-1.11,9.33,0.16,0.27,-0.2,9.801280528584007
1038,2.79,-1.11,9.33,0.16,0.27,-0.2,9.801280528584007
1044,2.89,-1.21,9.4,0.19,0.27,-0.19,9.90839038391201
1050,2.91,-1.15,9.49,0.21,0.28,-0.18,9.992532211606825
1056,2.91,-1.15,9.49,0.21,0.28,-0.18,9.992532211606825
1062,2.93,-1.05,9.49,0.2,0.28,-0.15,9.98736702039131
1068,2.9,-1.07,9.39,0.17,0.28,-0.12,9.885696738217293
1074,2.9,-1.07,9.39,0.17,0.28,-0.12,9.885696738217293
1080,2.87,-1.2,9.24,0.14,0.28,-0.08,9.749589734958082
1086,2.87,-1.28,9.08,0.14,0.28,-0.08,9.608418184071715
1092,2.82,-1.28,9.08,0.15,0.28,-0.04,9.593602034689578
1098,2.74,-1.23,9.0,0.19,0.28,-0.02,9.487913363854036
1104,2.74,-1.23,9.0,0.19,0.28,-0.02,9.487913363854036
1110,2.63,-1.1,9.1,0.24,0.28,-0.02,9.536084101978126
1116,2.5,-0.97,9.33,0.27,0.29,-0.04,9.70771857853327
1122,2.5,-0.97,9.33,0.27,0.29,-0.04,9.70771857853327
1128,2.39,-0.81,9.61,0.29,0.3,-0.07,9.935808975619448
1134,2.29,-0.61,9.88,0.29,0.31,-0.1,10.160246060012524
1140,2.29,-0.61,9.88,0.29,0.31,-0.1,10.160246060012524
1146,2.21,-0.42,10.04,0.26,0.32,-0.13,10.288930945438402
1152,2.14,-0.32,10.03,0.22,0.32,-0.15,10.260745586944449
1158,2.14,-0.32,10.03,0.22,0.32,-0.15,10.260745586944449
1164,2.1,-0.29,9.9,0.17,0.31,-0.14,10.124430848200802
1170,2.1,-0.36,9.7,0.17,0.31,-0.14,9.931243628065923
1176,2.12,-0.36,9.7,0.14,0.3,-0.13,9.935491935480597
1182,2.18,-0.42,9.54,0.13,0.29,-0.12,9.794917049163816
1188,2.18,-0.42,9.54,0.13,0.29,-0.12,9.794917049163816
1194,2.22,-0.47,9.5,0.14,0.28,-0.11,9.767256523712275
1200,2.26,-0.42,9.52,0.16,0.27,-0.12,9.793589740233148
1206,2.26,-0.42,9.52,0.16,0.27,-0.12,9.793589740233148
1212,2.32,-0.36,9.59,0.17,0.27,-0.13,9.873201101972956
1218,2.38,-0.33,9.66,0.16,0.27,-0.13,9.954340761697884
1224,2.38,-0.33,9.66,0.16,0.27,-0.13,9.954340761697884
1230,2.39,-0.31,9.74,0.15,0.27,-0.13,10.033733103885114
1236,2.37,-0.26,9.82,0.15,0.28,-0.11,10.105290693493187
1242,2.37,-0.26,9.82,0.13,0.28,-0.11,10.105290693493187
1248,2.29,-0.28,9.88,0.1,0.28,-0.07,10.145782374957587
1254,2.29,-0.34,9.91,0.1,0.28,-0.07,10.176826617369484
1260,2.16,-0.34,9.91,0.07,0.29,-0.03,10.148364400237114
1266,2.01,-0.36,9.88,0.05,0.29,0.02,10.088810633568261
1272,2.01,-0.36,9.88,0.05,0.29,0.02,10.088810633568261
1278,1.85,-0.38,9.82,0.03,0.29,0.05,9.99996499993875
1284,1.71,-0.42,9.73,0.01,0.29,0.07,9.888043284694906
1290,1.71,-0.42,9.73,0.01,0.29,0.07,9.888043284694906
1296,1.59,-0.51,9.64,0.0,0.28,0.06,9.7835474138985
1302,1.53,-0.58,9.57,0.01,0.29,0.04,9.708872231109028
1308,1.53,-0.58,9.57,0.01,0.29,0.04,9.708872231109028
1314,1.49,-0.63,9.62,0.02,0.29,-0.0,9.755070476424041
1320,1.43,-0.54,9.72,0.02,0.3,-0.05,9.839456285791407
1326,1.43,-0.54,9.72,0.05,0.3,-0.05,9.839456285791407
1332,1.35,-0.43,9.84,0.05,0.31,-0.1,9.941478763242419
1338,1.35,-0.43,9.87,0.05,0.31,-0.1,9.971173451505093
1344,1.26,-0.34,9.87,0.02,0.32,-0.15,9.955907793867919
1350,1.15,-0.41,9.78,-0.02,0.33,-0.17,9.85591193142471
1356,1.15,-0.41,9.78,-0.02,0.33,-0.17,9.85591193142471
1362,1.09,-0.6,9.66,-0.05,0.33,-0.18,9.739799792603543
1368,1.04,-0.82,9.5,-0.05,0.32,-0.17,9.591871558773084
1374,1.04,-0.82,9.5,-0.05,0.32,-0.17,9.591871558773084
1380,1.09,-1.05,9.41,-0.03,0.31,-0.17,9.530933847215602
1386,1.14,-1.21,9.36,0.0,0.29,-0.17,9.50648725870918
1392,1.14,-1.21,9.36,0.0,0.29,-0.17,9.50648725870918
1398,1.26,-1.31,9.36,0.04,0.28,-0.18,9.534846616490482
1404,1.43,-1.35,9.43,0.04,0.28,-0.19,9.63287599837141
1410,1.43,-1.35,9.43,0.08,0.28,-0.19,9.63287599837141
1416,1.54,-1.28,9.54,0.12,0.27,-0.2,9.747902338452104
1422,1.54,-1.28,9.72,0.12,0.27,-0.2,9.924132203875562
1428,1.59,-1.12,9.72,0.16,0.27,-0.21,9.912663617817362
1434,1.58,-0.82,9.91,0.18,0.28,-0.2,10.06860963589313
1440,1.58,-0.82,9.91,0.18,0.28,-0.2,10.06860963589313
1446,1.56,-0.55,10.05,0.18,0.28,-0.17,10.185214774367795
1452,1.53,-0.36,10.15,0.16,0.28,-0.15,10.270978531766096
1458,1.53,-0.36,10.15,0.16,0.28,-0.15,10.270978531766096
1464,1.56,-0.22,10.18,0.13,0.28,-0.13,10.301184397922405
1470,1.56,-0.05,10.11,0.11,0.28,-0.11,10.22977028090074
1476,1.56,-0.05,10.11,0.11,0.28,-0.11,10.22977028090074
1482,1.53,0.14,10.0,0.09,0.29,-0.1,10.117336606044102
1488,1.49,0.25,9.86,0.09,0.29,-0.08,9.975078947056007
1494,1.49,0.25,9.86,0.07,0.29,-0.08,9.975078947056007
1500,1.42,0.33,9.76,0.05,0.3,-0.05,9.868277458604414
1506,1.42,0.33,9.71,0.05,0.3,-0.05,9.818828850733677
1512,1.32,0.33,9.71,0.04,0.3,-0.02,9.804866138810873
1518,1.21,0.35,9.75,0.04,0.3,0.02,9.831027413246288
1524,1.21,0.35,9.75,0.04,0.3,0.02,9.831027413246288
1530,1.08,0.35,9.83,0.05,0.3,0.06,9.895342338696524
1536,0.96,0.31,9.89,0.05,0.31,0.09,9.94131782008804
1542,0.96,0.31,9.89,0.05,0.31,0.09,9.94131782008804
1548,0.87,0.16,9.91,0.02,0.3,0.1,9.949401992079725
1554,0.75,-0.06,9.81,-0.01,0.31,0.11,9.838810903762711
1560,0.75,-0.06,9.81,-0.01,0.31,0.11,9.838810903762711
1566,0.62,-0.35,9.7,-0.02,0.3,0.11,9.726093768826209
1572,0.54,-0.57,9.63,-0.02,0.3,0.12,9.66195632364378
1578,0.54,-0.57,9.63,-0.01,0.29,0.12,9.66195632364378
1584,0.48,-0.73,9.66,0.02,0.27,0.12,9.699427818175668
1590,0.48,-0.73,9.66,0.02,0.27,0.12,9.699427818175668
1596,0.48,-0.82,9.75,0.05,0.25,0.11,9.796188034128377
1602,0.51,-0.84,9.91,0.08,0.23,0.08,9.958604319883385
1608,0.51,-0.84,9.91,0.08,0.23,0.08,9.958604319883385
1614,0.58,-0.77,10.05,0.11,0.21,0.03,10.096127970662813
1620,0.67,-0.7,10.19,0.12,0.2,-0.02,10.235966002288206
1626,0.67,-0.7,10.19,0.12,0.2,-0.02,10.235966002288206
1632,0.72,-0.55,10.23,0.14,0.18,-0.07,10.270043816849078
1638,0.78,-0.37,10.17,0.14,0.18,-0.09,10.206576311378855
1644,0.78,-0.37,10.17,0.14,0.18,-0.09,10.206576311378855
1650,0.79,-0.2,10.06,0.14,0.17,-0.1,10.092952987109372
1656,0.82,-0.11,9.93,0.14,0.17,-0.09,9.964406655692049
1662,0.82,-0.11,9.93,0.14,0.16,-0.09,9.964406655692049
1668,0.84,-0.03,9.83,0.14,0.15,-0.06,9.865870463370173
1674,0.84,-0.03,9.83,0.14,0.15,-0.06,9.865870463370173
1680,0.86,0.01,9.78,0.14,0.14,-0.04,9.81774414007617
1686,0.9,0.03,9.75,0.14,0.14,-0.02,9.791496310574804
1692,0.9,0.03,9.75,0.14,0.14,-0.02,9.791496310574804
1698,0.9,0.06,9.77,0.14,0.13,-0.0,9.811549317003914
1704,0.9,0.12,9.82,0.13,0.12,0.01,9.861886229317392
1710,0.9,0.12,9.82,0.13,0.12,0.01,9.861886229317392
1716,0.92,0.15,9.91,0.11,0.11,0.02,9.953743014564923
1722,0.95,0.2,10.0,0.09,0.11,0.02,10.047014481924469
1728,0.95,0.2,10.0,0.09,0.11,0.02,10.047014481924469
1734,0.94,0.21,10.04,0.06,0.1,0.02,10.0860943878193
1740,0.98,0.23,9.99,0.06,0.1,0.02,10.040587632205597
1746,0.98,0.23,9.99,0.03,0.1,0.01,10.040587632205597
1752,1.0,0.21,9.9,0.01,0.1,0.01,9.952592627049496
1758,1.0,0.21,9.9,0.01,0.1,0.01,9.952592627049496
1764,1.03,0.22,9.81,0.01,0.1,0.02,9.866377248007499
1770,1.06,0.28,9.76,0.02,0.1,0.03,9.82138483107143
1776,1.06,0.28,9.76,0.02,0.1,0.03,9.82138483107143
1782,1.06,0.31,9.75,0.02,0.11,0.06,9.812349361901052
1788,1.02,0.29,9.77,-0.0,0.12,0.08,9.827380118831263
1794,1.02,0.29,9.77,-0.0,0.12,0.08,9.827380118831263
1800,0.97,0.26,9.82,-0.02,0.13,0.1,9.871215730597726
1806,0.89,0.19,9.86,-0.05,0.14,0.12,9.901908906872452
1812,0.89,0.19,9.86,-0.05,0.14,0.12,9.901908906872452
1818,0.79,0.08,9.89,-0.08,0.15,0.13,9.92182442900498
1824,0.64,-0.02,9.89,-0.08,0.15,0.13,9.91070633204314
1830,0.64,-0.02,9.89,-0.1,0.16,0.13,9.91070633204314
1836,0.48,-0.17,9.84,-0.12,0.17,0.11,9.85316700355779
1842,0.48,-0.17,9.84,-0.12,0.17,0.11,9.85316700355779
1848,0.29,-0.33,9.8,-0.13,0.18,0.07,9.809841996688837
1854,0.08,-0.45,9.77,-0.13,0.19,0.01,9.7806850475823
1860,0.08,-0.45,9.77,-0.13,0.19,0.01,9.7806850475823
1866,-0.09,-0.52,9.77,-0.13,0.19,-0.05,9.784242433627654
1872,-0.26,-0.54,9.79,-0.12,0.18,-0.12,9.808328094022956
1878,-0.26,-0.54,9.79,-0.12,0.18,-0.12,9.808328094022956
1884,-0.38,-0.59,9.82,-0.12,0.17,-0.17,9.845044438701128
1890,-0.43,-0.63,9.82,-0.12,0.15,-0.21,9.849578671191981
1896,-0.43,-0.63,9.82,-0.12,0.15,-0.21,9.849578671191981
1902,-0.38,-0.66,9.82,-0.1,0.12,-0.23,9.849487296301264
1908,-0.26,-0.65,9.82,-0.1,0.12,-0.23,9.844922549212868
1914,-0.26,-0.65,9.82,-0.08,0.08,-0.22,9.844922549212868
1920,-0.08,-0.58,9.83,-0.06,0.06,-0.2,9.847420982165838
1926,-0.08,-0.58,9.83,-0.06,0.06,-0.2,9.847420982165838
1932,0.19,-0.51,9.85,-0.05,0.03,-0.17,9.865024074983294
1938,0.46,-0.45,9.88,-0.04,0.02,-0.15,9.900934299347714
1944,0.46,-0.45,9.88,-0.04,0.02,-0.15,9.900934299347714
1950,0.71,-0.39,9.91,-0.04,0.02,-0.14,9.943052851111675
1956,0.87,-0.32,9.94,-0.05,0.03,-0.15,9.983130771456416
1962,0.87,-0.32,9.94,-0.05,0.03,-0.15,9.983130771456416
1968,0.96,-0.27,9.98,-0.07,0.04,-0.15,10.0297008928482
1974,0.97,-0.2,10.04,-0.07,0.05,-0.15,10.088731337487385
1980,0.97,-0.2,10.04,-0.07,0.05,-0.15,10.088731337487385
1986,0.94,-0.11,10.08,-0.08,0.06,-0.12,10.124332076734742
1992,0.89,-0.05,10.1,-0.08,0.06,-0.12,10.139260328051549
1998,0.89,-0.05,10.1,-0.09,0.07,-0.09,10.139260328051549
2004,0.78,-0.06,10.08,-0.1,0.08,-0.06,10.110311567899378
2010,0.78,-0.06,10.08,-0.1,0.08,-0.06,10.110311567899378
2016,0.65,-0.08,10.04,-0.11,0.09,-0.03,10.061336889300545
2022,0.52,-0.12,9.98,-0.12,0.1,-0.01,9.994258351673725
2028,0.52,-0.12,9.98,-0.12,0.1,-0.01,9.994258351673725
2034,0.36,-0.17,9.94,-0.12,0.1,-0.01,9.947969642092803
2040,0.23,-0.18,9.92,-0.12,0.1,-0.01,9.92429846387139
2046,0.23,-0.18,9.92,-0.12,0.1,-0.01,9.92429846387139
2052,0.11,-0.19,9.93,-0.13,0.09,-0.02,9.932426692405034
2058,0.0,-0.22,9.95,-0.13,0.08,-0.03,9.952431863620067
2064,0.0,-0.22,9.95,-0.13,0.08,-0.03,9.952431863620067
2070,-0.05,-0.25,9.96,-0.15,0.06,-0.05,9.963262517870339
2076,-0.05,-0.3,9.91,-0.15,0.06,-0.05,9.914665904608183
2082,-0.06,-0.3,9.91,-0.15,0.04,-0.06,9.91472137783004
2088,-0.02,-0.34,9.86,-0.16,0.03,-0.06,9.865880599318034
2094,-0.02,-0.34,9.86,-0.16,0.03,-0.06,9.865880599318034
2100,0.05,-0.38,9.79,-0.15,0.01,-0.04,9.797499681041076
2106,0.12,-0.37,9.76,-0.15,-0.0,-0.03,9.76774794924603
2112,0.12,-0.37,9.76,-0.15,-0.0,-0.03,9.76774794924603
2118,0.19,-0.39,9.75,-0.15,-0.01,-0.02,9.75964650999205
2124,0.21,-0.37,9.77,-0.15,-0.01,-0.02,9.779258663109387
2130,0.21,-0.37,9.77,-0.15,-0.01,-0.02,9.779258663109387
2136,0.24,-0.4,9.81,-0.15,-0.01,-0.03,9.82108446150424
2142,0.23,-0.39,9.84,-0.15,0.0,-0.05,9.850411158931387
2148,0.23,-0.39,9.84,-0.14,0.0,-0.05,9.850411158931387
2154,0.19,-0.33,9.92,-0.13,0.01,-0.07,9.927305777500761
2160,0.19,-0.29,10.0,-0.13,0.01,-0.07,10.006008195079595
2166,0.15,-0.29,10.0,-0.13,0.02,-0.08,10.005328580311593
2172,0.12,-0.3,10.08,-0.14,0.03,-0.08,10.085177241873343
2178,0.12,-0.3,10.08,-0.14,0.03,-0.08,10.085177241873343
2184,0.16,-0.38,10.12,-0.16,0.03,-0.07,10.128395726866126
2190,0.22,-0.56,10.11,-0.19,0.03,-0.07,10.127887242658263
2196,0.22,-0.56,10.11,-0.19,0.03,-0.07,10.127887242658263
2202,0.32,-0.76,10.05,-0.2,0.03,-0.06,10.083774095049929
2208,0.39,-0.92,9.96,-0.2,0.03,-0.07,10.010000000000002
2214,0.39,-0.92,9.96,-0.2,0.03,-0.07,10.010000000000002
2220,0.4,-1.05,9.89,-0.19,0.03,-0.07,9.953622456171422
2226,0.34,-1.14,9.84,-0.19,0.04,-0.07,9.911649711324548
2232,0.34,-1.14,9.84,-0.17,0.04,-0.07,9.911649711324548
2238,0.27,-1.16,9.87,-0.14,0.04,-0.05,9.941599468898351
2244,0.27,-1.16,9.9,-0.14,0.04,-0.05,9.971384056388562
2250,0.21,-1.16,9.9,-0.12,0.04,-0.04,9.969939819276744
2256,0.24,-1.16,9.95,-0.1,0.05,-0.04,10.020264467567708
2262,0.24,-1.16,9.95,-0.1,0.05,-0.04,10.020264467567708
2268,0.3,-1.22,9.94,-0.1,0.05,-0.05,10.019081794256397
