timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
99505,-1.03,-6.34,6.95,-0.66,0.2,-0.12,-13.99,-40.28,-6.81,9.463561697373777
99512,-1.17,-6.4,6.83,-0.69,0.21,-0.1,-14.21,-39.7,-7.03,9.432804461028544
99519,-1.18,-6.46,6.78,-0.7,0.22,-0.09,-14.18,-39.84,-6.99,9.438877051853147
99526,-1.18,-6.59,6.64,-0.71,0.22,-0.1,-13.69,-39.56,-4.97,9.429215237759715
99533,-1.15,-6.65,6.59,-0.71,0.22,-0.1,-13.94,-39.73,-4.53,9.432555327163472
99540,-1.09,-6.67,6.56,-0.7,0.23,-0.14,-14.41,-37.09,-0.86,9.418630473694146
99547,-1.04,-6.6,6.58,-0.69,0.24,-0.21,-14.03,-39.18,-4.55,9.377526326276028
99554,-0.92,-6.54,6.63,-0.68,0.24,-0.26,-14.02,-39.3,-4.37,9.358146183940493
99561,-0.83,-6.55,6.64,-0.68,0.24,-0.26,-13.64,-39.37,-4.06,9.363813325777055
99568,-0.64,-6.56,6.59,-0.7,0.25,-0.28,-13.81,-39.08,-3.73,9.320477455581338
99575,-0.55,-6.58,6.58,-0.71,0.26,-0.27,-14.0,-39.27,-3.45,9.321764854361
99582,-0.37,-6.54,6.55,-0.71,0.27,-0.25,-13.87,-38.97,-3.13,9.26342269358362
99589,-0.27,-6.55,6.52,-0.71,0.27,-0.25,-14.25,-38.18,1.43,9.245853124509386
99596,-0.08,-6.54,6.5,-0.72,0.28,-0.23,-14.54,-37.52,-2.94,9.221062845464182
99603,0.02,-6.54,6.51,-0.73,0.3,-0.22,-14.28,-39.07,-2.98,9.227789551133034
99610,0.28,-6.44,6.52,-0.73,0.31,-0.22,-13.88,-38.31,-2.59,9.168554957025671
99617,0.4,-6.3,6.47,-0.73,0.31,-0.22,-14.37,-38.02,-1.48,9.039408166467537
99624,0.58,-5.93,6.46,-0.7,0.33,-0.21,-14.72,-37.75,-2.09,8.78822507677176
99631,0.62,-5.76,6.45,-0.67,0.36,-0.18,-14.12,-37.62,1.1,8.669746247728362
99638,0.71,-5.54,6.29,-0.67,0.39,-0.12,-15.08,-36.0,1.49,8.411884449990978
99645,0.72,-5.49,6.18,-0.69,0.39,-0.12,-13.96,-37.45,-1.4,8.297644244000823
99652,0.72,-5.37,6.02,-0.71,0.43,-0.03,-14.18,-37.59,-0.99,8.099117235847373
99659,0.67,-5.37,5.96,-0.72,0.47,0.05,-13.59,-37.9,-0.41,8.050304342073037
99666,0.5,-5.42,5.8,-0.72,0.53,0.11,-13.9,-37.39,0.73,7.9540178526327185
99673,0.39,-5.47,5.75,-0.76,0.53,0.11,-13.37,-37.49,0.6,7.945785046173851
99680,0.01,-5.37,5.76,-0.78,0.6,0.15,-13.83,-37.15,1.05,7.874934920366009
99687,-0.19,-5.32,5.81,-0.81,0.65,0.19,-13.77,-36.36,6.17,7.880012690345111
99694,-0.58,-5.38,5.95,-0.81,0.68,0.21,-13.31,-37.65,1.27,8.042592865488094
99701,-0.78,-5.5,6.03,-0.86,0.68,0.21,-12.92,-37.33,1.52,8.198737707720623
99708,-1.2,-5.58,6.15,-0.92,0.7,0.23,-13.14,-37.23,2.13,8.390405234552142
99715,-1.35,-5.63,6.23,-0.96,0.7,0.25,-13.08,-37.36,2.4,8.50483979860879
99722,-1.53,-5.73,6.35,-0.96,0.68,0.26,-12.8,-36.83,2.81,8.688860684807876
99729,-1.59,-5.76,6.39,-0.99,0.68,0.26,-12.61,-36.69,7.04,8.74858845757417
99736,-1.62,-5.82,6.35,-1.04,0.67,0.24,-13.2,-35.05,8.14,8.76466200146931
99743,-1.6,-5.9,6.34,-1.09,0.67,0.19,-12.93,-35.95,3.71,8.807133472362048
99750,-1.59,-5.89,6.24,-1.09,0.67,0.12,-11.98,-36.04,4.82,8.72684364475496
99757,-1.57,-5.76,6.18,-1.13,0.67,0.12,-12.12,-36.1,5.31,8.59272366598624
99764,-1.56,-5.46,6.04,-1.16,0.68,0.05,-11.9,-36.58,6.87,8.290162845203946
99771,-1.52,-5.36,5.94,-1.23,0.69,-0.01,-12.31,-36.39,6.83,8.143930255104104
99778,-1.42,-5.26,5.69,-1.23,0.69,-0.06,-12.12,-36.17,7.94,7.87782330342589
99785,-1.39,-5.23,5.58,-1.34,0.69,-0.06,-12.41,-34.43,10.63,7.773120351570533
99792,-1.31,-5.16,5.33,-1.46,0.68,-0.09,-12.0,-36.12,8.9,7.533299409953119
99799,-1.29,-5.09,5.23,-1.57,0.67,-0.08,-11.59,-36.09,9.69,7.411147009741475
99806,-1.23,-5.03,5.02,-1.57,0.67,-0.06,-11.84,-35.62,9.79,7.212087076568058
99813,-1.26,-5.05,4.91,-1.7,0.67,-0.06,-11.79,-35.57,10.46,7.155291748070096
99820,-1.45,-5.22,4.56,-1.88,0.67,-0.02,-12.0,-35.12,10.8,7.081278133218607
99827,-1.54,-5.4,4.32,-2.09,0.66,0.04,-11.77,-35.56,15.8,7.084772402836947
99834,-1.67,-5.91,3.78,-2.09,0.65,0.12,-12.72,-32.81,13.91,7.211476963840347
99841,-1.79,-6.2,3.55,-2.27,0.65,0.12,-12.04,-34.61,13.8,7.365229120672351
99848,-1.95,-6.69,3.16,-2.39,0.64,0.21,-11.6,-34.27,14.81,7.65141816920236
99855,-2.03,-6.94,3.08,-2.45,0.62,0.28,-11.91,-33.82,15.2,7.8594465454
99862,-2.14,-7.32,2.97,-2.45,0.59,0.32,-11.43,-34.03,16.92,8.184308156466251
99869,-2.18,-7.56,2.93,-2.48,0.59,0.32,-11.21,-34.16,17.96,8.395885897271354
99876,-2.26,-7.9,2.66,-2.54,0.57,0.3,-11.22,-34.14,21.65,8.636735494386754
99883,-2.3,-8.03,2.44,-2.62,0.54,0.24,-11.74,-32.43,22.64,8.70198253273356
99890,-2.43,-8.12,1.76,-2.62,0.53,0.18,-10.7,-34.38,21.47,8.656610191062088
