timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
100800,1.03,-9.09,4.1,-0.4,0.03,0.08,-18.55,-34.14,,10.024918952290836
100807,1.12,-9.2,4.03,-0.4,0.03,0.08,-18.65,-34.11,,10.106201066671888
100814,1.14,-9.18,4.05,-0.4,0.03,0.08,-19.2,-32.27,,10.098242421332536
100821,1.12,-9.16,4.11,-0.39,0.03,0.09,-18.69,-33.86,,10.102083943424743
100828,1.05,-9.11,4.13,-0.39,0.02,0.1,-18.49,-33.67,,10.057410203427125
100835,0.92,-8.89,4.23,-0.37,0.02,0.11,-18.15,-33.48,,9.887942151934348
100842,0.93,-8.72,4.24,-0.37,0.02,0.11,-18.18,-33.56,,9.740682727612066
100849,1.07,-8.63,4.07,-0.36,0.01,0.11,-18.46,-33.16,,9.601390524293866
100856,1.13,-8.66,4.0,-0.38,0.0,0.08,-18.37,-33.21,,9.60585758795122
100863,1.0,-8.67,4.11,-0.36,0.01,0.07,-18.96,-31.94,,9.646812945216674
100870,0.99,-8.65,4.18,-0.36,0.01,0.07,-18.18,-33.7,,9.65789832209886
100877,1.02,-8.58,4.1,-0.34,0.01,0.08,-18.2,-34.22,,9.563827685607892
100884,1.0,-8.52,4.05,-0.34,0.0,0.08,-17.74,-33.73,,9.486458770268282
100891,0.92,-8.4,3.97,-0.34,0.0,0.08,-18.04,-33.85,,9.336342967136543
100898,0.89,-8.4,3.95,-0.34,0.0,0.08,-18.24,-33.79,,9.324945040052516
100905,0.77,-8.54,3.9,-0.36,0.0,0.08,-17.99,-34.11,,9.419899150203252
100912,0.7,-8.62,3.89,-0.41,0.01,0.07,-18.77,-32.42,,9.482958399149496
100919,0.58,-8.93,3.88,-0.46,0.0,0.06,-17.82,-33.7,,9.753753123798038
100926,0.57,-9.06,3.85,-0.46,0.0,0.06,-18.06,-33.94,,9.860578076360431
100933,0.51,-9.17,3.81,-0.48,-0.01,0.06,-18.44,-30.08,,9.943093080123507
100940,0.5,-9.19,3.8,-0.47,-0.02,0.06,-18.08,-33.37,,9.957213465623804
100947,0.63,-9.18,3.72,-0.46,-0.05,0.06,-18.36,-33.31,,9.925104533454547
100954,0.79,-9.25,3.62,-0.46,-0.05,0.06,-18.14,-32.17,,9.964486941132494
