timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
0,0.47,1.62,9.71,0.03,-0.01,-0.03,-0.39,0.56,-88.47,9.855424902052677
7,0.48,1.63,9.72,0.03,-0.01,-0.02,0.72,-0.73,-88.69,9.867405940772883
14,0.49,1.66,9.74,0.03,-0.01,-0.02,0.38,-0.99,-87.93,9.892588134558116
21,0.48,1.67,9.74,0.03,-0.01,-0.02,0.75,-1.49,-88.07,9.893780874872862
28,0.48,1.66,9.76,0.03,-0.01,-0.02,0.34,-1.34,-88.16,9.911790958247657
35,0.46,1.67,9.74,0.03,-0.01,-0.01,0.8,-0.99,-87.66,9.892830737458315
42,0.45,1.68,9.73,0.02,-0.01,-0.01,0.38,-1.43,-86.29,9.884219746646673
49,0.45,1.69,9.73,0.02,-0.01,-0.01,-0.09,0.61,-83.19,9.88592433715735
56,0.45,1.69,9.73,0.02,-0.01,-0.01,0.19,-1.37,-88.38,9.88592433715735
63,0.46,1.69,9.74,0.02,-0.01,-0.01,0.41,-0.99,-88.29,9.89622655359102
70,0.47,1.69,9.74,0.02,-0.01,-0.01,0.13,-1.46,-88.76,9.89669641850249
77,0.47,1.7,9.74,0.02,-0.01,-0.01,0.16,-1.3,-89.13,9.89840896306068
84,0.47,1.71,9.74,0.02,-0.01,-0.0,-0.06,-1.43,-89.16,9.90013131226046
91,0.49,1.69,9.75,0.01,-0.01,-0.0,0.1,-0.26,-84.74,9.907507254602441
98,0.48,1.68,9.76,0.01,-0.0,-0.0,-1.01,-0.75,-89.17,9.915160109650273
105,0.48,1.68,9.74,0.01,-0.0,-0.0,-0.31,-1.42,-89.17,9.895473712763831
112,0.48,1.68,9.73,0.01,-0.0,0.0,-0.15,-1.27,-88.97,9.88563098643683
119,0.49,1.68,9.73,0.01,-0.0,0.0,-0.61,-0.63,-88.95,9.886121585333655
126,0.48,1.68,9.72,0.0,-0.0,0.01,0.39,-1.04,-88.7,9.875788576108746
133,0.48,1.67,9.72,0.0,-0.0,0.01,-0.56,-1.84,-87.85,9.874092363351682
140,0.48,1.66,9.72,0.0,-0.0,0.01,-0.07,-1.9,-84.99,9.872405988410323
147,0.48,1.66,9.71,0.01,0.0,0.01,-0.73,-0.26,-84.6,9.86256051945944
154,0.45,1.66,9.74,0.01,0.0,0.01,0.1,-1.7,-87.23,9.890687539296751
161,0.45,1.65,9.75,0.01,0.0,0.01,-0.22,-1.23,-87.12,9.89886357113785
168,0.44,1.65,9.75,0.01,0.0,0.02,-0.47,-1.34,-87.56,9.898414014376243
175,0.43,1.65,9.74,0.01,0.0,0.02,-0.37,-1.3,-88.4,9.888124190158617
182,0.47,1.65,9.73,0.0,0.0,0.01,0.22,-1.49,-88.48,9.880096153378267
189,0.49,1.66,9.71,0.0,0.0,0.01,-0.39,-1.42,-88.26,9.863052265906331
196,0.5,1.67,9.72,0.0,0.0,0.01,-1.11,-1.02,-88.15,9.875084809762395
203,0.5,1.68,9.71,0.01,0.0,0.01,-0.06,-1.13,-88.56,9.866939748473182
210,0.48,1.69,9.74,0.01,0.0,0.01,0.01,-0.79,-88.6,9.897176365004315
217,0.46,1.71,9.74,0.01,0.0,0.01,0.31,-1.08,-88.61,9.899661610378407
224,0.45,1.73,9.77,0.01,0.0,0.02,0.06,-0.96,-87.93,9.932185056673077
231,0.43,1.72,9.76,0.0,0.0,0.02,-0.32,-1.1,-88.44,9.919722778384484
238,0.42,1.71,9.75,-0.0,0.0,0.02,-0.2,-1.27,-83.32,9.907724259384695
245,0.42,1.69,9.74,-0.0,0.0,0.02,-1.02,0.32,-87.56,9.894447938111556
252,0.42,1.65,9.71,-0.01,0.0,0.02,0.28,-1.74,-88.45,9.858143841514995
259,0.42,1.65,9.71,-0.01,0.0,0.02,-0.22,-1.52,-88.53,9.858143841514995
266,0.44,1.63,9.71,-0.0,0.0,0.01,-0.29,-1.8,-88.1,9.85568871261669
273,0.44,1.62,9.72,-0.0,0.0,0.01,-0.39,-1.67,-87.45,9.86389375449675
