timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
111300,-0.31,-7.93,5.46,-0.61,0.07,0.3,-4.52,-18.65,-11.63,9.632891570032331
111307,-0.29,-7.9,5.39,-0.61,0.07,0.3,-3.0,-19.13,-11.53,9.567977842783709
111314,-0.37,-7.91,5.27,-0.61,0.08,0.32,-2.84,-18.87,-11.4,9.511987174087231
111321,-0.45,-8.0,5.23,-0.63,0.09,0.33,-2.94,-19.1,-10.35,9.568458601049596
111328,-0.58,-8.17,5.27,-0.64,0.1,0.34,-2.67,-19.77,-10.16,9.739517441844846
111335,-0.6,-8.27,5.3,-0.64,0.1,0.34,-2.54,-19.76,-9.47,9.840879025778134
111342,-0.72,-8.4,5.38,-0.66,0.1,0.33,-2.47,-19.5,-5.92,10.001139935027409
111349,-0.76,-8.38,5.39,-0.67,0.11,0.31,-3.26,-17.7,-5.76,9.992702337205888
111356,-0.74,-8.25,5.38,-0.66,0.1,0.29,-2.02,-19.35,-8.16,9.87696815829635
111363,-0.76,-8.13,5.36,-0.66,0.1,0.29,-1.78,-19.53,-7.91,9.767502239569748
111370,-0.8,-7.84,5.33,-0.63,0.1,0.3,-2.05,-19.5,-8.48,9.51391086777672
111377,-0.8,-7.73,5.31,-0.6,0.1,0.32,-2.06,-19.32,-8.02,9.412172969086363
111384,-0.75,-7.6,5.18,-0.6,0.09,0.34,-1.81,-19.7,-8.05,9.22794126552613
111391,-0.69,-7.55,5.11,-0.6,0.09,0.34,-1.94,-19.89,-7.94,9.14279497746723
111398,-0.56,-7.45,4.95,-0.62,0.08,0.33,-2.08,-18.91,-7.51,8.962064494300407
111405,-0.5,-7.46,4.94,-0.64,0.06,0.3,-1.75,-18.9,-7.09,8.961316867514507
111412,-0.31,-7.51,4.94,-0.67,0.05,0.27,-1.78,-18.63,-7.48,8.994431610724494
