timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
111006,-3.38,-5.97,4.29,-1.19,0.93,0.36,11.28,-24.22,-4.27,8.091316332958439
111013,-3.36,-5.97,4.17,-1.19,0.96,0.39,12.04,-25.07,-3.79,8.019937655618028
111020,-3.3,-6.04,4.03,-1.17,0.98,0.39,12.29,-25.27,-3.32,7.975744479357398
111027,-3.35,-5.9,3.98,-1.17,0.98,0.39,12.23,-25.2,-3.35,7.865932875381025
111034,-3.54,-5.47,3.89,-1.12,1.02,0.38,12.34,-25.55,-2.88,7.588451752498661
111041,-3.7,-5.25,3.89,-1.08,1.06,0.4,12.39,-25.65,-2.73,7.508967971698907
111048,-4.13,-4.87,3.76,-1.07,1.1,0.48,12.47,-25.48,1.24,7.410222668719206
111055,-4.35,-4.66,3.68,-1.07,1.1,0.48,11.46,-23.69,-2.65,7.3607404518839
111062,-4.77,-4.28,3.48,-1.09,1.15,0.59,13.11,-25.18,-0.42,7.29257841918755
111069,-5.02,-4.14,3.4,-1.15,1.18,0.68,13.3,-25.05,0.45,7.34166193719106
111076,-5.36,-3.97,3.22,-1.24,1.2,0.7,13.58,-24.64,0.94,7.406679417930818
111083,-5.56,-3.94,3.2,-1.24,1.2,0.7,14.38,-24.95,1.84,7.528426130340923
111090,-5.73,-3.86,3.05,-1.34,1.23,0.64,14.09,-25.02,2.82,7.552152011181978
111097,-5.94,-3.7,2.92,-1.44,1.26,0.49,13.59,-23.47,7.67,7.582875444051551
111104,-6.23,-3.53,2.62,-1.56,1.28,0.31,14.35,-25.43,3.83,7.624840981948411
111111,-6.33,-3.55,2.43,-1.56,1.28,0.31,14.76,-25.88,5.0,7.653515532093731
111118,-6.58,-3.56,2.16,-1.68,1.3,0.17,15.04,-25.65,5.95,7.786886412424416
111125,-6.62,-3.58,1.98,-1.78,1.3,0.09,15.23,-25.37,7.21,7.78210768365486
111132,-6.54,-4.05,1.72,-1.88,1.28,0.07,15.1,-25.33,7.32,7.882417141968572
111139,-6.31,-4.42,1.55,-1.88,1.28,0.07,15.16,-25.39,7.98,7.858434958692475
111146,-5.66,-5.31,1.21,-1.98,1.23,0.05,14.88,-25.52,13.4,7.854667402251988
111153,-5.48,-5.61,1.16,-2.01,1.21,0.03,14.57,-23.47,10.63,7.927679357794436
111160,-5.32,-5.9,1.18,-1.98,1.24,0.03,15.02,-25.88,10.13,8.031488031492048
111167,-5.34,-6.02,1.23,-1.98,1.24,0.03,15.21,-25.5,11.65,8.140571233027815
111174,-5.59,-6.09,1.23,-1.95,1.3,0.06,15.08,-24.89,12.41,8.35757740018003
111181,-5.84,-6.04,1.05,-1.95,1.36,0.12,15.21,-25.14,13.64,8.466977028432284
111188,-6.63,-6.12,0.6,-2.0,1.43,0.22,14.63,-25.02,15.11,9.042748475988924
111195,-7.35,-6.05,0.05,-2.0,1.43,0.22,14.34,-23.22,19.67,9.519847687857196
111202,-9.38,-5.78,-1.63,-2.12,1.49,0.34,15.2,-25.27,16.91,11.137760097973022
111209,-10.26,-6.29,-2.89,-2.41,1.53,0.48,15.23,-25.67,18.31,12.376744321508788
111216,-11.57,-8.63,-5.61,-2.84,1.48,0.46,15.77,-26.22,19.58,15.485925868348978
111223,-12.16,-10.2,-6.89,-2.84,1.48,0.46,15.46,-26.45,20.49,17.30253449642566
111230,-13.13,-13.0,-8.9,-3.08,1.39,0.21,15.51,-26.86,22.38,20.50870303066481
111237,-13.46,-14.2,-9.54,-3.03,1.29,-0.26,15.33,-27.36,23.4,21.76748033190796
111244,-13.21,-16.44,-10.0,-2.8,1.16,-0.85,15.02,-26.06,29.87,23.34047343135953
111251,-12.79,-17.72,-9.87,-2.8,1.16,-0.85,14.34,-26.12,25.34,23.97914510569549
111258,-11.1,-20.26,-9.25,-2.51,0.98,-1.33,14.25,-27.04,25.8,24.884535358330485
111265,-9.93,-21.14,-9.0,-2.03,0.78,-1.41,13.67,-27.45,26.34,25.03007191360025
111272,-7.75,-21.91,-8.91,-1.29,0.59,-1.11,13.5,-27.1,26.63,24.889730814132964
111279,-6.9,-21.45,-8.89,-1.29,0.59,-1.11,13.15,-27.49,27.19,24.222811562657213
111286,-6.55,-18.59,-8.64,-0.37,0.45,-0.55,12.79,-27.11,30.02,21.52069236804429
111293,-6.89,-16.99,-8.29,0.47,0.4,-0.04,12.29,-25.53,29.44,20.12104122554297
111300,-7.75,-14.12,-7.13,1.03,0.4,0.2,12.63,-26.5,26.35,17.614590543069685
111307,-8.23,-13.02,-6.39,1.03,0.4,0.2,13.11,-26.19,26.18,16.675892779698483
111314,-8.73,-10.96,-4.98,1.33,0.41,0.2,13.14,-25.9,25.56,14.870605233143674
111321,-8.95,-10.14,-4.34,1.44,0.38,0.08,12.86,-26.13,25.69,14.204143761592952
111328,-8.84,-8.67,-3.31,1.42,0.32,-0.08,12.89,-26.15,26.47,12.81680927532278
111335,-8.62,-7.98,-3.01,1.42,0.32,-0.08,13.46,-26.09,25.81,12.126207156403028
111342,-7.93,-6.81,-2.66,1.33,0.24,-0.26,12.57,-24.16,30.72,10.785944557617563
111349,-7.57,-6.37,-2.58,1.16,0.15,-0.46,12.17,-25.21,24.7,10.224392402485345
111356,-6.87,-5.59,-2.42,0.95,0.07,-0.65,12.44,-25.27,24.92,9.181579384833526
111363,-6.4,-5.56,-2.39,0.95,0.07,-0.65,11.98,-25.26,24.16,8.808274518882799
111370,-5.79,-5.98,-2.26,0.73,-0.0,-0.81,11.9,-24.69,23.79,8.625085506822527
111377,-5.74,-6.4,-2.16,0.52,-0.05,-0.92,11.84,-24.93,23.05,8.864152525763531
111384,-5.78,-7.78,-1.96,0.35,-0.08,-0.95,11.63,-24.96,22.6,9.888296112071078
111391,-5.74,-8.61,-1.98,0.35,-0.08,-0.95,11.14,-24.95,23.74,10.535658498641649
111398,-5.49,-9.98,-2.15,0.25,-0.14,-0.93,10.27,-24.6,22.33,11.591505510502076
111405,-5.3,-10.45,-2.35,0.25,-0.19,-0.93,10.64,-24.22,22.13,11.950523001107523
111412,-4.86,-10.62,-2.68,0.37,-0.22,-0.92,10.08,-23.65,21.88,11.982754274372816
111419,-4.65,-10.34,-2.79,0.37,-0.22,-0.92,9.79,-23.72,21.75,11.675709828528626
111426,-4.33,-9.39,-2.57,0.57,-0.23,-0.89,9.15,-23.68,21.79,10.654853354223135
111433,-4.18,-8.94,-2.23,0.74,-0.23,-0.82,9.5,-23.47,22.33,10.117751726544784
111440,-3.95,-8.22,-1.44,0.83,-0.22,-0.78,8.56,-21.21,26.09,9.23279480980705
111447,-3.91,-7.89,-1.09,0.83,-0.22,-0.78,8.99,-24.04,21.46,8.872896933921863
111454,-4.04,-7.36,-0.54,0.84,-0.22,-0.81,8.94,-23.74,21.28,8.413251452322106
111461,-4.08,-7.16,-0.33,0.8,-0.23,-0.84,8.16,-23.4,20.3,8.247478402517949
111468,-4.05,-6.93,-0.11,0.71,-0.25,-0.83,8.17,-23.31,20.72,8.027421752966514
111475,-3.98,-6.91,-0.15,0.71,-0.25,-0.83,7.89,-23.38,20.15,7.975650443694232
111482,-3.7,-7.08,-0.26,0.59,-0.27,-0.81,7.97,-22.65,20.53,7.992746711863201
111489,-3.59,-7.15,-0.29,0.5,-0.3,-0.81,7.69,-21.66,25.2,8.005916562143275
111496,-3.44,-7.42,-0.2,0.44,-0.31,-0.83,6.17,-21.5,19.12,8.181075723888638
111503,-3.41,-7.62,-0.14,0.44,-0.31,-0.83,7.06,-19.26,19.09,8.349377222284305
111510,-3.37,-8.17,0.06,0.37,-0.3,-0.83,6.64,-22.3,18.94,8.837952251511659
111517,-3.29,-8.43,0.12,0.31,-0.29,-0.82,6.56,-22.07,18.82,9.050049723620306
111524,-3.05,-8.6,0.21,0.3,-0.29,-0.8,5.47,-22.1,18.88,9.127244929331084
111531,-2.79,-8.62,0.29,0.3,-0.29,-0.8,5.71,-22.1,21.79,9.06491036911011
111538,-2.36,-8.28,0.5,0.33,-0.31,-0.77,5.13,-20.36,22.52,8.624268084886971
