timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
0,0.75,2.65,9.48,0.01,0.0,0.01,1.02,-7.28,-85.95,9.871950161948753
7,0.78,2.67,9.49,0.01,0.0,0.01,1.55,-9.31,-87.12,9.88925679715114
14,0.78,2.68,9.47,0.01,-0.0,0.0,2.0,-9.21,-87.07,9.872775698859972
21,0.82,2.69,9.5,0.01,-0.0,0.0,1.2,-9.24,-87.43,9.907497161241077
28,0.82,2.72,9.5,0.01,-0.0,0.0,1.33,-9.62,-87.37,9.915684545204128
35,0.84,2.73,9.5,0.01,-0.0,0.0,1.26,-9.34,-87.77,9.920105846209506
42,0.83,2.73,9.51,0.0,-0.0,0.0,1.39,-9.6,-88.51,9.928841825711597
49,0.83,2.69,9.47,0.0,-0.0,0.01,1.24,-9.02,-88.02,9.879569828691936
56,0.81,2.62,9.47,-0.01,-0.0,0.01,1.34,-9.06,-88.0,9.8590770359096
63,0.81,2.55,9.46,-0.01,-0.0,0.01,1.62,-8.78,-87.85,9.831083358409693
70,0.81,2.51,9.46,-0.0,-0.0,0.01,1.52,-8.48,-87.37,9.820784082750217
77,0.81,2.49,9.46,-0.0,0.0,0.01,1.32,-8.74,-87.26,9.815691519195171
84,0.81,2.5,9.46,0.0,0.0,0.01,1.43,-9.18,-87.3,9.818233038586934
91,0.82,2.52,9.45,0.01,0.0,0.01,1.48,-9.13,-84.0,9.814545328236045
98,0.84,2.54,9.44,0.02,0.0,0.02,0.88,-7.76,-85.76,9.811768444067562
105,0.79,2.61,9.47,0.02,0.0,0.03,1.3,-9.41,-87.65,9.854800860494342
112,0.78,2.63,9.48,0.03,0.0,0.03,1.2,-9.56,-86.98,9.868925980064903
119,0.78,2.68,9.49,0.03,0.0,0.03,1.45,-9.32,-87.31,9.891961382860329
126,0.74,2.7,9.5,0.03,0.0,0.03,1.36,-9.41,-86.93,9.903918416465272
133,0.75,2.73,9.5,0.03,0.0,0.02,1.58,-9.57,-87.27,9.912890597600681
140,0.75,2.73,9.51,0.02,0.0,0.02,1.46,-10.06,-87.01,9.922474489763125
147,0.78,2.73,9.49,0.02,0.0,0.01,0.86,-8.23,-81.67,9.905624664805345
154,0.78,2.72,9.49,0.01,-0.0,0.01,1.29,-9.66,-87.23,9.902873320405549
161,0.8,2.69,9.49,0.01,-0.0,0.0,1.37,-9.76,-87.5,9.896272025363894
168,0.8,2.68,9.48,0.0,-0.0,0.0,1.18,-9.51,-87.96,9.883966814998926
175,0.79,2.64,9.48,0.0,-0.0,0.0,1.08,-9.63,-88.21,9.872390794534017
