timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
0,5.14,-6.56,6.13,0.0,0.04,-0.08,-10.04,30.42,-73.6,10.345535268897398
7,5.1,-6.59,6.11,0.01,0.05,-0.08,-9.68,33.12,-72.7,10.332966660161059
14,5.0,-6.7,6.11,0.01,0.07,-0.08,-10.08,33.65,-73.5,10.354810476295548
21,5.0,-6.76,6.08,0.01,0.07,-0.08,-9.72,33.57,-73.44,10.376126444873346
28,5.09,-6.9,6.12,0.02,0.07,-0.09,-9.54,33.47,-73.31,10.534348579765147
35,5.17,-6.9,6.12,0.04,0.08,-0.1,-9.65,33.28,-69.42,10.57323507730723
42,5.42,-6.9,6.13,0.05,0.09,-0.11,-10.39,34.39,-72.55,10.70342468558545
49,5.57,-6.87,6.14,0.05,0.09,-0.11,-9.6,32.75,-72.86,10.766680082550982
56,5.87,-6.86,6.16,0.06,0.1,-0.11,-9.63,33.22,-73.15,10.92987191141781
63,5.96,-6.87,6.17,0.07,0.12,-0.11,-9.72,33.12,-72.67,10.990332115090972
70,6.12,-6.88,6.11,0.07,0.15,-0.11,-9.76,32.8,-72.13,11.050832547821907
77,6.09,-6.89,6.07,0.07,0.15,-0.11,-9.49,33.12,-72.2,11.018398250199528
84,5.98,-6.99,6.0,0.08,0.18,-0.09,-9.44,32.68,-72.23,10.9827364531796
91,5.91,-7.06,5.98,0.08,0.21,-0.06,-10.44,34.08,-67.61,10.978711217624772
98,5.79,-7.11,5.94,0.1,0.23,-0.04,-9.57,32.46,-73.03,10.925191073843973
105,5.73,-7.09,5.93,0.1,0.23,-0.04,-9.22,32.51,-73.41,10.87501264367081
112,5.64,-7.01,5.93,0.12,0.24,-0.02,-9.56,32.86,-73.6,10.775648472365829
119,5.61,-6.97,5.93,0.15,0.26,-0.01,-9.79,32.77,-73.71,10.733960126626146
126,5.51,-6.85,5.95,0.17,0.27,0.01,-9.49,32.7,-73.47,10.6153238292574
133,5.45,-6.79,5.96,0.17,0.27,0.01,-9.27,33.56,-69.7,10.551217939176501
140,5.39,-6.66,5.96,0.19,0.29,0.01,-10.08,34.27,-73.81,10.436920043767701
147,5.37,-6.61,5.96,0.2,0.32,0.01,-9.31,32.53,-73.3,10.39473905396379
154,5.32,-6.56,6.0,0.2,0.34,0.0,-9.3,32.34,-73.94,10.36030887570443
161,5.3,-6.58,6.0,0.2,0.34,0.0,-9.18,32.18,-73.31,10.362740950154066
168,5.26,-6.59,5.96,0.21,0.36,-0.02,-9.22,31.83,-72.8,10.325565359824129
175,5.21,-6.58,5.93,0.21,0.39,-0.03,-8.87,31.95,-73.49,10.27644880296691
182,5.09,-6.55,5.89,0.22,0.42,-0.04,-8.56,32.23,-71.59,10.173627671583032
189,5.03,-6.49,5.86,0.22,0.42,-0.04,-9.21,33.73,-70.51,10.08764590972542
196,4.81,-6.35,5.88,0.23,0.44,-0.05,-8.46,31.86,-73.46,9.901161548020514
203,4.71,-6.31,5.93,0.24,0.47,-0.08,-7.88,31.89,-73.88,9.857235920885733
210,4.5,-6.29,6.03,0.24,0.49,-0.12,-8.02,31.66,-74.38,9.806885336333856
217,4.42,-6.28,6.09,0.24,0.49,-0.12,-8.26,31.64,-74.23,9.801168297708188
224,4.42,-6.35,6.26,0.22,0.51,-0.18,-8.01,31.69,-74.57,9.952210809664352
231,4.43,-6.29,6.37,0.21,0.52,-0.25,-8.48,32.78,-70.74,9.988288141618662
238,4.62,-6.26,6.53,0.18,0.54,-0.31,-8.92,31.28,-74.5,10.157406164961603
245,4.75,-6.31,6.61,0.18,0.54,-0.31,-8.21,31.92,-74.9,10.2990630641821
252,4.82,-6.42,6.65,0.15,0.58,-0.35,-8.26,31.41,-75.17,10.4245527481998
259,4.85,-6.53,6.64,0.13,0.61,-0.38,-8.36,31.73,-74.79,10.500142856171053
266,4.78,-6.65,6.51,0.13,0.65,-0.39,-8.2,31.2,-74.76,10.461883195677535
273,4.78,-6.68,6.43,0.13,0.65,-0.39,-8.65,30.84,-75.12,10.431476405571743
280,4.74,-6.55,6.3,0.15,0.69,-0.4,-8.1,31.31,-70.67,10.24988292616067
287,4.8,-6.5,6.24,0.17,0.72,-0.41,-8.94,31.69,-73.28,10.209191936681375
294,4.83,-6.27,6.15,0.19,0.75,-0.41,-8.01,30.78,-74.63,10.023188115564828
