timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z,acceleration_magnitude
78603,4.81,-6.52,4.4,-0.91,-0.77,-0.18,-25.83,-20.74,-11.34,9.2198969625479
78610,4.88,-6.46,4.44,-0.9,-0.77,-0.18,-26.19,-20.84,-10.95,9.233612510821535
78617,4.93,-6.48,4.46,-0.9,-0.78,-0.22,-26.4,-20.7,-10.38,9.283689999132887
78624,4.94,-6.55,4.47,-0.93,-0.78,-0.22,-26.09,-21.08,-9.27,9.342751200797332
78631,4.9,-6.63,4.53,-0.93,-0.8,-0.18,-26.69,-20.86,-7.37,9.406795416080866
78638,4.82,-6.59,4.58,-0.94,-0.8,-0.18,-27.21,-18.82,-4.41,9.361458219743332
78645,4.81,-6.6,4.57,-0.94,-0.81,-0.13,-27.0,-20.74,-7.15,9.358472097516772
78652,4.87,-6.58,4.55,-0.96,-0.84,-0.09,-27.38,-20.72,-7.31,9.365671358744123
78659,4.8,-6.5,4.54,-0.96,-0.86,-0.07,-27.35,-20.4,-7.06,9.268311604601994
78666,4.84,-6.47,4.5,-0.98,-0.86,-0.07,-27.24,-20.61,-7.16,9.24859448781273
78673,4.97,-6.3,4.34,-1.0,-0.88,-0.06,-27.68,-20.29,-6.4,9.122855912487053
78680,5.04,-6.26,4.21,-1.02,-0.89,-0.05,-27.97,-18.75,0.03,9.07266774438478
78687,5.12,-6.26,3.83,-1.02,-0.89,-0.06,-28.33,-19.09,-5.14,8.948234462730623
78694,5.19,-6.31,3.61,-1.06,-0.89,-0.06,-27.3,-19.2,-4.03,8.93220577461133
78701,5.32,-6.41,3.13,-1.1,-0.9,-0.1,-27.38,-19.07,-3.29,8.898730246501463
78708,5.45,-6.51,2.96,-1.14,-0.92,-0.14,-27.55,-19.42,-2.72,8.991340278289995
78715,5.48,-6.54,2.99,-1.14,-0.92,-0.14,-27.14,-19.58,-1.78,9.041133778459423
78722,5.42,-6.45,3.16,-1.13,-0.92,-0.14,-27.65,-19.85,-1.37,8.998027561638162
78729,5.19,-6.03,3.69,-1.07,-0.9,-0.07,-27.62,-19.99,4.14,8.770011402501138
78736,5.0,-5.98,3.97,-1.02,-0.89,0.07,-28.53,-17.93,1.91,8.747645397476969
78743,4.61,-6.02,4.22,-1.02,-0.89,0.22,-27.78,-19.45,0.72,8.677609117723613
78750,4.44,-6.03,4.19,-1.04,-0.89,0.22,-27.81,-19.1,1.2,8.580827465926582
78757,4.2,-6.06,3.85,-1.08,-0.9,0.32,-27.54,-18.94,0.86,8.31781822354877
78764,4.03,-6.12,3.68,-1.14,-0.92,0.33,-27.61,-19.41,1.58,8.19985975489825
78771,3.58,-6.09,3.48,-1.14,-0.94,0.29,-27.62,-19.31,2.25,7.874953968119432
78778,3.37,-5.83,3.42,-1.16,-0.94,0.29,-27.48,-15.43,8.77,7.552628681459192
78785,3.15,-5.31,3.33,-1.16,-0.97,0.23,-27.84,-18.96,5.32,7.014805770653953
78792,3.13,-5.05,3.38,-1.18,-1.02,0.16,-27.36,-19.1,4.41,6.835480963326575
78799,3.34,-4.44,3.38,-1.18,-1.02,0.12,-27.29,-19.0,4.85,6.503352981347391
78806,3.51,-4.16,3.25,-1.24,-1.08,0.12,-27.51,-18.82,6.18,6.339416376923037
78813,4.19,-3.93,2.65,-1.34,-1.13,0.11,-27.57,-18.85,7.18,6.32641288567226
78820,4.64,-4.05,2.09,-1.51,-1.17,0.06,-27.38,-18.81,7.94,6.503860392105599
78827,5.91,-4.98,0.83,-1.51,-1.17,-0.06,-27.39,-17.63,13.59,7.7728630503824
78834,6.42,-5.41,0.18,-1.71,-1.17,-0.06,-28.08,-17.71,9.79,8.39743413192387
78841,7.0,-5.82,-1.0,-1.89,-1.1,-0.23,-27.33,-19.29,11.15,9.158187593623532
78848,7.12,-5.98,-1.57,-2.09,-1.0,-0.4,-27.46,-19.72,12.19,9.429724280168536
78855,7.46,-6.9,-2.97,-2.09,-1.0,-0.52,-27.67,-19.54,13.2,10.586902285371298
78862,7.49,-7.47,-3.65,-2.35,-0.93,-0.52,-27.89,-19.8,13.68,11.19033064748312
78869,7.16,-9.02,-4.83,-2.58,-0.89,-0.52,-28.02,-19.85,14.72,12.488190421354089
78876,6.78,-9.73,-5.15,-2.71,-0.85,-0.4,-28.05,-20.13,18.09,12.929184042312956
78883,5.99,-11.41,-5.4,-2.71,-0.85,-0.25,-28.91,-18.61,20.61,13.972408525376002
78890,5.92,-12.27,-5.39,-2.74,-0.82,-0.25,-28.54,-20.33,18.31,14.650986314920916
78897,6.72,-14.56,-5.48,-2.77,-0.83,-0.14,-28.09,-21.06,19.38,16.94645685681818
78904,7.45,-16.58,-5.96,-2.76,-0.83,-0.19,-28.28,-20.78,20.58,19.12904859108262
78911,8.15,-17.76,-6.38,-2.76,-0.83,-0.47,-28.18,-21.06,20.89,20.555887234561297
78918,8.31,-18.02,-6.5,-2.5,-0.72,-0.47,-28.21,-21.02,22.05,20.881247568093244
78925,8.48,-17.44,-6.49,-2.02,-0.54,-0.86,-28.35,-20.02,28.38,20.44955011730087
78932,8.84,-16.11,-6.35,-1.51,-0.39,-1.09,-28.9,-21.57,23.69,19.442227238667897
78939,9.45,-16.43,-6.4,-1.51,-0.39,-1.08,-28.69,-21.81,24.63,20.00518432806856
78946,9.64,-15.99,-6.36,-1.1,-0.29,-1.08,-28.85,-22.76,25.07,19.724586180703515
78953,9.79,-14.19,-5.87,-0.58,-0.22,-0.88,-28.97,-22.95,24.57,18.211455186228257
78960,9.69,-13.33,-5.65,-0.05,-0.16,-0.58,-29.26,-22.51,24.54,17.42146664319626
78967,9.56,-11.82,-5.25,-0.05,-0.16,-0.25,-29.13,-23.02,25.36,16.08317443790249
78974,9.55,-11.15,-5.11,0.32,-0.12,-0.25,-29.22,-22.79,29.39,15.54468076224147
78981,9.39,-9.74,-4.98,0.58,-0.11,-0.02,-29.6,-21.65,26.13,14.416660500962074
78988,9.33,-9.05,-4.94,0.77,-0.08,0.1,-28.95,-22.93,24.77,13.905214849113266
78995,8.89,-7.6,-4.67,0.77,-0.08,0.15,-29.32,-22.33,23.27,12.5936888956334
79002,8.55,-6.81,-4.32,0.91,-0.04,0.15,-29.32,-22.61,22.98,11.753339950839504
79009,7.65,-5.33,-3.08,1.01,0.03,0.22,-29.45,-21.86,22.49,9.819256591005248
79016,7.21,-4.79,-2.43,0.99,0.09,0.33,-29.16,-21.7,21.86,8.99072299651146
79023,6.53,-3.89,-1.45,0.99,0.09,0.45,-30.18,-20.27,27.51,7.737926078737119
79030,6.35,-3.71,-1.23,0.82,0.1,0.45,-29.26,-21.03,22.55,7.456507225236223
79037,6.19,-4.1,-1.37,0.53,0.06,0.54,-28.76,-20.3,22.24,7.55003311251017
79044,6.06,-4.41,-1.55,0.28,0.01,0.57,-28.57,-20.71,22.52,7.653378339008205
79051,5.7,-5.22,-1.82,0.28,0.01,0.53,-28.49,-20.96,22.36,7.940453387559176
79058,5.49,-5.56,-1.79,0.16,0.01,0.53,-28.47,-21.0,22.99,8.016096306806698
79065,4.97,-6.17,-1.57,0.11,0.04,0.4,-28.08,-21.25,22.68,8.07680010895404
79072,4.72,-6.56,-1.5,0.01,0.08,0.22,-28.65,-20.34,26.51,8.219610696377291
79079,4.43,-7.31,-1.57,0.01,0.08,0.1,-28.78,-20.3,22.95,8.690563848220666
79086,4.46,-7.76,-1.66,-0.1,0.09,0.1,-28.24,-21.06,22.96,9.103010491040862
79093,4.77,-8.71,-1.94,-0.17,0.07,0.05,-28.14,-21.12,22.51,10.11832990171797
79100,4.85,-9.01,-2.04,-0.16,0.03,0.06,-28.52,-21.12,22.7,10.433800841495874
79107,4.85,-9.08,-1.93,-0.16,0.03,0.06,-28.37,-21.02,22.35,10.473480796755204
79114,4.86,-8.84,-1.73,-0.02,-0.0,0.11,-28.34,-21.0,23.53,10.23514044847456
79121,5.06,-8.06,-1.39,0.14,-0.03,0.17,-28.56,-18.61,25.33,9.61765563949968
79128,5.12,-7.61,-1.31,0.21,-0.04,0.2,-28.3,-20.34,21.81,9.265128169647737
79135,5.07,-6.79,-1.22,0.21,-0.04,0.2,-27.8,-20.67,21.29,8.561390074047555
79142,4.98,-6.39,-1.16,0.2,-0.02,0.18,-27.86,-20.48,21.7,8.184014907122299
79149,4.48,-5.94,-0.87,0.16,0.02,0.17,-27.78,-20.14,22.45,7.49072092658644
79156,4.16,-5.92,-0.7,0.06,0.06,0.17,-27.32,-20.59,22.48,7.2692503052240545
79163,3.86,-6.56,-0.48,0.06,0.06,0.17,-27.61,-21.13,22.19,7.626506408572669
79170,3.82,-7.01,-0.58,-0.08,0.09,0.14,-27.81,-19.51,26.64,8.004305091636626
79177,3.96,-7.76,-1.06,-0.21,0.08,0.01,-28.63,-20.84,22.73,8.77626344180711
79184,4.07,-8.04,-1.42,-0.32,0.02,-0.21,-28.22,-21.02,23.25,9.122658603718545
79191,4.52,-8.41,-2.17,-0.32,0.02,-0.21,-28.33,-21.27,23.3,9.791189917471726
79198,4.81,-8.59,-2.48,-0.38,-0.05,-0.43,-28.69,-21.18,23.93,10.152566178065523
